SUSPENSION_HEIGHT_CUR_1,SUSPENSION_HEIGHT_CUR_2,SUSPENSION_HEIGHT_CUR_3,SUSPENSION_HEIGHT_CUR_4,SUSPENSION_PRESSURE_CUR_1,SUSPENSION_PRESSURE_CUR_2,SUSPENSION_PRESSURE_CUR_3,SUSPENSION_PRESSURE_CUR_4,STEERING_SERVO_CUR_POS_FRONT,STEERING_SERVO_CUR_POS_REAR,STEERING_SERVO_CURRENT_FRONT,STEERING_SERVO_CURRENT_REAR,time
1.00,0.00,7.00,42.00,2.37,0.62,0.03,2.90,1002.00,-995.00,620.00,1410.00,14:56:17.789684
1.00,0.00,7.00,42.00,2.37,0.62,0.03,2.90,1002.00,-995.00,620.00,1410.00,14:56:17.792684
1.00,0.00,7.00,42.00,2.37,0.62,0.03,2.90,1002.00,-995.00,620.00,1410.00,14:56:18.131682
1.00,0.00,7.00,42.00,2.37,0.62,0.03,2.90,1002.00,-995.00,620.00,1410.00,14:56:18.371680
1.00,0.00,7.00,42.00,2.37,0.62,0.03,2.90,1002.00,-995.00,620.00,1410.00,14:56:18.581682
1.00,0.00,7.00,42.00,2.37,0.62,0.03,2.90,1002.00,-995.00,620.00,1410.00,14:56:18.771681
1.00,0.00,7.00,42.00,2.37,0.62,0.03,2.90,1002.00,-995.00,620.00,1410.00,14:56:18.992681
1.00,0.00,7.00,42.00,2.37,0.62,0.03,2.90,1002.00,-995.00,620.00,1410.00,14:56:19.201683
1.00,0.00,7.00,42.00,2.37,0.62,0.03,2.90,1002.00,-995.00,620.00,1410.00,14:56:19.391681
1.00,0.00,7.00,42.00,2.37,0.62,0.03,2.90,1002.00,-995.00,620.00,1410.00,14:56:19.591681
1.00,0.00,7.00,42.00,2.37,0.62,0.03,2.90,1002.00,-995.00,620.00,1410.00,14:56:19.791684
1.00,0.00,7.00,42.00,2.37,0.62,0.03,2.90,1002.00,-995.00,620.00,1410.00,14:56:20.001686
1.00,0.00,7.00,42.00,2.37,0.62,0.03,2.90,1002.00,-995.00,620.00,1410.00,14:56:20.203681
1.00,0.00,7.00,42.00,2.37,0.62,0.03,2.90,1002.00,-995.00,620.00,1410.00,14:56:20.421682
-75.00,-73.00,-48.00,-7.00,4.00,1.36,0.34,3.77,1002.00,-995.00,630.00,1400.00,14:56:20.631681
-75.00,-73.00,-48.00,-7.00,4.00,1.36,0.34,3.77,1002.00,-995.00,630.00,1400.00,14:56:20.861681
-75.00,-73.00,-48.00,-7.00,4.00,1.36,0.34,3.77,1002.00,-995.00,630.00,1400.00,14:56:21.073682
-75.00,-73.00,-48.00,-7.00,4.00,1.36,0.34,3.77,1002.00,-995.00,630.00,1400.00,14:56:21.271681
-75.00,-73.00,-48.00,-7.00,4.00,1.36,0.34,3.77,1002.00,-995.00,630.00,1400.00,14:56:21.481686
-75.00,-73.00,-48.00,-7.00,4.00,1.36,0.34,3.77,1002.00,-995.00,630.00,1400.00,14:56:21.691685
-75.00,-73.00,-48.00,-7.00,4.00,1.36,0.34,3.77,1002.00,-995.00,630.00,1400.00,14:56:21.902683
-75.00,-73.00,-48.00,-7.00,4.00,1.36,0.34,3.77,1002.00,-995.00,630.00,1400.00,14:56:22.107685
-75.00,-73.00,-48.00,-7.00,4.00,1.36,0.34,3.77,1002.00,-995.00,630.00,1400.00,14:56:22.344685
-75.00,-73.00,-48.00,-7.00,4.00,1.36,0.34,3.77,1002.00,-995.00,630.00,1400.00,14:56:22.572690
-75.00,-73.00,-48.00,-7.00,4.00,1.36,0.34,3.77,1002.00,-995.00,630.00,1400.00,14:56:22.772683
-75.00,-73.00,-48.00,-7.00,4.00,1.36,0.34,3.77,1002.00,-995.00,630.00,1400.00,14:56:22.982684
-61.00,-90.00,-45.00,-2.00,4.00,1.37,0.35,3.83,116.00,-24.00,5840.00,4110.00,14:56:23.202687
-61.00,-90.00,-45.00,-2.00,4.00,1.37,0.35,3.83,116.00,-24.00,5840.00,4110.00,14:56:23.422684
-61.00,-90.00,-45.00,-2.00,4.00,1.37,0.35,3.83,116.00,-24.00,5840.00,4110.00,14:56:23.622684
-61.00,-90.00,-45.00,-2.00,4.00,1.37,0.35,3.83,116.00,-24.00,5840.00,4110.00,14:56:23.832687
-61.00,-90.00,-45.00,-2.00,4.00,1.37,0.35,3.83,116.00,-24.00,5840.00,4110.00,14:56:24.092690
-61.00,-90.00,-45.00,-2.00,4.00,1.37,0.35,3.83,116.00,-24.00,5840.00,4110.00,14:56:24.295685
-61.00,-90.00,-45.00,-2.00,4.00,1.37,0.35,3.83,116.00,-24.00,5840.00,4110.00,14:56:24.503690
-61.00,-90.00,-45.00,-2.00,4.00,1.37,0.35,3.83,116.00,-24.00,5840.00,4110.00,14:56:24.702686
-61.00,-90.00,-45.00,-2.00,4.00,1.37,0.35,3.83,116.00,-24.00,5840.00,4110.00,14:56:24.902685
-61.00,-90.00,-45.00,-2.00,4.00,1.37,0.35,3.83,116.00,-24.00,5840.00,4110.00,14:56:25.115685
-61.00,-90.00,-45.00,-2.00,4.00,1.37,0.35,3.83,116.00,-24.00,5840.00,4110.00,14:56:25.322686
-61.00,-90.00,-45.00,-2.00,4.00,1.37,0.35,3.83,116.00,-24.00,5840.00,4110.00,14:56:25.522686
-76.00,-76.00,-46.00,-9.00,4.01,1.37,0.35,3.84,-2.00,-11.00,2920.00,3960.00,14:56:25.782685
-76.00,-76.00,-46.00,-9.00,4.01,1.37,0.35,3.84,-2.00,-11.00,2920.00,3960.00,14:56:25.993686
-76.00,-76.00,-46.00,-9.00,4.01,1.37,0.35,3.84,-2.00,-11.00,2920.00,3960.00,14:56:26.192689
-76.00,-76.00,-46.00,-9.00,4.01,1.37,0.35,3.84,-2.00,-11.00,2920.00,3960.00,14:56:26.402686
-76.00,-76.00,-46.00,-9.00,4.01,1.37,0.35,3.84,-2.00,-11.00,2920.00,3960.00,14:56:26.602686
-76.00,-76.00,-46.00,-9.00,4.01,1.37,0.35,3.84,-2.00,-11.00,2920.00,3960.00,14:56:26.793691
-76.00,-76.00,-46.00,-9.00,4.01,1.37,0.35,3.84,-2.00,-11.00,2920.00,3960.00,14:56:27.092689
-76.00,-76.00,-46.00,-9.00,4.01,1.37,0.35,3.84,-2.00,-11.00,2920.00,3960.00,14:56:27.422691
-76.00,-76.00,-46.00,-9.00,4.01,1.37,0.35,3.84,-2.00,-11.00,2920.00,3960.00,14:56:27.632688
-76.00,-76.00,-46.00,-9.00,4.01,1.37,0.35,3.84,-2.00,-11.00,2920.00,3960.00,14:56:27.832688
-76.00,-76.00,-46.00,-9.00,4.01,1.37,0.35,3.84,-2.00,-11.00,2920.00,3960.00,14:56:28.032690
-76.00,-74.00,-44.00,-9.00,4.02,1.37,0.35,3.84,-2.00,-96.00,2910.00,2940.00,14:56:28.282688
-76.00,-74.00,-44.00,-9.00,4.02,1.37,0.35,3.84,-2.00,-96.00,2910.00,2940.00,14:56:28.492688
-76.00,-74.00,-44.00,-9.00,4.02,1.37,0.35,3.84,-2.00,-96.00,2910.00,2940.00,14:56:28.692694
-76.00,-74.00,-44.00,-9.00,4.02,1.37,0.35,3.84,-2.00,-96.00,2910.00,2940.00,14:56:28.902690
-76.00,-74.00,-44.00,-9.00,4.02,1.37,0.35,3.84,-2.00,-96.00,2910.00,2940.00,14:56:29.104689
-76.00,-74.00,-44.00,-9.00,4.02,1.37,0.35,3.84,-2.00,-96.00,2910.00,2940.00,14:56:29.332689
-76.00,-74.00,-44.00,-9.00,4.02,1.37,0.35,3.84,-2.00,-96.00,2910.00,2940.00,14:56:29.572688
-76.00,-74.00,-44.00,-9.00,4.02,1.37,0.35,3.84,-2.00,-96.00,2910.00,2940.00,14:56:29.782690
-76.00,-74.00,-44.00,-9.00,4.02,1.37,0.35,3.84,-2.00,-96.00,2910.00,2940.00,14:56:29.992695
-76.00,-74.00,-44.00,-9.00,4.02,1.37,0.35,3.84,-2.00,-96.00,2910.00,2940.00,14:56:30.192691
-76.00,-74.00,-44.00,-9.00,4.02,1.37,0.35,3.84,-2.00,-96.00,2910.00,2940.00,14:56:30.404695
-76.00,-74.00,-44.00,-9.00,4.02,1.37,0.35,3.84,-2.00,-96.00,2910.00,2940.00,14:56:30.613690
-75.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.83,-2.00,-11.00,2910.00,3550.00,14:56:30.892691
-75.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.83,-2.00,-11.00,2910.00,3550.00,14:56:31.092695
-75.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.83,-2.00,-11.00,2910.00,3550.00,14:56:31.292693
-75.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.83,-2.00,-11.00,2910.00,3550.00,14:56:31.492696
-75.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.83,-2.00,-11.00,2910.00,3550.00,14:56:31.692691
-75.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.83,-2.00,-11.00,2910.00,3550.00,14:56:31.904692
-75.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.83,-2.00,-11.00,2910.00,3550.00,14:56:32.115732
-75.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.83,-2.00,-11.00,2910.00,3550.00,14:56:32.322691
-75.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.83,-2.00,-11.00,2910.00,3550.00,14:56:32.532695
-75.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.83,-2.00,-11.00,2910.00,3550.00,14:56:32.773692
-75.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.83,-2.00,-11.00,2910.00,3550.00,14:56:32.982696
-75.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.83,-2.00,-11.00,2910.00,3550.00,14:56:33.192694
-75.00,-73.00,-48.00,-10.00,4.02,1.37,0.35,3.83,-2.00,-11.00,2920.00,3560.00,14:56:33.403693
-75.00,-73.00,-48.00,-10.00,4.02,1.37,0.35,3.83,-2.00,-11.00,2920.00,3560.00,14:56:33.602694
-75.00,-73.00,-48.00,-10.00,4.02,1.37,0.35,3.83,-2.00,-11.00,2920.00,3560.00,14:56:33.792696
-75.00,-73.00,-48.00,-10.00,4.02,1.37,0.35,3.83,-2.00,-11.00,2920.00,3560.00,14:56:33.992693
-75.00,-73.00,-48.00,-10.00,4.02,1.37,0.35,3.83,-2.00,-11.00,2920.00,3560.00,14:56:34.214693
-75.00,-73.00,-48.00,-10.00,4.02,1.37,0.35,3.83,-2.00,-11.00,2920.00,3560.00,14:56:34.414694
-75.00,-73.00,-48.00,-10.00,4.02,1.37,0.35,3.83,-2.00,-11.00,2920.00,3560.00,14:56:34.602694
-75.00,-73.00,-48.00,-10.00,4.02,1.37,0.35,3.83,-2.00,-11.00,2920.00,3560.00,14:56:34.818695
-75.00,-73.00,-48.00,-10.00,4.02,1.37,0.35,3.83,-2.00,-11.00,2920.00,3560.00,14:56:35.012697
-75.00,-73.00,-48.00,-10.00,4.02,1.37,0.35,3.83,-2.00,-11.00,2920.00,3560.00,14:56:35.341694
-75.00,-73.00,-48.00,-10.00,4.02,1.37,0.35,3.83,-2.00,-11.00,2920.00,3560.00,14:56:35.682695
-75.00,-73.00,-48.00,-10.00,4.02,1.37,0.35,3.83,-2.00,-11.00,2920.00,3560.00,14:56:35.892696
-73.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.84,-2.00,-11.00,4590.00,3550.00,14:56:36.115695
-73.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.84,-2.00,-11.00,4590.00,3550.00,14:56:36.342696
-73.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.84,-2.00,-11.00,4590.00,3550.00,14:56:36.582696
-73.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.84,-2.00,-11.00,4590.00,3550.00,14:56:36.792695
-73.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.84,-2.00,-11.00,4590.00,3550.00,14:56:37.002697
-73.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.84,-2.00,-11.00,4590.00,3550.00,14:56:37.202697
-73.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.84,-2.00,-11.00,4590.00,3550.00,14:56:37.412699
-73.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.84,-2.00,-11.00,4590.00,3550.00,14:56:37.604697
