PSTED_TORQUE,PSTED_MOTOR_SPEED,PSTED_CURRENT,PSTED_VOLTAGE,PSTED_MOTOR_TEMP,PSTED_INV_RADIATOR_TEMP,PSTED_OUT_BMS_VOLTAGE,SYSTEM_24V_VOLTAGE,STEERING_SERVO_CUR_POS_FRONT,STEERING_SERVO_CUR_POS_REAR,time
0.00,189.46,0.00,343.06,68.00,17.00,265.24,24.46,2.00,-20.00,18:08:32.516697
0.00,0.00,0.00,343.06,65.00,17.00,312.36,24.47,2.00,-20.00,18:08:33.125548
0.00,0.00,0.00,343.06,65.00,17.00,312.36,24.46,2.00,-21.00,18:08:33.855675
0.00,0.00,0.00,343.06,65.00,17.00,312.36,24.46,2.00,-21.00,18:08:34.424396
0.00,0.00,0.00,343.06,65.00,17.00,312.36,24.46,2.00,-20.00,18:08:35.107398
0.00,0.00,0.00,343.06,65.00,17.00,312.36,24.47,2.00,-20.00,18:08:35.742844
0.00,0.00,0.00,343.06,65.00,17.00,312.36,24.46,2.00,-20.00,18:08:36.555731
0.00,0.00,0.00,343.06,65.00,17.00,312.36,24.46,2.00,-20.00,18:08:37.110303
0.00,0.00,0.00,343.06,65.00,17.00,312.36,24.46,2.00,-20.00,18:08:37.741123
0.00,0.00,0.00,343.06,65.00,17.00,312.36,24.46,2.00,-20.00,18:08:38.360102
0.00,0.00,0.00,343.06,65.00,17.00,312.36,24.47,2.00,-20.00,18:08:39.175608
0.00,0.00,0.00,343.06,65.00,17.00,312.36,24.47,2.00,-20.00,18:08:39.734368
0.00,0.00,0.00,343.06,65.00,17.00,312.36,24.47,2.00,-21.00,18:08:40.354810
0.00,0.00,0.00,343.06,65.00,17.00,312.36,24.48,2.00,-20.00,18:08:41.001032
0.00,0.00,0.00,343.06,65.00,17.00,312.36,24.46,2.00,-20.00,18:08:41.855480
0.00,0.00,0.00,343.06,65.00,17.00,312.36,24.46,2.00,-20.00,18:08:42.413747
0.00,0.00,0.00,343.06,65.00,17.00,312.36,24.46,2.00,-20.00,18:08:43.061542
0.00,0.00,0.00,343.06,65.00,17.00,312.36,24.46,2.00,-20.00,18:08:43.820878
0.00,0.00,0.00,343.06,65.00,17.00,312.36,24.46,2.00,-21.00,18:08:44.666562
0.00,0.00,0.00,343.06,65.00,17.00,312.36,24.46,2.00,-21.00,18:08:45.236874
0.00,0.00,0.00,343.06,65.00,17.00,312.36,24.47,2.00,-20.00,18:08:45.839484
0.00,0.00,0.00,343.06,65.00,17.00,312.36,24.46,2.00,-20.00,18:08:46.540072
0.00,0.00,0.00,343.06,65.00,17.00,312.36,24.45,2.00,-20.00,18:08:47.356144
0.00,0.00,0.00,343.06,65.00,17.00,312.36,24.45,2.00,-20.00,18:08:47.907250
0.00,0.00,0.00,343.06,65.00,17.00,314.10,24.47,2.00,-20.00,18:08:48.540515
0.00,0.00,0.00,343.06,65.00,17.00,314.10,24.46,2.00,-20.00,18:08:49.207466
0.00,0.00,0.00,343.06,65.00,17.00,314.10,24.47,2.00,-20.00,18:08:49.988152
0.00,0.00,0.00,343.06,65.00,17.00,314.10,24.47,2.00,-20.00,18:08:50.609718
