STEERING_SERVO_CUR_POS_FRONT,STEERING_SERVO_CUR_POS_REAR,STEERING_SERVO_CURRENT_FRONT,STEERING_SERVO_CURRENT_REAR,SUSPENSION_PRESSURE_CUR_1,SUSPENSION_PRESSURE_CUR_2,SUSPENSION_PRESSURE_CUR_3,SUSPENSION_PRESSURE_CUR_4,time
,,,,,,,,12:42:56.474362
,,,,,,,,12:42:56.533122
,,,,,,,,12:42:56.908142
,,,,,,,,12:42:57.107513
,,,,,,,,12:42:57.308535
,,,,,,,,12:42:57.528642
,,,,,,,,12:42:57.742012
,,,,,,,,12:42:57.945205
,,,,,,,,12:42:58.242702
,,,,,,,,12:42:58.584139
1.00,33.00,1060.00,120.00,146.00,2575.00,,-100.00,12:42:58.803793
1.00,33.00,1060.00,120.00,146.00,2575.00,,-100.00,12:42:59.023394
1.00,33.00,1060.00,120.00,146.00,2575.00,,-100.00,12:42:59.223546
1.00,33.00,1060.00,120.00,146.00,2575.00,,-100.00,12:42:59.434398
1.00,33.00,1060.00,120.00,146.00,2575.00,,-100.00,12:42:59.624585
1.00,33.00,1060.00,120.00,146.00,2575.00,,-100.00,12:42:59.838452
1.00,33.00,1060.00,120.00,146.00,2575.00,,-100.00,12:43:00.035634
1.00,33.00,1060.00,120.00,146.00,2575.00,,-100.00,12:43:00.236227
1.00,33.00,1070.00,100.00,139.00,2577.00,3245.00,-100.00,12:43:00.447230
1.00,33.00,1070.00,100.00,139.00,2577.00,3245.00,-100.00,12:43:00.648238
1.00,33.00,1070.00,100.00,139.00,2577.00,3245.00,-100.00,12:43:00.848943
1.00,33.00,1070.00,100.00,139.00,2577.00,3245.00,-100.00,12:43:01.048876
1.00,33.00,1070.00,100.00,139.00,2577.00,3245.00,-100.00,12:43:01.258920
1.00,33.00,1070.00,100.00,139.00,2577.00,3245.00,-100.00,12:43:01.500209
1.00,33.00,1070.00,100.00,139.00,2577.00,3245.00,-100.00,12:43:01.719232
1.00,33.00,1070.00,100.00,139.00,2577.00,3245.00,-100.00,12:43:01.922668
1.00,33.00,1070.00,120.00,142.00,2576.00,3244.00,-100.00,12:43:02.141412
1.00,33.00,1070.00,120.00,142.00,2576.00,3244.00,-100.00,12:43:02.341154
1.00,33.00,1070.00,120.00,142.00,2576.00,3244.00,-100.00,12:43:02.553982
1.00,33.00,1070.00,120.00,142.00,2576.00,3244.00,-100.00,12:43:02.754541
1.00,33.00,1070.00,120.00,142.00,2576.00,3244.00,-100.00,12:43:02.962539
1.00,33.00,1070.00,120.00,142.00,2576.00,3244.00,-100.00,12:43:03.173074
1.00,33.00,1070.00,120.00,142.00,2576.00,3244.00,-100.00,12:43:03.396239
1.00,33.00,1070.00,120.00,142.00,2576.00,3244.00,-100.00,12:43:03.605043
1.00,33.00,1070.00,80.00,141.00,2576.00,3244.00,-100.00,12:43:03.825458
1.00,33.00,1070.00,80.00,141.00,2576.00,3244.00,-100.00,12:43:04.036127
1.00,33.00,1070.00,80.00,141.00,2576.00,3244.00,-100.00,12:43:04.236328
1.00,33.00,1070.00,80.00,141.00,2576.00,3244.00,-100.00,12:43:04.438310
1.00,33.00,1070.00,80.00,141.00,2576.00,3244.00,-100.00,12:43:04.647113
1.00,33.00,1070.00,80.00,141.00,2576.00,3244.00,-100.00,12:43:04.847462
1.00,33.00,1070.00,80.00,141.00,2576.00,3244.00,-100.00,12:43:05.048403
1.00,33.00,1070.00,80.00,141.00,2576.00,3244.00,-100.00,12:43:05.248479
1.00,33.00,1060.00,160.00,141.00,2568.00,3250.00,-100.00,12:43:05.464017
1.00,33.00,1060.00,160.00,141.00,2568.00,3250.00,-100.00,12:43:05.660632
1.00,33.00,1060.00,160.00,141.00,2568.00,3250.00,-100.00,12:43:05.850084
1.00,33.00,1060.00,160.00,141.00,2568.00,3250.00,-100.00,12:43:06.040601
1.00,33.00,1060.00,160.00,141.00,2568.00,3250.00,-100.00,12:43:06.231294
1.00,33.00,1060.00,160.00,141.00,2568.00,3250.00,-100.00,12:43:06.431525
1.00,33.00,1060.00,160.00,141.00,2568.00,3250.00,-100.00,12:43:06.637182
1.00,33.00,1060.00,160.00,141.00,2568.00,3250.00,-100.00,12:43:06.842465
1.00,33.00,1070.00,140.00,148.00,2580.00,3251.00,-100.00,12:43:07.043892
1.00,33.00,1070.00,140.00,148.00,2580.00,3251.00,-100.00,12:43:07.253757
1.00,33.00,1070.00,140.00,148.00,2580.00,3251.00,-100.00,12:43:07.444884
1.00,33.00,1070.00,140.00,148.00,2580.00,3251.00,-100.00,12:43:07.655241
1.00,33.00,1070.00,140.00,148.00,2580.00,3251.00,-100.00,12:43:07.855516
1.00,33.00,1070.00,140.00,148.00,2580.00,3251.00,-100.00,12:43:08.056428
1.00,33.00,1070.00,140.00,148.00,2580.00,3251.00,-100.00,12:43:08.267329
1.00,33.00,1070.00,140.00,148.00,2580.00,3251.00,-100.00,12:43:08.467424
1.00,33.00,1060.00,110.00,139.00,2578.00,3246.00,-100.00,12:43:08.769117
1.00,33.00,1060.00,110.00,139.00,2578.00,3246.00,-100.00,12:43:09.109327
1.00,33.00,1060.00,110.00,139.00,2578.00,3246.00,-100.00,12:43:09.309695
1.00,33.00,1060.00,110.00,139.00,2578.00,3246.00,-100.00,12:43:09.529373
1.00,33.00,1060.00,110.00,139.00,2578.00,3246.00,-100.00,12:43:09.772353
1.00,33.00,1060.00,110.00,139.00,2578.00,3246.00,-100.00,12:43:10.031545
1.00,33.00,1060.00,110.00,139.00,2578.00,3246.00,-100.00,12:43:10.242909
1.00,33.00,1060.00,110.00,139.00,2578.00,3246.00,-100.00,12:43:10.453775
1.00,33.00,1060.00,110.00,144.00,2579.00,3250.00,-100.00,12:43:10.653123
1.00,33.00,1060.00,110.00,144.00,2579.00,3250.00,-100.00,12:43:10.853456
1.00,33.00,1060.00,110.00,144.00,2579.00,3250.00,-100.00,12:43:11.055961
1.00,33.00,1060.00,110.00,144.00,2579.00,3250.00,-100.00,12:43:11.254295
1.00,33.00,1060.00,110.00,144.00,2579.00,3250.00,-100.00,12:43:11.465009
1.00,33.00,1060.00,110.00,144.00,2579.00,3250.00,-100.00,12:43:11.665690
1.00,33.00,1060.00,110.00,144.00,2579.00,3250.00,-100.00,12:43:11.866114
1.00,33.00,1060.00,110.00,144.00,2579.00,3250.00,-100.00,12:43:12.066333
1.00,33.00,1060.00,110.00,141.00,2580.00,3250.00,-100.00,12:43:12.279094
