SUSPENSION_HEIGHT_CUR_1,SUSPENSION_HEIGHT_CUR_2,SUSPENSION_HEIGHT_CUR_3,SUSPENSION_HEIGHT_CUR_4,SUSPENSION_PRESSURE_CUR_1,SUSPENSION_PRESSURE_CUR_2,SUSPENSION_PRESSURE_CUR_3,SUSPENSION_PRESSURE_CUR_4,time
7.00,-8.00,59.00,33.00,2.17,0.89,4.99,0.59,11:32:03.611802
7.00,-8.00,59.00,33.00,2.17,0.89,4.99,0.59,11:32:03.613802
7.00,-8.00,59.00,33.00,2.17,0.89,4.99,0.59,11:32:04.104594
7.00,-8.00,59.00,33.00,2.17,0.89,4.99,0.59,11:32:04.292633
7.00,-8.00,59.00,33.00,2.17,0.89,4.99,0.59,11:32:04.482594
7.00,-8.00,59.00,33.00,2.17,0.89,4.99,0.59,11:32:04.682594
7.00,-8.00,59.00,33.00,2.17,0.89,4.99,0.59,11:32:04.892628
7.00,-8.00,59.00,33.00,2.17,0.89,4.99,0.59,11:32:05.102813
7.00,-8.00,59.00,33.00,2.17,0.89,4.99,0.59,11:32:05.302813
7.00,-8.00,59.00,33.00,2.17,0.89,4.99,0.59,11:32:05.492812
9.00,-4.00,59.00,33.00,2.16,0.89,5.00,0.58,11:32:05.692813
9.00,-4.00,59.00,33.00,2.16,0.89,5.00,0.58,11:32:05.902813
9.00,-4.00,59.00,33.00,2.16,0.89,5.00,0.58,11:32:06.102813
9.00,-4.00,59.00,33.00,2.16,0.89,5.00,0.58,11:32:06.312604
9.00,-4.00,59.00,33.00,2.16,0.89,5.00,0.58,11:32:06.698575
9.00,-4.00,59.00,33.00,2.16,0.89,5.00,0.58,11:32:06.902575
9.00,-4.00,59.00,33.00,2.16,0.89,5.00,0.58,11:32:07.102574
9.00,-4.00,59.00,33.00,2.16,0.89,5.00,0.58,11:32:07.302574
7.00,-4.00,66.00,36.00,2.16,0.89,5.00,0.58,11:32:07.502574
7.00,-4.00,66.00,36.00,2.16,0.89,5.00,0.58,11:32:07.712575
7.00,-4.00,66.00,36.00,2.16,0.89,5.00,0.58,11:32:07.922575
7.00,-4.00,66.00,36.00,2.16,0.89,5.00,0.58,11:32:08.132609
7.00,-4.00,66.00,36.00,2.16,0.89,5.00,0.58,11:32:08.332575
7.00,-4.00,66.00,36.00,2.16,0.89,5.00,0.58,11:32:08.532574
7.00,-4.00,66.00,36.00,2.16,0.89,5.00,0.58,11:32:08.732575
7.00,-4.00,66.00,36.00,2.16,0.89,5.00,0.58,11:32:08.942575
9.00,-8.00,59.00,36.00,2.16,0.89,5.00,0.59,11:32:09.328868
9.00,-8.00,59.00,36.00,2.16,0.89,5.00,0.59,11:32:09.532872
9.00,-8.00,59.00,36.00,2.16,0.89,5.00,0.59,11:32:09.733326
9.00,-8.00,59.00,36.00,2.16,0.89,5.00,0.59,11:32:09.933328
9.00,-8.00,59.00,36.00,2.16,0.89,5.00,0.59,11:32:10.133306
9.00,-8.00,59.00,36.00,2.16,0.89,5.00,0.59,11:32:10.333336
9.00,-8.00,59.00,36.00,2.16,0.89,5.00,0.59,11:32:10.533337
9.00,-8.00,59.00,36.00,2.16,0.89,5.00,0.59,11:32:10.733321
9.00,-4.00,63.00,33.00,2.16,0.87,3.56,0.67,11:32:10.933326
9.00,-4.00,63.00,33.00,2.16,0.87,3.56,0.67,11:32:11.143369
9.00,-4.00,63.00,33.00,2.16,0.87,3.56,0.67,11:32:11.353360
9.00,-4.00,63.00,33.00,2.16,0.87,3.56,0.67,11:32:11.563350
9.00,-4.00,63.00,33.00,2.16,0.87,3.56,0.67,11:32:11.948346
9.00,-4.00,63.00,33.00,2.16,0.87,3.56,0.67,11:32:12.153343
9.00,-4.00,63.00,33.00,2.16,0.87,3.56,0.67,11:32:12.352899
9.00,-4.00,63.00,33.00,2.16,0.87,3.56,0.67,11:32:12.563188
7.00,-2.00,37.00,18.00,2.18,0.84,2.26,0.79,11:32:12.774194
7.00,-2.00,37.00,18.00,2.18,0.84,2.26,0.79,11:32:12.983187
7.00,-2.00,37.00,18.00,2.18,0.84,2.26,0.79,11:32:13.193185
7.00,-2.00,37.00,18.00,2.18,0.84,2.26,0.79,11:32:13.403194
7.00,-2.00,37.00,18.00,2.18,0.84,2.26,0.79,11:32:13.613195
7.00,-2.00,37.00,18.00,2.18,0.84,2.26,0.79,11:32:13.823195
7.00,-2.00,37.00,18.00,2.18,0.84,2.26,0.79,11:32:14.023198
7.00,-2.00,37.00,18.00,2.18,0.84,2.26,0.79,11:32:14.233195
5.00,0.00,11.00,-2.00,2.21,0.82,1.89,0.87,11:32:14.624195
5.00,0.00,11.00,-2.00,2.21,0.82,1.89,0.87,11:32:14.823187
5.00,0.00,11.00,-2.00,2.21,0.82,1.89,0.87,11:32:15.033187
5.00,0.00,11.00,-2.00,2.21,0.82,1.89,0.87,11:32:15.243195
5.00,0.00,11.00,-2.00,2.21,0.82,1.89,0.87,11:32:15.443194
5.00,0.00,11.00,-2.00,2.21,0.82,1.89,0.87,11:32:15.643188
5.00,0.00,11.00,-2.00,2.21,0.82,1.89,0.87,11:32:15.853198
5.00,0.00,11.00,-2.00,2.21,0.82,1.89,0.87,11:32:16.053200
5.00,0.00,9.00,-2.00,2.20,0.82,2.00,0.85,11:32:16.253197
5.00,0.00,9.00,-2.00,2.20,0.82,2.00,0.85,11:32:16.453185
5.00,0.00,9.00,-2.00,2.20,0.82,2.00,0.85,11:32:16.653193
5.00,0.00,9.00,-2.00,2.20,0.82,2.00,0.85,11:32:16.863186
5.00,0.00,9.00,-2.00,2.20,0.82,2.00,0.85,11:32:17.268187
5.00,0.00,9.00,-2.00,2.20,0.82,2.00,0.85,11:32:17.475186
5.00,0.00,9.00,-2.00,2.20,0.82,2.00,0.85,11:32:17.674198
5.00,0.00,9.00,-2.00,2.20,0.82,2.00,0.85,11:32:17.893194
5.00,0.00,9.00,-2.00,2.20,0.83,2.06,0.83,11:32:18.103496
5.00,0.00,9.00,-2.00,2.20,0.83,2.06,0.83,11:32:18.313542
5.00,0.00,9.00,-2.00,2.20,0.83,2.06,0.83,11:32:18.523694
5.00,0.00,9.00,-2.00,2.20,0.83,2.06,0.83,11:32:18.723379
5.00,0.00,9.00,-2.00,2.20,0.83,2.06,0.83,11:32:18.933380
5.00,0.00,9.00,-2.00,2.20,0.83,2.06,0.83,11:32:19.133380
5.00,0.00,9.00,-2.00,2.20,0.83,2.06,0.83,11:32:19.333380
5.00,0.00,9.00,-2.00,2.20,0.83,2.06,0.83,11:32:19.543123
5.00,0.00,9.00,-2.00,2.20,0.83,2.04,0.83,11:32:19.926165
5.00,0.00,9.00,-2.00,2.20,0.83,2.04,0.83,11:32:20.123157
5.00,0.00,9.00,-2.00,2.20,0.83,2.04,0.83,11:32:20.323169
5.00,0.00,9.00,-2.00,2.20,0.83,2.04,0.83,11:32:20.523162
5.00,0.00,9.00,-2.00,2.20,0.83,2.04,0.83,11:32:20.733154
5.00,0.00,9.00,-2.00,2.20,0.83,2.04,0.83,11:32:20.943386
5.00,0.00,9.00,-2.00,2.20,0.83,2.04,0.83,11:32:21.143657
5.00,0.00,9.00,-2.00,2.20,0.83,2.04,0.83,11:32:21.353658
5.00,0.00,9.00,-2.00,2.20,0.84,2.05,0.82,11:32:21.553658
5.00,0.00,9.00,-2.00,2.20,0.84,2.05,0.82,11:32:21.763314
5.00,0.00,9.00,-2.00,2.20,0.84,2.05,0.82,11:32:21.963666
5.00,0.00,9.00,-2.00,2.20,0.84,2.05,0.82,11:32:22.173477
5.00,0.00,9.00,-2.00,2.20,0.84,2.05,0.82,11:32:22.593642
5.00,0.00,9.00,-2.00,2.20,0.84,2.05,0.82,11:32:22.803160
5.00,0.00,9.00,-2.00,2.20,0.84,2.05,0.82,11:32:23.003160
5.00,0.00,9.00,-2.00,2.20,0.84,2.05,0.82,11:32:23.203031
5.00,0.00,8.00,-2.00,2.20,0.85,2.05,0.81,11:32:23.403104
5.00,0.00,8.00,-2.00,2.20,0.85,2.05,0.81,11:32:23.613606
5.00,0.00,8.00,-2.00,2.20,0.85,2.05,0.81,11:32:23.813941
5.00,0.00,8.00,-2.00,2.20,0.85,2.05,0.81,11:32:24.023211
5.00,0.00,8.00,-2.00,2.20,0.85,2.05,0.81,11:32:24.223460
5.00,0.00,8.00,-2.00,2.20,0.85,2.05,0.81,11:32:24.433460
5.00,0.00,8.00,-2.00,2.20,0.85,2.05,0.81,11:32:24.633460
5.00,0.00,8.00,-2.00,2.20,0.85,2.05,0.81,11:32:24.843460
-6.00,-8.00,9.00,0.00,1.24,1.57,2.13,0.72,11:32:25.234459
-6.00,-8.00,9.00,0.00,1.24,1.57,2.13,0.72,11:32:25.423459
-6.00,-8.00,9.00,0.00,1.24,1.57,2.13,0.72,11:32:25.613460
-6.00,-8.00,9.00,0.00,1.24,1.57,2.13,0.72,11:32:25.813460
-6.00,-8.00,9.00,0.00,1.24,1.57,2.13,0.72,11:32:26.003459
-6.00,-8.00,9.00,0.00,1.24,1.57,2.13,0.72,11:32:26.213460
-6.00,-8.00,9.00,0.00,1.24,1.57,2.13,0.72,11:32:26.413461
-6.00,-8.00,9.00,0.00,1.24,1.57,2.13,0.72,11:32:26.623696
-14.00,-9.00,3.00,-4.00,0.73,1.34,1.49,1.20,11:32:26.833560
-14.00,-9.00,3.00,-4.00,0.73,1.34,1.49,1.20,11:32:27.033561
-14.00,-9.00,3.00,-4.00,0.73,1.34,1.49,1.20,11:32:27.243595
-14.00,-9.00,3.00,-4.00,0.73,1.34,1.49,1.20,11:32:27.453567
-14.00,-9.00,3.00,-4.00,0.73,1.34,1.49,1.20,11:32:27.838606
-14.00,-9.00,3.00,-4.00,0.73,1.34,1.49,1.20,11:32:28.033416
