Напряжение ЗПТ,Потребляемый ток,Ток обмотки возбуждения,Ток статора,Ток фазы А,Ток фазы В,Ток фазы С,Ток Id,Ток Iq,Температура фазы А,Температура фазы В,Температура фазы С,Температура воздуха,Температура статора,Температура ОВ,Gamma,Скорость мотора,Момент,Мощность механическая,Мощность электрическая,time
,,,,,,,,,,,,,,,,,,,,18:36:23.303551
,,,,,,,,,,,,,,,,,,,,18:36:23.313511
,,,,,,,,,,,,,,,,,,,,18:36:23.741778
,,,,,,,,,,,,,,,,,,,,18:36:24.076047
,,,,,,,,,,,,,,,,,,,,18:36:24.294812
,,,,,,,,,,,,,,,,,,,,18:36:24.512807
,,,,,,,,,,,,,,,,,,,,18:36:24.731812
,,,,,,,,,,,,,,,,,,,,18:36:24.949133
,,,,,,,,,,,,,,,,,,,,18:36:25.167859
,,,,,,,,,,,,,,,,,,,,18:36:25.386771
,,,,,,,,,,,,,,,,,,,,18:36:25.602184
,,,,,,,,,,,,,,,,,,,,18:36:25.818761
,,,,,,,,,,,,,,,,,,,,18:36:26.124618
,,,,,,,,,,,,,,,,,,,,18:36:26.458972
,,,,,,,,,,,,,,,,,,,,18:36:26.662627
,,,,,,,,,,,,,,,,,,,,18:36:26.881030
,,,,,,,,,,,,,,,,,,,,18:36:27.099392
,,,,,,,,,,,,,,,,,,,,18:36:27.317483
,,,,,,,,,,,,,,,,,,,,18:36:27.536489
,,,,,,,,,,,,,,,,,,,,18:36:27.755009
,,,,,,,,,,,,,,,,,,,,18:36:27.971482
,,,,,,,,,,,,,,,,,,,,18:36:28.191848
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:36:28.407595
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:36:28.729877
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:36:29.065067
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:36:29.281566
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:36:29.499499
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:36:29.718616
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:36:29.935881
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:36:30.152978
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:36:30.354939
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:36:30.571434
