PSTED_MOTOR_SPEED,PSTED_CURRENT,PSTED_VOLTAGE,STEERING_SERVO_CUR_POS_FRONT,STEERING_SERVO_CUR_POS_REAR,STEERING_SERVO_CURRENT_FRONT,STEERING_SERVO_CURRENT_REAR,SUSPENSION_HEIGHT_CUR_1,SUSPENSION_HEIGHT_CUR_2,SUSPENSION_HEIGHT_CUR_3,SUSPENSION_HEIGHT_CUR_4,time
,,,,,,,,,,,19:07:21.772029
,,,,,,,,,,,19:07:21.896990
,,,,,,,,,,,19:07:21.928181
,,,,,,,,,,,19:07:21.956132
,,,,,,,,,,,19:07:22.006755
,,,,,,,,,,,19:07:22.016714
,,,,,,,,,,,19:07:22.026744
,,,,,,,,,,,19:07:22.036644
,,,,,,,,,,,19:07:22.046379
,,,,,,,,,,,19:07:22.076278
,,,,,,,,,,,19:07:22.116842
,,,,,,,,,,,19:07:22.136771
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.146648
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.176901
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.216908
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.226908
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.246456
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.276690
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.336825
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.367099
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.406772
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.426933
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.436882
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.446488
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.476563
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.516921
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.537043
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.566541
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.606830
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.616342
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.626817
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.636742
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.646746
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.676909
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.716517
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.727092
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.736255
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.746479
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.776230
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.816774
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.826866
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.836586
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.846421
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.876447
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.916885
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.936880
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:22.956863
0,0,6.35294,-39,36,0,0,-74,-70,-73,-74,19:07:23.006814
