SUSPENSION_HEIGHT_CUR_1,SUSPENSION_HEIGHT_CUR_2,SUSPENSION_HEIGHT_CUR_3,SUSPENSION_HEIGHT_CUR_4,SUSPENSION_PRESSURE_CUR_1,SUSPENSION_PRESSURE_CUR_2,SUSPENSION_PRESSURE_CUR_3,SUSPENSION_PRESSURE_CUR_4,time
,,,,,,,,16:58:59.949197
,,,,,,,,16:58:59.952195
,,,,,,,,16:59:00.329497
,,,,,,,,16:59:00.542222
,,,,,,,,16:59:00.747529
,,,,,,,,16:59:00.978251
,,,,,,,,16:59:01.178509
,,,,,,,,16:59:01.387350
,,,,,,,,16:59:01.577689
,,,,,,,,16:59:01.787619
-41.00,-42.00,-82.00,-72.00,1.25,1.39,0.84,0.90,16:59:01.988268
-41.00,-42.00,-82.00,-72.00,1.25,1.39,0.84,0.90,16:59:02.188512
-41.00,-42.00,-82.00,-72.00,1.25,1.39,0.84,0.90,16:59:02.407535
-41.00,-42.00,-82.00,-72.00,1.25,1.39,0.84,0.90,16:59:02.611044
-41.00,-42.00,-82.00,-72.00,1.25,1.39,0.84,0.90,16:59:02.838562
-41.00,-42.00,-82.00,-72.00,1.25,1.39,0.84,0.90,16:59:03.078714
-41.00,-42.00,-82.00,-72.00,1.25,1.39,0.84,0.90,16:59:03.287986
-41.00,-42.00,-82.00,-72.00,1.25,1.39,0.84,0.90,16:59:03.497929
-41.00,-42.00,-82.00,-72.00,1.26,1.39,0.84,0.90,16:59:03.698111
-41.00,-42.00,-82.00,-72.00,1.26,1.39,0.84,0.90,16:59:03.898326
-41.00,-42.00,-82.00,-72.00,1.26,1.39,0.84,0.90,16:59:04.097374
-41.00,-42.00,-82.00,-72.00,1.26,1.39,0.84,0.90,16:59:04.287919
-41.00,-42.00,-82.00,-72.00,1.26,1.39,0.84,0.90,16:59:04.498687
-41.00,-42.00,-82.00,-72.00,1.26,1.39,0.84,0.90,16:59:04.718427
-41.00,-42.00,-82.00,-72.00,1.26,1.39,0.84,0.90,16:59:04.927597
-41.00,-42.00,-82.00,-72.00,1.26,1.39,0.84,0.90,16:59:05.127670
-41.00,-42.00,-79.00,-75.00,1.25,1.39,0.85,0.90,16:59:05.341305
-41.00,-42.00,-79.00,-75.00,1.25,1.39,0.85,0.90,16:59:05.578384
-41.00,-42.00,-79.00,-75.00,1.25,1.39,0.85,0.90,16:59:05.788279
-41.00,-42.00,-79.00,-75.00,1.25,1.39,0.85,0.90,16:59:05.988243
-41.00,-42.00,-79.00,-75.00,1.25,1.39,0.85,0.90,16:59:06.188032
-41.00,-42.00,-79.00,-75.00,1.25,1.39,0.85,0.90,16:59:06.388418
-41.00,-42.00,-79.00,-75.00,1.25,1.39,0.85,0.90,16:59:06.598232
-41.00,-42.00,-79.00,-75.00,1.25,1.39,0.85,0.90,16:59:06.798068
-41.00,-42.00,-82.00,-72.00,1.25,1.39,0.85,0.90,16:59:06.998042
-41.00,-42.00,-82.00,-72.00,1.25,1.39,0.85,0.90,16:59:07.198604
-41.00,-42.00,-82.00,-72.00,1.25,1.39,0.85,0.90,16:59:07.407802
-41.00,-42.00,-82.00,-72.00,1.25,1.39,0.85,0.90,16:59:07.608368
-41.00,-42.00,-82.00,-72.00,1.25,1.39,0.85,0.90,16:59:07.818308
-41.00,-42.00,-82.00,-72.00,1.25,1.39,0.85,0.90,16:59:08.038813
-41.00,-42.00,-82.00,-72.00,1.25,1.39,0.85,0.90,16:59:08.288581
-41.00,-42.00,-82.00,-72.00,1.25,1.39,0.85,0.90,16:59:08.510527
-41.00,-42.00,-82.00,-72.00,1.25,1.40,0.84,0.90,16:59:08.707647
-41.00,-42.00,-82.00,-72.00,1.25,1.40,0.84,0.90,16:59:08.918590
-41.00,-42.00,-82.00,-72.00,1.25,1.40,0.84,0.90,16:59:09.140065
-41.00,-42.00,-82.00,-72.00,1.25,1.40,0.84,0.90,16:59:09.348254
-41.00,-42.00,-82.00,-72.00,1.25,1.40,0.84,0.90,16:59:09.578790
-41.00,-42.00,-82.00,-72.00,1.25,1.40,0.84,0.90,16:59:09.788512
-41.00,-42.00,-82.00,-72.00,1.25,1.40,0.84,0.90,16:59:09.987857
-41.00,-42.00,-82.00,-72.00,1.25,1.40,0.84,0.90,16:59:10.198530
-41.00,-42.00,-82.00,-75.00,1.25,1.39,0.84,0.89,16:59:10.408065
-41.00,-42.00,-82.00,-75.00,1.25,1.39,0.84,0.89,16:59:10.639196
-41.00,-42.00,-82.00,-75.00,1.25,1.39,0.84,0.89,16:59:10.868139
-41.00,-42.00,-82.00,-75.00,1.25,1.39,0.84,0.89,16:59:11.088639
-41.00,-42.00,-82.00,-75.00,1.25,1.39,0.84,0.89,16:59:11.288696
-41.00,-42.00,-82.00,-75.00,1.25,1.39,0.84,0.89,16:59:11.498139
-41.00,-42.00,-82.00,-75.00,1.25,1.39,0.84,0.89,16:59:11.708002
-41.00,-42.00,-82.00,-75.00,1.25,1.39,0.84,0.89,16:59:11.908482
-41.00,-42.00,-82.00,-75.00,1.24,1.39,0.84,0.89,16:59:12.107862
-41.00,-42.00,-82.00,-75.00,1.24,1.39,0.84,0.89,16:59:12.309240
-41.00,-42.00,-82.00,-75.00,1.24,1.39,0.84,0.89,16:59:12.518350
-41.00,-42.00,-82.00,-75.00,1.24,1.39,0.84,0.89,16:59:12.728765
-41.00,-42.00,-82.00,-75.00,1.24,1.39,0.84,0.89,16:59:12.940462
-41.00,-42.00,-82.00,-75.00,1.24,1.39,0.84,0.89,16:59:13.188449
