STEERING_SERVO_CUR_POS_FRONT,STEERING_SERVO_CUR_POS_REAR,STEERING_SERVO_CURRENT_FRONT,STEERING_SERVO_CURRENT_REAR,time
320.00,232.00,0.00,5500.00,15:05:43.716902
320.00,232.00,0.00,5500.00,15:05:43.925900
320.00,137.00,0.00,2620.00,15:05:44.125901
320.00,137.00,0.00,2620.00,15:05:44.325937
320.00,137.00,0.00,2620.00,15:05:44.525945
321.00,179.00,0.00,4270.00,15:05:44.735903
321.00,179.00,0.00,4270.00,15:05:44.945937
321.00,179.00,0.00,4270.00,15:05:45.169902
321.00,179.00,0.00,4270.00,15:05:45.398907
321.00,179.00,0.00,4270.00,15:05:45.595904
320.00,243.00,0.00,0.00,15:05:45.795903
320.00,243.00,0.00,0.00,15:05:46.005906
320.00,243.00,0.00,0.00,15:05:46.215904
320.00,243.00,0.00,0.00,15:05:46.415905
321.00,212.00,0.00,4810.00,15:05:46.625903
321.00,212.00,0.00,4810.00,15:05:46.825909
321.00,212.00,0.00,4810.00,15:05:47.025908
321.00,212.00,0.00,4810.00,15:05:47.225905
321.00,241.00,0.00,3180.00,15:05:47.465908
321.00,241.00,0.00,3180.00,15:05:47.695906
321.00,241.00,0.00,3180.00,15:05:47.895904
321.00,241.00,0.00,3180.00,15:05:48.115905
321.00,145.00,0.00,2330.00,15:05:48.315908
321.00,145.00,0.00,2330.00,15:05:48.515906
321.00,145.00,0.00,2330.00,15:05:48.722910
321.00,145.00,0.00,2330.00,15:05:48.935908
321.00,145.00,0.00,1650.00,15:05:49.157909
321.00,145.00,0.00,1650.00,15:05:49.396910
321.00,145.00,0.00,1650.00,15:05:49.595910
321.00,145.00,0.00,1650.00,15:05:49.815907
321.00,140.00,0.00,2440.00,15:05:50.105908
321.00,140.00,0.00,2440.00,15:05:50.315909
321.00,140.00,0.00,2440.00,15:05:50.515914
321.00,140.00,0.00,2440.00,15:05:50.727913
321.00,42.00,0.00,700.00,15:05:50.935913
321.00,42.00,0.00,700.00,15:05:51.135908
321.00,42.00,0.00,700.00,15:05:51.335911
321.00,42.00,0.00,700.00,15:05:51.545913
320.00,42.00,0.00,560.00,15:05:51.755909
320.00,42.00,0.00,560.00,15:05:52.005907
320.00,42.00,0.00,560.00,15:05:52.205914
320.00,42.00,0.00,560.00,15:05:52.415910
321.00,42.00,0.00,540.00,15:05:52.625910
321.00,42.00,0.00,540.00,15:05:52.836916
321.00,42.00,0.00,540.00,15:05:53.036912
321.00,42.00,0.00,540.00,15:05:53.239915
320.00,42.00,0.00,530.00,15:05:53.455911
320.00,42.00,0.00,530.00,15:05:53.655911
320.00,42.00,0.00,530.00,15:05:53.905910
320.00,42.00,0.00,530.00,15:05:54.105914
320.00,42.00,0.00,530.00,15:05:54.305913
320.00,42.00,0.00,530.00,15:05:54.505911
320.00,42.00,0.00,530.00,15:05:54.705911
320.00,42.00,0.00,530.00,15:05:54.916918
321.00,42.00,0.00,530.00,15:05:55.125919
321.00,42.00,0.00,530.00,15:05:55.315917
321.00,42.00,0.00,530.00,15:05:55.520232
321.00,42.00,0.00,530.00,15:05:55.716428
321.00,42.00,0.00,530.00,15:05:55.926613
321.00,42.00,0.00,530.00,15:05:56.126190
321.00,42.00,0.00,530.00,15:05:56.336354
321.00,42.00,0.00,530.00,15:05:56.536356
321.00,42.00,0.00,540.00,15:05:56.746356
321.00,42.00,0.00,540.00,15:05:56.966383
321.00,42.00,0.00,540.00,15:05:57.206352
321.00,42.00,0.00,540.00,15:05:57.418357
320.00,42.00,0.00,540.00,15:05:57.626353
320.00,42.00,0.00,540.00,15:05:57.836357
320.00,42.00,0.00,540.00,15:05:58.054358
320.00,42.00,0.00,540.00,15:05:58.256357
320.00,42.00,0.00,530.00,15:05:58.496353
320.00,42.00,0.00,530.00,15:05:58.696358
320.00,42.00,0.00,530.00,15:05:58.919358
320.00,42.00,0.00,530.00,15:05:59.126357
320.00,42.00,0.00,540.00,15:05:59.336126
320.00,42.00,0.00,540.00,15:05:59.536921
320.00,42.00,0.00,540.00,15:05:59.736767
320.00,42.00,0.00,540.00,15:05:59.955762
320.00,42.00,0.00,540.00,15:06:00.226777
320.00,42.00,0.00,540.00,15:06:00.436764
320.00,42.00,0.00,540.00,15:06:00.646764
320.00,42.00,0.00,540.00,15:06:00.858185
320.00,42.00,0.00,550.00,15:06:01.068676
320.00,42.00,0.00,550.00,15:06:01.309676
320.00,42.00,0.00,550.00,15:06:01.516674
320.00,42.00,0.00,550.00,15:06:01.718675
320.00,42.00,0.00,540.00,15:06:01.926670
320.00,42.00,0.00,540.00,15:06:02.126672
320.00,42.00,0.00,540.00,15:06:02.326705
320.00,42.00,0.00,540.00,15:06:02.527670
320.00,42.00,0.00,260.00,15:06:02.746673
320.00,42.00,0.00,260.00,15:06:03.072368
320.00,42.00,0.00,260.00,15:06:03.408704
320.00,42.00,0.00,260.00,15:06:03.626428
321.00,42.00,0.00,90.00,15:06:03.836430
321.00,42.00,0.00,90.00,15:06:04.036430
321.00,42.00,0.00,90.00,15:06:04.248430
321.00,42.00,0.00,90.00,15:06:04.508464
320.00,39.00,0.00,100.00,15:06:04.716976
320.00,39.00,0.00,100.00,15:06:04.947052
320.00,39.00,0.00,100.00,15:06:05.146093
320.00,39.00,0.00,130.00,15:06:05.417094
320.00,39.00,0.00,130.00,15:06:05.627094
320.00,39.00,0.00,130.00,15:06:05.826098
320.00,39.00,0.00,130.00,15:06:06.126129
320.00,39.00,0.00,130.00,15:06:06.456166
320.00,39.00,0.00,140.00,15:06:06.696166
320.00,39.00,0.00,140.00,15:06:06.897167
320.00,39.00,0.00,140.00,15:06:07.117166
320.00,39.00,0.00,140.00,15:06:07.327168
321.00,39.00,0.00,90.00,15:06:07.527168
321.00,39.00,0.00,90.00,15:06:07.737168
321.00,39.00,0.00,90.00,15:06:07.947168
321.00,39.00,0.00,90.00,15:06:08.147169
321.00,39.00,0.00,100.00,15:06:08.397168
321.00,39.00,0.00,100.00,15:06:08.617168
321.00,39.00,0.00,100.00,15:06:08.817175
321.00,39.00,0.00,100.00,15:06:09.047169
321.00,39.00,0.00,120.00,15:06:09.247169
321.00,39.00,0.00,120.00,15:06:09.447171
321.00,39.00,0.00,120.00,15:06:09.637169
321.00,39.00,0.00,120.00,15:06:09.847174
321.00,39.00,0.00,80.00,15:06:10.057169
321.00,39.00,0.00,80.00,15:06:10.300958
321.00,39.00,0.00,80.00,15:06:10.527006
321.00,39.00,0.00,80.00,15:06:10.727016
321.00,39.00,0.00,100.00,15:06:10.937016
321.00,39.00,0.00,100.00,15:06:11.147012
321.00,39.00,0.00,100.00,15:06:11.347013
321.00,39.00,0.00,100.00,15:06:11.567018
320.00,39.00,0.00,90.00,15:06:11.807015
320.00,39.00,0.00,90.00,15:06:12.037019
320.00,39.00,0.00,90.00,15:06:12.237015
320.00,39.00,0.00,90.00,15:06:12.447013
383.00,39.00,0.00,110.00,15:06:12.647014
383.00,39.00,0.00,110.00,15:06:12.897017
383.00,39.00,0.00,110.00,15:06:13.146635
383.00,39.00,0.00,110.00,15:06:13.346635
403.00,39.00,0.00,90.00,15:06:13.547150
403.00,39.00,0.00,90.00,15:06:13.748151
403.00,39.00,0.00,90.00,15:06:13.946779
403.00,39.00,0.00,90.00,15:06:14.196974
415.00,39.00,1310.00,130.00,15:06:14.416572
415.00,39.00,1310.00,130.00,15:06:14.630571
415.00,39.00,1310.00,130.00,15:06:14.836572
415.00,39.00,1310.00,130.00,15:06:15.047570
90.00,39.00,4650.00,110.00,15:06:15.256573
90.00,39.00,4650.00,110.00,15:06:15.489568
90.00,39.00,4650.00,110.00,15:06:15.736568
90.00,39.00,4650.00,110.00,15:06:15.936571
25.00,39.00,5450.00,50.00,15:06:16.136571
25.00,39.00,5450.00,50.00,15:06:16.346573
25.00,39.00,5450.00,50.00,15:06:16.546976
25.00,39.00,5450.00,50.00,15:06:16.736619
8.00,39.00,5530.00,110.00,15:06:16.953620
8.00,39.00,5530.00,110.00,15:06:17.156619
8.00,39.00,5530.00,110.00,15:06:17.396619
8.00,39.00,5530.00,110.00,15:06:17.626621
3.00,39.00,5520.00,140.00,15:06:17.837619
3.00,39.00,5520.00,140.00,15:06:18.036783
3.00,39.00,5520.00,140.00,15:06:18.270347
3.00,39.00,5520.00,140.00,15:06:18.507343
-1.00,39.00,5440.00,80.00,15:06:18.717344
-1.00,39.00,5440.00,80.00,15:06:19.027395
-1.00,39.00,5440.00,80.00,15:06:19.347345
-1.00,39.00,5440.00,80.00,15:06:19.536723
-1.00,39.00,5410.00,160.00,15:06:19.747756
-1.00,39.00,5410.00,160.00,15:06:19.947288
-1.00,39.00,5410.00,160.00,15:06:20.137255
-1.00,39.00,5410.00,160.00,15:06:20.347261
296.00,39.00,0.00,110.00,15:06:20.557756
296.00,39.00,0.00,110.00,15:06:20.807636
296.00,39.00,0.00,110.00,15:06:21.027640
296.00,39.00,0.00,110.00,15:06:21.237641
300.00,39.00,0.00,120.00,15:06:21.436748
300.00,39.00,0.00,120.00,15:06:21.647305
300.00,39.00,0.00,120.00,15:06:21.846889
300.00,39.00,0.00,120.00,15:06:22.059403
300.00,39.00,0.00,130.00,15:06:22.257845
300.00,39.00,0.00,130.00,15:06:22.497156
300.00,39.00,0.00,130.00,15:06:22.717664
300.00,39.00,0.00,130.00,15:06:22.927000
300.00,39.00,0.00,70.00,15:06:23.137643
300.00,39.00,0.00,70.00,15:06:23.347679
300.00,39.00,0.00,70.00,15:06:23.655687
300.00,39.00,0.00,70.00,15:06:24.017685
300.00,39.00,0.00,120.00,15:06:24.227713
300.00,39.00,0.00,120.00,15:06:24.426967
300.00,39.00,0.00,120.00,15:06:24.636967
300.00,39.00,0.00,120.00,15:06:24.846964
300.00,39.00,0.00,140.00,15:06:25.046989
300.00,39.00,0.00,140.00,15:06:25.296899
300.00,39.00,0.00,140.00,15:06:25.517715
300.00,39.00,0.00,140.00,15:06:25.727625
300.00,39.00,0.00,70.00,15:06:25.941627
300.00,39.00,0.00,70.00,15:06:26.147628
300.00,39.00,0.00,70.00,15:06:26.455627
300.00,39.00,0.00,70.00,15:06:26.807291
300.00,39.00,0.00,70.00,15:06:27.037860
300.00,39.00,0.00,70.00,15:06:27.237858
300.00,39.00,0.00,70.00,15:06:27.427364
300.00,39.00,0.00,70.00,15:06:27.639512
300.00,39.00,0.00,90.00,15:06:27.847510
300.00,39.00,0.00,90.00,15:06:28.047738
300.00,39.00,0.00,90.00,15:06:28.257291
300.00,39.00,0.00,120.00,15:06:28.537291
300.00,39.00,0.00,120.00,15:06:28.738025
300.00,39.00,0.00,120.00,15:06:28.947145
300.00,39.00,0.00,120.00,15:06:29.157145
300.00,39.00,0.00,120.00,15:06:29.403145
300.00,39.00,0.00,90.00,15:06:29.607163
300.00,39.00,0.00,90.00,15:06:29.807238
300.00,39.00,0.00,90.00,15:06:30.017234
300.00,39.00,0.00,90.00,15:06:30.227239
300.00,39.00,0.00,150.00,15:06:30.427244
300.00,39.00,0.00,150.00,15:06:30.627244
