PSTED_MOTOR_SPEED,PSTED_CURRENT,PSTED_VOLTAGE,STEERING_SERVO_CUR_POS_FRONT,STEERING_SERVO_CUR_POS_REAR,STEERING_SERVO_CURRENT_FRONT,STEERING_SERVO_CURRENT_REAR,SUSPENSION_HEIGHT_CUR_1,SUSPENSION_HEIGHT_CUR_2,SUSPENSION_HEIGHT_CUR_3,SUSPENSION_HEIGHT_CUR_4,time
,,,,,,,,,,,18:21:40.026561
,,,,,,,,,,,18:21:40.153018
,,,,,,,,,,,18:21:40.380169
,,,,,,,,,,,18:21:40.600309
,,,,,,,,,,,18:21:40.820402
,,,,,,,,,,,18:21:41.030065
,,,,,,,,,,,18:21:41.251878
,,,,,,,,,,,18:21:41.480096
,,,,,,,,,,,18:21:41.710493
,,,,,,,,,,,18:21:41.930502
,,,,,,,,,,,18:21:42.153132
,,,,,,,,,,,18:21:42.382024
0.00,0.00,6.35,-2.00,33.00,1170.00,140.00,-62.00,-54.00,-26.00,-10.00,18:21:42.610503
0.00,0.00,6.35,-2.00,33.00,1170.00,140.00,-62.00,-54.00,-26.00,-10.00,18:21:42.830700
0.00,0.00,6.35,-2.00,33.00,1170.00,140.00,-62.00,-54.00,-26.00,-10.00,18:21:43.040834
0.00,0.00,6.35,-2.00,33.00,1170.00,140.00,-62.00,-54.00,-26.00,-10.00,18:21:43.253007
0.00,0.00,6.35,-2.00,33.00,1170.00,140.00,-62.00,-54.00,-26.00,-10.00,18:21:43.480169
0.00,0.00,6.35,-2.00,33.00,1170.00,140.00,-62.00,-54.00,-26.00,-10.00,18:21:43.710705
0.00,0.00,6.35,-2.00,33.00,1170.00,140.00,-62.00,-54.00,-26.00,-10.00,18:21:43.940642
0.00,0.00,6.35,-2.00,33.00,1170.00,140.00,-62.00,-54.00,-26.00,-10.00,18:21:44.190540
0.00,0.00,6.35,-2.00,33.00,1170.00,140.00,-62.00,-54.00,-26.00,-10.00,18:21:44.410668
0.00,0.00,6.35,-2.00,33.00,1170.00,140.00,-62.00,-54.00,-26.00,-10.00,18:21:44.630680
0.00,0.00,6.35,-2.00,33.00,1170.00,140.00,-62.00,-54.00,-26.00,-10.00,18:21:44.840947
0.00,0.00,25.41,-2.00,33.00,1160.00,90.00,-62.00,-54.00,-26.00,-10.00,18:21:45.080867
0.00,0.00,25.41,-2.00,33.00,1160.00,90.00,-62.00,-54.00,-26.00,-10.00,18:21:45.311060
0.00,0.00,25.41,-2.00,33.00,1160.00,90.00,-62.00,-54.00,-26.00,-10.00,18:21:45.530853
0.00,0.00,25.41,-2.00,33.00,1160.00,90.00,-62.00,-54.00,-26.00,-10.00,18:21:45.753727
0.00,0.00,25.41,-2.00,33.00,1160.00,90.00,-62.00,-54.00,-26.00,-10.00,18:21:45.980317
0.00,0.00,25.41,-2.00,33.00,1160.00,90.00,-62.00,-54.00,-26.00,-10.00,18:21:46.210126
0.00,0.00,25.41,-2.00,33.00,1160.00,90.00,-62.00,-54.00,-26.00,-10.00,18:21:46.420971
0.00,0.00,25.41,-2.00,33.00,1160.00,90.00,-62.00,-54.00,-26.00,-10.00,18:21:46.640790
0.00,0.00,25.41,-2.00,33.00,1160.00,90.00,-62.00,-54.00,-26.00,-10.00,18:21:46.853280
0.00,0.00,25.41,-2.00,33.00,1160.00,90.00,-62.00,-54.00,-26.00,-10.00,18:21:47.080501
0.00,0.00,25.41,-2.00,33.00,1160.00,90.00,-62.00,-54.00,-26.00,-10.00,18:21:47.290938
0.00,0.00,6.35,-2.00,33.00,1170.00,270.00,-62.00,-54.00,-26.00,-10.00,18:21:47.510881
0.00,0.00,6.35,-2.00,33.00,1170.00,270.00,-62.00,-54.00,-26.00,-10.00,18:21:47.731210
0.00,0.00,6.35,-2.00,33.00,1170.00,270.00,-62.00,-54.00,-26.00,-10.00,18:21:47.952563
0.00,0.00,6.35,-2.00,33.00,1170.00,270.00,-62.00,-54.00,-26.00,-10.00,18:21:48.181061
0.00,0.00,6.35,-2.00,33.00,1170.00,270.00,-62.00,-54.00,-26.00,-10.00,18:21:48.411059
0.00,0.00,6.35,-2.00,33.00,1170.00,270.00,-62.00,-54.00,-26.00,-10.00,18:21:48.630961
0.00,0.00,6.35,-2.00,33.00,1170.00,270.00,-62.00,-54.00,-26.00,-10.00,18:21:48.852440
0.00,0.00,6.35,-2.00,33.00,1170.00,270.00,-62.00,-54.00,-26.00,-10.00,18:21:49.080598
0.00,0.00,6.35,-2.00,33.00,1170.00,270.00,-62.00,-54.00,-26.00,-10.00,18:21:49.310528
0.00,0.00,6.35,-2.00,33.00,1170.00,270.00,-62.00,-54.00,-26.00,-10.00,18:21:49.521029
0.00,0.00,6.35,-2.00,33.00,1170.00,270.00,-62.00,-54.00,-26.00,-10.00,18:21:49.730840
0.00,0.00,19.06,-2.00,33.00,1160.00,90.00,-62.00,-54.00,-26.00,-10.00,18:21:49.940358
