PSTED_MOTOR_SPEED,PSTED_CURRENT,PSTED_VOLTAGE,STEERING_SERVO_CUR_POS_FRONT,STEERING_SERVO_CUR_POS_REAR,STEERING_SERVO_CURRENT_FRONT,STEERING_SERVO_CURRENT_REAR,SUSPENSION_HEIGHT_CUR_1,SUSPENSION_HEIGHT_CUR_2,SUSPENSION_HEIGHT_CUR_3,SUSPENSION_HEIGHT_CUR_4,time
,,,,,,,,,,,18:04:47.101793
,,,,,,,,,,,18:04:47.243744
,,,,,,,,,,,18:04:47.666237
,,,,,,,,,,,18:04:47.872864
,,,,,,,,,,,18:04:48.093429
,,,,,,,,,,,18:04:48.343580
,,,,,,,,,,,18:04:48.563968
,,,,,,,,,,,18:04:48.793416
,,,,,,,,,,,18:04:49.013372
,,,,,,,,,,,18:04:49.243318
,,,,,,,,,,,18:04:49.463670
,,,,,,,,,,,18:04:49.683672
0.00,0.00,6.35,-2.00,33.00,1170.00,140.00,-62.00,-54.00,-26.00,-8.00,18:04:49.904058
0.00,0.00,6.35,-2.00,33.00,1170.00,140.00,-62.00,-54.00,-26.00,-8.00,18:04:50.375218
0.00,0.00,6.35,-2.00,33.00,1170.00,140.00,-62.00,-54.00,-26.00,-8.00,18:04:50.593977
0.00,0.00,6.35,-2.00,33.00,1170.00,140.00,-62.00,-54.00,-26.00,-8.00,18:04:50.803345
0.00,0.00,6.35,-2.00,33.00,1170.00,140.00,-62.00,-54.00,-26.00,-8.00,18:04:51.025881
0.00,0.00,6.35,-2.00,33.00,1170.00,140.00,-62.00,-54.00,-26.00,-8.00,18:04:51.263749
0.00,0.00,6.35,-2.00,33.00,1170.00,140.00,-62.00,-54.00,-26.00,-8.00,18:04:51.473416
0.00,0.00,6.35,-2.00,33.00,1170.00,140.00,-62.00,-54.00,-26.00,-8.00,18:04:51.693255
0.00,0.00,6.35,-2.00,33.00,1170.00,140.00,-62.00,-54.00,-26.00,-8.00,18:04:51.943776
0.00,0.00,6.35,-2.00,33.00,1170.00,140.00,-62.00,-54.00,-26.00,-8.00,18:04:52.183716
0.00,0.00,6.35,-2.00,33.00,1170.00,140.00,-62.00,-54.00,-26.00,-8.00,18:04:52.394210
0.00,0.00,19.06,-2.00,28416.00,1170.00,190.00,-62.00,-54.00,-26.00,-8.00,18:04:52.643898
0.00,0.00,19.06,-2.00,28416.00,1170.00,190.00,-62.00,-54.00,-26.00,-8.00,18:04:53.092376
0.00,0.00,19.06,-2.00,28416.00,1170.00,190.00,-62.00,-54.00,-26.00,-8.00,18:04:53.316302
0.00,0.00,19.06,-2.00,28416.00,1170.00,190.00,-62.00,-54.00,-26.00,-8.00,18:04:53.563577
0.00,0.00,19.06,-2.00,28416.00,1170.00,190.00,-62.00,-54.00,-26.00,-8.00,18:04:53.783291
0.00,0.00,19.06,-2.00,28416.00,1170.00,190.00,-62.00,-54.00,-26.00,-8.00,18:04:53.993894
0.00,0.00,19.06,-2.00,28416.00,1170.00,190.00,-62.00,-54.00,-26.00,-8.00,18:04:54.243811
0.00,0.00,19.06,-2.00,28416.00,1170.00,190.00,-62.00,-54.00,-26.00,-8.00,18:04:54.463937
0.00,0.00,19.06,-2.00,28416.00,1170.00,190.00,-62.00,-54.00,-26.00,-8.00,18:04:54.683654
0.00,0.00,19.06,-2.00,28416.00,1170.00,190.00,-62.00,-54.00,-26.00,-8.00,18:04:54.884298
0.00,0.00,19.06,-2.00,28416.00,1170.00,190.00,-62.00,-54.00,-26.00,-8.00,18:04:55.103886
0.00,0.00,6.35,-2.00,33.00,1160.00,170.00,-62.00,-54.00,-26.00,-8.00,18:04:55.343706
0.00,0.00,6.35,-2.00,33.00,1160.00,170.00,-62.00,-54.00,-26.00,-8.00,18:04:55.763134
0.00,0.00,6.35,-2.00,33.00,1160.00,170.00,-62.00,-54.00,-26.00,-8.00,18:04:55.974219
0.00,0.00,6.35,-2.00,33.00,1160.00,170.00,-62.00,-54.00,-26.00,-8.00,18:04:56.193898
0.00,0.00,6.35,-2.00,33.00,1160.00,170.00,-62.00,-54.00,-26.00,-8.00,18:04:56.443545
0.00,0.00,6.35,-2.00,33.00,1160.00,170.00,-62.00,-54.00,-26.00,-8.00,18:04:56.663895
0.00,0.00,6.35,-2.00,33.00,1160.00,170.00,-62.00,-54.00,-26.00,-8.00,18:04:56.883720
0.00,0.00,6.35,-2.00,33.00,1160.00,170.00,-62.00,-54.00,-26.00,-8.00,18:04:57.104044
0.00,0.00,6.35,-2.00,33.00,1160.00,170.00,-62.00,-54.00,-26.00,-8.00,18:04:57.343902
0.00,0.00,6.35,-2.00,33.00,1160.00,170.00,-62.00,-54.00,-26.00,-8.00,18:04:57.563695
0.00,0.00,6.35,-2.00,33.00,1160.00,170.00,-62.00,-54.00,-26.00,-8.00,18:04:57.794145
0.00,0.00,6.35,-2.00,33.00,1160.00,220.00,-62.00,-54.00,-26.00,-8.00,18:04:58.004009
0.00,0.00,6.35,-2.00,33.00,1160.00,220.00,-62.00,-54.00,-26.00,-8.00,18:04:58.474114
0.00,0.00,6.35,-2.00,33.00,1160.00,220.00,-62.00,-54.00,-26.00,-8.00,18:04:58.687017
0.00,0.00,6.35,-2.00,33.00,1160.00,220.00,-62.00,-54.00,-26.00,-8.00,18:04:58.903626
0.00,0.00,6.35,-2.00,33.00,1160.00,220.00,-62.00,-54.00,-26.00,-8.00,18:04:59.143972
0.00,0.00,6.35,-2.00,33.00,1160.00,220.00,-62.00,-54.00,-26.00,-8.00,18:04:59.364307
0.00,0.00,6.35,-2.00,33.00,1160.00,220.00,-62.00,-54.00,-26.00,-8.00,18:04:59.574153
0.00,0.00,6.35,-2.00,33.00,1160.00,220.00,-62.00,-54.00,-26.00,-8.00,18:04:59.794069
0.00,0.00,6.35,-2.00,33.00,1160.00,220.00,-62.00,-54.00,-26.00,-8.00,18:05:00.014324
0.00,0.00,6.35,-2.00,33.00,1160.00,220.00,-62.00,-54.00,-26.00,-8.00,18:05:00.243980
0.00,0.00,6.35,-2.00,33.00,1160.00,220.00,-62.00,-54.00,-26.00,-8.00,18:05:00.463866
0.00,0.00,19.06,-2.00,33.00,1160.00,110.00,-62.00,-54.00,-26.00,-10.00,18:05:00.674117
0.00,0.00,19.06,-2.00,33.00,1160.00,110.00,-62.00,-54.00,-26.00,-10.00,18:05:01.101884
0.00,0.00,19.06,-2.00,33.00,1160.00,110.00,-62.00,-54.00,-26.00,-10.00,18:05:01.344077
0.00,0.00,19.06,-2.00,33.00,1160.00,110.00,-62.00,-54.00,-26.00,-10.00,18:05:01.564148
0.00,0.00,19.06,-2.00,33.00,1160.00,110.00,-62.00,-54.00,-26.00,-10.00,18:05:01.794344
0.00,0.00,19.06,-2.00,33.00,1160.00,110.00,-62.00,-54.00,-26.00,-10.00,18:05:02.004393
0.00,0.00,19.06,-2.00,33.00,1160.00,110.00,-62.00,-54.00,-26.00,-10.00,18:05:02.244108
