Напряжение ЗПТ,Потребляемый ток,Ток обмотки возбуждения,Ток статора,Ток фазы А,Ток фазы В,Ток фазы С,Ток Id,Ток Iq,Температура фазы А,Температура фазы В,Температура фазы С,Температура воздуха,Температура статора,Температура ОВ,Gamma,Скорость мотора,Момент,Мощность механическая,Мощность электрическая,time
,,,,,,,,,,,,,,,,,,,,18:39:25.877117
,,,,,,,,,,,,,,,,,,,,18:39:25.887174
,,,,,,,,,,,,,,,,,,,,18:39:26.330240
,,,,,,,,,,,,,,,,,,,,18:39:26.665050
,,,,,,,,,,,,,,,,,,,,18:39:26.881416
,,,,,,,,,,,,,,,,,,,,18:39:27.100995
,,,,,,,,,,,,,,,,,,,,18:39:27.316895
,,,,,,,,,,,,,,,,,,,,18:39:27.536648
,,,,,,,,,,,,,,,,,,,,18:39:27.754501
,,,,,,,,,,,,,,,,,,,,18:39:27.974374
,,,,,,,,,,,,,,,,,,,,18:39:28.191037
,,,,,,,,,,,,,,,,,,,,18:39:28.408745
,,,,,,,,,,,,,,,,,,,,18:39:28.729977
,,,,,,,,,,,,,,,,,,,,18:39:29.064741
,,,,,,,,,,,,,,,,,,,,18:39:29.280264
,,,,,,,,,,,,,,,,,,,,18:39:29.498551
,,,,,,,,,,,,,,,,,,,,18:39:29.716715
,,,,,,,,,,,,,,,,,,,,18:39:29.937562
,,,,,,,,,,,,,,,,,,,,18:39:30.155281
,,,,,,,,,,,,,,,,,,,,18:39:30.375158
,,,,,,,,,,,,,,,,,,,,18:39:30.594594
,,,,,,,,,,,,,,,,,,,,18:39:30.812548
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18:39:31.029712
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18:39:31.364963
