STEERING_SERVO_CUR_POS_FRONT,STEERING_SERVO_CUR_POS_REAR,STEERING_SERVO_CURRENT_FRONT,STEERING_SERVO_CURRENT_REAR,time
18.00,-256.00,5970.00,5620.00,15:14:00.647754
18.00,-256.00,5970.00,5620.00,15:14:00.858750
-266.00,-257.00,6970.00,2390.00,15:14:01.071750
-266.00,-257.00,6970.00,2390.00,15:14:01.315758
-266.00,-257.00,6970.00,2390.00,15:14:01.516751
-266.00,-257.00,6970.00,2390.00,15:14:01.748749
-573.00,-276.00,7160.00,4010.00,15:14:01.957783
-573.00,-276.00,7160.00,4010.00,15:14:02.170751
-573.00,-276.00,7160.00,4010.00,15:14:02.416751
-573.00,-276.00,7160.00,4010.00,15:14:02.627751
-790.00,-296.00,7580.00,5620.00,15:14:02.845751
-790.00,-296.00,7580.00,5620.00,15:14:03.055751
-790.00,-296.00,7580.00,5620.00,15:14:03.255754
-790.00,-296.00,7580.00,5620.00,15:14:03.470752
-903.00,-296.00,7700.00,5710.00,15:14:03.688786
-903.00,-296.00,7700.00,5710.00,15:14:03.916755
-903.00,-296.00,7700.00,5710.00,15:14:04.118750
-903.00,-296.00,7700.00,5710.00,15:14:04.335751
-948.00,-217.00,5920.00,0.00,15:14:04.535755
-948.00,-217.00,5920.00,0.00,15:14:04.747756
-948.00,-217.00,5920.00,0.00,15:14:04.947753
-948.00,-217.00,5920.00,0.00,15:14:05.155759
-637.00,-46.00,2550.00,2690.00,15:14:05.385757
-637.00,-46.00,2550.00,2690.00,15:14:05.617753
-637.00,-46.00,2550.00,2690.00,15:14:05.835753
-637.00,-46.00,2550.00,2690.00,15:14:06.047753
-85.00,90.00,3480.00,3680.00,15:14:06.268759
-85.00,90.00,3480.00,3680.00,15:14:06.485753
-85.00,90.00,3480.00,3680.00,15:14:06.717759
-85.00,90.00,3480.00,3680.00,15:14:06.926761
47.00,90.00,3940.00,2370.00,15:14:07.136762
47.00,90.00,3940.00,2370.00,15:14:07.336756
47.00,90.00,3940.00,2370.00,15:14:07.545797
47.00,90.00,3940.00,2370.00,15:14:07.746757
74.00,93.00,3980.00,2590.00,15:14:07.946755
74.00,93.00,3980.00,2590.00,15:14:08.146757
74.00,93.00,3980.00,2590.00,15:14:08.373756
74.00,93.00,3980.00,2590.00,15:14:08.616789
95.00,93.00,3870.00,2640.00,15:14:08.818802
95.00,93.00,3870.00,2640.00,15:14:09.046768
95.00,93.00,3870.00,2640.00,15:14:09.246760
95.00,93.00,3870.00,2640.00,15:14:09.456759
97.00,93.00,3880.00,2660.00,15:14:09.668802
97.00,93.00,3880.00,2660.00,15:14:09.872799
97.00,93.00,3880.00,2660.00,15:14:10.118799
97.00,93.00,3880.00,2660.00,15:14:10.326758
98.00,93.00,3880.00,2690.00,15:14:10.546771
98.00,93.00,3880.00,2690.00,15:14:10.848769
98.00,93.00,3880.00,2690.00,15:14:11.216758
98.00,93.00,3880.00,2690.00,15:14:11.426047
100.00,93.00,3830.00,2690.00,15:14:11.638048
100.00,93.00,3830.00,2690.00,15:14:11.846049
100.00,93.00,3830.00,2690.00,15:14:12.056047
100.00,93.00,3830.00,2690.00,15:14:12.267051
100.00,93.00,3820.00,2650.00,15:14:12.469050
100.00,93.00,3820.00,2650.00,15:14:12.718053
100.00,93.00,3820.00,2650.00,15:14:12.936051
101.00,93.00,3740.00,2630.00,15:14:13.159053
101.00,93.00,3740.00,2630.00,15:14:13.374050
101.00,93.00,3740.00,2630.00,15:14:13.571051
101.00,93.00,3740.00,2630.00,15:14:13.817054
101.00,93.00,3740.00,2630.00,15:14:14.037051
103.00,93.00,2800.00,2650.00,15:14:14.236054
103.00,93.00,2800.00,2650.00,15:14:14.446053
103.00,93.00,2800.00,2650.00,15:14:14.656051
103.00,93.00,2800.00,2650.00,15:14:14.871054
102.00,93.00,2550.00,2660.00,15:14:15.071055
102.00,93.00,2550.00,2660.00,15:14:15.319281
102.00,93.00,2550.00,2660.00,15:14:15.526822
102.00,81.00,2540.00,1960.00,15:14:15.746824
102.00,81.00,2540.00,1960.00,15:14:15.946781
102.00,81.00,2540.00,1960.00,15:14:16.156779
102.00,81.00,2540.00,1960.00,15:14:16.356779
102.00,81.00,2540.00,1960.00,15:14:16.576779
102.00,81.00,2530.00,1410.00,15:14:16.817814
102.00,81.00,2530.00,1410.00,15:14:17.026783
102.00,81.00,2530.00,1410.00,15:14:17.246815
102.00,81.00,2530.00,1410.00,15:14:17.457780
72.00,44.00,1590.00,2970.00,15:14:17.670908
72.00,44.00,1590.00,2970.00,15:14:17.988342
72.00,44.00,1590.00,2970.00,15:14:18.346342
-352.00,44.00,4310.00,5310.00,15:14:18.578343
-352.00,44.00,4310.00,5310.00,15:14:18.836341
-352.00,44.00,4310.00,5310.00,15:14:19.062373
-352.00,44.00,4310.00,5310.00,15:14:19.256341
-352.00,44.00,4310.00,5310.00,15:14:19.446339
-736.00,-237.00,5650.00,3700.00,15:14:19.646341
-736.00,-237.00,5650.00,3700.00,15:14:19.860343
-736.00,-237.00,5650.00,3700.00,15:14:20.056341
-736.00,-237.00,5650.00,3700.00,15:14:20.366341
-860.00,-18.00,4830.00,3700.00,15:14:20.720376
-860.00,-18.00,4830.00,3700.00,15:14:20.918342
-860.00,-18.00,4830.00,3700.00,15:14:21.146840
-860.00,-18.00,4830.00,3700.00,15:14:21.346840
-700.00,-300.00,1260.00,5410.00,15:14:21.556840
-700.00,-300.00,1260.00,5410.00,15:14:21.756842
-700.00,-300.00,1260.00,5410.00,15:14:21.968840
-700.00,-300.00,1260.00,5410.00,15:14:22.220873
-700.00,-300.00,1200.00,2070.00,15:14:22.437843
-700.00,-300.00,1200.00,2070.00,15:14:22.636842
-700.00,-300.00,1200.00,2070.00,15:14:22.846841
-700.00,-300.00,1200.00,2070.00,15:14:23.046840
-700.00,-296.00,1180.00,5500.00,15:14:23.246840
-700.00,-296.00,1180.00,5500.00,15:14:23.446843
-700.00,-296.00,1180.00,5500.00,15:14:23.656842
-700.00,-296.00,1180.00,5500.00,15:14:23.869885
-700.00,-307.00,1180.00,5800.00,15:14:24.118841
-700.00,-307.00,1180.00,5800.00,15:14:24.318845
-700.00,-307.00,1180.00,5800.00,15:14:24.536842
-700.00,-307.00,1180.00,5800.00,15:14:24.746844
-700.00,-285.00,1170.00,3420.00,15:14:24.956845
-700.00,-285.00,1170.00,3420.00,15:14:25.156875
-700.00,-285.00,1170.00,3420.00,15:14:25.356843
-700.00,-285.00,1170.00,3420.00,15:14:25.556842
-700.00,-319.00,1170.00,5450.00,15:14:25.756843
-700.00,-319.00,1170.00,5450.00,15:14:25.956844
-700.00,-319.00,1170.00,5450.00,15:14:26.158843
-700.00,-319.00,1170.00,5450.00,15:14:26.356847
-700.00,-57.00,1170.00,3150.00,15:14:26.572846
-700.00,-57.00,1170.00,3150.00,15:14:26.817877
-700.00,-57.00,1170.00,3150.00,15:14:27.047844
-700.00,-57.00,1170.00,3150.00,15:14:27.246847
-700.00,-311.00,1180.00,4160.00,15:14:27.447845
-700.00,-311.00,1180.00,4160.00,15:14:27.646880
-700.00,-311.00,1180.00,4160.00,15:14:27.836845
-700.00,-311.00,1180.00,4160.00,15:14:28.069845
-700.00,-195.00,1190.00,1810.00,15:14:28.375846
-700.00,-195.00,1190.00,1810.00,15:14:28.726849
-700.00,-195.00,1190.00,1810.00,15:14:28.957849
-700.00,-195.00,1190.00,1810.00,15:14:29.167847
-700.00,-306.00,1190.00,5740.00,15:14:29.371846
-700.00,-306.00,1190.00,5740.00,15:14:29.606914
-700.00,-306.00,1190.00,5740.00,15:14:29.826868
-700.00,-306.00,1190.00,5740.00,15:14:30.125868
-700.00,-307.00,1180.00,5740.00,15:14:30.456893
-700.00,-307.00,1180.00,5740.00,15:14:30.672894
-700.00,-307.00,1180.00,5740.00,15:14:30.879926
-700.00,-307.00,1180.00,5740.00,15:14:31.122894
-700.00,-311.00,1170.00,5300.00,15:14:31.433895
-700.00,-311.00,1170.00,5300.00,15:14:31.771896
-700.00,-311.00,1170.00,5300.00,15:14:32.036897
-700.00,-311.00,1170.00,5300.00,15:14:32.246929
-700.00,-311.00,1180.00,4370.00,15:14:32.446897
-700.00,-311.00,1180.00,4370.00,15:14:32.656898
-700.00,-311.00,1180.00,4370.00,15:14:32.856899
-700.00,-311.00,1180.00,4370.00,15:14:33.091899
-700.00,-305.00,1180.00,2260.00,15:14:33.333895
-700.00,-305.00,1180.00,2260.00,15:14:33.536895
-700.00,-305.00,1180.00,2260.00,15:14:33.736896
-700.00,-305.00,1180.00,2260.00,15:14:33.967899
-700.00,-313.00,1180.00,3820.00,15:14:34.228899
-700.00,-313.00,1180.00,3820.00,15:14:34.436900
-700.00,-313.00,1180.00,3820.00,15:14:34.735932
-700.00,-313.00,1180.00,3820.00,15:14:35.071897
-700.00,-297.00,1180.00,5610.00,15:14:35.270897
-700.00,-297.00,1180.00,5610.00,15:14:35.527897
-700.00,-297.00,1180.00,5610.00,15:14:35.737900
-700.00,-297.00,1180.00,5610.00,15:14:35.949897
-700.00,-316.00,1170.00,5610.00,15:14:36.177901
-700.00,-316.00,1170.00,5610.00,15:14:36.417901
-700.00,-316.00,1170.00,5610.00,15:14:36.627902
-700.00,-256.00,1170.00,4450.00,15:14:36.847899
-700.00,-256.00,1170.00,4450.00,15:14:37.057899
-700.00,-256.00,1170.00,4450.00,15:14:37.273932
-700.00,-256.00,1170.00,4450.00,15:14:37.517934
-700.00,-256.00,1170.00,4450.00,15:14:37.727899
-700.00,-224.00,1170.00,4940.00,15:14:37.937913
-700.00,-224.00,1170.00,4940.00,15:14:38.147902
-700.00,-224.00,1170.00,4940.00,15:14:38.357900
-700.00,-224.00,1170.00,4940.00,15:14:38.557901
-700.00,-320.00,1190.00,5770.00,15:14:38.747900
-700.00,-320.00,1190.00,5770.00,15:14:38.949901
-700.00,-320.00,1190.00,5770.00,15:14:39.147904
-700.00,-321.00,1170.00,5840.00,15:14:39.357900
-700.00,-321.00,1170.00,5840.00,15:14:39.571903
-700.00,-321.00,1170.00,5840.00,15:14:39.817904
-700.00,-321.00,1170.00,5840.00,15:14:40.132948
-700.00,-321.00,1170.00,5840.00,15:14:40.457902
-700.00,-321.00,1170.00,2790.00,15:14:40.657902
-700.00,-321.00,1170.00,2790.00,15:14:40.857902
-700.00,-321.00,1170.00,2790.00,15:14:41.057903
-700.00,-321.00,1170.00,2790.00,15:14:41.259935
-700.00,-308.00,1170.00,5390.00,15:14:41.471904
-700.00,-308.00,1170.00,5390.00,15:14:41.721901
-700.00,-308.00,1170.00,5390.00,15:14:41.958903
-700.00,-308.00,1170.00,5390.00,15:14:42.157936
-700.00,-308.00,1180.00,5790.00,15:14:42.371903
-700.00,-308.00,1180.00,5790.00,15:14:42.571906
-700.00,-308.00,1180.00,5790.00,15:14:42.818938
-700.00,-308.00,1180.00,5790.00,15:14:43.037937
-700.00,-308.00,1180.00,5810.00,15:14:43.257907
-700.00,-308.00,1180.00,5810.00,15:14:43.471905
-700.00,-308.00,1180.00,5810.00,15:14:43.717905
-700.00,-308.00,1180.00,5810.00,15:14:43.927907
-700.00,-305.00,1180.00,5240.00,15:14:44.139905
-700.00,-305.00,1180.00,5240.00,15:14:44.347905
-700.00,-305.00,1180.00,5240.00,15:14:44.572905
-700.00,-305.00,1180.00,5240.00,15:14:44.817909
-700.00,-313.00,1170.00,5790.00,15:14:45.037906
-700.00,-313.00,1170.00,5790.00,15:14:45.272939
-700.00,-313.00,1170.00,5790.00,15:14:45.517949
-700.00,-313.00,1170.00,5790.00,15:14:45.717907
-700.00,-130.00,1170.00,5210.00,15:14:49.030933
-700.00,-130.00,1170.00,5210.00,15:14:55.699841
-700.00,-130.00,1170.00,5210.00,15:15:02.384909
