Напряжение ЗПТ,Потребляемый ток,Ток обмотки возбуждения,Ток статора,Ток фазы А,Ток фазы В,Ток фазы С,Ток Id,Ток Iq,Температура фазы А,Температура фазы В,Температура фазы С,Температура воздуха,Температура статора,Температура ОВ,Gamma,Скорость мотора,Момент,Мощность механическая,Мощность электрическая,time
351.65,-0.52,-0.97,0.00,0.15,0.19,-0.22,0.00,0.00,0.00,0.00,0.00,58.00,38.83,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:14.740207
351.65,-0.52,-0.97,0.00,0.15,0.19,-0.22,0.00,0.00,0.00,0.00,0.00,58.00,38.83,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:14.864675
351.65,-0.52,-0.97,0.00,0.15,0.19,-0.22,0.00,0.00,0.00,0.00,0.00,58.00,38.83,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:15.190103
351.65,-0.52,-0.97,0.00,0.15,0.19,-0.22,0.00,0.00,0.00,0.00,0.00,58.00,38.83,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:15.522360
351.65,-0.52,-0.97,0.00,0.15,0.19,-0.22,0.00,0.00,0.00,0.00,0.00,58.00,38.83,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:15.740021
351.65,-0.52,-0.97,0.00,0.15,0.19,-0.22,0.00,0.00,0.00,0.00,0.00,58.00,38.83,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:15.959649
351.65,-0.52,-0.97,0.00,0.15,0.19,-0.22,0.00,0.00,0.00,0.00,0.00,58.00,38.83,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:16.175064
351.65,-0.52,-0.97,0.00,0.15,0.19,-0.22,0.00,0.00,0.00,0.00,0.00,58.00,38.83,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:16.379827
351.65,-0.52,-0.97,0.00,0.15,0.19,-0.22,0.00,0.00,0.00,0.00,0.00,58.00,38.83,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:16.601937
351.65,-0.52,-0.97,0.00,0.15,0.19,-0.22,0.00,0.00,0.00,0.00,0.00,58.00,38.83,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:16.820998
351.65,-0.52,-0.97,0.00,0.15,0.19,-0.22,0.00,0.00,0.00,0.00,0.00,58.00,38.83,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:17.041066
351.65,-0.52,-0.97,0.00,0.15,0.19,-0.22,0.00,0.00,0.00,0.00,0.00,58.00,38.83,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:17.247832
351.65,-0.52,-0.97,0.00,0.15,0.19,-0.22,0.00,0.00,0.00,0.00,0.00,58.00,38.83,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:17.465959
351.65,-0.52,-0.97,0.00,0.15,0.19,-0.22,0.00,0.00,0.00,0.00,0.00,58.00,38.83,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:17.802011
351.65,-0.52,-0.97,0.00,0.15,0.19,-0.22,0.00,0.00,0.00,0.00,0.00,58.00,38.83,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:18.138573
351.65,-0.52,-0.97,0.00,0.15,0.19,-0.22,0.00,0.00,0.00,0.00,0.00,58.00,38.83,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:18.353539
351.65,-0.52,-0.97,0.00,0.15,0.19,-0.22,0.00,0.00,0.00,0.00,0.00,58.00,38.83,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:18.572837
351.65,-0.52,-0.97,0.00,0.15,0.19,-0.22,0.00,0.00,0.00,0.00,0.00,58.00,38.83,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:18.791884
351.65,-0.52,-0.97,0.00,0.15,0.19,-0.22,0.00,0.00,0.00,0.00,0.00,58.00,38.83,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:19.008741
351.65,-0.52,-0.97,0.00,0.15,0.19,-0.22,0.00,0.00,0.00,0.00,0.00,58.00,38.83,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:19.227175
351.65,-0.52,-0.97,0.00,0.15,0.19,-0.22,0.00,0.00,0.00,0.00,0.00,58.00,38.83,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:19.447390
352.38,0.63,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.43,38.79,39.10,0.00,-0.00,-0.00,0.00,0.00,18:53:19.666106
352.38,0.63,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.43,38.79,39.10,0.00,-0.00,-0.00,0.00,0.00,18:53:19.883994
352.38,0.63,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.43,38.79,39.10,0.00,-0.00,-0.00,0.00,0.00,18:53:20.101761
352.38,0.63,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.43,38.79,39.10,0.00,-0.00,-0.00,0.00,0.00,18:53:20.423739
352.38,0.63,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.43,38.79,39.10,0.00,-0.00,-0.00,0.00,0.00,18:53:20.758585
352.38,0.63,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.43,38.79,39.10,0.00,-0.00,-0.00,0.00,0.00,18:53:20.974699
352.38,0.63,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.43,38.79,39.10,0.00,-0.00,-0.00,0.00,0.00,18:53:21.196022
352.38,0.63,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.43,38.79,39.10,0.00,-0.00,-0.00,0.00,0.00,18:53:21.412361
352.38,0.63,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.43,38.79,39.10,0.00,-0.00,-0.00,0.00,0.00,18:53:21.633791
352.38,0.63,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.43,38.79,39.10,0.00,-0.00,-0.00,0.00,0.00,18:53:21.851910
352.38,0.63,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.43,38.79,39.10,0.00,-0.00,-0.00,0.00,0.00,18:53:22.071757
352.38,0.63,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.43,38.79,39.10,0.00,-0.00,-0.00,0.00,0.00,18:53:22.289036
352.38,0.63,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.43,38.79,39.10,0.00,-0.00,-0.00,0.00,0.00,18:53:22.505978
352.38,0.63,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.43,38.79,39.10,0.00,-0.00,-0.00,0.00,0.00,18:53:22.725463
352.38,0.63,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.43,38.79,39.10,0.00,-0.00,-0.00,0.00,0.00,18:53:23.063098
352.38,0.63,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.43,38.79,39.10,0.00,-0.00,-0.00,0.00,0.00,18:53:23.413462
352.38,0.63,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.43,38.79,39.10,0.00,-0.00,-0.00,0.00,0.00,18:53:23.639114
352.38,0.63,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.43,38.79,39.10,0.00,-0.00,-0.00,0.00,0.00,18:53:23.856526
352.38,0.63,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.43,38.79,39.10,0.00,-0.00,-0.00,0.00,0.00,18:53:24.073637
352.38,0.63,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.43,38.79,39.10,0.00,-0.00,-0.00,0.00,0.00,18:53:24.292142
351.16,1.20,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.11,38.82,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:24.510503
351.16,1.20,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.11,38.82,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:24.728931
351.16,1.20,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.11,38.82,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:24.949548
351.16,1.20,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.11,38.82,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:25.165300
351.16,1.20,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.11,38.82,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:25.384674
351.16,1.20,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.11,38.82,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:25.706173
351.16,1.20,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.11,38.82,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:26.043568
351.16,1.20,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.11,38.82,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:26.261606
351.16,1.20,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.11,38.82,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:26.481483
351.16,1.20,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.11,38.82,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:26.699449
351.16,1.20,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.11,38.82,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:26.918597
351.16,1.20,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.11,38.82,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:27.139459
351.16,1.20,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.11,38.82,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:27.354234
351.16,1.20,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.11,38.82,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:27.573806
351.16,1.20,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.11,38.82,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:27.790577
351.16,1.20,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.11,38.82,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:28.008183
351.16,1.20,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.11,38.82,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:28.346655
351.16,1.20,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.11,38.82,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:28.680442
351.16,1.20,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.11,38.82,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:28.900667
351.16,1.20,0.26,0.00,0.15,0.19,0.73,0.00,0.00,0.00,0.00,0.00,58.11,38.82,39.07,0.00,-0.00,-0.00,0.00,0.00,18:53:29.119641
350.92,-0.52,0.26,0.00,0.15,0.66,0.25,0.00,0.00,0.00,0.00,0.00,58.43,38.80,39.11,0.00,-0.00,-0.00,0.00,0.00,18:53:29.339684
350.92,-0.52,0.26,0.00,0.15,0.66,0.25,0.00,0.00,0.00,0.00,0.00,58.43,38.80,39.11,0.00,-0.00,-0.00,0.00,0.00,18:53:29.560131
350.92,-0.52,0.26,0.00,0.15,0.66,0.25,0.00,0.00,0.00,0.00,0.00,58.43,38.80,39.11,0.00,-0.00,-0.00,0.00,0.00,18:53:29.777625
350.92,-0.52,0.26,0.00,0.15,0.66,0.25,0.00,0.00,0.00,0.00,0.00,58.43,38.80,39.11,0.00,-0.00,-0.00,0.00,0.00,18:53:29.994006
350.92,-0.52,0.26,0.00,0.15,0.66,0.25,0.00,0.00,0.00,0.00,0.00,58.43,38.80,39.11,0.00,-0.00,-0.00,0.00,0.00,18:53:30.209691
