SUSPENSION_HEIGHT_CUR_1,SUSPENSION_HEIGHT_CUR_2,SUSPENSION_HEIGHT_CUR_3,SUSPENSION_HEIGHT_CUR_4,SUSPENSION_PRESSURE_CUR_1,SUSPENSION_PRESSURE_CUR_2,SUSPENSION_PRESSURE_CUR_3,SUSPENSION_PRESSURE_CUR_4,STEERING_SERVO_CUR_POS_FRONT,STEERING_SERVO_CUR_POS_REAR,STEERING_SERVO_CURRENT_FRONT,STEERING_SERVO_CURRENT_REAR,time
1.00,3.00,5.00,2.00,2.46,0.52,0.04,2.82,-1000.00,-962.00,2790.00,1790.00,14:46:32.959226
1.00,3.00,5.00,2.00,2.46,0.52,0.04,2.82,-1000.00,-962.00,2790.00,1790.00,14:46:32.962222
1.00,3.00,5.00,2.00,2.46,0.52,0.04,2.82,-1000.00,-962.00,2790.00,1790.00,14:46:33.289219
1.00,3.00,5.00,2.00,2.46,0.52,0.04,2.82,-1000.00,-962.00,2790.00,1790.00,14:46:33.487216
1.00,3.00,5.00,2.00,2.46,0.52,0.04,2.82,-1000.00,-962.00,2790.00,1790.00,14:46:33.697216
1.00,3.00,5.00,2.00,2.46,0.52,0.04,2.82,-1000.00,-962.00,2790.00,1790.00,14:46:33.907214
1.00,3.00,5.00,2.00,2.46,0.52,0.04,2.82,-1000.00,-962.00,2790.00,1790.00,14:46:34.147213
1.00,3.00,5.00,2.00,2.46,0.52,0.04,2.82,-1000.00,-962.00,2790.00,1790.00,14:46:34.357215
1.00,3.00,5.00,2.00,2.46,0.52,0.04,2.82,-1000.00,-962.00,2790.00,1790.00,14:46:34.567217
1.00,3.00,5.00,2.00,2.46,0.52,0.04,2.82,-1000.00,-962.00,2790.00,1790.00,14:46:34.767214
1.00,3.00,5.00,2.00,2.46,0.52,0.04,2.82,-1000.00,-962.00,2790.00,1790.00,14:46:34.979214
1.00,3.00,5.00,2.00,2.46,0.52,0.04,2.82,-1000.00,-962.00,2790.00,1790.00,14:46:35.177224
1.00,3.00,5.00,2.00,2.46,0.52,0.04,2.82,-1000.00,-962.00,2790.00,1790.00,14:46:35.387485
1.00,3.00,5.00,2.00,2.46,0.52,0.04,2.82,-1000.00,-962.00,2790.00,1790.00,14:46:35.587052
1.00,2.00,5.00,2.00,2.47,0.52,0.03,2.82,-998.00,-962.00,2830.00,1790.00,14:46:35.857053
1.00,2.00,5.00,2.00,2.47,0.52,0.03,2.82,-998.00,-962.00,2830.00,1790.00,14:46:36.077434
1.00,2.00,5.00,2.00,2.47,0.52,0.03,2.82,-998.00,-962.00,2830.00,1790.00,14:46:36.287776
1.00,2.00,5.00,2.00,2.47,0.52,0.03,2.82,-998.00,-962.00,2830.00,1790.00,14:46:36.502777
1.00,2.00,5.00,2.00,2.47,0.52,0.03,2.82,-998.00,-962.00,2830.00,1790.00,14:46:36.703775
1.00,2.00,5.00,2.00,2.47,0.52,0.03,2.82,-998.00,-962.00,2830.00,1790.00,14:46:36.959775
1.00,2.00,5.00,2.00,2.47,0.52,0.03,2.82,-998.00,-962.00,2830.00,1790.00,14:46:37.170780
1.00,2.00,5.00,2.00,2.47,0.52,0.03,2.82,-998.00,-962.00,2830.00,1790.00,14:46:37.377780
1.00,2.00,5.00,2.00,2.47,0.52,0.03,2.82,-998.00,-962.00,2830.00,1790.00,14:46:37.577778
1.00,2.00,5.00,2.00,2.47,0.52,0.03,2.82,-998.00,-962.00,2830.00,1790.00,14:46:37.787778
1.00,2.00,5.00,2.00,2.47,0.52,0.03,2.82,-998.00,-962.00,2830.00,1790.00,14:46:38.002778
1.00,2.00,5.00,2.00,2.47,0.52,0.03,2.82,-998.00,-962.00,2830.00,1790.00,14:46:38.202786
3.00,2.00,5.00,2.00,2.46,0.52,0.04,2.83,-1000.00,-962.00,2790.00,1770.00,14:46:38.487776
3.00,2.00,5.00,2.00,2.46,0.52,0.04,2.83,-1000.00,-962.00,2790.00,1770.00,14:46:38.697783
3.00,2.00,5.00,2.00,2.46,0.52,0.04,2.83,-1000.00,-962.00,2790.00,1770.00,14:46:38.974816
3.00,2.00,5.00,2.00,2.46,0.52,0.04,2.83,-1000.00,-962.00,2790.00,1770.00,14:46:39.297776
3.00,2.00,5.00,2.00,2.46,0.52,0.04,2.83,-1000.00,-962.00,2790.00,1770.00,14:46:39.497780
3.00,2.00,5.00,2.00,2.46,0.52,0.04,2.83,-1000.00,-962.00,2790.00,1770.00,14:46:39.697776
3.00,2.00,5.00,2.00,2.46,0.52,0.04,2.83,-1000.00,-962.00,2790.00,1770.00,14:46:39.897773
3.00,2.00,5.00,2.00,2.46,0.52,0.04,2.83,-1000.00,-962.00,2790.00,1770.00,14:46:40.097774
3.00,2.00,5.00,2.00,2.46,0.52,0.04,2.83,-1000.00,-962.00,2790.00,1770.00,14:46:40.357807
3.00,2.00,5.00,2.00,2.46,0.52,0.04,2.83,-1000.00,-962.00,2790.00,1770.00,14:46:40.577826
3.00,2.00,5.00,2.00,2.46,0.52,0.04,2.83,-1000.00,-962.00,2790.00,1770.00,14:46:40.787772
3.00,2.00,5.00,2.00,2.46,0.52,0.03,2.82,-1000.00,-962.00,2780.00,1790.00,14:46:40.997776
3.00,2.00,5.00,2.00,2.46,0.52,0.03,2.82,-1000.00,-962.00,2780.00,1790.00,14:46:41.197778
3.00,2.00,5.00,2.00,2.46,0.52,0.03,2.82,-1000.00,-962.00,2780.00,1790.00,14:46:41.407773
3.00,2.00,5.00,2.00,2.46,0.52,0.03,2.82,-1000.00,-962.00,2780.00,1790.00,14:46:41.658772
3.00,2.00,5.00,2.00,2.46,0.52,0.03,2.82,-1000.00,-962.00,2780.00,1790.00,14:46:41.878780
3.00,2.00,5.00,2.00,2.46,0.52,0.03,2.82,-1000.00,-962.00,2780.00,1790.00,14:46:42.077775
3.00,2.00,5.00,2.00,2.46,0.52,0.03,2.82,-1000.00,-962.00,2780.00,1790.00,14:46:42.289774
3.00,2.00,5.00,2.00,2.46,0.52,0.03,2.82,-1000.00,-962.00,2780.00,1790.00,14:46:42.497774
3.00,2.00,5.00,2.00,2.46,0.52,0.03,2.82,-1000.00,-962.00,2780.00,1790.00,14:46:42.697781
3.00,2.00,5.00,2.00,2.46,0.52,0.03,2.82,-1000.00,-962.00,2780.00,1790.00,14:46:42.992773
