SUSPENSION_HEIGHT_CUR_1,SUSPENSION_HEIGHT_CUR_2,SUSPENSION_HEIGHT_CUR_3,SUSPENSION_HEIGHT_CUR_4,SUSPENSION_PRESSURE_CUR_1,SUSPENSION_PRESSURE_CUR_2,SUSPENSION_PRESSURE_CUR_3,SUSPENSION_PRESSURE_CUR_4,time
,,,,,,,,15:23:35.149130
,,,,,,,,15:23:35.151141
,,,,,,,,15:23:35.478724
,,,,,,,,15:23:35.695295
,,,,,,,,15:23:35.893125
,,,,,,,,15:23:36.091749
,,,,,,,,15:23:36.331432
,,,,,,,,15:23:36.528492
,,,,,,,,15:23:36.847471
,,,,,,,,15:23:37.167753
-76.00,-76.00,-68.00,-24.00,3.99,1.44,,4.30,15:23:37.368733
-76.00,-76.00,-68.00,-24.00,3.99,1.44,,4.30,15:23:37.578800
-76.00,-76.00,-68.00,-24.00,3.99,1.44,,4.30,15:23:37.778629
-76.00,-76.00,-68.00,-24.00,3.99,1.44,,4.30,15:23:37.989011
-76.00,-76.00,-68.00,-24.00,3.99,1.44,,4.30,15:23:38.229456
-76.00,-76.00,-68.00,-24.00,3.99,1.44,,4.30,15:23:38.428242
-76.00,-76.00,-68.00,-24.00,3.99,1.44,,4.30,15:23:38.640990
-76.00,-76.00,-68.00,-24.00,3.99,1.44,,4.30,15:23:38.838680
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:23:39.049057
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:23:39.251901
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:23:39.470806
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:23:39.668592
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:23:39.867903
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:23:40.078869
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:23:40.278576
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:23:40.493891
-76.00,-76.00,-68.00,-24.00,4.01,1.45,0.58,4.31,15:23:40.750877
-76.00,-76.00,-68.00,-24.00,4.01,1.45,0.58,4.31,15:23:41.068651
-76.00,-76.00,-68.00,-24.00,4.01,1.45,0.58,4.31,15:23:41.428778
-76.00,-76.00,-68.00,-24.00,4.01,1.45,0.58,4.31,15:23:41.628241
-76.00,-76.00,-68.00,-24.00,4.01,1.45,0.58,4.31,15:23:41.830715
-76.00,-76.00,-68.00,-24.00,4.01,1.45,0.58,4.31,15:23:42.038914
-76.00,-76.00,-68.00,-24.00,4.01,1.45,0.58,4.31,15:23:42.240817
-76.00,-76.00,-68.00,-24.00,4.01,1.45,0.58,4.31,15:23:42.438025
-76.00,-76.00,-68.00,-24.00,4.00,1.46,0.57,4.31,15:23:42.648407
-76.00,-76.00,-68.00,-24.00,4.00,1.46,0.57,4.31,15:23:42.851152
-76.00,-76.00,-68.00,-24.00,4.00,1.46,0.57,4.31,15:23:43.058724
-76.00,-76.00,-68.00,-24.00,4.00,1.46,0.57,4.31,15:23:43.279255
-76.00,-76.00,-68.00,-24.00,4.00,1.46,0.57,4.31,15:23:43.478847
-76.00,-76.00,-68.00,-24.00,4.00,1.46,0.57,4.31,15:23:43.680838
-76.00,-76.00,-68.00,-24.00,4.00,1.46,0.57,4.31,15:23:43.878926
-76.00,-76.00,-68.00,-24.00,4.00,1.46,0.57,4.31,15:23:44.078012
-76.00,-76.00,-68.00,-24.00,4.00,1.43,0.57,4.30,15:23:44.290054
-76.00,-76.00,-68.00,-24.00,4.00,1.43,0.57,4.30,15:23:44.491128
-76.00,-76.00,-68.00,-24.00,4.00,1.43,0.57,4.30,15:23:44.692664
-76.00,-76.00,-68.00,-24.00,4.00,1.43,0.57,4.30,15:23:45.008596
-76.00,-76.00,-68.00,-24.00,4.00,1.43,0.57,4.30,15:23:45.328260
-76.00,-76.00,-68.00,-24.00,4.00,1.43,0.57,4.30,15:23:45.529841
-76.00,-76.00,-68.00,-24.00,4.00,1.43,0.57,4.30,15:23:45.738277
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:23:45.959107
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:23:46.178679
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:23:46.379218
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:23:46.578229
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:23:46.793193
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:23:46.997429
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:23:47.229087
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:23:47.430560
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:23:47.628458
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.31,15:23:47.841469
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.31,15:23:48.048510
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.31,15:23:48.251358
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.31,15:23:48.492376
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.31,15:23:48.692384
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.31,15:23:48.891098
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.31,15:23:49.109041
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.31,15:23:49.330975
-76.00,-76.00,-68.00,-24.00,4.00,1.43,0.57,4.31,15:23:49.528555
-76.00,-76.00,-68.00,-24.00,4.00,1.43,0.57,4.31,15:23:49.741653
-76.00,-76.00,-68.00,-24.00,4.00,1.43,0.57,4.31,15:23:49.949060
-76.00,-76.00,-68.00,-24.00,4.00,1.43,0.57,4.31,15:23:50.158808
-76.00,-76.00,-68.00,-24.00,4.00,1.43,0.57,4.31,15:23:50.475001
-76.00,-76.00,-68.00,-24.00,4.00,1.43,0.57,4.31,15:23:50.839762
-76.00,-76.00,-68.00,-24.00,4.00,1.43,0.57,4.31,15:23:51.061292
-76.00,-76.00,-68.00,-24.00,4.00,1.43,0.57,4.31,15:23:51.279292
-77.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:23:51.479062
-77.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:23:51.694432
-77.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:23:51.898849
-77.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:23:52.138685
-77.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:23:52.353015
-77.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:23:52.570461
-77.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:23:52.778829
-77.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:23:52.994759
-76.00,-76.00,-68.00,-24.00,3.99,1.43,0.57,4.30,15:23:53.229645
-76.00,-76.00,-68.00,-24.00,3.99,1.43,0.57,4.30,15:23:53.438881
-76.00,-76.00,-68.00,-24.00,3.99,1.43,0.57,4.30,15:23:53.659430
-76.00,-76.00,-68.00,-24.00,3.99,1.43,0.57,4.30,15:23:53.858837
-76.00,-76.00,-68.00,-24.00,3.99,1.43,0.57,4.30,15:23:54.069327
-76.00,-76.00,-68.00,-24.00,3.99,1.43,0.57,4.30,15:23:54.278993
-76.00,-76.00,-68.00,-24.00,3.99,1.43,0.57,4.30,15:23:54.490786
-76.00,-76.00,-68.00,-24.00,3.99,1.43,0.57,4.30,15:23:54.691509
-76.00,-76.00,-68.00,-24.00,3.98,1.42,0.57,4.30,15:23:54.929897
-76.00,-76.00,-68.00,-24.00,3.98,1.42,0.57,4.30,15:23:55.139153
-76.00,-76.00,-68.00,-24.00,3.98,1.42,0.57,4.30,15:23:55.348731
-76.00,-76.00,-68.00,-24.00,3.98,1.42,0.57,4.30,15:23:55.548990
-76.00,-76.00,-68.00,-24.00,3.98,1.42,0.57,4.30,15:23:55.761094
-76.00,-76.00,-68.00,-24.00,3.98,1.42,0.57,4.30,15:23:55.961008
-76.00,-76.00,-68.00,-24.00,3.98,1.42,0.57,4.30,15:23:56.189649
-76.00,-76.00,-68.00,-24.00,3.98,1.42,0.57,4.30,15:23:56.393025
-76.00,-76.00,-68.00,-24.00,3.99,1.43,0.57,4.30,15:23:56.629583
-76.00,-76.00,-68.00,-24.00,3.99,1.43,0.57,4.30,15:23:56.859470
-76.00,-76.00,-68.00,-24.00,3.99,1.43,0.57,4.30,15:23:57.059041
-76.00,-76.00,-68.00,-24.00,3.99,1.43,0.57,4.30,15:23:57.279688
-76.00,-76.00,-68.00,-24.00,3.99,1.43,0.57,4.30,15:23:57.489907
-76.00,-76.00,-68.00,-24.00,3.99,1.43,0.57,4.30,15:23:57.691983
-76.00,-76.00,-68.00,-24.00,3.99,1.43,0.57,4.30,15:23:57.898991
-76.00,-76.00,-68.00,-24.00,3.99,1.43,0.57,4.30,15:23:58.119826
-76.00,-76.00,-68.00,-24.00,4.00,1.42,0.57,4.30,15:23:58.349704
-76.00,-76.00,-68.00,-24.00,4.00,1.42,0.57,4.30,15:23:58.559818
-76.00,-76.00,-68.00,-24.00,4.00,1.42,0.57,4.30,15:23:58.799390
-76.00,-76.00,-68.00,-24.00,4.00,1.42,0.57,4.30,15:23:59.039956
-76.00,-76.00,-68.00,-24.00,4.00,1.42,0.57,4.30,15:23:59.346956
-76.00,-76.00,-68.00,-24.00,4.00,1.42,0.57,4.30,15:23:59.669560
-76.00,-76.00,-68.00,-24.00,4.00,1.42,0.57,4.30,15:23:59.889928
-76.00,-76.00,-68.00,-24.00,4.00,1.42,0.57,4.30,15:24:00.089598
-76.00,-76.00,-68.00,-24.00,4.00,1.42,0.57,4.31,15:24:00.291030
-76.00,-76.00,-68.00,-24.00,4.00,1.42,0.57,4.31,15:24:00.529441
-76.00,-76.00,-68.00,-24.00,4.00,1.42,0.57,4.31,15:24:00.739957
-76.00,-76.00,-68.00,-24.00,4.00,1.42,0.57,4.31,15:24:00.949992
-76.00,-76.00,-68.00,-24.00,4.00,1.42,0.57,4.31,15:24:01.148810
-76.00,-76.00,-68.00,-24.00,4.00,1.42,0.57,4.31,15:24:01.369811
-76.00,-76.00,-68.00,-24.00,4.00,1.42,0.57,4.31,15:24:01.592503
-76.00,-76.00,-68.00,-24.00,4.00,1.42,0.57,4.31,15:24:01.809445
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.31,15:24:02.049476
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.31,15:24:02.248941
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.31,15:24:02.449449
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.31,15:24:02.649221
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.31,15:24:02.848961
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.31,15:24:03.059682
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.31,15:24:03.259546
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.31,15:24:03.470756
-76.00,-76.00,-68.00,-24.00,4.01,1.44,0.57,4.31,15:24:03.671173
-76.00,-76.00,-68.00,-24.00,4.01,1.44,0.57,4.31,15:24:03.902541
-76.00,-76.00,-68.00,-24.00,4.01,1.44,0.57,4.31,15:24:04.129565
-76.00,-76.00,-68.00,-24.00,4.01,1.44,0.57,4.31,15:24:04.342910
-76.00,-76.00,-68.00,-24.00,4.01,1.44,0.57,4.31,15:24:04.539339
-76.00,-76.00,-68.00,-24.00,4.01,1.44,0.57,4.31,15:24:04.739775
-76.00,-76.00,-68.00,-24.00,4.01,1.44,0.57,4.31,15:24:04.949822
-76.00,-76.00,-68.00,-24.00,4.01,1.44,0.57,4.31,15:24:05.149535
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:24:05.349901
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:24:05.549295
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:24:05.760596
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:24:05.959304
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:24:06.159253
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:24:06.359245
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:24:06.600182
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.30,15:24:06.947181
-76.00,-76.00,-68.00,-24.00,4.00,1.43,0.57,4.30,15:24:07.272526
-76.00,-76.00,-68.00,-24.00,4.00,1.43,0.57,4.30,15:24:07.473669
-76.00,-76.00,-68.00,-24.00,4.00,1.43,0.57,4.30,15:24:07.690194
-76.00,-76.00,-68.00,-24.00,4.00,1.43,0.57,4.30,15:24:07.919746
-76.00,-76.00,-68.00,-24.00,4.00,1.43,0.57,4.30,15:24:08.139296
-76.00,-76.00,-68.00,-24.00,4.00,1.43,0.57,4.30,15:24:08.350837
-76.00,-76.00,-68.00,-24.00,4.00,1.43,0.57,4.30,15:24:08.550069
-76.00,-76.00,-68.00,-24.00,4.00,1.43,0.57,4.30,15:24:08.760676
-76.00,-76.00,-68.00,-24.00,4.00,1.44,0.57,4.31,15:24:08.963218
