PSTED_TORQUE,PSTED_MOTOR_SPEED,PSTED_CURRENT,PSTED_VOLTAGE,PSTED_MOTOR_TEMP,PSTED_INV_RADIATOR_TEMP,PSTED_OUT_BMS_VOLTAGE,SYSTEM_24V_VOLTAGE,STEERING_SERVO_CUR_POS_FRONT,STEERING_SERVO_CUR_POS_REAR,STEERING_SERVO_CURRENT_FRONT,STEERING_SERVO_CURRENT_REAR,time
0.00,0.00,0.00,349.41,41.00,78.00,359.20,24.49,0.00,0.00,1780.00,0.00,19:21:09.747741
0.00,0.00,0.00,349.41,41.00,78.00,359.20,24.49,0.00,0.00,1780.00,0.00,19:21:09.950434
0.00,0.00,0.00,349.41,41.00,78.00,359.20,24.49,0.00,0.00,1780.00,0.00,19:21:10.148320
0.00,0.00,0.00,349.41,41.00,78.00,359.20,24.49,0.00,0.00,1780.00,0.00,19:21:10.357674
0.00,0.00,0.00,349.41,41.00,78.00,359.20,24.48,-1.00,0.00,1760.00,0.00,19:21:10.559426
0.00,0.00,0.00,349.41,41.00,78.00,359.20,24.48,-1.00,0.00,1760.00,0.00,19:21:10.758386
0.00,0.00,0.00,349.41,41.00,78.00,359.20,24.48,-1.00,0.00,1760.00,0.00,19:21:10.968537
0.00,0.00,0.00,349.41,41.00,78.00,359.20,24.48,-1.00,0.00,1760.00,0.00,19:21:11.158385
0.00,0.00,0.00,349.41,41.00,78.00,359.20,24.48,-1.00,0.00,1760.00,0.00,19:21:11.368355
0.00,0.00,0.00,349.41,41.00,78.00,359.20,24.48,-1.00,0.00,1760.00,0.00,19:21:11.571637
0.00,0.00,0.00,349.41,41.00,78.00,359.20,24.48,-1.00,0.00,1760.00,0.00,19:21:11.778589
0.00,0.00,0.00,349.41,41.00,78.00,359.20,24.48,-1.00,0.00,1760.00,0.00,19:21:11.978350
0.00,0.00,0.00,349.41,41.00,78.00,359.20,24.48,-1.00,0.00,1760.00,0.00,19:21:12.177860
0.00,0.00,0.00,349.41,41.00,78.00,359.20,24.48,-1.00,0.00,1760.00,0.00,19:21:12.378517
0.00,0.00,0.00,349.41,41.00,78.00,359.20,24.48,-1.00,0.00,1760.00,0.00,19:21:12.577951
0.00,0.00,0.00,349.41,41.00,78.00,359.20,24.48,-1.00,0.00,1760.00,0.00,19:21:12.780567
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.48,-1.00,0.00,1760.00,0.00,19:21:12.978719
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.48,-1.00,0.00,1760.00,0.00,19:21:13.179190
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.48,-1.00,0.00,1760.00,0.00,19:21:13.394162
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.48,-1.00,0.00,1760.00,0.00,19:21:13.648767
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.48,-1.00,0.00,1760.00,0.00,19:21:13.848072
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.48,-1.00,0.00,1760.00,0.00,19:21:14.058614
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.48,-1.00,0.00,1760.00,0.00,19:21:14.258540
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.48,-1.00,0.00,1760.00,0.00,19:21:14.457919
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.48,-1.00,0.00,1760.00,0.00,19:21:14.658603
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.48,-1.00,0.00,1760.00,0.00,19:21:14.868231
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.48,-1.00,0.00,1760.00,0.00,19:21:15.068654
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.48,-1.00,0.00,1760.00,0.00,19:21:15.268311
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,101.00,0.00,620.00,0.00,19:21:15.468419
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,101.00,0.00,620.00,0.00,19:21:15.670275
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,101.00,0.00,620.00,0.00,19:21:15.878641
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,101.00,0.00,620.00,0.00,19:21:16.078678
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,101.00,0.00,620.00,0.00,19:21:16.290883
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,101.00,0.00,620.00,0.00,19:21:16.491530
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,101.00,0.00,620.00,0.00,19:21:16.691191
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,101.00,0.00,620.00,0.00,19:21:16.890740
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,101.00,0.00,620.00,0.00,19:21:17.091163
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,101.00,0.00,620.00,0.00,19:21:17.291619
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,101.00,0.00,620.00,0.00,19:21:17.529247
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,101.00,0.00,620.00,0.00,19:21:17.738647
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,490.00,0.00,840.00,0.00,19:21:17.938307
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,490.00,0.00,840.00,0.00,19:21:18.138320
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,490.00,0.00,840.00,0.00,19:21:18.338339
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,490.00,0.00,840.00,0.00,19:21:18.540030
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,490.00,0.00,840.00,0.00,19:21:18.738618
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,490.00,0.00,840.00,0.00,19:21:18.958616
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,490.00,0.00,840.00,0.00,19:21:19.157967
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,490.00,0.00,840.00,0.00,19:21:19.359015
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,490.00,0.00,840.00,0.00,19:21:19.569005
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,490.00,0.00,840.00,0.00,19:21:19.768637
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,490.00,0.00,840.00,0.00,19:21:19.968827
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,490.00,0.00,840.00,0.00,19:21:20.168365
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.48,452.00,0.00,210.00,0.00,19:21:20.378870
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.48,452.00,0.00,210.00,0.00,19:21:20.578978
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.48,452.00,0.00,210.00,0.00,19:21:20.779749
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.48,452.00,0.00,210.00,0.00,19:21:20.979004
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.48,452.00,0.00,210.00,0.00,19:21:21.191215
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.48,452.00,0.00,210.00,0.00,19:21:21.391829
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.48,452.00,0.00,210.00,0.00,19:21:21.640019
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.48,452.00,0.00,210.00,0.00,19:21:21.838447
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.48,452.00,0.00,210.00,0.00,19:21:22.048450
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.48,452.00,0.00,210.00,0.00,19:21:22.249077
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.48,452.00,0.00,210.00,0.00,19:21:22.459108
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.48,452.00,0.00,210.00,0.00,19:21:22.659220
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.50,451.00,0.00,290.00,0.00,19:21:22.858598
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.50,451.00,0.00,290.00,0.00,19:21:23.059155
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.50,451.00,0.00,290.00,0.00,19:21:23.258268
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.50,451.00,0.00,290.00,0.00,19:21:23.458478
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.50,451.00,0.00,290.00,0.00,19:21:23.668608
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.50,451.00,0.00,290.00,0.00,19:21:23.868523
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.50,451.00,0.00,290.00,0.00,19:21:24.069110
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.50,451.00,0.00,290.00,0.00,19:21:24.291487
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.50,451.00,0.00,290.00,0.00,19:21:24.529704
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.50,451.00,0.00,290.00,0.00,19:21:24.739137
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.50,451.00,0.00,290.00,0.00,19:21:24.939092
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.50,451.00,0.00,290.00,0.00,19:21:25.148417
0.00,0.00,0.00,355.76,40.00,78.00,359.20,24.50,451.00,0.00,310.00,0.00,19:21:25.349233
0.00,0.00,0.00,355.76,40.00,78.00,359.20,24.50,451.00,0.00,310.00,0.00,19:21:25.548400
0.00,0.00,0.00,355.76,40.00,78.00,359.20,24.50,451.00,0.00,310.00,0.00,19:21:25.748764
0.00,0.00,0.00,355.76,40.00,78.00,359.20,24.50,451.00,0.00,310.00,0.00,19:21:25.948784
0.00,0.00,0.00,355.76,40.00,78.00,359.20,24.50,451.00,0.00,310.00,0.00,19:21:26.148701
0.00,0.00,0.00,355.76,40.00,78.00,359.20,24.50,451.00,0.00,310.00,0.00,19:21:26.348924
0.00,0.00,0.00,355.76,40.00,78.00,359.20,24.50,451.00,0.00,310.00,0.00,19:21:26.549264
0.00,0.00,0.00,355.76,40.00,78.00,359.20,24.50,451.00,0.00,310.00,0.00,19:21:26.748612
0.00,0.00,0.00,355.76,40.00,78.00,359.20,24.50,451.00,0.00,310.00,0.00,19:21:26.968752
0.00,0.00,0.00,355.76,40.00,78.00,359.20,24.50,451.00,0.00,310.00,0.00,19:21:27.168278
0.00,0.00,0.00,355.76,40.00,78.00,359.20,24.50,451.00,0.00,310.00,0.00,19:21:27.359199
0.00,0.00,0.00,355.76,40.00,78.00,359.20,24.50,451.00,0.00,310.00,0.00,19:21:27.558942
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,451.00,0.00,400.00,0.00,19:21:27.758790
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,451.00,0.00,400.00,0.00,19:21:27.949104
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,451.00,0.00,400.00,0.00,19:21:28.159313
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,451.00,0.00,400.00,0.00,19:21:28.359272
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,451.00,0.00,400.00,0.00,19:21:28.558917
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,451.00,0.00,400.00,0.00,19:21:28.759409
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,451.00,0.00,400.00,0.00,19:21:28.969280
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,451.00,0.00,400.00,0.00,19:21:29.169178
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,451.00,0.00,400.00,0.00,19:21:29.369292
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,451.00,0.00,400.00,0.00,19:21:29.578850
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,451.00,0.00,400.00,0.00,19:21:29.791338
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.49,451.00,0.00,400.00,0.00,19:21:29.992216
0.00,0.00,0.00,355.76,40.00,78.00,359.30,24.50,451.00,0.00,410.00,0.00,19:21:30.191219
0.00,0.00,0.00,355.76,40.00,78.00,359.30,24.50,451.00,0.00,410.00,0.00,19:21:30.428582
0.00,0.00,0.00,355.76,40.00,78.00,359.30,24.50,451.00,0.00,410.00,0.00,19:21:30.638996
0.00,0.00,0.00,355.76,40.00,78.00,359.30,24.50,451.00,0.00,410.00,0.00,19:21:30.849385
0.00,0.00,0.00,355.76,40.00,78.00,359.30,24.50,451.00,0.00,410.00,0.00,19:21:31.058807
0.00,0.00,0.00,355.76,40.00,78.00,359.30,24.50,451.00,0.00,410.00,0.00,19:21:31.258860
0.00,0.00,0.00,355.76,40.00,78.00,359.30,24.50,451.00,0.00,410.00,0.00,19:21:31.469414
0.00,0.00,0.00,355.76,40.00,78.00,359.30,24.50,451.00,0.00,410.00,0.00,19:21:31.668948
0.00,0.00,0.00,355.76,40.00,78.00,359.30,24.50,451.00,0.00,410.00,0.00,19:21:31.869005
0.00,0.00,0.00,355.76,40.00,78.00,359.30,24.50,451.00,0.00,410.00,0.00,19:21:32.068803
0.00,0.00,0.00,355.76,40.00,78.00,359.30,24.50,451.00,0.00,410.00,0.00,19:21:32.290625
0.00,0.00,0.00,355.76,40.00,78.00,359.30,24.50,451.00,0.00,410.00,0.00,19:21:32.491286
0.00,0.00,0.00,349.41,41.00,78.00,359.30,24.48,501.00,0.00,2030.00,0.00,19:21:32.729502
0.00,0.00,0.00,349.41,41.00,78.00,359.30,24.48,501.00,0.00,2030.00,0.00,19:21:32.940294
0.00,0.00,0.00,349.41,41.00,78.00,359.30,24.48,501.00,0.00,2030.00,0.00,19:21:33.149734
0.00,0.00,0.00,349.41,41.00,78.00,359.30,24.48,501.00,0.00,2030.00,0.00,19:21:33.349756
0.00,0.00,0.00,349.41,41.00,78.00,359.30,24.48,501.00,0.00,2030.00,0.00,19:21:33.549524
0.00,0.00,0.00,349.41,41.00,78.00,359.30,24.48,501.00,0.00,2030.00,0.00,19:21:33.758849
0.00,0.00,0.00,349.41,41.00,78.00,359.30,24.48,501.00,0.00,2030.00,0.00,19:21:33.960090
0.00,0.00,0.00,349.41,41.00,78.00,359.30,24.48,501.00,0.00,2030.00,0.00,19:21:34.158927
0.00,0.00,0.00,349.41,41.00,78.00,359.30,24.48,501.00,0.00,2030.00,0.00,19:21:34.358965
0.00,0.00,0.00,349.41,41.00,78.00,359.30,24.48,501.00,0.00,2030.00,0.00,19:21:34.569816
0.00,0.00,0.00,349.41,41.00,78.00,359.30,24.48,501.00,0.00,2030.00,0.00,19:21:34.781606
0.00,0.00,0.00,349.41,41.00,78.00,359.30,24.48,501.00,0.00,2030.00,0.00,19:21:34.993243
0.00,0.00,0.00,349.41,41.00,78.00,359.20,24.49,700.00,0.00,2140.00,0.00,19:21:35.193483
0.00,0.00,0.00,349.41,41.00,78.00,359.20,24.49,700.00,0.00,2140.00,0.00,19:21:35.391347
0.00,0.00,0.00,349.41,41.00,78.00,359.20,24.49,700.00,0.00,2140.00,0.00,19:21:35.592490
0.00,0.00,0.00,349.41,41.00,78.00,359.20,24.49,700.00,0.00,2140.00,0.00,19:21:35.830488
0.00,0.00,0.00,349.41,41.00,78.00,359.20,24.49,700.00,0.00,2140.00,0.00,19:21:36.039308
0.00,0.00,0.00,349.41,41.00,78.00,359.20,24.49,700.00,0.00,2140.00,0.00,19:21:36.249190
0.00,0.00,0.00,349.41,41.00,78.00,359.20,24.49,700.00,0.00,2140.00,0.00,19:21:36.449416
0.00,0.00,0.00,349.41,41.00,78.00,359.20,24.49,700.00,0.00,2140.00,0.00,19:21:36.649078
0.00,0.00,0.00,349.41,41.00,78.00,359.20,24.49,700.00,0.00,2140.00,0.00,19:21:36.848949
0.00,0.00,0.00,349.41,41.00,78.00,359.20,24.49,700.00,0.00,2140.00,0.00,19:21:37.059195
0.00,0.00,0.00,349.41,41.00,78.00,359.20,24.49,700.00,0.00,2140.00,0.00,19:21:37.249727
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.50,955.00,0.00,2540.00,0.00,19:21:37.469630
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.50,955.00,0.00,2540.00,0.00,19:21:37.680013
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.50,955.00,0.00,2540.00,0.00,19:21:37.879524
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.50,955.00,0.00,2540.00,0.00,19:21:38.080934
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.50,955.00,0.00,2540.00,0.00,19:21:38.278956
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.50,955.00,0.00,2540.00,0.00,19:21:38.492514
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.50,955.00,0.00,2540.00,0.00,19:21:38.679243
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.50,955.00,0.00,2540.00,0.00,19:21:38.869865
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.50,955.00,0.00,2540.00,0.00,19:21:39.069067
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.50,955.00,0.00,2540.00,0.00,19:21:39.268949
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.50,955.00,0.00,2540.00,0.00,19:21:39.480055
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.50,955.00,0.00,2540.00,0.00,19:21:39.679998
0.00,0.00,0.00,355.76,41.00,78.00,359.20,24.50,955.00,0.00,2540.00,0.00,19:21:39.879089
0.00,0.00,0.00,355.76,40.00,79.00,359.20,24.48,936.00,0.00,1350.00,0.00,19:21:40.092200
0.00,0.00,0.00,355.76,40.00,79.00,359.20,24.48,936.00,0.00,1350.00,0.00,19:21:40.329473
0.00,0.00,0.00,355.76,40.00,79.00,359.20,24.48,936.00,0.00,1350.00,0.00,19:21:40.529251
0.00,0.00,0.00,355.76,40.00,79.00,359.20,24.48,936.00,0.00,1350.00,0.00,19:21:40.739826
0.00,0.00,0.00,355.76,40.00,79.00,359.20,24.48,936.00,0.00,1350.00,0.00,19:21:40.952186
0.00,0.00,0.00,355.76,40.00,79.00,359.20,24.48,936.00,0.00,1350.00,0.00,19:21:41.159338
0.00,0.00,0.00,355.76,40.00,79.00,359.20,24.48,936.00,0.00,1350.00,0.00,19:21:41.359397
0.00,0.00,0.00,355.76,40.00,79.00,359.20,24.48,936.00,0.00,1350.00,0.00,19:21:41.559905
0.00,0.00,0.00,355.76,40.00,79.00,359.20,24.48,936.00,0.00,1350.00,0.00,19:21:41.759999
0.00,0.00,0.00,355.76,40.00,79.00,359.20,24.48,936.00,0.00,1350.00,0.00,19:21:41.959529
0.00,0.00,0.00,355.76,40.00,79.00,359.20,24.48,936.00,0.00,1350.00,0.00,19:21:42.160131
0.00,0.00,0.00,355.76,40.00,79.00,359.20,24.48,936.00,0.00,1350.00,0.00,19:21:42.359652
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.46,327.00,0.00,1410.00,0.00,19:21:42.560201
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.46,327.00,0.00,1410.00,0.00,19:21:42.769690
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.46,327.00,0.00,1410.00,0.00,19:21:42.960102
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.46,327.00,0.00,1410.00,0.00,19:21:43.159408
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.46,327.00,0.00,1410.00,0.00,19:21:43.359244
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.46,327.00,0.00,1410.00,0.00,19:21:43.559933
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.46,327.00,0.00,1410.00,0.00,19:21:43.760277
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.46,327.00,0.00,1410.00,0.00,19:21:43.959668
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.46,327.00,0.00,1410.00,0.00,19:21:44.159803
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.46,327.00,0.00,1410.00,0.00,19:21:44.369894
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.46,327.00,0.00,1410.00,0.00,19:21:44.569257
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.46,327.00,0.00,1410.00,0.00,19:21:44.770253
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.50,-22.00,0.00,1620.00,0.00,19:21:44.969852
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.50,-22.00,0.00,1620.00,0.00,19:21:45.180407
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.50,-22.00,0.00,1620.00,0.00,19:21:45.392714
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.50,-22.00,0.00,1620.00,0.00,19:21:45.640571
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.50,-22.00,0.00,1620.00,0.00,19:21:45.859582
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.50,-22.00,0.00,1620.00,0.00,19:21:46.061960
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.50,-22.00,0.00,1620.00,0.00,19:21:46.259554
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.50,-22.00,0.00,1620.00,0.00,19:21:46.459625
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.50,-22.00,0.00,1620.00,0.00,19:21:46.670353
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.50,-22.00,0.00,1620.00,0.00,19:21:46.872031
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.50,-22.00,0.00,1620.00,0.00,19:21:47.070184
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.50,-22.00,0.00,1620.00,0.00,19:21:47.270342
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-451.00,0.00,1630.00,0.00,19:21:47.472956
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-451.00,0.00,1630.00,0.00,19:21:47.679897
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-451.00,0.00,1630.00,0.00,19:21:47.892079
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-451.00,0.00,1630.00,0.00,19:21:48.120304
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-451.00,0.00,1630.00,0.00,19:21:48.329688
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-451.00,0.00,1630.00,0.00,19:21:48.529561
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-451.00,0.00,1630.00,0.00,19:21:48.740300
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-451.00,0.00,1630.00,0.00,19:21:48.939488
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-451.00,0.00,1630.00,0.00,19:21:49.140774
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-451.00,0.00,1630.00,0.00,19:21:49.340237
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-451.00,0.00,1630.00,0.00,19:21:49.542628
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-451.00,0.00,1630.00,0.00,19:21:49.740539
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-451.00,0.00,1610.00,0.00,19:21:49.940563
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-451.00,0.00,1610.00,0.00,19:21:50.142283
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-451.00,0.00,1610.00,0.00,19:21:50.360188
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-451.00,0.00,1610.00,0.00,19:21:50.580654
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-451.00,0.00,1610.00,0.00,19:21:50.783546
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-451.00,0.00,1610.00,0.00,19:21:50.980453
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-451.00,0.00,1610.00,0.00,19:21:51.191411
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-451.00,0.00,1610.00,0.00,19:21:51.396233
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-451.00,0.00,1610.00,0.00,19:21:51.595499
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-451.00,0.00,1610.00,0.00,19:21:51.793976
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-451.00,0.00,1610.00,0.00,19:21:52.090284
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-451.00,0.00,1610.00,0.00,19:21:52.429927
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.49,-451.00,0.00,1610.00,0.00,19:21:52.630482
