PSTED_TORQUE,PSTED_MOTOR_SPEED,PSTED_CURRENT,PSTED_VOLTAGE,PSTED_MOTOR_TEMP,PSTED_INV_RADIATOR_TEMP,PSTED_OUT_BMS_VOLTAGE,SYSTEM_24V_VOLTAGE,STEERING_SERVO_CUR_POS_FRONT,STEERING_SERVO_CUR_POS_REAR,STEERING_SERVO_CURRENT_FRONT,STEERING_SERVO_CURRENT_REAR,time
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.49,-451.00,0.00,1610.00,0.00,19:21:52.840490
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.49,-451.00,0.00,1610.00,0.00,19:21:53.040731
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.49,-451.00,0.00,1610.00,0.00,19:21:53.270064
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.49,-451.00,0.00,1610.00,0.00,19:21:53.481339
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.49,-451.00,0.00,1610.00,0.00,19:21:53.680567
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.49,-451.00,0.00,1610.00,0.00,19:21:53.880039
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.49,-451.00,0.00,1610.00,0.00,19:21:54.080560
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.49,-451.00,0.00,1610.00,0.00,19:21:54.293580
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.49,-451.00,0.00,1610.00,0.00,19:21:54.493960
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.49,-451.00,0.00,1610.00,0.00,19:21:54.698350
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.49,-451.00,0.00,1610.00,0.00,19:21:54.930486
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-927.00,0.00,2490.00,0.00,19:21:55.130273
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-927.00,0.00,2490.00,0.00,19:21:55.329956
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-927.00,0.00,2490.00,0.00,19:21:55.530194
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-927.00,0.00,2490.00,0.00,19:21:55.729967
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-927.00,0.00,2490.00,0.00,19:21:55.960701
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-927.00,0.00,2490.00,0.00,19:21:56.160377
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-927.00,0.00,2490.00,0.00,19:21:56.360643
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-927.00,0.00,2490.00,0.00,19:21:56.572856
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-927.00,0.00,2490.00,0.00,19:21:56.780060
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-927.00,0.00,2490.00,0.00,19:21:56.980770
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-927.00,0.00,2490.00,0.00,19:21:57.180931
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-927.00,0.00,2490.00,0.00,19:21:57.380905
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-1003.00,0.00,1970.00,0.00,19:21:57.582041
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-1003.00,0.00,1970.00,0.00,19:21:57.780766
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-1003.00,0.00,1970.00,0.00,19:21:57.996240
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-1003.00,0.00,1970.00,0.00,19:21:58.192461
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-1003.00,0.00,1970.00,0.00,19:21:58.393812
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-1003.00,0.00,1970.00,0.00,19:21:58.640425
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-1003.00,0.00,1970.00,0.00,19:21:58.852888
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-1003.00,0.00,1970.00,0.00,19:21:59.050249
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-1003.00,0.00,1970.00,0.00,19:21:59.249963
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-1003.00,0.00,1970.00,0.00,19:21:59.453097
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-1003.00,0.00,1970.00,0.00,19:21:59.650041
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-1003.00,0.00,1970.00,0.00,19:21:59.862837
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.44,-562.00,0.00,1190.00,0.00,19:22:00.060313
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.44,-562.00,0.00,1190.00,0.00,19:22:00.260793
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.44,-562.00,0.00,1190.00,0.00,19:22:00.470307
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.44,-562.00,0.00,1190.00,0.00,19:22:00.671283
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.44,-562.00,0.00,1190.00,0.00,19:22:00.870915
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.44,-562.00,0.00,1190.00,0.00,19:22:01.073389
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.44,-562.00,0.00,1190.00,0.00,19:22:01.280253
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.44,-562.00,0.00,1190.00,0.00,19:22:01.480538
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.44,-562.00,0.00,1190.00,0.00,19:22:01.680784
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.44,-562.00,0.00,1190.00,0.00,19:22:01.880280
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.44,-562.00,0.00,1190.00,0.00,19:22:02.080540
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.44,-562.00,0.00,1190.00,0.00,19:22:02.280997
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.50,-257.00,0.00,1820.00,0.00,19:22:02.482840
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.50,-257.00,0.00,1820.00,0.00,19:22:02.692350
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.50,-257.00,0.00,1820.00,0.00,19:22:02.892828
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.50,-257.00,0.00,1820.00,0.00,19:22:03.093058
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.50,-257.00,0.00,1820.00,0.00,19:22:03.407281
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.50,-257.00,0.00,1820.00,0.00,19:22:03.731092
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.50,-257.00,0.00,1820.00,0.00,19:22:03.940766
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.50,-257.00,0.00,1820.00,0.00,19:22:04.150256
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.50,-257.00,0.00,1820.00,0.00,19:22:04.350274
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.50,-257.00,0.00,1820.00,0.00,19:22:04.551157
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.50,-257.00,0.00,1820.00,0.00,19:22:04.750598
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.50,-257.00,0.00,1820.00,0.00,19:22:04.951057
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-250.00,0.00,1780.00,0.00,19:22:05.160758
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-250.00,0.00,1780.00,0.00,19:22:05.361019
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-250.00,0.00,1780.00,0.00,19:22:05.562003
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-250.00,0.00,1780.00,0.00,19:22:05.771305
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-250.00,0.00,1780.00,0.00,19:22:05.981383
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-250.00,0.00,1780.00,0.00,19:22:06.180563
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-250.00,0.00,1780.00,0.00,19:22:06.381384
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-250.00,0.00,1780.00,0.00,19:22:06.583781
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-250.00,0.00,1780.00,0.00,19:22:06.781233
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-250.00,0.00,1780.00,0.00,19:22:06.973463
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-250.00,0.00,1780.00,0.00,19:22:07.181439
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.48,-250.00,0.00,1780.00,0.00,19:22:07.381375
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-248.00,0.00,1740.00,0.00,19:22:07.581481
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-248.00,0.00,1740.00,0.00,19:22:07.782169
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-248.00,0.00,1740.00,0.00,19:22:07.995424
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-248.00,0.00,1740.00,0.00,19:22:08.193756
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-248.00,0.00,1740.00,0.00,19:22:08.393713
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-248.00,0.00,1740.00,0.00,19:22:08.632274
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-248.00,0.00,1740.00,0.00,19:22:08.832256
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-248.00,0.00,1740.00,0.00,19:22:09.041563
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-248.00,0.00,1740.00,0.00,19:22:09.261378
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-248.00,0.00,1740.00,0.00,19:22:09.460543
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-248.00,0.00,1740.00,0.00,19:22:09.660726
0.00,0.00,0.00,349.41,41.00,79.00,359.20,24.48,-248.00,0.00,1740.00,0.00,19:22:09.850819
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.50,-248.00,0.00,1750.00,0.00,19:22:10.041319
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.50,-248.00,0.00,1750.00,0.00,19:22:10.251289
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.50,-248.00,0.00,1750.00,0.00,19:22:10.451473
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.50,-248.00,0.00,1750.00,0.00,19:22:10.650881
0.00,0.00,0.00,355.76,41.00,79.00,359.20,24.50,-248.00,0.00,1750.00,0.00,19:22:10.850621
