STEERING_SERVO_CUR_POS_FRONT,STEERING_SERVO_CUR_POS_REAR,STEERING_SERVO_CURRENT_FRONT,STEERING_SERVO_CURRENT_REAR,SUSPENSION_PRESSURE_CUR_1,SUSPENSION_PRESSURE_CUR_2,SUSPENSION_PRESSURE_CUR_3,SUSPENSION_PRESSURE_CUR_4,time
2.00,16.00,440.00,590.00,0.78,2.86,3.26,0.02,14:04:15.454062
2.00,16.00,440.00,590.00,0.78,2.86,3.26,0.02,14:04:15.654321
2.00,16.00,440.00,590.00,0.78,2.86,3.26,0.02,14:04:15.853656
2.00,17.00,440.00,600.00,0.78,2.87,3.26,0.03,14:04:16.054488
2.00,17.00,440.00,600.00,0.78,2.87,3.26,0.03,14:04:16.274225
2.00,17.00,440.00,600.00,0.78,2.87,3.26,0.03,14:04:16.513949
2.00,17.00,440.00,600.00,0.78,2.87,3.26,0.03,14:04:16.734255
2.00,17.00,440.00,600.00,0.78,2.87,3.26,0.03,14:04:16.954391
2.00,17.00,440.00,600.00,0.78,2.87,3.26,0.03,14:04:17.154679
2.00,17.00,440.00,600.00,0.78,2.87,3.26,0.03,14:04:17.354057
2.00,17.00,440.00,600.00,0.78,2.87,3.26,0.03,14:04:17.554654
2.00,17.00,440.00,590.00,0.77,2.87,3.26,0.03,14:04:17.754427
2.00,17.00,440.00,590.00,0.77,2.87,3.26,0.03,14:04:17.964323
2.00,17.00,440.00,590.00,0.77,2.87,3.26,0.03,14:04:18.164592
2.00,17.00,440.00,590.00,0.77,2.87,3.26,0.03,14:04:18.364264
2.00,17.00,440.00,590.00,0.77,2.87,3.26,0.03,14:04:18.563945
2.00,17.00,440.00,590.00,0.77,2.87,3.26,0.03,14:04:18.774397
2.00,17.00,440.00,590.00,0.77,2.87,3.26,0.03,14:04:18.974034
2.00,17.00,440.00,590.00,0.77,2.87,3.26,0.03,14:04:19.174560
2.00,16.00,440.00,600.00,0.78,2.87,3.26,0.03,14:04:19.414325
2.00,16.00,440.00,600.00,0.78,2.87,3.26,0.03,14:04:19.634193
2.00,16.00,440.00,600.00,0.78,2.87,3.26,0.03,14:04:19.844351
2.00,16.00,440.00,600.00,0.78,2.87,3.26,0.03,14:04:20.054553
2.00,16.00,440.00,600.00,0.78,2.87,3.26,0.03,14:04:20.264179
2.00,16.00,440.00,600.00,0.78,2.87,3.26,0.03,14:04:20.464141
2.00,16.00,440.00,600.00,0.78,2.87,3.26,0.03,14:04:20.664291
2.00,16.00,440.00,600.00,0.78,2.87,3.26,0.03,14:04:20.854342
2.00,16.00,440.00,600.00,0.77,2.87,3.26,0.03,14:04:21.064214
2.00,16.00,440.00,600.00,0.77,2.87,3.26,0.03,14:04:21.263935
2.00,16.00,440.00,600.00,0.77,2.87,3.26,0.03,14:04:21.474325
2.00,16.00,440.00,600.00,0.77,2.87,3.26,0.03,14:04:21.714326
2.00,16.00,440.00,600.00,0.77,2.87,3.26,0.03,14:04:21.944183
2.00,16.00,440.00,600.00,0.77,2.87,3.26,0.03,14:04:22.144390
2.00,16.00,440.00,600.00,0.77,2.87,3.26,0.03,14:04:22.354869
2.00,16.00,440.00,600.00,0.77,2.87,3.26,0.03,14:04:22.554852
2.00,16.00,440.00,590.00,0.77,2.86,3.27,0.02,14:04:22.754239
2.00,16.00,440.00,590.00,0.77,2.86,3.27,0.02,14:04:22.964588
2.00,16.00,440.00,590.00,0.77,2.86,3.27,0.02,14:04:23.154631
2.00,16.00,440.00,590.00,0.77,2.86,3.27,0.02,14:04:23.353918
2.00,16.00,440.00,590.00,0.77,2.86,3.27,0.02,14:04:23.564152
2.00,16.00,440.00,590.00,0.77,2.86,3.27,0.02,14:04:23.764698
2.00,16.00,440.00,590.00,0.77,2.86,3.27,0.02,14:04:23.974842
2.00,16.00,440.00,590.00,0.77,2.86,3.27,0.02,14:04:24.174387
2.00,16.00,440.00,600.00,0.78,2.86,3.26,0.02,14:04:24.374795
2.00,16.00,440.00,600.00,0.78,2.86,3.26,0.02,14:04:24.574005
2.00,16.00,440.00,600.00,0.78,2.86,3.26,0.02,14:04:24.814507
2.00,16.00,440.00,600.00,0.78,2.86,3.26,0.02,14:04:25.034881
2.00,16.00,440.00,600.00,0.78,2.86,3.26,0.02,14:04:25.244513
2.00,16.00,440.00,600.00,0.78,2.86,3.26,0.02,14:04:25.444288
2.00,16.00,440.00,600.00,0.78,2.86,3.26,0.02,14:04:25.654122
2.00,16.00,440.00,600.00,0.78,2.86,3.26,0.02,14:04:25.854573
2.00,16.00,450.00,600.00,0.78,2.86,3.27,0.02,14:04:26.054931
2.00,16.00,450.00,600.00,0.78,2.86,3.27,0.02,14:04:26.254832
2.00,16.00,450.00,600.00,0.78,2.86,3.27,0.02,14:04:26.453916
2.00,16.00,450.00,600.00,0.78,2.86,3.27,0.02,14:04:26.674071
2.00,16.00,450.00,600.00,0.78,2.86,3.27,0.02,14:04:26.924883
2.00,16.00,450.00,600.00,0.78,2.86,3.27,0.02,14:04:27.154693
2.00,16.00,450.00,600.00,0.78,2.86,3.27,0.02,14:04:27.354198
2.00,16.00,450.00,600.00,0.78,2.86,3.27,0.02,14:04:27.554286
2.00,16.00,440.00,600.00,0.73,2.83,3.17,0.02,14:04:27.754886
2.00,16.00,440.00,600.00,0.73,2.83,3.17,0.02,14:04:27.964598
2.00,16.00,440.00,600.00,0.73,2.83,3.17,0.02,14:04:28.154299
2.00,16.00,440.00,600.00,0.73,2.83,3.17,0.02,14:04:28.364269
2.00,16.00,440.00,600.00,0.73,2.83,3.17,0.02,14:04:28.564544
2.00,16.00,440.00,600.00,0.73,2.83,3.17,0.02,14:04:28.764063
2.00,16.00,440.00,600.00,0.73,2.83,3.17,0.02,14:04:28.954370
2.00,16.00,440.00,600.00,0.73,2.83,3.17,0.02,14:04:29.154454
2.00,16.00,440.00,600.00,0.72,2.83,3.17,0.02,14:04:29.374498
2.00,16.00,440.00,600.00,0.72,2.83,3.17,0.02,14:04:29.614891
2.00,16.00,440.00,600.00,0.72,2.83,3.17,0.02,14:04:29.834484
2.00,16.00,440.00,600.00,0.72,2.83,3.17,0.02,14:04:30.054999
2.00,16.00,440.00,600.00,0.72,2.83,3.17,0.02,14:04:30.254555
2.00,16.00,440.00,600.00,0.72,2.83,3.17,0.02,14:04:30.454456
2.00,16.00,440.00,600.00,0.72,2.83,3.17,0.02,14:04:30.654783
2.00,16.00,440.00,600.00,0.72,2.83,3.17,0.02,14:04:30.854736
2.00,17.00,440.00,600.00,0.73,2.82,3.17,0.02,14:04:31.055126
2.00,17.00,440.00,600.00,0.73,2.82,3.17,0.02,14:04:31.264213
2.00,17.00,440.00,600.00,0.73,2.82,3.17,0.02,14:04:31.464375
2.00,17.00,440.00,600.00,0.73,2.82,3.17,0.02,14:04:31.664973
2.00,17.00,440.00,600.00,0.73,2.82,3.17,0.02,14:04:31.874343
2.00,17.00,440.00,600.00,0.73,2.82,3.17,0.02,14:04:32.074637
2.00,17.00,440.00,600.00,0.73,2.82,3.17,0.02,14:04:32.274365
2.00,17.00,440.00,600.00,0.73,2.82,3.17,0.02,14:04:32.515167
2.00,16.00,440.00,600.00,0.73,2.85,3.16,0.02,14:04:32.735097
2.00,16.00,440.00,600.00,0.73,2.85,3.16,0.02,14:04:32.954401
2.00,16.00,440.00,600.00,0.73,2.85,3.16,0.02,14:04:33.144387
2.00,16.00,440.00,600.00,0.73,2.85,3.16,0.02,14:04:33.344282
2.00,16.00,440.00,600.00,0.73,2.85,3.16,0.02,14:04:33.544404
2.00,16.00,440.00,600.00,0.73,2.85,3.16,0.02,14:04:33.744216
2.00,16.00,440.00,600.00,0.73,2.85,3.16,0.02,14:04:33.954492
2.00,16.00,440.00,600.00,0.73,2.85,3.16,0.02,14:04:34.166400
2.00,17.00,740.00,600.00,0.74,2.84,3.08,0.00,14:04:34.374573
2.00,17.00,740.00,600.00,0.74,2.84,3.08,0.00,14:04:34.616217
2.00,17.00,740.00,600.00,0.74,2.84,3.08,0.00,14:04:34.834555
2.00,17.00,740.00,600.00,0.74,2.84,3.08,0.00,14:04:35.056741
2.00,17.00,740.00,600.00,0.74,2.84,3.08,0.00,14:04:35.254478
2.00,17.00,740.00,600.00,0.74,2.84,3.08,0.00,14:04:35.455201
2.00,17.00,740.00,600.00,0.74,2.84,3.08,0.00,14:04:35.655067
2.00,17.00,740.00,600.00,0.74,2.84,3.08,0.00,14:04:35.865151
440.00,16.00,2370.00,600.00,0.73,2.77,3.06,0.03,14:04:36.064973
440.00,16.00,2370.00,600.00,0.73,2.77,3.06,0.03,14:04:36.264466
440.00,16.00,2370.00,600.00,0.73,2.77,3.06,0.03,14:04:36.464647
440.00,16.00,2370.00,600.00,0.73,2.77,3.06,0.03,14:04:36.674722
440.00,16.00,2370.00,600.00,0.73,2.77,3.06,0.03,14:04:36.935086
440.00,16.00,2370.00,600.00,0.73,2.77,3.06,0.03,14:04:37.144918
440.00,16.00,2370.00,600.00,0.73,2.77,3.06,0.03,14:04:37.345006
440.00,16.00,2370.00,600.00,0.73,2.77,3.06,0.03,14:04:37.545319
541.00,16.00,1760.00,590.00,0.73,2.80,3.12,0.03,14:04:37.744682
541.00,16.00,1760.00,590.00,0.73,2.80,3.12,0.03,14:04:37.955230
541.00,16.00,1760.00,590.00,0.73,2.80,3.12,0.03,14:04:38.154526
541.00,16.00,1760.00,590.00,0.73,2.80,3.12,0.03,14:04:38.354661
541.00,16.00,1760.00,590.00,0.73,2.80,3.12,0.03,14:04:38.554760
541.00,16.00,1760.00,590.00,0.73,2.80,3.12,0.03,14:04:38.755453
541.00,16.00,1760.00,590.00,0.73,2.80,3.12,0.03,14:04:38.964846
541.00,16.00,1760.00,590.00,0.73,2.80,3.12,0.03,14:04:39.164641
551.00,16.00,1450.00,580.00,0.72,2.87,3.11,0.02,14:04:39.364895
551.00,16.00,1450.00,580.00,0.72,2.87,3.11,0.02,14:04:39.574690
551.00,16.00,1450.00,580.00,0.72,2.87,3.11,0.02,14:04:39.774783
551.00,16.00,1450.00,580.00,0.72,2.87,3.11,0.02,14:04:40.014791
551.00,16.00,1450.00,580.00,0.72,2.87,3.11,0.02,14:04:40.214776
551.00,16.00,1450.00,580.00,0.72,2.87,3.11,0.02,14:04:40.414820
551.00,16.00,1450.00,580.00,0.72,2.87,3.11,0.02,14:04:40.635454
551.00,16.00,1450.00,580.00,0.72,2.87,3.11,0.02,14:04:40.844521
651.00,16.00,880.00,590.00,0.71,2.71,3.10,0.03,14:04:41.054576
651.00,16.00,880.00,590.00,0.71,2.71,3.10,0.03,14:04:41.255403
651.00,16.00,880.00,590.00,0.71,2.71,3.10,0.03,14:04:41.454885
651.00,16.00,880.00,590.00,0.71,2.71,3.10,0.03,14:04:41.654796
651.00,16.00,880.00,590.00,0.71,2.71,3.10,0.03,14:04:41.865386
651.00,16.00,880.00,590.00,0.71,2.71,3.10,0.03,14:04:42.065146
651.00,16.00,880.00,590.00,0.71,2.71,3.10,0.03,14:04:42.324621
651.00,16.00,880.00,590.00,0.71,2.71,3.10,0.03,14:04:42.535416
651.00,16.00,860.00,590.00,0.71,2.68,3.08,0.03,14:04:42.744606
651.00,16.00,860.00,590.00,0.71,2.68,3.08,0.03,14:04:42.955009
651.00,16.00,860.00,590.00,0.71,2.68,3.08,0.03,14:04:43.155513
651.00,16.00,860.00,590.00,0.71,2.68,3.08,0.03,14:04:43.355160
651.00,16.00,860.00,590.00,0.71,2.68,3.08,0.03,14:04:43.564671
651.00,16.00,860.00,590.00,0.71,2.68,3.08,0.03,14:04:43.764777
651.00,16.00,860.00,590.00,0.71,2.68,3.08,0.03,14:04:43.965213
651.00,16.00,860.00,590.00,0.71,2.68,3.08,0.03,14:04:44.174798
623.00,16.00,380.00,580.00,0.71,2.67,3.08,0.03,14:04:44.375137
623.00,16.00,380.00,580.00,0.71,2.67,3.08,0.03,14:04:44.614608
623.00,16.00,380.00,580.00,0.71,2.67,3.08,0.03,14:04:44.844960
623.00,16.00,380.00,580.00,0.71,2.67,3.08,0.03,14:04:45.044821
623.00,16.00,380.00,580.00,0.71,2.67,3.08,0.03,14:04:45.244948
623.00,16.00,380.00,580.00,0.71,2.67,3.08,0.03,14:04:45.444629
623.00,16.00,380.00,580.00,0.71,2.67,3.08,0.03,14:04:45.645425
623.00,16.00,380.00,580.00,0.71,2.67,3.08,0.03,14:04:45.854613
498.00,17.00,710.00,540.00,0.71,2.71,3.07,0.03,14:04:46.054976
498.00,17.00,710.00,540.00,0.71,2.71,3.07,0.03,14:04:46.255625
498.00,17.00,710.00,540.00,0.71,2.71,3.07,0.03,14:04:46.454664
498.00,17.00,710.00,540.00,0.71,2.71,3.07,0.03,14:04:46.665340
498.00,17.00,710.00,540.00,0.71,2.71,3.07,0.03,14:04:46.865600
498.00,17.00,710.00,540.00,0.71,2.71,3.07,0.03,14:04:47.065076
498.00,17.00,710.00,540.00,0.71,2.71,3.07,0.03,14:04:47.265247
298.00,17.00,370.00,530.00,0.67,2.78,3.11,0.02,14:04:47.474714
298.00,17.00,370.00,530.00,0.67,2.78,3.11,0.02,14:04:47.665566
298.00,17.00,370.00,530.00,0.67,2.78,3.11,0.02,14:04:47.875222
298.00,17.00,370.00,530.00,0.67,2.78,3.11,0.02,14:04:48.125175
298.00,17.00,370.00,530.00,0.67,2.78,3.11,0.02,14:04:48.334860
298.00,17.00,370.00,530.00,0.67,2.78,3.11,0.02,14:04:48.555535
298.00,17.00,370.00,530.00,0.67,2.78,3.11,0.02,14:04:48.755114
298.00,17.00,370.00,530.00,0.67,2.78,3.11,0.02,14:04:48.965594
298.00,17.00,370.00,530.00,0.67,2.78,3.11,0.02,14:04:49.165417
298.00,18.00,350.00,520.00,0.52,2.79,3.08,0.03,14:04:49.365347
298.00,18.00,350.00,520.00,0.52,2.79,3.08,0.03,14:04:49.574896
298.00,18.00,350.00,520.00,0.52,2.79,3.08,0.03,14:04:49.815702
298.00,18.00,350.00,520.00,0.52,2.79,3.08,0.03,14:04:50.065206
298.00,18.00,350.00,520.00,0.52,2.79,3.08,0.03,14:04:50.255493
298.00,18.00,350.00,520.00,0.52,2.79,3.08,0.03,14:04:50.454938
298.00,18.00,350.00,520.00,0.52,2.79,3.08,0.03,14:04:50.665059
298.00,18.00,350.00,520.00,0.52,2.79,3.08,0.03,14:04:50.865341
277.00,18.00,800.00,520.00,0.55,2.76,3.10,0.03,14:04:51.065430
277.00,18.00,800.00,520.00,0.55,2.76,3.10,0.03,14:04:51.275362
277.00,18.00,800.00,520.00,0.55,2.76,3.10,0.03,14:04:51.475091
277.00,18.00,800.00,520.00,0.55,2.76,3.10,0.03,14:04:51.715728
277.00,18.00,800.00,520.00,0.55,2.76,3.10,0.03,14:04:51.925016
277.00,18.00,800.00,520.00,0.55,2.76,3.10,0.03,14:04:52.144961
277.00,18.00,800.00,520.00,0.55,2.76,3.10,0.03,14:04:52.355036
51.00,18.00,150.00,530.00,0.61,2.70,3.06,0.03,14:04:52.564947
51.00,18.00,150.00,530.00,0.61,2.70,3.06,0.03,14:04:52.765375
51.00,18.00,150.00,530.00,0.61,2.70,3.06,0.03,14:04:52.975709
51.00,18.00,150.00,530.00,0.61,2.70,3.06,0.03,14:04:53.175458
51.00,18.00,150.00,530.00,0.61,2.70,3.06,0.03,14:04:53.415727
51.00,18.00,150.00,530.00,0.61,2.70,3.06,0.03,14:04:53.615737
51.00,18.00,150.00,530.00,0.61,2.70,3.06,0.03,14:04:53.815415
51.00,18.00,150.00,530.00,0.61,2.70,3.06,0.03,14:04:54.014996
51.00,18.00,150.00,530.00,0.61,2.70,3.06,0.03,14:04:54.215061
-3.00,18.00,770.00,520.00,0.58,2.76,3.09,0.01,14:04:54.424917
-3.00,18.00,770.00,520.00,0.58,2.76,3.09,0.01,14:04:54.635007
-3.00,18.00,770.00,520.00,0.58,2.76,3.09,0.01,14:04:54.854917
-3.00,18.00,770.00,520.00,0.58,2.76,3.09,0.01,14:04:55.064917
-3.00,18.00,770.00,520.00,0.58,2.76,3.09,0.01,14:04:55.275735
-3.00,18.00,770.00,520.00,0.58,2.76,3.09,0.01,14:04:55.515527
-3.00,18.00,770.00,520.00,0.58,2.76,3.09,0.01,14:04:55.715787
-3.00,18.00,770.00,520.00,0.58,2.76,3.09,0.01,14:04:55.925114
-161.00,18.00,330.00,520.00,0.56,2.77,3.09,0.03,14:04:56.115033
-161.00,18.00,330.00,520.00,0.56,2.77,3.09,0.03,14:04:56.315014
-161.00,18.00,330.00,520.00,0.56,2.77,3.09,0.03,14:04:56.526400
-161.00,18.00,330.00,520.00,0.56,2.77,3.09,0.03,14:04:56.728510
-161.00,18.00,330.00,520.00,0.56,2.77,3.09,0.03,14:04:56.935417
-161.00,18.00,330.00,520.00,0.56,2.77,3.09,0.03,14:04:57.155060
-161.00,18.00,330.00,520.00,0.56,2.77,3.09,0.03,14:04:57.355902
-161.00,18.00,330.00,520.00,0.56,2.77,3.09,0.03,14:04:57.555527
-148.00,18.00,770.00,530.00,0.60,2.74,3.08,0.03,14:04:57.755489
-148.00,18.00,770.00,530.00,0.60,2.74,3.08,0.03,14:04:57.975305
-148.00,18.00,770.00,530.00,0.60,2.74,3.08,0.03,14:04:58.175791
-148.00,18.00,770.00,530.00,0.60,2.74,3.08,0.03,14:04:58.415055
-148.00,18.00,770.00,530.00,0.60,2.74,3.08,0.03,14:04:58.616001
-148.00,18.00,770.00,530.00,0.60,2.74,3.08,0.03,14:04:58.815202
-148.00,18.00,770.00,530.00,0.60,2.74,3.08,0.03,14:04:59.015384
-148.00,18.00,770.00,530.00,0.60,2.74,3.08,0.03,14:04:59.225566
104.00,18.00,990.00,540.00,0.60,2.71,3.06,0.05,14:04:59.435449
104.00,18.00,990.00,540.00,0.60,2.71,3.06,0.05,14:04:59.656058
104.00,18.00,990.00,540.00,0.60,2.71,3.06,0.05,14:04:59.855831
104.00,18.00,990.00,540.00,0.60,2.71,3.06,0.05,14:05:00.065585
104.00,18.00,990.00,540.00,0.60,2.71,3.06,0.05,14:05:00.265454
104.00,18.00,990.00,540.00,0.60,2.71,3.06,0.05,14:05:00.475063
104.00,18.00,990.00,540.00,0.60,2.71,3.06,0.05,14:05:00.715906
104.00,18.00,990.00,540.00,0.60,2.71,3.06,0.05,14:05:00.925395
154.00,18.00,670.00,530.00,0.59,2.78,3.10,0.00,14:05:01.135203
154.00,18.00,670.00,530.00,0.59,2.78,3.10,0.00,14:05:01.355213
154.00,18.00,670.00,530.00,0.59,2.78,3.10,0.00,14:05:01.555313
154.00,18.00,670.00,530.00,0.59,2.78,3.10,0.00,14:05:01.755992
154.00,18.00,670.00,530.00,0.59,2.78,3.10,0.00,14:05:01.955279
154.00,18.00,670.00,530.00,0.59,2.78,3.10,0.00,14:05:02.156112
154.00,18.00,670.00,530.00,0.59,2.78,3.10,0.00,14:05:02.365475
154.00,18.00,670.00,530.00,0.59,2.78,3.10,0.00,14:05:02.566141
99.00,18.00,630.00,520.00,0.58,2.75,3.09,0.03,14:05:02.765723
99.00,18.00,630.00,520.00,0.58,2.75,3.09,0.03,14:05:03.026266
99.00,18.00,630.00,520.00,0.58,2.75,3.09,0.03,14:05:03.225873
99.00,18.00,630.00,520.00,0.58,2.75,3.09,0.03,14:05:03.435887
99.00,18.00,630.00,520.00,0.58,2.75,3.09,0.03,14:05:03.655358
99.00,18.00,630.00,520.00,0.58,2.75,3.09,0.03,14:05:03.855168
99.00,18.00,630.00,520.00,0.58,2.75,3.09,0.03,14:05:04.065625
99.00,18.00,630.00,520.00,0.58,2.75,3.09,0.03,14:05:04.265922
-54.00,18.00,360.00,520.00,0.56,2.81,3.10,0.03,14:05:04.465281
-54.00,18.00,360.00,520.00,0.56,2.81,3.10,0.03,14:05:04.655446
-54.00,18.00,360.00,520.00,0.56,2.81,3.10,0.03,14:05:04.855352
-54.00,18.00,360.00,520.00,0.56,2.81,3.10,0.03,14:05:05.065345
-54.00,18.00,360.00,520.00,0.56,2.81,3.10,0.03,14:05:05.266106
-54.00,18.00,360.00,520.00,0.56,2.81,3.10,0.03,14:05:05.466164
-54.00,18.00,360.00,520.00,0.56,2.81,3.10,0.03,14:05:05.675355
-54.00,18.00,360.00,520.00,0.56,2.81,3.10,0.03,14:05:05.875383
-48.00,18.00,460.00,520.00,0.61,2.72,3.07,0.03,14:05:06.115706
-48.00,18.00,460.00,520.00,0.61,2.72,3.07,0.03,14:05:06.315522
-48.00,18.00,460.00,520.00,0.61,2.72,3.07,0.03,14:05:06.515426
-48.00,18.00,460.00,520.00,0.61,2.72,3.07,0.03,14:05:06.716174
-48.00,18.00,460.00,520.00,0.61,2.72,3.07,0.03,14:05:06.925281
-48.00,18.00,460.00,520.00,0.61,2.72,3.07,0.03,14:05:07.115845
-48.00,18.00,460.00,520.00,0.61,2.72,3.07,0.03,14:05:07.325990
-48.00,18.00,460.00,520.00,0.61,2.72,3.07,0.03,14:05:07.537334
-48.00,18.00,470.00,530.00,0.59,2.74,3.08,0.03,14:05:07.755885
-48.00,18.00,470.00,530.00,0.59,2.74,3.08,0.03,14:05:07.965412
-48.00,18.00,470.00,530.00,0.59,2.74,3.08,0.03,14:05:08.165993
-48.00,18.00,470.00,530.00,0.59,2.74,3.08,0.03,14:05:08.375295
-48.00,18.00,470.00,530.00,0.59,2.74,3.08,0.03,14:05:08.565408
-48.00,18.00,470.00,530.00,0.59,2.74,3.08,0.03,14:05:08.775963
-48.00,18.00,470.00,530.00,0.59,2.74,3.08,0.03,14:05:09.015449
-48.00,18.00,470.00,530.00,0.59,2.74,3.08,0.03,14:05:09.215643
-48.00,18.00,480.00,520.00,0.60,2.75,3.08,0.02,14:05:09.416425
-48.00,18.00,480.00,520.00,0.60,2.75,3.08,0.02,14:05:09.616117
-48.00,18.00,480.00,520.00,0.60,2.75,3.08,0.02,14:05:09.815587
-48.00,18.00,480.00,520.00,0.60,2.75,3.08,0.02,14:05:10.025535
-48.00,18.00,480.00,520.00,0.60,2.75,3.08,0.02,14:05:10.225980
-48.00,18.00,480.00,520.00,0.60,2.75,3.08,0.02,14:05:10.435823
-48.00,18.00,480.00,520.00,0.60,2.75,3.08,0.02,14:05:10.635988
-48.00,18.00,480.00,520.00,0.60,2.75,3.08,0.02,14:05:10.835712
-48.00,18.00,470.00,530.00,0.58,2.74,3.09,0.04,14:05:11.055981
-48.00,18.00,470.00,530.00,0.58,2.74,3.09,0.04,14:05:11.265692
-48.00,18.00,470.00,530.00,0.58,2.74,3.09,0.04,14:05:11.475825
-48.00,18.00,470.00,530.00,0.58,2.74,3.09,0.04,14:05:11.716444
-48.00,18.00,470.00,530.00,0.58,2.74,3.09,0.04,14:05:11.926339
-48.00,18.00,470.00,530.00,0.58,2.74,3.09,0.04,14:05:12.135676
-48.00,18.00,470.00,530.00,0.58,2.74,3.09,0.04,14:05:12.335988
-48.00,18.00,470.00,530.00,0.58,2.74,3.09,0.04,14:05:12.535835
-48.00,18.00,470.00,530.00,0.57,2.74,3.09,0.04,14:05:12.735798
-48.00,18.00,470.00,530.00,0.57,2.74,3.09,0.04,14:05:12.945750
-48.00,18.00,470.00,530.00,0.57,2.74,3.09,0.04,14:05:13.145907
-48.00,18.00,470.00,530.00,0.57,2.74,3.09,0.04,14:05:13.366227
-48.00,18.00,470.00,530.00,0.57,2.74,3.09,0.04,14:05:13.576439
-48.00,18.00,470.00,530.00,0.57,2.74,3.09,0.04,14:05:13.765702
-48.00,18.00,470.00,530.00,0.57,2.74,3.09,0.04,14:05:13.966466
-48.00,18.00,470.00,530.00,0.57,2.74,3.09,0.04,14:05:14.166161
-48.00,18.00,480.00,520.00,0.58,2.76,3.08,0.03,14:05:14.375857
-48.00,18.00,480.00,520.00,0.58,2.76,3.08,0.03,14:05:14.616257
-48.00,18.00,480.00,520.00,0.58,2.76,3.08,0.03,14:05:14.815977
-48.00,18.00,480.00,520.00,0.58,2.76,3.08,0.03,14:05:15.015610
-48.00,18.00,480.00,520.00,0.58,2.76,3.08,0.03,14:05:15.215860
-48.00,18.00,480.00,520.00,0.58,2.76,3.08,0.03,14:05:15.426274
-48.00,18.00,480.00,520.00,0.58,2.76,3.08,0.03,14:05:15.625836
-48.00,18.00,480.00,520.00,0.58,2.76,3.08,0.03,14:05:15.835690
-48.00,18.00,480.00,540.00,0.60,2.74,3.09,0.03,14:05:16.036427
-48.00,18.00,480.00,540.00,0.60,2.74,3.09,0.03,14:05:16.245759
-48.00,18.00,480.00,540.00,0.60,2.74,3.09,0.03,14:05:16.466079
-48.00,18.00,480.00,540.00,0.60,2.74,3.09,0.03,14:05:16.676165
-48.00,18.00,480.00,540.00,0.60,2.74,3.09,0.03,14:05:16.975289
-48.00,18.00,480.00,540.00,0.60,2.74,3.09,0.03,14:05:17.315527
-48.00,18.00,480.00,540.00,0.60,2.74,3.09,0.03,14:05:17.516264
-48.00,18.00,480.00,540.00,0.60,2.74,3.09,0.03,14:05:17.715753
-48.00,18.00,470.00,540.00,0.60,2.75,3.09,0.04,14:05:17.926432
-48.00,18.00,470.00,540.00,0.60,2.75,3.09,0.04,14:05:18.136064
-48.00,18.00,470.00,540.00,0.60,2.75,3.09,0.04,14:05:18.336273
-48.00,18.00,470.00,540.00,0.60,2.75,3.09,0.04,14:05:18.536195
-48.00,18.00,470.00,540.00,0.60,2.75,3.09,0.04,14:05:18.735971
-48.00,18.00,470.00,540.00,0.60,2.75,3.09,0.04,14:05:18.946839
-48.00,18.00,470.00,540.00,0.60,2.75,3.09,0.04,14:05:19.147627
-48.00,18.00,470.00,540.00,0.60,2.75,3.09,0.04,14:05:19.347764
