PSTED_MOTOR_SPEED,PSTED_CURRENT,PSTED_VOLTAGE,STEERING_SERVO_CUR_POS_FRONT,STEERING_SERVO_CUR_POS_REAR,STEERING_SERVO_CURRENT_FRONT,STEERING_SERVO_CURRENT_REAR,SUSPENSION_HEIGHT_CUR_1,SUSPENSION_HEIGHT_CUR_2,SUSPENSION_HEIGHT_CUR_3,SUSPENSION_HEIGHT_CUR_4,time
0.00,0.00,6.35,-2.00,33.00,1170.00,170.00,-62.00,-54.00,-26.00,-10.00,18:18:17.865931
0.00,0.00,6.35,-2.00,33.00,1170.00,170.00,-62.00,-54.00,-26.00,-10.00,18:18:17.992687
0.00,0.00,6.35,-2.00,33.00,1170.00,170.00,-62.00,-54.00,-26.00,-10.00,18:18:18.220803
0.00,0.00,6.35,-2.00,33.00,1170.00,170.00,-62.00,-54.00,-26.00,-10.00,18:18:18.430233
0.00,0.00,6.35,-2.00,33.00,1170.00,170.00,-62.00,-54.00,-26.00,-10.00,18:18:18.680096
0.00,0.00,6.35,-2.00,33.00,1170.00,170.00,-62.00,-54.00,-26.00,-10.00,18:18:18.910637
0.00,0.00,6.35,-2.00,33.00,1170.00,170.00,-62.00,-54.00,-26.00,-10.00,18:18:19.130665
0.00,0.00,6.35,-2.00,33.00,1170.00,170.00,-62.00,-54.00,-26.00,-10.00,18:18:19.380692
0.00,0.00,6.35,-2.00,33.00,1170.00,170.00,-62.00,-54.00,-26.00,-10.00,18:18:19.600901
0.00,0.00,6.35,-2.00,33.00,1170.00,170.00,-62.00,-54.00,-26.00,-10.00,18:18:19.830748
0.00,0.00,6.35,-2.00,33.00,1170.00,170.00,-62.00,-54.00,-26.00,-10.00,18:18:20.080065
0.00,0.00,6.35,-2.00,33.00,1170.00,170.00,-62.00,-54.00,-26.00,-10.00,18:18:20.310182
0.00,0.00,6.35,-2.00,33.00,1160.00,180.00,-62.00,-54.00,-26.00,-10.00,18:18:20.520940
0.00,0.00,6.35,-2.00,33.00,1160.00,180.00,-62.00,-54.00,-26.00,-10.00,18:18:20.800711
0.00,0.00,6.35,-2.00,33.00,1160.00,180.00,-62.00,-54.00,-26.00,-10.00,18:18:21.022870
0.00,0.00,6.35,-2.00,33.00,1160.00,180.00,-62.00,-54.00,-26.00,-10.00,18:18:21.230324
0.00,0.00,6.35,-2.00,33.00,1160.00,180.00,-62.00,-54.00,-26.00,-10.00,18:18:21.480429
0.00,0.00,6.35,-2.00,33.00,1160.00,180.00,-62.00,-54.00,-26.00,-10.00,18:18:21.710810
0.00,0.00,6.35,-2.00,33.00,1160.00,180.00,-62.00,-54.00,-26.00,-10.00,18:18:21.944825
