SUSPENSION_HEIGHT_CUR_1,SUSPENSION_HEIGHT_CUR_2,SUSPENSION_HEIGHT_CUR_3,SUSPENSION_HEIGHT_CUR_4,SUSPENSION_PRESSURE_CUR_1,SUSPENSION_PRESSURE_CUR_2,SUSPENSION_PRESSURE_CUR_3,SUSPENSION_PRESSURE_CUR_4,time
,,,,,,,,17:59:15.853717
,,,,,,,,17:59:15.854716
,,,,,,,,17:59:16.168700
,,,,,,,,17:59:16.372356
,,,,,,,,17:59:16.571502
,,,,,,,,17:59:16.751717
,,,,,,,,17:59:16.941917
,,,,,,,,17:59:17.129555
,,,,,,,,17:59:17.326168
,,,,,,,,17:59:17.524709
0.00,0.00,0.00,0.00,0.00,0.00,59.39,0.00,17:59:17.728366
0.00,0.00,0.00,0.00,0.00,0.00,59.39,0.00,17:59:17.929880
0.00,0.00,0.00,0.00,0.00,0.00,59.39,0.00,17:59:18.130993
0.00,0.00,0.00,0.00,0.00,0.00,59.39,0.00,17:59:18.332450
0.00,0.00,0.00,0.00,0.00,0.00,59.39,0.00,17:59:18.526921
0.00,0.00,0.00,0.00,0.00,0.00,59.39,0.00,17:59:18.733501
0.00,0.00,0.00,0.00,0.00,0.00,59.39,0.00,17:59:18.925393
0.00,0.00,0.00,0.00,0.00,0.00,59.39,0.00,17:59:19.111915
6.00,0.00,0.00,0.00,59.39,0.00,0.01,0.00,17:59:19.301857
6.00,0.00,0.00,0.00,59.39,0.00,0.01,0.00,17:59:19.501686
6.00,0.00,0.00,0.00,59.39,0.00,0.01,0.00,17:59:19.688401
6.00,0.00,0.00,0.00,59.39,0.00,0.01,0.00,17:59:19.883275
6.00,0.00,0.00,0.00,59.39,0.00,0.01,0.00,17:59:20.083804
6.00,0.00,0.00,0.00,59.39,0.00,0.01,0.00,17:59:20.281056
6.00,0.00,0.00,0.00,59.39,0.00,0.01,0.00,17:59:20.469048
6.00,0.00,0.00,0.00,59.39,0.00,0.01,0.00,17:59:20.678043
0.00,0.00,0.00,6.00,0.00,0.00,0.00,9.38,17:59:20.879604
0.00,0.00,0.00,6.00,0.00,0.00,0.00,9.38,17:59:21.078784
0.00,0.00,0.00,6.00,0.00,0.00,0.00,9.38,17:59:21.289175
0.00,0.00,0.00,6.00,0.00,0.00,0.00,9.38,17:59:21.481051
0.00,0.00,0.00,6.00,0.00,0.00,0.00,9.38,17:59:21.682552
0.00,0.00,0.00,6.00,0.00,0.00,0.00,9.38,17:59:21.874622
0.00,0.00,0.00,6.00,0.00,0.00,0.00,9.38,17:59:22.069930
0.00,0.00,0.00,6.00,0.00,0.00,0.00,9.38,17:59:22.273168
0.00,0.00,0.00,0.00,0.00,37.54,0.00,13.11,17:59:22.465126
0.00,0.00,0.00,0.00,0.00,37.54,0.00,13.11,17:59:22.664651
0.00,0.00,0.00,0.00,0.00,37.54,0.00,13.11,17:59:22.869396
0.00,0.00,0.00,0.00,0.00,37.54,0.00,13.11,17:59:23.071435
0.00,0.00,0.00,0.00,0.00,37.54,0.00,13.11,17:59:23.273617
0.00,0.00,0.00,0.00,0.00,37.54,0.00,13.11,17:59:23.471989
0.00,0.00,0.00,0.00,0.00,37.54,0.00,13.11,17:59:23.670349
0.00,-18640.00,0.00,-27992.00,4.61,0.00,0.00,46.90,17:59:23.871887
0.00,-18640.00,0.00,-27992.00,4.61,0.00,0.00,46.90,17:59:24.072162
0.00,-18640.00,0.00,-27992.00,4.61,0.00,0.00,46.90,17:59:24.268609
0.00,-18640.00,0.00,-27992.00,4.61,0.00,0.00,46.90,17:59:24.473279
0.00,-18640.00,0.00,-27992.00,4.61,0.00,0.00,46.90,17:59:24.674330
0.00,-18640.00,0.00,-27992.00,4.61,0.00,0.00,46.90,17:59:24.873279
0.00,-18640.00,0.00,-27992.00,4.61,0.00,0.00,46.90,17:59:25.078742
0.00,-18640.00,0.00,-27992.00,4.61,0.00,0.00,46.90,17:59:25.282166
0.00,-18640.00,0.00,-27992.00,4.61,0.00,0.00,46.90,17:59:25.475470
0.00,-41.00,-29824.00,-12582.00,0.00,0.00,0.00,54.80,17:59:25.683362
0.00,-41.00,-29824.00,-12582.00,0.00,0.00,0.00,54.80,17:59:25.882343
0.00,-41.00,-29824.00,-12582.00,0.00,0.00,0.00,54.80,17:59:26.083043
0.00,-41.00,-29824.00,-12582.00,0.00,0.00,0.00,54.80,17:59:26.292352
0.00,-41.00,-29824.00,-12582.00,0.00,0.00,0.00,54.80,17:59:26.503356
0.00,-41.00,-29824.00,-12582.00,0.00,0.00,0.00,54.80,17:59:26.703644
0.00,-41.00,-29824.00,-12582.00,0.00,0.00,0.00,54.80,17:59:26.901654
0.00,-41.00,-29824.00,-12582.00,0.00,0.00,0.00,54.80,17:59:27.102334
0.00,0.00,0.00,24743.00,0.00,2.06,54.80,34.96,17:59:27.311208
0.00,0.00,0.00,24743.00,0.00,2.06,54.80,34.96,17:59:27.512266
0.00,0.00,0.00,24743.00,0.00,2.06,54.80,34.96,17:59:27.708740
0.00,0.00,0.00,24743.00,0.00,2.06,54.80,34.96,17:59:27.912313
0.00,0.00,0.00,24743.00,0.00,2.06,54.80,34.96,17:59:28.111244
0.00,0.00,0.00,24743.00,0.00,2.06,54.80,34.96,17:59:28.319362
0.00,0.00,0.00,24743.00,0.00,2.06,54.80,34.96,17:59:28.521267
0.00,0.00,0.00,24743.00,0.00,2.06,54.80,34.96,17:59:28.728441
23331.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17:59:28.933747
23331.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17:59:29.139690
23331.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17:59:29.328196
23331.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17:59:29.533765
23331.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17:59:29.742038
23331.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17:59:29.939227
23331.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17:59:30.143187
23331.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17:59:30.342192
26863.00,0.00,-6144.00,3905.00,9.43,0.00,0.00,46.90,17:59:30.553837
26863.00,0.00,-6144.00,3905.00,9.43,0.00,0.00,46.90,17:59:30.754921
26863.00,0.00,-6144.00,3905.00,9.43,0.00,0.00,46.90,17:59:30.951703
26863.00,0.00,-6144.00,3905.00,9.43,0.00,0.00,46.90,17:59:31.152493
26863.00,0.00,-6144.00,3905.00,9.43,0.00,0.00,46.90,17:59:31.353175
26863.00,0.00,-6144.00,3905.00,9.43,0.00,0.00,46.90,17:59:31.558919
26863.00,0.00,-6144.00,3905.00,9.43,0.00,0.00,46.90,17:59:31.776826
26863.00,0.00,-6144.00,3905.00,9.43,0.00,0.00,46.90,17:59:31.987552
0.00,-24920.00,4608.00,-18349.00,0.00,0.00,0.00,7.98,17:59:32.182481
0.00,-24920.00,4608.00,-18349.00,0.00,0.00,0.00,7.98,17:59:32.384071
0.00,-24920.00,4608.00,-18349.00,0.00,0.00,0.00,7.98,17:59:32.592125
0.00,-24920.00,4608.00,-18349.00,0.00,0.00,0.00,7.98,17:59:32.789059
0.00,-24920.00,4608.00,-18349.00,0.00,0.00,0.00,7.98,17:59:32.990558
0.00,-24920.00,4608.00,-18349.00,0.00,0.00,0.00,7.98,17:59:33.191934
0.00,-24920.00,4608.00,-18349.00,0.00,0.00,0.00,7.98,17:59:33.391990
0.00,-24920.00,4608.00,-18349.00,0.00,0.00,0.00,7.98,17:59:33.595789
-10736.00,9431.00,31458.00,0.00,0.00,0.00,40.62,4.61,17:59:33.795430
-10736.00,9431.00,31458.00,0.00,0.00,0.00,40.62,4.61,17:59:33.999407
-10736.00,9431.00,31458.00,0.00,0.00,0.00,40.62,4.61,17:59:34.202433
-10736.00,9431.00,31458.00,0.00,0.00,0.00,40.62,4.61,17:59:34.409751
-10736.00,9431.00,31458.00,0.00,0.00,0.00,40.62,4.61,17:59:34.613719
-10736.00,9431.00,31458.00,0.00,0.00,0.00,40.62,4.61,17:59:34.811002
-10736.00,9431.00,31458.00,0.00,0.00,0.00,40.62,4.61,17:59:35.009236
-10736.00,9431.00,31458.00,0.00,0.00,0.00,40.62,4.61,17:59:35.214165
19137.00,0.00,32078.00,0.00,0.34,21.88,0.00,0.00,17:59:35.419781
19137.00,0.00,32078.00,0.00,0.34,21.88,0.00,0.00,17:59:35.640658
19137.00,0.00,32078.00,0.00,0.34,21.88,0.00,0.00,17:59:35.832304
19137.00,0.00,32078.00,0.00,0.34,21.88,0.00,0.00,17:59:36.029608
19137.00,0.00,32078.00,0.00,0.34,21.88,0.00,0.00,17:59:36.219294
19137.00,0.00,32078.00,0.00,0.34,21.88,0.00,0.00,17:59:36.409302
19137.00,0.00,32078.00,0.00,0.34,21.88,0.00,0.00,17:59:36.609850
19137.00,0.00,32078.00,0.00,0.34,21.88,0.00,0.00,17:59:36.811451
0.00,-18640.00,0.00,-10736.00,0.00,0.00,0.00,0.00,17:59:37.003589
0.00,-18640.00,0.00,-10736.00,0.00,0.00,0.00,0.00,17:59:37.202816
0.00,-18640.00,0.00,-10736.00,0.00,0.00,0.00,0.00,17:59:37.391546
0.00,-18640.00,0.00,-10736.00,0.00,0.00,0.00,0.00,17:59:37.592284
0.00,-18640.00,0.00,-10736.00,0.00,0.00,0.00,0.00,17:59:37.782048
0.00,-18640.00,0.00,-10736.00,0.00,0.00,0.00,0.00,17:59:37.973399
0.00,-18640.00,0.00,-10736.00,0.00,0.00,0.00,0.00,17:59:38.182582
0.00,-18640.00,0.00,-10736.00,0.00,0.00,0.00,0.00,17:59:38.381666
0.00,0.00,-21233.00,0.00,46.90,29.87,54.80,50.96,17:59:38.589500
0.00,0.00,-21233.00,0.00,46.90,29.87,54.80,50.96,17:59:38.794230
0.00,0.00,-21233.00,0.00,46.90,29.87,54.80,50.96,17:59:38.986916
0.00,0.00,-21233.00,0.00,46.90,29.87,54.80,50.96,17:59:39.186492
0.00,0.00,-21233.00,0.00,46.90,29.87,54.80,50.96,17:59:39.376457
0.00,0.00,-21233.00,0.00,46.90,29.87,54.80,50.96,17:59:39.566957
0.00,0.00,-21233.00,0.00,46.90,29.87,54.80,50.96,17:59:39.771282
0.00,0.00,-21233.00,0.00,46.90,29.87,54.80,50.96,17:59:39.969395
0.00,24743.00,0.00,-2732.00,0.00,0.00,0.00,28.26,17:59:40.168037
0.00,24743.00,0.00,-2732.00,0.00,0.00,0.00,28.26,17:59:40.358075
0.00,24743.00,0.00,-2732.00,0.00,0.00,0.00,28.26,17:59:40.559157
0.00,24743.00,0.00,-2732.00,0.00,0.00,0.00,28.26,17:59:40.759606
0.00,24743.00,0.00,-2732.00,0.00,0.00,0.00,28.26,17:59:40.967301
0.00,24743.00,0.00,-2732.00,0.00,0.00,0.00,28.26,17:59:41.168779
0.00,24743.00,0.00,-2732.00,0.00,0.00,0.00,28.26,17:59:41.368063
0.00,24743.00,0.00,-2732.00,0.00,0.00,0.00,28.26,17:59:41.568656
2059.00,-2599.00,0.00,0.00,0.00,28.26,27.13,54.80,17:59:41.769644
2059.00,-2599.00,0.00,0.00,0.00,28.26,27.13,54.80,17:59:41.978458
2059.00,-2599.00,0.00,0.00,0.00,28.26,27.13,54.80,17:59:42.188185
2059.00,-2599.00,0.00,0.00,0.00,28.26,27.13,54.80,17:59:42.378100
2059.00,-2599.00,0.00,0.00,0.00,28.26,27.13,54.80,17:59:42.582225
2059.00,-2599.00,0.00,0.00,0.00,28.26,27.13,54.80,17:59:42.788612
2059.00,-2599.00,0.00,0.00,0.00,28.26,27.13,54.80,17:59:42.988534
2059.00,-2599.00,0.00,0.00,0.00,28.26,27.13,54.80,17:59:43.187440
0.00,1574.00,0.00,1685.00,0.00,59.39,0.00,0.01,17:59:43.378400
0.00,1574.00,0.00,1685.00,0.00,59.39,0.00,0.01,17:59:43.578444
0.00,1574.00,0.00,1685.00,0.00,59.39,0.00,0.01,17:59:43.788329
0.00,1574.00,0.00,1685.00,0.00,59.39,0.00,0.01,17:59:43.988879
0.00,1574.00,0.00,1685.00,0.00,59.39,0.00,0.01,17:59:44.189398
0.00,1574.00,0.00,1685.00,0.00,59.39,0.00,0.01,17:59:44.391741
0.00,1574.00,0.00,1685.00,0.00,59.39,0.00,0.01,17:59:44.599389
0.00,-2264.00,0.00,-6144.00,35.71,21.89,0.00,0.00,17:59:44.801343
0.00,-2264.00,0.00,-6144.00,35.71,21.89,0.00,0.00,17:59:44.999850
0.00,-2264.00,0.00,-6144.00,35.71,21.89,0.00,0.00,17:59:45.201568
