PSTED_TORQUE,PSTED_MOTOR_SPEED,PSTED_CURRENT,PSTED_VOLTAGE,PSTED_MOTOR_TEMP,PSTED_INV_RADIATOR_TEMP,PSTED_OUT_BMS_VOLTAGE,SYSTEM_24V_VOLTAGE,STEERING_SERVO_CUR_POS_FRONT,STEERING_SERVO_CUR_POS_REAR,time
,,,,,,,,,,13:06:10.773067
,,,,,,,,,,13:06:10.776045
,,,,,,,,,,13:06:11.091255
,,,,,,,,,,13:06:11.291251
,,,,,,,,,,13:06:11.501369
,,,,,,,,,,13:06:11.701393
,,,,,,,,,,13:06:11.910540
,,,,,,,,,,13:06:12.131426
,,,,,,,,,,13:06:12.351399
,,,,,,,,,,13:06:12.561014
,,,,,,,,,,13:06:12.761245
,,,,,,,,,,13:06:12.962047
0.00,0.00,0.00,6.35,39.00,17.00,55.84,23.10,127.00,0.00,13:06:13.170883
0.00,0.00,0.00,6.35,39.00,17.00,55.84,23.10,127.00,0.00,13:06:13.371138
0.00,0.00,0.00,6.35,39.00,17.00,55.84,23.10,127.00,0.00,13:06:13.621353
0.00,0.00,0.00,6.35,39.00,17.00,55.84,23.10,127.00,0.00,13:06:13.821093
0.00,0.00,0.00,6.35,39.00,17.00,55.84,23.10,127.00,0.00,13:06:14.030728
0.00,0.00,0.00,6.35,39.00,17.00,55.84,23.10,127.00,0.00,13:06:14.231411
0.00,0.00,0.00,6.35,39.00,17.00,55.84,23.10,127.00,0.00,13:06:14.431539
0.00,0.00,0.00,6.35,39.00,17.00,55.84,23.10,127.00,0.00,13:06:14.630981
0.00,0.00,0.00,6.35,39.00,17.00,55.84,23.10,127.00,0.00,13:06:14.831570
0.00,0.00,0.00,6.35,39.00,17.00,55.84,23.10,127.00,0.00,13:06:15.041404
0.00,0.00,0.00,6.35,29.00,17.00,55.84,23.07,2.00,0.00,13:06:15.241627
0.00,0.00,0.00,6.35,29.00,17.00,55.84,23.07,2.00,0.00,13:06:15.451325
0.00,0.00,0.00,6.35,29.00,17.00,55.84,23.07,2.00,0.00,13:06:15.650620
0.00,0.00,0.00,6.35,29.00,17.00,55.84,23.07,2.00,0.00,13:06:15.851625
0.00,0.00,0.00,6.35,29.00,17.00,55.84,23.07,2.00,0.00,13:06:16.053086
0.00,0.00,0.00,6.35,29.00,17.00,55.84,23.07,2.00,0.00,13:06:16.261413
0.00,0.00,0.00,6.35,29.00,17.00,55.84,23.07,2.00,0.00,13:06:16.451518
0.00,0.00,0.00,6.35,29.00,17.00,55.84,23.07,2.00,0.00,13:06:16.661660
0.00,0.00,0.00,6.35,29.00,17.00,55.84,23.07,2.00,0.00,13:06:16.860925
0.00,0.00,0.00,6.35,29.00,17.00,55.84,23.07,2.00,0.00,13:06:17.061462
0.00,0.00,0.00,19.06,37.00,17.00,55.84,23.07,2.00,0.00,13:06:17.260910
0.00,0.00,0.00,19.06,37.00,17.00,55.84,23.07,2.00,0.00,13:06:17.471786
0.00,0.00,0.00,19.06,37.00,17.00,55.84,23.07,2.00,0.00,13:06:17.671531
0.00,0.00,0.00,19.06,37.00,17.00,55.84,23.07,2.00,0.00,13:06:17.911207
0.00,0.00,0.00,19.06,37.00,17.00,55.84,23.07,2.00,0.00,13:06:18.111129
0.00,0.00,0.00,19.06,37.00,17.00,55.84,23.07,2.00,0.00,13:06:18.311598
0.00,0.00,0.00,19.06,37.00,17.00,55.84,23.07,2.00,0.00,13:06:18.521162
0.00,0.00,0.00,19.06,37.00,17.00,55.84,23.07,2.00,0.00,13:06:18.721355
0.00,0.00,0.00,19.06,37.00,17.00,55.84,23.07,2.00,0.00,13:06:18.941121
0.00,0.00,0.00,19.06,37.00,17.00,55.84,23.07,2.00,0.00,13:06:19.141857
0.00,0.00,0.00,25.41,39.00,17.00,55.84,23.06,2.00,0.00,13:06:19.341237
0.00,0.00,0.00,25.41,39.00,17.00,55.84,23.06,2.00,0.00,13:06:19.541269
0.00,0.00,0.00,25.41,39.00,17.00,55.84,23.06,2.00,0.00,13:06:19.751767
0.00,0.00,0.00,25.41,39.00,17.00,55.84,23.06,2.00,0.00,13:06:19.951836
0.00,0.00,0.00,25.41,39.00,17.00,55.84,23.06,2.00,0.00,13:06:20.151222
0.00,0.00,0.00,25.41,39.00,17.00,55.84,23.06,2.00,0.00,13:06:20.351962
0.00,0.00,0.00,25.41,39.00,17.00,55.84,23.06,2.00,0.00,13:06:20.561684
0.00,0.00,0.00,25.41,39.00,17.00,55.84,23.06,2.00,0.00,13:06:20.761798
0.00,0.00,0.00,25.41,39.00,17.00,55.84,23.06,2.00,0.00,13:06:20.961726
0.00,0.00,0.00,25.41,39.00,17.00,55.84,23.06,2.00,0.00,13:06:21.161309
0.00,0.00,0.00,6.35,39.00,17.00,55.84,23.05,2.00,0.00,13:06:21.371156
0.00,0.00,0.00,6.35,39.00,17.00,55.84,23.05,2.00,0.00,13:06:21.622199
0.00,0.00,0.00,6.35,39.00,17.00,55.84,23.05,2.00,0.00,13:06:21.822065
0.00,0.00,0.00,6.35,39.00,17.00,55.84,23.05,2.00,0.00,13:06:22.031904
0.00,0.00,0.00,6.35,39.00,17.00,55.84,23.05,2.00,0.00,13:06:22.232057
0.00,0.00,0.00,6.35,39.00,17.00,55.84,23.05,2.00,0.00,13:06:22.431684
0.00,0.00,0.00,6.35,39.00,17.00,55.84,23.05,2.00,0.00,13:06:22.632055
0.00,0.00,0.00,6.35,39.00,17.00,55.84,23.05,2.00,0.00,13:06:22.842107
