PSTED_MOTOR_SPEED,PSTED_CURRENT,PSTED_VOLTAGE,STEERING_SERVO_CUR_POS_FRONT,STEERING_SERVO_CUR_POS_REAR,STEERING_SERVO_CURRENT_FRONT,STEERING_SERVO_CURRENT_REAR,SUSPENSION_HEIGHT_CUR_1,SUSPENSION_HEIGHT_CUR_2,SUSPENSION_HEIGHT_CUR_3,SUSPENSION_HEIGHT_CUR_4,time
0.00,0.00,6.35,-2.00,33.00,1160.00,230.00,-61.00,-56.00,-26.00,-10.00,18:11:42.744090
0.00,0.00,6.35,-2.00,33.00,1160.00,230.00,-61.00,-56.00,-26.00,-10.00,18:11:42.870611
0.00,0.00,6.35,-2.00,33.00,1160.00,230.00,-61.00,-56.00,-26.00,-10.00,18:11:43.108124
0.00,0.00,6.35,-2.00,33.00,1160.00,230.00,-61.00,-56.00,-26.00,-10.00,18:11:43.128886
0.00,0.00,6.35,-2.00,33.00,1160.00,230.00,-61.00,-56.00,-26.00,-10.00,18:11:43.142001
0.00,0.00,6.35,-2.00,33.00,1160.00,230.00,-61.00,-56.00,-26.00,-10.00,18:11:43.151885
0.00,0.00,6.35,-2.00,33.00,1160.00,230.00,-61.00,-56.00,-26.00,-10.00,18:11:43.160947
0.00,0.00,6.35,-2.00,33.00,1160.00,230.00,-61.00,-56.00,-26.00,-10.00,18:11:43.174922
0.00,0.00,6.35,-2.00,33.00,1160.00,230.00,-61.00,-56.00,-26.00,-10.00,18:11:43.183886
0.00,0.00,6.35,-2.00,33.00,1160.00,230.00,-61.00,-56.00,-26.00,-10.00,18:11:43.192919
0.00,0.00,6.35,-2.00,33.00,1160.00,230.00,-61.00,-56.00,-26.00,-10.00,18:11:43.200887
