SUSPENSION_HEIGHT_CUR_1,SUSPENSION_HEIGHT_CUR_2,SUSPENSION_HEIGHT_CUR_3,SUSPENSION_HEIGHT_CUR_4,SUSPENSION_PRESSURE_CUR_1,SUSPENSION_PRESSURE_CUR_2,SUSPENSION_PRESSURE_CUR_3,SUSPENSION_PRESSURE_CUR_4,time
,,,,,,,,17:54:28.202805
,,,,,,,,17:54:28.204800
,,,,,,,,17:54:28.517158
,,,,,,,,17:54:28.715912
,,,,,,,,17:54:28.906363
,,,,,,,,17:54:29.111936
,,,,,,,,17:54:29.312506
,,,,,,,,17:54:29.513882
,,,,,,,,17:54:29.724968
,,,,,,,,17:54:29.926530
0.00,-29128.00,-22577.00,0.00,0.00,0.00,0.00,56.83,17:54:30.126899
0.00,-29128.00,-22577.00,0.00,0.00,0.00,0.00,56.83,17:54:30.395747
0.00,-29128.00,-22577.00,0.00,0.00,0.00,0.00,56.83,17:54:30.783163
0.00,-29128.00,-22577.00,0.00,0.00,0.00,0.00,56.83,17:54:31.374738
0.00,-29128.00,-22577.00,0.00,0.00,0.00,0.00,56.83,17:54:31.761820
0.00,-29128.00,-22577.00,0.00,0.00,0.00,0.00,56.83,17:54:32.149750
0.00,-29128.00,-22577.00,0.00,0.00,0.00,0.00,56.83,17:54:32.541938
