STEERING_SERVO_CUR_POS_FRONT,STEERING_SERVO_CUR_POS_REAR,STEERING_SERVO_CURRENT_FRONT,STEERING_SERVO_CURRENT_REAR,SUSPENSION_PRESSURE_CUR_1,SUSPENSION_PRESSURE_CUR_2,SUSPENSION_PRESSURE_CUR_3,SUSPENSION_PRESSURE_CUR_4,time
898.00,-22.00,1230.00,840.00,0.78,2.54,3.26,0.02,14:01:48.683272
898.00,-22.00,1230.00,840.00,0.78,2.54,3.26,0.02,14:01:48.912700
898.00,-22.00,1230.00,840.00,0.78,2.54,3.26,0.02,14:01:49.102458
898.00,-22.00,1230.00,840.00,0.78,2.54,3.26,0.02,14:01:49.303248
898.00,-22.00,1230.00,840.00,0.78,2.54,3.26,0.02,14:01:49.503260
898.00,-22.00,1230.00,840.00,0.78,2.54,3.26,0.02,14:01:49.712943
898.00,-22.00,1230.00,840.00,0.78,2.54,3.26,0.02,14:01:49.913007
898.00,-22.00,1230.00,840.00,0.78,2.54,3.26,0.02,14:01:50.112783
898.00,-22.00,1230.00,840.00,0.76,2.51,3.26,0.02,14:01:50.323248
898.00,-22.00,1230.00,840.00,0.76,2.51,3.26,0.02,14:01:50.523249
898.00,-22.00,1230.00,840.00,0.76,2.51,3.26,0.02,14:01:50.773435
898.00,-22.00,1230.00,840.00,0.76,2.51,3.26,0.02,14:01:50.993446
898.00,-22.00,1230.00,840.00,0.76,2.51,3.26,0.02,14:01:51.202665
898.00,-22.00,1230.00,840.00,0.76,2.51,3.26,0.02,14:01:51.393112
898.00,-22.00,1230.00,840.00,0.76,2.51,3.26,0.02,14:01:51.592720
898.00,-22.00,1230.00,840.00,0.76,2.51,3.26,0.02,14:01:51.803371
898.00,-22.00,1230.00,840.00,0.75,2.51,3.26,0.02,14:01:52.002481
898.00,-22.00,1230.00,840.00,0.75,2.51,3.26,0.02,14:01:52.212986
898.00,-22.00,1230.00,840.00,0.75,2.51,3.26,0.02,14:01:52.413104
898.00,-22.00,1230.00,840.00,0.75,2.51,3.26,0.02,14:01:52.613137
898.00,-22.00,1230.00,840.00,0.75,2.51,3.26,0.02,14:01:52.813000
898.00,-22.00,1230.00,840.00,0.75,2.51,3.26,0.02,14:01:53.023399
898.00,-22.00,1230.00,840.00,0.75,2.51,3.26,0.02,14:01:53.222714
898.00,-22.00,1230.00,840.00,0.75,2.51,3.26,0.02,14:01:53.462986
898.00,-22.00,1220.00,840.00,0.77,2.54,3.29,0.00,14:01:53.672986
898.00,-22.00,1220.00,840.00,0.77,2.54,3.29,0.00,14:01:53.913216
898.00,-22.00,1220.00,840.00,0.77,2.54,3.29,0.00,14:01:54.113498
898.00,-22.00,1220.00,840.00,0.77,2.54,3.29,0.00,14:01:54.312839
898.00,-22.00,1220.00,840.00,0.77,2.54,3.29,0.00,14:01:54.513199
898.00,-22.00,1220.00,840.00,0.77,2.54,3.29,0.00,14:01:54.713524
898.00,-22.00,1220.00,840.00,0.77,2.54,3.29,0.00,14:01:54.912980
898.00,-22.00,1220.00,840.00,0.77,2.54,3.29,0.00,14:01:55.112980
898.00,-22.00,1230.00,840.00,0.85,2.77,3.29,0.02,14:01:55.303655
898.00,-22.00,1230.00,840.00,0.85,2.77,3.29,0.02,14:01:55.502942
898.00,-22.00,1230.00,840.00,0.85,2.77,3.29,0.02,14:01:55.702789
898.00,-22.00,1230.00,840.00,0.85,2.77,3.29,0.02,14:01:55.902715
898.00,-22.00,1230.00,840.00,0.85,2.77,3.29,0.02,14:01:56.113645
898.00,-22.00,1230.00,840.00,0.85,2.77,3.29,0.02,14:01:56.312686
898.00,-22.00,1230.00,840.00,0.85,2.77,3.29,0.02,14:01:56.523446
898.00,-22.00,1230.00,840.00,0.85,2.77,3.29,0.02,14:01:56.733629
898.00,-22.00,1230.00,840.00,0.82,2.77,3.27,0.03,14:01:56.972985
898.00,-22.00,1230.00,840.00,0.82,2.77,3.27,0.03,14:01:57.182869
898.00,-22.00,1230.00,840.00,0.82,2.77,3.27,0.03,14:01:57.392933
898.00,-22.00,1230.00,840.00,0.82,2.77,3.27,0.03,14:01:57.593451
898.00,-22.00,1230.00,840.00,0.82,2.77,3.27,0.03,14:01:57.803174
898.00,-22.00,1230.00,840.00,0.82,2.77,3.27,0.03,14:01:58.002662
898.00,-22.00,1230.00,840.00,0.82,2.77,3.27,0.03,14:01:58.202666
898.00,-22.00,1230.00,840.00,0.82,2.77,3.27,0.03,14:01:58.403058
898.00,-22.00,1230.00,840.00,0.79,2.83,3.26,0.03,14:01:58.593562
898.00,-22.00,1230.00,840.00,0.79,2.83,3.26,0.03,14:01:58.792930
898.00,-22.00,1230.00,840.00,0.79,2.83,3.26,0.03,14:01:58.993099
898.00,-22.00,1230.00,840.00,0.79,2.83,3.26,0.03,14:01:59.203280
898.00,-22.00,1230.00,840.00,0.79,2.83,3.26,0.03,14:01:59.413507
898.00,-22.00,1230.00,840.00,0.79,2.83,3.26,0.03,14:01:59.613251
898.00,-22.00,1230.00,840.00,0.79,2.83,3.26,0.03,14:01:59.813553
898.00,-22.00,1230.00,840.00,0.79,2.83,3.26,0.03,14:02:00.022809
898.00,-22.00,1230.00,840.00,0.79,2.83,3.26,0.03,14:02:00.263137
898.00,-22.00,1230.00,840.00,0.79,2.83,3.26,0.03,14:02:00.463839
898.00,-22.00,1230.00,840.00,0.79,2.83,3.26,0.03,14:02:00.673351
898.00,-22.00,1230.00,840.00,0.79,2.83,3.26,0.03,14:02:00.872999
898.00,-22.00,1230.00,840.00,0.79,2.83,3.26,0.03,14:02:01.072958
898.00,-22.00,1230.00,840.00,0.79,2.83,3.26,0.03,14:02:01.272890
898.00,-22.00,1230.00,840.00,0.79,2.83,3.26,0.03,14:02:01.483325
898.00,-22.00,1230.00,840.00,0.79,2.83,3.26,0.03,14:02:01.703624
898.00,-22.00,1230.00,840.00,0.79,2.82,3.27,0.03,14:02:01.923317
898.00,-22.00,1230.00,840.00,0.79,2.82,3.27,0.03,14:02:02.165431
898.00,-22.00,1230.00,840.00,0.79,2.82,3.27,0.03,14:02:02.363956
898.00,-22.00,1230.00,840.00,0.79,2.82,3.27,0.03,14:02:02.564381
898.00,-22.00,1230.00,840.00,0.79,2.82,3.27,0.03,14:02:02.763606
898.00,-22.00,1230.00,840.00,0.79,2.82,3.27,0.03,14:02:02.973254
898.00,-22.00,1230.00,840.00,0.79,2.82,3.27,0.03,14:02:03.183247
898.00,-22.00,1230.00,840.00,0.79,2.82,3.27,0.03,14:02:03.393098
898.00,-22.00,1230.00,840.00,0.79,2.81,3.27,0.03,14:02:03.603138
898.00,-22.00,1230.00,840.00,0.79,2.81,3.27,0.03,14:02:03.813213
898.00,-22.00,1230.00,840.00,0.79,2.81,3.27,0.03,14:02:04.013446
898.00,-22.00,1230.00,840.00,0.79,2.81,3.27,0.03,14:02:04.223223
898.00,-22.00,1230.00,840.00,0.79,2.81,3.27,0.03,14:02:04.473255
898.00,-22.00,1230.00,840.00,0.79,2.81,3.27,0.03,14:02:04.683169
898.00,-22.00,1230.00,840.00,0.79,2.81,3.27,0.03,14:02:04.902976
898.00,-22.00,1230.00,840.00,0.79,2.81,3.27,0.03,14:02:05.113142
898.00,-22.00,1230.00,840.00,0.79,2.83,3.27,0.02,14:02:05.313376
898.00,-22.00,1230.00,840.00,0.79,2.83,3.27,0.02,14:02:05.513179
898.00,-22.00,1230.00,840.00,0.79,2.83,3.27,0.02,14:02:05.713160
898.00,-22.00,1230.00,840.00,0.79,2.83,3.27,0.02,14:02:05.903839
898.00,-22.00,1230.00,840.00,0.79,2.83,3.27,0.02,14:02:06.103216
898.00,-22.00,1230.00,840.00,0.79,2.83,3.27,0.02,14:02:06.313974
898.00,-22.00,1230.00,840.00,0.79,2.83,3.27,0.02,14:02:06.513226
898.00,-22.00,1230.00,840.00,0.79,2.83,3.27,0.02,14:02:06.714017
898.00,-22.00,1240.00,840.00,0.79,2.77,3.29,0.03,14:02:06.923156
898.00,-22.00,1240.00,840.00,0.79,2.77,3.29,0.03,14:02:07.173955
898.00,-22.00,1240.00,840.00,0.79,2.77,3.29,0.03,14:02:07.373938
898.00,-22.00,1240.00,840.00,0.79,2.77,3.29,0.03,14:02:07.573044
898.00,-22.00,1240.00,840.00,0.79,2.77,3.29,0.03,14:02:07.803170
898.00,-22.00,1240.00,840.00,0.79,2.77,3.29,0.03,14:02:08.003684
898.00,-22.00,1240.00,840.00,0.79,2.77,3.29,0.03,14:02:08.213856
898.00,-22.00,1240.00,840.00,0.79,2.77,3.29,0.03,14:02:08.413427
898.00,-22.00,1230.00,840.00,0.79,2.77,3.29,0.03,14:02:08.623566
898.00,-22.00,1230.00,840.00,0.79,2.77,3.29,0.03,14:02:08.833478
898.00,-22.00,1230.00,840.00,0.79,2.77,3.29,0.03,14:02:09.073032
898.00,-22.00,1230.00,840.00,0.79,2.77,3.29,0.03,14:02:09.303913
898.00,-22.00,1230.00,840.00,0.79,2.77,3.29,0.03,14:02:09.503933
898.00,-22.00,1230.00,840.00,0.79,2.77,3.29,0.03,14:02:09.713755
898.00,-22.00,1230.00,840.00,0.79,2.77,3.29,0.03,14:02:09.923492
898.00,-22.00,1230.00,840.00,0.79,2.77,3.29,0.03,14:02:10.163831
898.00,-22.00,1230.00,850.00,0.80,2.77,3.29,0.03,14:02:10.363947
898.00,-22.00,1230.00,850.00,0.80,2.77,3.29,0.03,14:02:10.563540
898.00,-22.00,1230.00,850.00,0.80,2.77,3.29,0.03,14:02:10.763836
898.00,-22.00,1230.00,850.00,0.80,2.77,3.29,0.03,14:02:10.963513
898.00,-22.00,1230.00,850.00,0.80,2.77,3.29,0.03,14:02:11.163717
898.00,-22.00,1230.00,850.00,0.80,2.77,3.29,0.03,14:02:11.364055
898.00,-22.00,1230.00,850.00,0.80,2.77,3.29,0.03,14:02:11.563206
898.00,-22.00,1230.00,850.00,0.80,2.77,3.29,0.03,14:02:11.763542
898.00,-22.00,1230.00,860.00,0.79,2.78,3.29,0.03,14:02:11.964132
898.00,-22.00,1230.00,860.00,0.79,2.78,3.29,0.03,14:02:12.163900
898.00,-22.00,1230.00,860.00,0.79,2.78,3.29,0.03,14:02:12.373448
898.00,-22.00,1230.00,860.00,0.79,2.78,3.29,0.03,14:02:12.583803
898.00,-22.00,1230.00,860.00,0.79,2.78,3.29,0.03,14:02:12.783230
898.00,-22.00,1230.00,860.00,0.79,2.78,3.29,0.03,14:02:13.003821
898.00,-22.00,1230.00,860.00,0.79,2.78,3.29,0.03,14:02:13.203618
898.00,-22.00,1230.00,860.00,0.79,2.78,3.29,0.03,14:02:13.403659
898.00,-22.00,1230.00,840.00,0.78,2.77,3.29,0.03,14:02:13.603370
898.00,-22.00,1230.00,840.00,0.78,2.77,3.29,0.03,14:02:13.813518
898.00,-22.00,1230.00,840.00,0.78,2.77,3.29,0.03,14:02:14.013844
898.00,-22.00,1230.00,840.00,0.78,2.77,3.29,0.03,14:02:14.213688
898.00,-22.00,1230.00,840.00,0.78,2.77,3.29,0.03,14:02:14.413447
898.00,-22.00,1230.00,840.00,0.78,2.77,3.29,0.03,14:02:14.624050
898.00,-22.00,1230.00,840.00,0.78,2.77,3.29,0.03,14:02:14.823966
898.00,-22.00,1220.00,840.00,0.79,2.77,3.29,0.03,14:02:15.076413
898.00,-22.00,1220.00,840.00,0.79,2.77,3.29,0.03,14:02:15.284277
898.00,-22.00,1220.00,840.00,0.79,2.77,3.29,0.03,14:02:15.504017
898.00,-22.00,1220.00,840.00,0.79,2.77,3.29,0.03,14:02:15.713782
898.00,-22.00,1220.00,840.00,0.79,2.77,3.29,0.03,14:02:15.913895
898.00,-22.00,1220.00,840.00,0.79,2.77,3.29,0.03,14:02:16.113738
898.00,-22.00,1220.00,840.00,0.79,2.77,3.29,0.03,14:02:16.313387
898.00,-22.00,1220.00,840.00,0.79,2.77,3.29,0.03,14:02:16.513491
898.00,-22.00,1220.00,840.00,0.79,2.77,3.29,0.03,14:02:16.704730
898.00,-22.00,1230.00,830.00,0.78,2.78,3.29,0.03,14:02:16.913448
898.00,-22.00,1230.00,830.00,0.78,2.78,3.29,0.03,14:02:17.113313
898.00,-22.00,1230.00,830.00,0.78,2.78,3.29,0.03,14:02:17.314253
898.00,-22.00,1230.00,830.00,0.78,2.78,3.29,0.03,14:02:17.523856
898.00,-22.00,1230.00,830.00,0.78,2.78,3.29,0.03,14:02:17.784444
898.00,-22.00,1230.00,830.00,0.78,2.78,3.29,0.03,14:02:18.013973
898.00,-22.00,1230.00,830.00,0.78,2.78,3.29,0.03,14:02:18.214017
898.00,-22.00,1230.00,830.00,0.78,2.78,3.29,0.03,14:02:18.423828
898.00,-22.00,1230.00,850.00,0.78,2.77,3.29,0.03,14:02:18.623683
898.00,-22.00,1230.00,850.00,0.78,2.77,3.29,0.03,14:02:18.874214
898.00,-22.00,1230.00,850.00,0.78,2.77,3.29,0.03,14:02:19.083464
898.00,-22.00,1230.00,850.00,0.78,2.77,3.29,0.03,14:02:19.284210
898.00,-22.00,1230.00,850.00,0.78,2.77,3.29,0.03,14:02:19.483865
898.00,-22.00,1230.00,850.00,0.78,2.77,3.29,0.03,14:02:19.694124
898.00,-22.00,1230.00,850.00,0.78,2.77,3.29,0.03,14:02:19.904199
898.00,-22.00,1230.00,850.00,0.78,2.77,3.29,0.03,14:02:20.104219
898.00,-22.00,1230.00,850.00,0.78,2.77,3.29,0.03,14:02:20.313614
898.00,-22.00,1230.00,850.00,0.78,2.77,3.29,0.03,14:02:20.514348
898.00,-22.00,1230.00,850.00,0.78,2.77,3.29,0.03,14:02:20.713673
898.00,-22.00,1230.00,850.00,0.78,2.77,3.29,0.03,14:02:20.914038
898.00,-22.00,1230.00,850.00,0.78,2.77,3.29,0.03,14:02:21.123447
898.00,-22.00,1230.00,850.00,0.78,2.77,3.29,0.03,14:02:21.363978
898.00,-22.00,1230.00,850.00,0.78,2.77,3.29,0.03,14:02:21.564133
898.00,-22.00,1230.00,850.00,0.78,2.77,3.29,0.03,14:02:21.764251
898.00,-22.00,1230.00,840.00,0.80,2.78,3.29,0.03,14:02:21.964288
898.00,-22.00,1230.00,840.00,0.80,2.78,3.29,0.03,14:02:22.164080
898.00,-22.00,1230.00,840.00,0.80,2.78,3.29,0.03,14:02:22.374244
898.00,-22.00,1230.00,840.00,0.80,2.78,3.29,0.03,14:02:22.583889
898.00,-22.00,1230.00,840.00,0.80,2.78,3.29,0.03,14:02:22.793835
898.00,-22.00,1230.00,840.00,0.80,2.78,3.29,0.03,14:02:23.023901
898.00,-22.00,1230.00,840.00,0.80,2.78,3.29,0.03,14:02:23.264292
898.00,-22.00,1230.00,840.00,0.80,2.78,3.29,0.03,14:02:23.464592
898.00,-22.00,1220.00,840.00,0.80,2.79,3.29,0.03,14:02:23.674236
898.00,-22.00,1220.00,840.00,0.80,2.79,3.29,0.03,14:02:23.884134
898.00,-22.00,1220.00,840.00,0.80,2.79,3.29,0.03,14:02:24.085484
898.00,-22.00,1220.00,840.00,0.80,2.79,3.29,0.03,14:02:24.293712
898.00,-22.00,1220.00,840.00,0.80,2.79,3.29,0.03,14:02:24.503837
898.00,-22.00,1220.00,840.00,0.80,2.79,3.29,0.03,14:02:24.714253
898.00,-22.00,1220.00,840.00,0.80,2.79,3.29,0.03,14:02:24.913956
898.00,-22.00,1220.00,840.00,0.80,2.79,3.29,0.03,14:02:25.113715
898.00,-22.00,1230.00,840.00,0.80,2.79,3.29,0.03,14:02:25.324027
898.00,-22.00,1230.00,840.00,0.80,2.79,3.29,0.03,14:02:25.573709
898.00,-22.00,1230.00,840.00,0.80,2.79,3.29,0.03,14:02:25.784141
898.00,-22.00,1230.00,840.00,0.80,2.79,3.29,0.03,14:02:25.984484
898.00,-22.00,1230.00,840.00,0.80,2.79,3.29,0.03,14:02:26.186893
898.00,-22.00,1230.00,840.00,0.80,2.79,3.29,0.03,14:02:26.387051
898.00,-22.00,1230.00,840.00,0.80,2.79,3.29,0.03,14:02:26.586630
898.00,-22.00,1230.00,840.00,0.80,2.79,3.29,0.03,14:02:26.784659
898.00,-22.00,1230.00,850.00,0.79,2.78,3.28,0.03,14:02:26.994582
898.00,-22.00,1230.00,850.00,0.79,2.78,3.28,0.03,14:02:27.214374
898.00,-22.00,1230.00,850.00,0.79,2.78,3.28,0.03,14:02:27.414388
898.00,-22.00,1230.00,850.00,0.79,2.78,3.28,0.03,14:02:27.613906
898.00,-22.00,1230.00,850.00,0.79,2.78,3.28,0.03,14:02:27.813795
898.00,-22.00,1230.00,850.00,0.79,2.78,3.28,0.03,14:02:28.014183
898.00,-22.00,1230.00,850.00,0.79,2.78,3.28,0.03,14:02:28.274358
898.00,-22.00,1230.00,850.00,0.79,2.78,3.28,0.03,14:02:28.474373
898.00,-22.00,1230.00,840.00,0.79,2.78,3.29,0.03,14:02:28.673787
898.00,-22.00,1230.00,840.00,0.79,2.78,3.29,0.03,14:02:28.883700
898.00,-22.00,1230.00,840.00,0.79,2.78,3.29,0.03,14:02:29.084401
898.00,-22.00,1230.00,840.00,0.79,2.78,3.29,0.03,14:02:29.284246
898.00,-22.00,1230.00,840.00,0.79,2.78,3.29,0.03,14:02:29.484472
898.00,-22.00,1230.00,840.00,0.79,2.78,3.29,0.03,14:02:29.684075
898.00,-22.00,1230.00,840.00,0.79,2.78,3.29,0.03,14:02:29.884494
898.00,-22.00,1230.00,840.00,0.79,2.78,3.29,0.03,14:02:30.084257
898.00,-22.00,1230.00,850.00,0.79,2.77,3.29,0.03,14:02:30.284047
898.00,-22.00,1230.00,850.00,0.79,2.77,3.29,0.03,14:02:30.484456
898.00,-22.00,1230.00,850.00,0.79,2.77,3.29,0.03,14:02:30.684440
898.00,-22.00,1230.00,850.00,0.79,2.77,3.29,0.03,14:02:30.894410
898.00,-22.00,1230.00,850.00,0.79,2.77,3.29,0.03,14:02:31.093906
898.00,-22.00,1230.00,850.00,0.79,2.77,3.29,0.03,14:02:31.293751
898.00,-22.00,1230.00,850.00,0.79,2.77,3.29,0.03,14:02:31.493767
898.00,-22.00,1230.00,850.00,0.79,2.77,3.29,0.03,14:02:31.714646
898.00,-22.00,1230.00,840.00,0.79,2.78,3.29,0.03,14:02:31.914289
898.00,-22.00,1230.00,840.00,0.79,2.78,3.29,0.03,14:02:32.114616
898.00,-22.00,1230.00,840.00,0.79,2.78,3.29,0.03,14:02:32.323788
898.00,-22.00,1230.00,840.00,0.79,2.78,3.29,0.03,14:02:32.564896
898.00,-22.00,1230.00,840.00,0.79,2.78,3.29,0.03,14:02:32.764127
898.00,-22.00,1230.00,840.00,0.79,2.78,3.29,0.03,14:02:32.964609
898.00,-22.00,1230.00,840.00,0.79,2.78,3.29,0.03,14:02:33.164330
898.00,-22.00,1230.00,840.00,0.79,2.78,3.29,0.03,14:02:33.364297
898.00,-22.00,1230.00,840.00,0.79,2.78,3.29,0.03,14:02:33.574020
898.00,-22.00,1230.00,840.00,0.79,2.78,3.29,0.03,14:02:33.784481
898.00,-22.00,1230.00,840.00,0.79,2.78,3.29,0.03,14:02:33.984289
898.00,-22.00,1230.00,840.00,0.79,2.78,3.29,0.03,14:02:34.184847
898.00,-22.00,1230.00,840.00,0.79,2.78,3.29,0.03,14:02:34.394454
898.00,-22.00,1230.00,840.00,0.79,2.78,3.29,0.03,14:02:34.604581
898.00,-22.00,1230.00,840.00,0.79,2.78,3.29,0.03,14:02:34.814238
898.00,-22.00,1230.00,840.00,0.79,2.78,3.29,0.03,14:02:35.014238
898.00,-22.00,1230.00,840.00,0.78,2.78,3.29,0.03,14:02:35.214150
898.00,-22.00,1230.00,840.00,0.78,2.78,3.29,0.03,14:02:35.414778
898.00,-22.00,1230.00,840.00,0.78,2.78,3.29,0.03,14:02:35.624514
898.00,-22.00,1230.00,840.00,0.78,2.78,3.29,0.03,14:02:35.864519
898.00,-22.00,1230.00,840.00,0.78,2.78,3.29,0.03,14:02:36.074869
898.00,-22.00,1230.00,840.00,0.78,2.78,3.29,0.03,14:02:36.264394
898.00,-22.00,1230.00,840.00,0.78,2.78,3.29,0.03,14:02:36.464024
898.00,-22.00,1230.00,840.00,0.78,2.78,3.29,0.03,14:02:36.673976
898.00,-22.00,1230.00,840.00,0.73,2.93,3.37,0.03,14:02:36.874988
898.00,-22.00,1230.00,840.00,0.73,2.93,3.37,0.03,14:02:37.074542
