PSTED_MOTOR_SPEED,PSTED_CURRENT,PSTED_VOLTAGE,STEERING_SERVO_CUR_POS_FRONT,STEERING_SERVO_CUR_POS_REAR,STEERING_SERVO_CURRENT_FRONT,STEERING_SERVO_CURRENT_REAR,SUSPENSION_HEIGHT_CUR_1,SUSPENSION_HEIGHT_CUR_2,SUSPENSION_HEIGHT_CUR_3,SUSPENSION_HEIGHT_CUR_4,time
,,,,,,,,,,,11:18:01.719568
,,,,,,,,,,,11:18:01.721568
,,,,,,,,,,,11:18:02.257865
,,,,,,,,,,,11:18:02.473373
,,,,,,,,,,,11:18:02.672649
,,,,,,,,,,,11:18:02.872195
,,,,,,,,,,,11:18:03.072618
,,,,,,,,,,,11:18:03.282503
,,,,,,,,,,,11:18:03.482956
,,,,,,,,,,,11:18:03.693175
,,,,,,,,,,,11:18:03.893058
,,,,,,,,,,,11:18:04.092562
,,,,,,,,,,,11:18:04.294170
0.00,0.00,0.00,430.00,127.00,0.00,0.00,-77.00,-65.00,-76.00,-69.00,11:18:04.676191
0.00,0.00,0.00,430.00,127.00,0.00,0.00,-77.00,-65.00,-76.00,-69.00,11:18:04.872153
0.00,0.00,0.00,430.00,127.00,0.00,0.00,-77.00,-65.00,-76.00,-69.00,11:18:05.082151
0.00,0.00,0.00,430.00,127.00,0.00,0.00,-77.00,-65.00,-76.00,-69.00,11:18:05.292189
0.00,0.00,0.00,430.00,127.00,0.00,0.00,-77.00,-65.00,-76.00,-69.00,11:18:05.493151
0.00,0.00,0.00,430.00,127.00,0.00,0.00,-77.00,-65.00,-76.00,-69.00,11:18:05.703437
0.00,0.00,0.00,430.00,127.00,0.00,0.00,-77.00,-65.00,-76.00,-69.00,11:18:05.904710
0.00,0.00,0.00,430.00,127.00,0.00,0.00,-77.00,-65.00,-76.00,-69.00,11:18:06.112710
0.00,0.00,0.00,430.00,127.00,0.00,0.00,-77.00,-65.00,-76.00,-69.00,11:18:06.322712
0.00,0.00,0.00,430.00,127.00,0.00,0.00,-77.00,-65.00,-76.00,-69.00,11:18:06.522679
0.00,0.00,0.00,430.00,127.00,0.00,0.00,-77.00,-65.00,-76.00,-69.00,11:18:06.732678
0.00,0.00,0.00,48.00,-41.00,1820.00,1060.00,-76.00,-65.00,-79.00,-72.00,11:18:06.934980
0.00,0.00,0.00,48.00,-41.00,1820.00,1060.00,-76.00,-65.00,-79.00,-72.00,11:18:07.351980
0.00,0.00,0.00,48.00,-41.00,1820.00,1060.00,-76.00,-65.00,-79.00,-72.00,11:18:07.562981
0.00,0.00,0.00,48.00,-41.00,1820.00,1060.00,-76.00,-65.00,-79.00,-72.00,11:18:07.772980
0.00,0.00,0.00,48.00,-41.00,1820.00,1060.00,-76.00,-65.00,-79.00,-72.00,11:18:07.983007
0.00,0.00,0.00,48.00,-41.00,1820.00,1060.00,-76.00,-65.00,-79.00,-72.00,11:18:08.192448
0.00,0.00,0.00,48.00,-41.00,1820.00,1060.00,-76.00,-65.00,-79.00,-72.00,11:18:08.395830
0.00,0.00,0.00,48.00,-41.00,1820.00,1060.00,-76.00,-65.00,-79.00,-72.00,11:18:08.602707
0.00,0.00,0.00,48.00,-41.00,1820.00,1060.00,-76.00,-65.00,-79.00,-72.00,11:18:08.804707
0.00,0.00,0.00,48.00,-41.00,1820.00,1060.00,-76.00,-65.00,-79.00,-72.00,11:18:09.002707
0.00,0.00,0.00,48.00,-41.00,1820.00,1060.00,-76.00,-65.00,-79.00,-72.00,11:18:09.192709
0.00,0.00,0.00,2.00,-41.00,1740.00,1070.00,-76.00,-63.00,-79.00,-72.00,11:18:09.393159
0.00,0.00,0.00,2.00,-41.00,1740.00,1070.00,-76.00,-63.00,-79.00,-72.00,11:18:09.603142
0.00,0.00,0.00,2.00,-41.00,1740.00,1070.00,-76.00,-63.00,-79.00,-72.00,11:18:09.982580
0.00,0.00,0.00,2.00,-41.00,1740.00,1070.00,-76.00,-63.00,-79.00,-72.00,11:18:10.172606
0.00,0.00,0.00,2.00,-41.00,1740.00,1070.00,-76.00,-63.00,-79.00,-72.00,11:18:10.373309
0.00,0.00,0.00,2.00,-41.00,1740.00,1070.00,-76.00,-63.00,-79.00,-72.00,11:18:10.572938
0.00,0.00,0.00,2.00,-41.00,1740.00,1070.00,-76.00,-63.00,-79.00,-72.00,11:18:10.782936
0.00,0.00,0.00,2.00,-41.00,1740.00,1070.00,-76.00,-63.00,-79.00,-72.00,11:18:10.982936
0.00,0.00,0.00,2.00,-41.00,1740.00,1070.00,-76.00,-63.00,-79.00,-72.00,11:18:11.182936
0.00,0.00,0.00,2.00,-41.00,1740.00,1070.00,-76.00,-63.00,-79.00,-72.00,11:18:11.392935
0.00,0.00,0.00,2.00,-41.00,1740.00,1070.00,-76.00,-63.00,-79.00,-72.00,11:18:11.593265
0.00,0.00,0.00,1.00,-41.00,1710.00,1060.00,-76.00,-65.00,-79.00,-72.00,11:18:11.803263
0.00,0.00,0.00,1.00,-41.00,1710.00,1060.00,-76.00,-65.00,-79.00,-72.00,11:18:12.160263
0.00,0.00,0.00,1.00,-41.00,1710.00,1060.00,-76.00,-65.00,-79.00,-72.00,11:18:12.670263
0.00,0.00,0.00,1.00,-41.00,1710.00,1060.00,-76.00,-65.00,-79.00,-72.00,11:18:12.872830
0.00,0.00,0.00,1.00,-41.00,1710.00,1060.00,-76.00,-65.00,-79.00,-72.00,11:18:13.072477
0.00,0.00,0.00,1.00,-41.00,1710.00,1060.00,-76.00,-65.00,-79.00,-72.00,11:18:13.282345
0.00,0.00,0.00,1.00,-41.00,1710.00,1060.00,-76.00,-65.00,-79.00,-72.00,11:18:13.482713
0.00,0.00,0.00,1.00,-41.00,1710.00,1060.00,-76.00,-65.00,-79.00,-72.00,11:18:13.693343
0.00,0.00,0.00,1.00,-41.00,1710.00,1060.00,-76.00,-65.00,-79.00,-72.00,11:18:13.893342
0.00,0.00,0.00,1.00,-41.00,1710.00,1060.00,-76.00,-65.00,-79.00,-72.00,11:18:14.093072
0.00,0.00,0.00,1.00,-41.00,1710.00,1060.00,-76.00,-65.00,-79.00,-72.00,11:18:14.293050
0.00,0.00,0.00,1.00,-40.00,1710.00,1070.00,-76.00,-63.00,-79.00,-72.00,11:18:14.493351
0.00,0.00,0.00,1.00,-40.00,1710.00,1070.00,-76.00,-63.00,-79.00,-72.00,11:18:14.692858
0.00,0.00,0.00,1.00,-40.00,1710.00,1070.00,-76.00,-63.00,-79.00,-72.00,11:18:15.089893
0.00,0.00,0.00,1.00,-40.00,1710.00,1070.00,-76.00,-63.00,-79.00,-72.00,11:18:15.292894
0.00,0.00,0.00,1.00,-40.00,1710.00,1070.00,-76.00,-63.00,-79.00,-72.00,11:18:15.482894
0.00,0.00,0.00,1.00,-40.00,1710.00,1070.00,-76.00,-63.00,-79.00,-72.00,11:18:15.682857
0.00,0.00,0.00,1.00,-40.00,1710.00,1070.00,-76.00,-63.00,-79.00,-72.00,11:18:15.882858
0.00,0.00,0.00,1.00,-40.00,1710.00,1070.00,-76.00,-63.00,-79.00,-72.00,11:18:16.082856
0.00,0.00,0.00,1.00,-40.00,1710.00,1070.00,-76.00,-63.00,-79.00,-72.00,11:18:16.293123
0.00,0.00,0.00,1.00,-40.00,1710.00,1070.00,-76.00,-63.00,-79.00,-72.00,11:18:16.503155
0.00,0.00,0.00,1.00,-40.00,1710.00,1070.00,-76.00,-63.00,-79.00,-72.00,11:18:16.702884
0.00,0.00,0.00,1.00,-40.00,1690.00,1070.00,-17.00,-1.00,-6.00,0.00,11:18:16.913447
0.00,0.00,0.00,1.00,-40.00,1690.00,1070.00,-17.00,-1.00,-6.00,0.00,11:18:17.112994
0.00,0.00,0.00,1.00,-40.00,1690.00,1070.00,-17.00,-1.00,-6.00,0.00,11:18:17.322995
0.00,0.00,0.00,1.00,-40.00,1690.00,1070.00,-17.00,-1.00,-6.00,0.00,11:18:17.707949
0.00,0.00,0.00,1.00,-40.00,1690.00,1070.00,-17.00,-1.00,-6.00,0.00,11:18:17.912949
0.00,0.00,0.00,1.00,-40.00,1690.00,1070.00,-17.00,-1.00,-6.00,0.00,11:18:18.112983
0.00,0.00,0.00,1.00,-40.00,1690.00,1070.00,-17.00,-1.00,-6.00,0.00,11:18:18.322989
0.00,0.00,0.00,1.00,-40.00,1690.00,1070.00,-17.00,-1.00,-6.00,0.00,11:18:18.523568
0.00,0.00,0.00,1.00,-40.00,1690.00,1070.00,-17.00,-1.00,-6.00,0.00,11:18:18.723435
0.00,0.00,0.00,1.00,-40.00,1690.00,1070.00,-17.00,-1.00,-6.00,0.00,11:18:18.933273
0.00,0.00,0.00,1.00,-40.00,1690.00,1070.00,-17.00,-1.00,-6.00,0.00,11:18:19.143120
0.00,0.00,0.00,-1.00,-41.00,790.00,1080.00,-8.00,2.00,-6.00,0.00,11:18:19.343409
0.00,0.00,0.00,-1.00,-41.00,790.00,1080.00,-8.00,2.00,-6.00,0.00,11:18:19.563364
0.00,0.00,0.00,-1.00,-41.00,790.00,1080.00,-8.00,2.00,-6.00,0.00,11:18:19.773363
0.00,0.00,0.00,-1.00,-41.00,790.00,1080.00,-8.00,2.00,-6.00,0.00,11:18:19.973361
0.00,0.00,0.00,-1.00,-41.00,790.00,1080.00,-8.00,2.00,-6.00,0.00,11:18:20.366363
0.00,0.00,0.00,-1.00,-41.00,790.00,1080.00,-8.00,2.00,-6.00,0.00,11:18:20.573364
0.00,0.00,0.00,-1.00,-41.00,790.00,1080.00,-8.00,2.00,-6.00,0.00,11:18:20.773362
0.00,0.00,0.00,-1.00,-41.00,790.00,1080.00,-8.00,2.00,-6.00,0.00,11:18:20.973363
0.00,0.00,0.00,-1.00,-41.00,790.00,1080.00,-8.00,2.00,-6.00,0.00,11:18:21.183363
0.00,0.00,0.00,-1.00,-41.00,790.00,1080.00,-8.00,2.00,-6.00,0.00,11:18:21.383365
0.00,0.00,0.00,-1.00,-41.00,790.00,1080.00,-8.00,2.00,-6.00,0.00,11:18:21.593361
0.00,0.00,0.00,-1.00,-40.00,780.00,1070.00,-8.00,2.00,-6.00,0.00,11:18:21.793361
0.00,0.00,0.00,-1.00,-40.00,780.00,1070.00,-8.00,2.00,-6.00,0.00,11:18:22.003402
0.00,0.00,0.00,-1.00,-40.00,780.00,1070.00,-8.00,2.00,-6.00,0.00,11:18:22.213396
0.00,0.00,0.00,-1.00,-40.00,780.00,1070.00,-8.00,2.00,-6.00,0.00,11:18:22.413397
0.00,0.00,0.00,-1.00,-40.00,780.00,1070.00,-8.00,2.00,-6.00,0.00,11:18:22.623363
0.00,0.00,0.00,-1.00,-40.00,780.00,1070.00,-8.00,2.00,-6.00,0.00,11:18:23.012057
0.00,0.00,0.00,-1.00,-40.00,780.00,1070.00,-8.00,2.00,-6.00,0.00,11:18:23.213110
0.00,0.00,0.00,-1.00,-40.00,780.00,1070.00,-8.00,2.00,-6.00,0.00,11:18:23.413585
0.00,0.00,0.00,-1.00,-40.00,780.00,1070.00,-8.00,2.00,-6.00,0.00,11:18:23.613737
0.00,0.00,0.00,-1.00,-40.00,780.00,1070.00,-8.00,2.00,-6.00,0.00,11:18:23.823684
0.00,0.00,0.00,-1.00,-40.00,780.00,1070.00,-8.00,2.00,-6.00,0.00,11:18:24.033711
0.00,0.00,0.00,-1.00,-40.00,780.00,1070.00,1.00,12.00,-6.00,-2.00,11:18:24.233675
0.00,0.00,0.00,-1.00,-40.00,780.00,1070.00,1.00,12.00,-6.00,-2.00,11:18:24.423722
0.00,0.00,0.00,-1.00,-40.00,780.00,1070.00,1.00,12.00,-6.00,-2.00,11:18:24.613677
0.00,0.00,0.00,-1.00,-40.00,780.00,1070.00,1.00,12.00,-6.00,-2.00,11:18:24.822886
0.00,0.00,0.00,-1.00,-40.00,780.00,1070.00,1.00,12.00,-6.00,-2.00,11:18:25.023437
0.00,0.00,0.00,-1.00,-40.00,780.00,1070.00,1.00,12.00,-6.00,-2.00,11:18:25.233494
