скорость ПП колеса,скорость ПЛ колеса,скорость ЗП колеса,скорость ЗЛ колеса,заданный момент двигателя,реализованный момент двигателя,ток Фазной Обмотки,ток Обмотки Возбуждения,температура тягового двигателя,температура инвертора,скорость двигателя,мощность двигателя,положение рейки перед,ток рейки перед,температура рейки перед,положение рейки зад,ток рейки зад,температура рейки зад,напряжение ТАБ высокое ,ток батареи ТАБ,time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,20.0,352.7,0.0,20:01:36.005133
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,20.0,352.7,0.0,20:01:36.008132
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,20.0,352.7,0.0,20:01:36.429841
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,20.0,352.7,0.0,20:01:36.867690
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,20.0,352.7,0.0,20:01:37.304793
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,20.0,352.7,0.0,20:01:37.740246
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,20.0,352.7,0.0,20:01:38.179782
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,20.0,352.7,0.0,20:01:38.616498
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,20.0,352.7,0.0,20:01:39.049574
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,20.0,352.7,0.0,20:01:39.483674
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,20.0,352.7,0.0,20:01:39.919158
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,20.0,352.7,0.0,20:01:40.356147
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,20.0,352.7,0.0,20:01:40.792239
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,20.0,352.7,0.0,20:01:41.228239
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,20.0,352.7,0.0,20:01:41.667577
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,20.0,352.7,0.0,20:01:42.100926
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,20.0,352.7,0.0,20:01:42.535215
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,20.0,352.7,0.0,20:01:42.970657
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,20.0,352.7,0.0,20:01:43.401733
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,20.0,352.7,0.0,20:01:43.836328
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,20.0,352.7,0.0,20:01:44.271227
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,20.0,352.7,0.0,20:01:44.702643
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,20.0,352.7,0.0,20:01:45.139373
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,20.0,352.7,0.0,20:01:45.574992
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,20.0,352.7,0.0,20:01:46.011447
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,20.0,352.7,0.0,20:01:46.448609
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,20.0,352.7,0.0,20:01:46.884331
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,20.0,352.7,0.0,20:01:47.317724
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,20.0,352.7,0.0,20:01:47.753964
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,20.0,352.7,0.0,20:01:48.187716
