SUSPENSION_HEIGHT_CUR_1,SUSPENSION_HEIGHT_CUR_2,SUSPENSION_HEIGHT_CUR_3,SUSPENSION_HEIGHT_CUR_4,SUSPENSION_PRESSURE_CUR_1,SUSPENSION_PRESSURE_CUR_2,SUSPENSION_PRESSURE_CUR_3,SUSPENSION_PRESSURE_CUR_4,time
,,,,,,,,17:16:06.776024
,,,,,,,,17:16:06.777991
,,,,,,,,17:16:07.157507
,,,,,,,,17:16:07.356809
,,,,,,,,17:16:07.556717
,,,,,,,,17:16:07.766311
,,,,,,,,17:16:07.967138
,,,,,,,,17:16:08.167053
,,,,,,,,17:16:08.368118
,,,,,,,,17:16:08.576363
-41.00,-42.00,-79.00,-75.00,1.25,1.38,0.84,0.88,17:16:08.777002
-41.00,-42.00,-79.00,-75.00,1.25,1.38,0.84,0.88,17:16:08.991073
-41.00,-42.00,-79.00,-75.00,1.25,1.38,0.84,0.88,17:16:09.237460
-41.00,-42.00,-79.00,-75.00,1.25,1.38,0.84,0.88,17:16:09.446689
-41.00,-42.00,-79.00,-75.00,1.25,1.38,0.84,0.88,17:16:09.657153
-41.00,-42.00,-79.00,-75.00,1.25,1.38,0.84,0.88,17:16:09.846718
-41.00,-42.00,-79.00,-75.00,1.25,1.38,0.84,0.88,17:16:10.057076
-41.00,-42.00,-79.00,-75.00,1.25,1.38,0.84,0.88,17:16:10.257038
-41.00,-42.00,-79.00,-75.00,1.25,1.37,0.83,0.88,17:16:10.456675
-41.00,-42.00,-79.00,-75.00,1.25,1.37,0.83,0.88,17:16:10.666981
-41.00,-42.00,-79.00,-75.00,1.25,1.37,0.83,0.88,17:16:10.869537
-41.00,-42.00,-79.00,-75.00,1.25,1.37,0.83,0.88,17:16:11.067182
-41.00,-42.00,-79.00,-75.00,1.25,1.37,0.83,0.88,17:16:11.270369
-41.00,-42.00,-79.00,-75.00,1.25,1.37,0.83,0.88,17:16:11.466720
-41.00,-42.00,-79.00,-75.00,1.25,1.37,0.83,0.88,17:16:11.676956
-41.00,-42.00,-79.00,-75.00,1.25,1.37,0.83,0.88,17:16:11.877378
-41.00,-42.00,-79.00,-75.00,1.23,1.37,0.83,0.87,17:16:12.082100
-41.00,-42.00,-79.00,-75.00,1.23,1.37,0.83,0.87,17:16:12.347081
-41.00,-42.00,-79.00,-75.00,1.23,1.37,0.83,0.87,17:16:12.557215
-41.00,-42.00,-79.00,-75.00,1.23,1.37,0.83,0.87,17:16:12.746588
-41.00,-42.00,-79.00,-75.00,1.23,1.37,0.83,0.87,17:16:12.966791
-41.00,-42.00,-79.00,-75.00,1.23,1.37,0.83,0.87,17:16:13.177091
-41.00,-42.00,-79.00,-75.00,1.23,1.37,0.83,0.87,17:16:13.367303
-41.00,-42.00,-79.00,-75.00,1.23,1.37,0.83,0.87,17:16:13.578907
-41.00,-42.00,-79.00,-75.00,1.23,1.37,0.83,0.89,17:16:13.779921
