SUSPENSION_HEIGHT_CUR_1,SUSPENSION_HEIGHT_CUR_2,SUSPENSION_HEIGHT_CUR_3,SUSPENSION_HEIGHT_CUR_4,SUSPENSION_PRESSURE_CUR_1,SUSPENSION_PRESSURE_CUR_2,SUSPENSION_PRESSURE_CUR_3,SUSPENSION_PRESSURE_CUR_4,time
,,,,,,,,12:16:20.155990
,,,,,,,,12:16:20.157020
,,,,,,,,12:16:20.527268
,,,,,,,,12:16:20.767445
,,,,,,,,12:16:20.977341
,,,,,,,,12:16:21.187023
,,,,,,,,12:16:21.397214
,,,,,,,,12:16:21.607127
,,,,,,,,12:16:21.817274
,,,,,,,,12:16:22.017170
3.00,7.00,0.00,17.00,0.00,0.00,0.00,0.00,12:16:22.237373
3.00,7.00,0.00,17.00,0.00,0.00,0.00,0.00,12:16:22.447351
3.00,7.00,0.00,17.00,0.00,0.00,0.00,0.00,12:16:22.659097
3.00,7.00,0.00,17.00,0.00,0.00,0.00,0.00,12:16:22.927291
3.00,7.00,0.00,17.00,0.00,0.00,0.00,0.00,12:16:23.161328
3.00,7.00,0.00,17.00,0.00,0.00,0.00,0.00,12:16:23.407733
3.00,7.00,0.00,17.00,0.00,0.00,0.00,0.00,12:16:23.637786
3.00,7.00,0.00,17.00,0.00,0.00,0.00,0.00,12:16:23.847098
3.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,12:16:24.046563
3.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,12:16:24.247288
3.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,12:16:24.446945
3.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,12:16:24.646762
3.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,12:16:24.860969
3.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,12:16:25.060188
3.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,12:16:25.267221
32.00,17.00,32.00,0.00,0.00,0.03,0.00,0.00,12:16:25.477381
32.00,17.00,32.00,0.00,0.00,0.03,0.00,0.00,12:16:25.686634
32.00,17.00,32.00,0.00,0.00,0.03,0.00,0.00,12:16:25.907827
32.00,17.00,32.00,0.00,0.00,0.03,0.00,0.00,12:16:26.147899
32.00,17.00,32.00,0.00,0.00,0.03,0.00,0.00,12:16:26.347356
32.00,17.00,32.00,0.00,0.00,0.03,0.00,0.00,12:16:26.559326
32.00,17.00,32.00,0.00,0.00,0.03,0.00,0.00,12:16:26.766866
32.00,17.00,32.00,0.00,0.00,0.03,0.00,0.00,12:16:27.007906
