Напряжение ЗПТ,Потребляемый ток,Ток обмотки возбуждения,Ток статора,Ток фазы А,Ток фазы В,Ток фазы С,Ток Id,Ток Iq,Температура фазы А,Температура фазы В,Температура фазы С,Температура воздуха,Температура статора,Температура ОВ,Gamma,Скорость мотора,Момент,Мощность механическая,Мощность электрическая,time
,,,,,,,,,,,,,,,,,,,,18:24:34.444478
,,,,,,,,,,,,,,,,,,,,18:24:34.567601
,,,,,,,,,,,,,,,,,,,,18:24:34.582045
,,,,,,,,,,,,,,,,,,,,18:24:34.595481
,,,,,,,,,,,,,,,,,,,,18:24:34.604473
,,,,,,,,,,,,,,,,,,,,18:24:34.613761
,,,,,,,,,,,,,,,,,,,,18:24:34.621938
,,,,,,,,,,,,,,,,,,,,18:24:34.631470
,,,,,,,,,,,,,,,,,,,,18:24:34.638468
,,,,,,,,,,,,,,,,,,,,18:24:34.647526
,,,,,,,,,,,,,,,,,,,,18:24:34.654432
,,,,,,,,,,,,,,,,,,,,18:24:34.663485
,,,,,,,,,,,,,,,,,,,,18:24:34.673010
,,,,,,,,,,,,,,,,,,,,18:24:34.682478
,,,,,,,,,,,,,,,,,,,,18:24:34.691478
,,,,,,,,,,,,,,,,,,,,18:24:34.701626
,,,,,,,,,,,,,,,,,,,,18:24:34.711870
,,,,,,,,,,,,,,,,,,,,18:24:34.722475
,,,,,,,,,,,,,,,,,,,,18:24:34.733429
,,,,,,,,,,,,,,,,,,,,18:24:34.744437
,,,,,,,,,,,,,,,,,,,,18:24:34.754469
8.55,-0.04,0.00,0.00,-0.00,-0.15,-0.11,0.00,0.00,0.00,0.00,0.00,31.16,41.61,34.70,0.00,0.00,0.00,0.00,0.00,18:24:34.764992
8.55,-0.04,0.00,0.00,-0.00,-0.15,-0.11,0.00,0.00,0.00,0.00,0.00,31.16,41.61,34.70,0.00,0.00,0.00,0.00,0.00,18:24:34.775774
8.55,-0.04,0.00,0.00,-0.00,-0.15,-0.11,0.00,0.00,0.00,0.00,0.00,31.16,41.61,34.70,0.00,0.00,0.00,0.00,0.00,18:24:34.785427
8.55,-0.04,0.00,0.00,-0.00,-0.15,-0.11,0.00,0.00,0.00,0.00,0.00,31.16,41.61,34.70,0.00,0.00,0.00,0.00,0.00,18:24:34.795914
8.55,-0.04,0.00,0.00,-0.00,-0.15,-0.11,0.00,0.00,0.00,0.00,0.00,31.16,41.61,34.70,0.00,0.00,0.00,0.00,0.00,18:24:34.803642
8.55,-0.04,0.00,0.00,-0.00,-0.15,-0.11,0.00,0.00,0.00,0.00,0.00,31.16,41.61,34.70,0.00,0.00,0.00,0.00,0.00,18:24:34.811434
8.55,-0.04,0.00,0.00,-0.00,-0.15,-0.11,0.00,0.00,0.00,0.00,0.00,31.16,41.61,34.70,0.00,0.00,0.00,0.00,0.00,18:24:34.820881
8.55,-0.04,0.00,0.00,-0.00,-0.15,-0.11,0.00,0.00,0.00,0.00,0.00,31.16,41.61,34.70,0.00,0.00,0.00,0.00,0.00,18:24:34.830660
8.55,-0.04,0.00,0.00,-0.00,-0.15,-0.11,0.00,0.00,0.00,0.00,0.00,31.16,41.61,34.70,0.00,0.00,0.00,0.00,0.00,18:24:34.840614
8.55,-0.04,0.00,0.00,-0.00,-0.15,-0.11,0.00,0.00,0.00,0.00,0.00,31.16,41.61,34.70,0.00,0.00,0.00,0.00,0.00,18:24:34.853581
8.55,-0.04,0.00,0.00,-0.00,-0.15,-0.11,0.00,0.00,0.00,0.00,0.00,31.16,41.61,34.70,0.00,0.00,0.00,0.00,0.00,18:24:34.863425
8.55,-0.04,0.00,0.00,-0.00,-0.15,-0.11,0.00,0.00,0.00,0.00,0.00,31.16,41.61,34.70,0.00,0.00,0.00,0.00,0.00,18:24:34.872498
8.55,-0.04,0.00,0.00,-0.00,-0.15,-0.11,0.00,0.00,0.00,0.00,0.00,31.16,41.61,34.70,0.00,0.00,0.00,0.00,0.00,18:24:34.882466
8.55,-0.04,0.00,0.00,-0.00,-0.15,-0.11,0.00,0.00,0.00,0.00,0.00,31.16,41.61,34.70,0.00,0.00,0.00,0.00,0.00,18:24:34.892661
8.55,-0.04,0.00,0.00,-0.00,-0.15,-0.11,0.00,0.00,0.00,0.00,0.00,31.16,41.61,34.70,0.00,0.00,0.00,0.00,0.00,18:24:34.902668
8.55,-0.04,0.00,0.00,-0.00,-0.15,-0.11,0.00,0.00,0.00,0.00,0.00,31.16,41.61,34.70,0.00,0.00,0.00,0.00,0.00,18:24:34.912479
8.55,-0.04,0.00,0.00,-0.00,-0.15,-0.11,0.00,0.00,0.00,0.00,0.00,31.16,41.61,34.70,0.00,0.00,0.00,0.00,0.00,18:24:34.923818
8.55,-0.04,0.00,0.00,-0.00,-0.15,-0.11,0.00,0.00,0.00,0.00,0.00,31.16,41.61,34.70,0.00,0.00,0.00,0.00,0.00,18:24:34.934625
8.55,-0.04,0.00,0.00,-0.00,-0.15,-0.11,0.00,0.00,0.00,0.00,0.00,31.16,41.61,34.70,0.00,0.00,0.00,0.00,0.00,18:24:34.944431
8.55,-0.04,0.00,0.00,-0.00,-0.15,-0.11,0.00,0.00,0.00,0.00,0.00,31.16,41.61,34.70,0.00,0.00,0.00,0.00,0.00,18:24:34.954475
9.52,-0.04,0.00,0.00,-0.00,-0.15,0.37,0.00,0.00,0.00,0.00,0.00,31.16,41.60,34.70,0.00,0.00,0.00,0.00,0.00,18:24:34.964433
9.52,-0.04,0.00,0.00,-0.00,-0.15,0.37,0.00,0.00,0.00,0.00,0.00,31.16,41.60,34.70,0.00,0.00,0.00,0.00,0.00,18:24:34.974430
9.52,-0.04,0.00,0.00,-0.00,-0.15,0.37,0.00,0.00,0.00,0.00,0.00,31.16,41.60,34.70,0.00,0.00,0.00,0.00,0.00,18:24:34.984472
9.52,-0.04,0.00,0.00,-0.00,-0.15,0.37,0.00,0.00,0.00,0.00,0.00,31.16,41.60,34.70,0.00,0.00,0.00,0.00,0.00,18:24:34.993476
9.52,-0.04,0.00,0.00,-0.00,-0.15,0.37,0.00,0.00,0.00,0.00,0.00,31.16,41.60,34.70,0.00,0.00,0.00,0.00,0.00,18:24:35.003472
9.52,-0.04,0.00,0.00,-0.00,-0.15,0.37,0.00,0.00,0.00,0.00,0.00,31.16,41.60,34.70,0.00,0.00,0.00,0.00,0.00,18:24:35.013644
9.52,-0.04,0.00,0.00,-0.00,-0.15,0.37,0.00,0.00,0.00,0.00,0.00,31.16,41.60,34.70,0.00,0.00,0.00,0.00,0.00,18:24:35.023622
9.52,-0.04,0.00,0.00,-0.00,-0.15,0.37,0.00,0.00,0.00,0.00,0.00,31.16,41.60,34.70,0.00,0.00,0.00,0.00,0.00,18:24:35.033711
9.52,-0.04,0.00,0.00,-0.00,-0.15,0.37,0.00,0.00,0.00,0.00,0.00,31.16,41.60,34.70,0.00,0.00,0.00,0.00,0.00,18:24:35.044476
9.52,-0.04,0.00,0.00,-0.00,-0.15,0.37,0.00,0.00,0.00,0.00,0.00,31.16,41.60,34.70,0.00,0.00,0.00,0.00,0.00,18:24:35.055529
9.52,-0.04,0.00,0.00,-0.00,-0.15,0.37,0.00,0.00,0.00,0.00,0.00,31.16,41.60,34.70,0.00,0.00,0.00,0.00,0.00,18:24:35.065529
9.52,-0.04,0.00,0.00,-0.00,-0.15,0.37,0.00,0.00,0.00,0.00,0.00,31.16,41.60,34.70,0.00,0.00,0.00,0.00,0.00,18:24:35.074896
9.52,-0.04,0.00,0.00,-0.00,-0.15,0.37,0.00,0.00,0.00,0.00,0.00,31.16,41.60,34.70,0.00,0.00,0.00,0.00,0.00,18:24:35.084659
9.52,-0.04,0.00,0.00,-0.00,-0.15,0.37,0.00,0.00,0.00,0.00,0.00,31.16,41.60,34.70,0.00,0.00,0.00,0.00,0.00,18:24:35.093434
9.52,-0.04,0.00,0.00,-0.00,-0.15,0.37,0.00,0.00,0.00,0.00,0.00,31.16,41.60,34.70,0.00,0.00,0.00,0.00,0.00,18:24:35.103900
9.52,-0.04,0.00,0.00,-0.00,-0.15,0.37,0.00,0.00,0.00,0.00,0.00,31.16,41.60,34.70,0.00,0.00,0.00,0.00,0.00,18:24:35.113637
9.52,-0.04,0.00,0.00,-0.00,-0.15,0.37,0.00,0.00,0.00,0.00,0.00,31.16,41.60,34.70,0.00,0.00,0.00,0.00,0.00,18:24:35.123640
9.52,-0.04,0.00,0.00,-0.00,-0.15,0.37,0.00,0.00,0.00,0.00,0.00,31.16,41.60,34.70,0.00,0.00,0.00,0.00,0.00,18:24:35.133921
9.52,-0.04,0.00,0.00,-0.00,-0.15,0.37,0.00,0.00,0.00,0.00,0.00,31.16,41.60,34.70,0.00,0.00,0.00,0.00,0.00,18:24:35.144195
9.52,-0.04,0.00,0.00,-0.00,-0.15,0.37,0.00,0.00,0.00,0.00,0.00,31.16,41.60,34.70,0.00,0.00,0.00,0.00,0.00,18:24:35.153830
13.19,0.53,0.00,0.00,-0.00,-0.15,-0.11,0.00,0.00,0.00,0.00,0.00,31.16,41.59,34.70,0.00,0.00,0.00,0.00,0.00,18:24:35.165484
