PSTED_TORQUE,PSTED_MOTOR_SPEED,PSTED_CURRENT,PSTED_VOLTAGE,PSTED_MOTOR_TEMP,PSTED_INV_RADIATOR_TEMP,PSTED_OUT_BMS_VOLTAGE,SYSTEM_24V_VOLTAGE,time
,,,,,,,,13:41:10.178232
,,,,,,,,13:41:10.181232
0.00,0.00,0.00,349.41,45.00,17.00,345.51,24.50,13:41:10.932929
0.00,0.00,0.00,349.41,45.00,17.00,345.51,24.50,13:41:11.418207
0.00,0.00,0.00,349.41,45.00,17.00,345.51,24.50,13:41:12.057057
0.00,0.00,0.00,349.41,45.00,17.00,345.51,24.50,13:41:12.658764
-15.00,0.00,30.71,349.41,45.00,17.00,345.51,24.50,13:41:13.307713
-37.00,-3638.78,20.47,349.41,45.00,17.00,345.51,24.47,13:41:14.047146
-37.00,-3638.78,20.47,349.41,45.00,17.00,345.51,24.47,13:41:14.564132
-87.00,-3402.20,35.83,349.41,40.00,17.00,345.51,24.48,13:41:15.213431
-88.00,-3394.63,35.83,343.06,40.00,17.00,345.51,24.47,13:41:15.815024
-87.00,-3395.86,35.83,343.06,38.00,17.00,345.51,24.47,13:41:16.552880
-87.00,-3395.86,35.83,343.06,38.00,17.00,345.51,24.47,13:41:17.017320
-87.00,-3393.41,35.83,349.41,38.00,17.00,345.51,24.47,13:41:17.618812
-88.00,-3395.61,35.83,343.06,37.00,17.00,345.51,24.50,13:41:18.251315
-87.00,-3400.49,35.83,343.06,37.00,17.00,345.51,24.50,13:41:18.906114
-88.00,-3394.15,35.83,349.41,35.00,17.00,345.51,24.50,13:41:19.654406
-88.00,-3394.15,35.83,349.41,35.00,17.00,345.51,24.50,13:41:20.124493
-87.00,-3397.56,35.83,343.06,35.00,17.00,345.51,24.50,13:41:20.710587
-87.00,-3398.30,35.83,343.06,37.00,17.00,345.51,24.50,13:41:21.327902
-87.00,-3399.27,35.83,343.06,33.00,17.00,345.51,24.50,13:41:21.928210
-88.00,-3394.88,35.83,343.06,35.00,17.00,345.51,24.50,13:41:22.645330
-88.00,-3394.88,35.83,343.06,35.00,17.00,345.51,24.50,13:41:23.146020
-87.00,-3397.81,35.83,343.06,35.00,17.00,345.51,24.49,13:41:23.801649
-88.00,-3393.41,35.83,343.06,36.00,17.00,312.36,24.50,13:41:24.386738
-88.00,-3390.73,35.83,343.06,38.00,17.00,312.36,24.49,13:41:25.004384
-87.00,-3398.30,35.83,343.06,39.00,17.00,312.36,24.50,13:41:25.736613
-87.00,-3398.30,35.83,343.06,39.00,17.00,312.36,24.50,13:41:26.237631
-87.00,-3397.56,35.83,349.41,37.00,17.00,312.36,24.49,13:41:26.809112
-88.00,-3392.93,35.83,343.06,37.00,17.00,312.36,24.50,13:41:27.393066
-88.00,-3392.44,35.83,343.06,36.00,17.00,312.36,24.50,13:41:27.995212
-87.00,-3398.30,35.83,343.06,37.00,17.00,312.36,24.47,13:41:28.765064
