Напряжение ЗПТ,Потребляемый ток,Ток обмотки возбуждения,Ток статора,Ток фазы А,Ток фазы В,Ток фазы С,Ток Id,Ток Iq,Температура фазы А,Температура фазы В,Температура фазы С,Температура воздуха,Температура статора,Температура ОВ,Gamma,Скорость мотора,Момент,Мощность механическая,Мощность электрическая,time
,,,,,,,,,,,,,,,,,,,,19:12:37.588921
,,,,,,,,,,,,,,,,,,,,19:12:37.705688
,,,,,,,,,,,,,,,,,,,,19:12:37.749684
,,,,,,,,,,,,,,,,,,,,19:12:37.755225
,,,,,,,,,,,,,,,,,,,,19:12:37.761227
,,,,,,,,,,,,,,,,,,,,19:12:37.766227
,,,,,,,,,,,,,,,,,,,,19:12:37.771226
,,,,,,,,,,,,,,,,,,,,19:12:37.778249
,,,,,,,,,,,,,,,,,,,,19:12:37.783215
,,,,,,,,,,,,,,,,,,,,19:12:37.788757
,,,,,,,,,,,,,,,,,,,,19:12:37.793901
,,,,,,,,,,,,,,,,,,,,19:12:37.798662
,,,,,,,,,,,,,,,,,,,,19:12:37.804697
,,,,,,,,,,,,,,,,,,,,19:12:37.810831
,,,,,,,,,,,,,,,,,,,,19:12:37.815660
,,,,,,,,,,,,,,,,,,,,19:12:37.821664
,,,,,,,,,,,,,,,,,,,,19:12:37.826854
,,,,,,,,,,,,,,,,,,,,19:12:37.832876
,,,,,,,,,,,,,,,,,,,,19:12:37.838074
,,,,,,,,,,,,,,,,,,,,19:12:37.843914
,,,,,,,,,,,,,,,,,,,,19:12:37.849550
8.547,-0.0430183,0.000330687,0,-4.62532e-05,-0.118546,-0.0662718,0,0,0,0,0,29.9042,37.4615,34.6057,0,0,0,0,0,19:12:37.855764
8.547,-0.0430183,0.000330687,0,-4.62532e-05,-0.118546,-0.0662718,0,0,0,0,0,29.9042,37.4615,34.6057,0,0,0,0,0,19:12:37.860548
8.547,-0.0430183,0.000330687,0,-4.62532e-05,-0.118546,-0.0662718,0,0,0,0,0,29.9042,37.4615,34.6057,0,0,0,0,0,19:12:37.866399
8.547,-0.0430183,0.000330687,0,-4.62532e-05,-0.118546,-0.0662718,0,0,0,0,0,29.9042,37.4615,34.6057,0,0,0,0,0,19:12:37.871757
8.547,-0.0430183,0.000330687,0,-4.62532e-05,-0.118546,-0.0662718,0,0,0,0,0,29.9042,37.4615,34.6057,0,0,0,0,0,19:12:37.877602
8.547,-0.0430183,0.000330687,0,-4.62532e-05,-0.118546,-0.0662718,0,0,0,0,0,29.9042,37.4615,34.6057,0,0,0,0,0,19:12:37.881682
8.547,-0.0430183,0.000330687,0,-4.62532e-05,-0.118546,-0.0662718,0,0,0,0,0,29.9042,37.4615,34.6057,0,0,0,0,0,19:12:37.887755
8.547,-0.0430183,0.000330687,0,-4.62532e-05,-0.118546,-0.0662718,0,0,0,0,0,29.9042,37.4615,34.6057,0,0,0,0,0,19:12:37.892675
8.547,-0.0430183,0.000330687,0,-4.62532e-05,-0.118546,-0.0662718,0,0,0,0,0,29.9042,37.4615,34.6057,0,0,0,0,0,19:12:37.898139
8.547,-0.0430183,0.000330687,0,-4.62532e-05,-0.118546,-0.0662718,0,0,0,0,0,29.9042,37.4615,34.6057,0,0,0,0,0,19:12:37.903750
8.547,-0.0430183,0.000330687,0,-4.62532e-05,-0.118546,-0.0662718,0,0,0,0,0,29.9042,37.4615,34.6057,0,0,0,0,0,19:12:37.909290
8.547,-0.0430183,0.000330687,0,-4.62532e-05,-0.118546,-0.0662718,0,0,0,0,0,29.9042,37.4615,34.6057,0,0,0,0,0,19:12:37.914443
8.547,-0.0430183,0.000330687,0,-4.62532e-05,-0.118546,-0.0662718,0,0,0,0,0,29.9042,37.4615,34.6057,0,0,0,0,0,19:12:37.918899
8.547,-0.0430183,0.000330687,0,-4.62532e-05,-0.118546,-0.0662718,0,0,0,0,0,29.9042,37.4615,34.6057,0,0,0,0,0,19:12:37.924917
8.547,-0.0430183,0.000330687,0,-4.62532e-05,-0.118546,-0.0662718,0,0,0,0,0,29.9042,37.4615,34.6057,0,0,0,0,0,19:12:37.930112
8.547,-0.0430183,0.000330687,0,-4.62532e-05,-0.118546,-0.0662718,0,0,0,0,0,29.9042,37.4615,34.6057,0,0,0,0,0,19:12:37.934778
8.547,-0.0430183,0.000330687,0,-4.62532e-05,-0.118546,-0.0662718,0,0,0,0,0,29.9042,37.4615,34.6057,0,0,0,0,0,19:12:37.942604
8.547,-0.0430183,0.000330687,0,-4.62532e-05,-0.118546,-0.0662718,0,0,0,0,0,29.9042,37.4615,34.6057,0,0,0,0,0,19:12:37.947989
8.547,-0.0430183,0.000330687,0,-4.62532e-05,-0.118546,-0.0662718,0,0,0,0,0,29.9042,37.4615,34.6057,0,0,0,0,0,19:12:37.954511
8.547,-0.0430183,0.000330687,0,-4.62532e-05,-0.118546,-0.0662718,0,0,0,0,0,29.9042,37.4615,34.6057,0,0,0,0,0,19:12:37.962501
8.547,-0.0430183,0.000330687,0,-4.62532e-05,-0.118546,-0.0662718,0,0,0,0,0,29.9042,37.462,34.6073,0,0,0,0,0,19:12:37.967955
8.547,-0.0430183,0.000330687,0,-4.62532e-05,-0.118546,-0.0662718,0,0,0,0,0,29.9042,37.462,34.6073,0,0,0,0,0,19:12:37.975989
8.547,-0.0430183,0.000330687,0,-4.62532e-05,-0.118546,-0.0662718,0,0,0,0,0,29.9042,37.462,34.6073,0,0,0,0,0,19:12:37.981021
8.547,-0.0430183,0.000330687,0,-4.62532e-05,-0.118546,-0.0662718,0,0,0,0,0,29.9042,37.462,34.6073,0,0,0,0,0,19:12:37.987658
8.547,-0.0430183,0.000330687,0,-4.62532e-05,-0.118546,-0.0662718,0,0,0,0,0,29.9042,37.462,34.6073,0,0,0,0,0,19:12:37.993367
8.547,-0.0430183,0.000330687,0,-4.62532e-05,-0.118546,-0.0662718,0,0,0,0,0,29.9042,37.462,34.6073,0,0,0,0,0,19:12:37.998589
8.547,-0.0430183,0.000330687,0,-4.62532e-05,-0.118546,-0.0662718,0,0,0,0,0,29.9042,37.462,34.6073,0,0,0,0,0,19:12:38.004665
