Напряжение ЗПТ,Потребляемый ток,Ток обмотки возбуждения,Ток статора,Ток фазы А,Ток фазы В,Ток фазы С,Ток Id,Ток Iq,Температура фазы А,Температура фазы В,Температура фазы С,Температура воздуха,Температура статора,Температура ОВ,Gamma,Скорость мотора,Момент,Мощность механическая,Мощность электрическая,time
,,,,,,,,,,,,,,,,,,,,18:33:54.364145
,,,,,,,,,,,,,,,,,,,,18:33:54.367663
,,,,,,,,,,,,,,,,,,,,18:33:54.784630
,,,,,,,,,,,,,,,,,,,,18:33:55.101962
,,,,,,,,,,,,,,,,,,,,18:33:55.307300
,,,,,,,,,,,,,,,,,,,,18:33:55.513108
,,,,,,,,,,,,,,,,,,,,18:33:55.718820
,,,,,,,,,,,,,,,,,,,,18:33:55.926193
,,,,,,,,,,,,,,,,,,,,18:33:56.134086
,,,,,,,,,,,,,,,,,,,,18:33:56.340075
,,,,,,,,,,,,,,,,,,,,18:33:56.547157
,,,,,,,,,,,,,,,,,,,,18:33:56.756027
,,,,,,,,,,,,,,,,,,,,18:33:56.961449
,,,,,,,,,,,,,,,,,,,,18:33:57.290556
,,,,,,,,,,,,,,,,,,,,18:33:57.614357
,,,,,,,,,,,,,,,,,,,,18:33:57.819355
,,,,,,,,,,,,,,,,,,,,18:33:58.026362
,,,,,,,,,,,,,,,,,,,,18:33:58.228359
,,,,,,,,,,,,,,,,,,,,18:33:58.436402
,,,,,,,,,,,,,,,,,,,,18:33:58.639979
,,,,,,,,,,,,,,,,,,,,18:33:58.845818
,,,,,,,,,,,,,,,,,,,,18:33:59.052763
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:33:59.255601
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:33:59.461144
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:33:59.666597
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:33:59.996078
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:34:00.315071
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:34:00.520232
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:34:00.726381
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:34:00.935117
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:34:01.138374
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:34:01.344821
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:34:01.549466
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:34:01.755875
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:34:01.961512
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:34:02.168790
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:34:02.494525
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:34:02.818764
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:34:03.025768
