STEERING_SERVO_CUR_POS_FRONT,STEERING_SERVO_CUR_POS_REAR,STEERING_SERVO_CURRENT_FRONT,STEERING_SERVO_CURRENT_REAR,STEERING_SERVO_TEMP_FRONT,STEERING_SERVO_TEMP_REAR,time
1,16,1100,120,62,61,19:14:35.454971
1,16,1100,120,62,61,19:14:35.484155
1,16,1100,120,62,61,19:14:35.524623
1,16,1100,120,62,61,19:14:35.534673
1,16,1110,130,62,61,19:14:35.544680
1,16,1110,130,62,61,19:14:35.554627
1,16,1110,130,62,61,19:14:35.583952
1,16,1110,130,62,61,19:14:35.624975
1,16,1110,130,62,61,19:14:35.634866
1,16,1110,130,62,61,19:14:35.644337
1,16,1110,120,62,61,19:14:35.654863
1,16,1110,120,62,61,19:14:35.724664
1,16,1110,120,62,61,19:14:35.734239
1,16,1110,120,62,61,19:14:35.744514
1,16,1110,120,62,61,19:14:35.755047
1,16,1110,120,62,61,19:14:35.784139
1,16,1110,90,62,61,19:14:35.824475
1,16,1110,90,62,61,19:14:35.834048
1,16,1110,90,62,61,19:14:35.844083
1,16,1110,90,62,61,19:14:35.853966
1,16,1110,90,62,61,19:14:35.884181
1,16,1110,90,62,61,19:14:35.924985
1,16,1120,90,62,61,19:14:35.933978
1,16,1120,90,62,61,19:14:35.944736
1,16,1120,90,62,61,19:14:35.954453
1,16,1120,90,62,61,19:14:35.983984
1,16,1120,90,62,61,19:14:36.024299
1,16,1120,90,62,61,19:14:36.034648
1,16,1120,100,62,61,19:14:36.044872
1,16,1120,100,62,61,19:14:36.054766
1,16,1120,100,62,61,19:14:36.084089
1,16,1120,100,62,61,19:14:36.124577
1,16,1120,100,62,61,19:14:36.134623
1,16,1120,100,62,61,19:14:36.144881
1,16,1120,80,62,61,19:14:36.154683
1,16,1120,80,62,61,19:14:36.183951
1,16,1120,80,62,61,19:14:36.234183
1,16,1120,80,62,61,19:14:36.244857
1,16,1120,80,62,61,19:14:36.264882
1,16,1120,80,62,61,19:14:36.284931
1,16,1120,90,62,61,19:14:36.344816
1,16,1120,90,62,61,19:14:36.354953
1,16,1120,90,62,61,19:14:36.384234
1,16,1120,90,62,61,19:14:36.424630
1,16,1120,90,62,61,19:14:36.434004
1,16,1120,90,62,61,19:14:36.444823
1,16,1120,100,62,61,19:14:36.454866
1,16,1120,100,62,61,19:14:36.484304
1,16,1120,100,62,61,19:14:36.524660
1,16,1120,100,62,61,19:14:36.534219
1,16,1120,100,62,61,19:14:36.544490
1,16,1120,100,62,61,19:14:36.554732
1,16,1120,120,62,61,19:14:36.584124
1,16,1120,120,62,61,19:14:36.624412
1,16,1120,120,62,61,19:14:36.634270
1,16,1120,120,62,61,19:14:36.644311
1,16,1120,120,62,61,19:14:36.654038
1,16,1120,120,62,61,19:14:36.684016
1,16,1120,110,62,61,19:14:36.724600
1,16,1120,110,62,61,19:14:36.744707
1,16,1120,110,62,61,19:14:36.754862
1,16,1120,110,62,61,19:14:36.784984
1,16,1120,110,62,61,19:14:36.824486
1,16,1120,110,62,61,19:14:36.834928
1,16,1120,110,62,61,19:14:36.844926
1,16,1120,110,62,61,19:14:36.854695
1,16,1120,110,62,61,19:14:36.885033
1,16,1120,110,62,61,19:14:36.924333
1,16,1120,110,62,61,19:14:36.933971
1,16,1120,110,62,61,19:14:36.944568
1,16,1120,110,62,61,19:14:36.954497
1,16,1120,110,62,61,19:14:36.984274
1,16,1120,110,62,61,19:14:37.023989
1,16,1120,110,62,61,19:14:37.035010
1,16,1120,110,62,61,19:14:37.044409
1,16,1120,110,62,61,19:14:37.054907
1,16,1110,110,62,61,19:14:37.084252
1,16,1110,110,62,61,19:14:37.124658
1,16,1110,110,62,61,19:14:37.134943
1,16,1110,110,62,61,19:14:37.145038
1,16,1110,110,62,61,19:14:37.154082
1,16,1110,110,62,61,19:14:37.184194
1,16,1110,100,62,61,19:14:37.224271
1,16,1110,100,62,61,19:14:37.234118
1,16,1110,100,62,61,19:14:37.254955
1,16,1110,100,62,61,19:14:37.284810
1,16,1110,100,62,61,19:14:37.344691
1,16,1110,100,62,61,19:14:37.354444
1,16,1120,150,62,61,19:14:37.384719
1,16,1120,150,62,61,19:14:37.424921
1,16,1120,150,62,61,19:14:37.434940
1,16,1120,150,62,61,19:14:37.444239
1,16,1120,150,62,61,19:14:37.454880
1,16,1120,150,62,61,19:14:37.483923
1,16,1110,160,62,61,19:14:37.524885
1,16,1110,160,62,61,19:14:37.534157
1,16,1110,160,62,61,19:14:37.544842
1,16,1110,160,62,61,19:14:37.553865
1,16,1110,160,62,61,19:14:37.584474
1,16,1110,160,62,61,19:14:37.624947
1,16,1110,150,62,61,19:14:37.634941
1,16,1110,150,62,61,19:14:37.644861
1,16,1110,150,62,61,19:14:37.655143
1,16,1110,150,62,61,19:14:37.684051
1,16,1110,150,62,61,19:14:37.724904
1,16,1110,150,62,61,19:14:37.734983
1,16,1120,110,62,61,19:14:37.755542
1,16,1120,110,62,61,19:14:37.783986
1,16,1120,110,62,61,19:14:37.824575
1,16,1120,110,62,61,19:14:37.834819
1,16,1120,110,62,61,19:14:37.844812
1,16,1120,110,62,61,19:14:37.855054
1,16,1120,110,62,61,19:14:37.884341
1,16,1120,110,62,61,19:14:37.924712
1,16,1120,110,62,61,19:14:37.934866
1,16,1120,110,62,61,19:14:37.944416
1,16,1120,110,62,61,19:14:37.956476
1,16,1120,110,62,61,19:14:37.985043
1,16,1120,100,62,61,19:14:38.024230
1,16,1120,100,62,61,19:14:38.034199
1,16,1120,100,62,61,19:14:38.044736
1,16,1120,100,62,61,19:14:38.054629
1,16,1120,100,62,61,19:14:38.084250
1,16,1120,100,62,61,19:14:38.124578
1,16,1120,110,62,61,19:14:38.135030
1,16,1120,110,62,61,19:14:38.144183
1,16,1120,110,62,61,19:14:38.156516
1,16,1120,110,62,61,19:14:38.184258
1,16,1120,110,62,61,19:14:38.224739
1,16,1120,110,62,61,19:14:38.234221
1,16,1120,170,62,61,19:14:38.244942
1,16,1120,170,62,61,19:14:38.284136
1,16,1120,170,62,61,19:14:38.344823
1,16,1120,170,62,61,19:14:38.356644
1,16,1120,170,62,61,19:14:38.384794
1,16,1120,170,62,61,19:14:38.424609
1,16,1120,170,62,61,19:14:38.434100
1,16,1120,170,62,61,19:14:38.445044
1,16,1120,170,62,61,19:14:38.456979
1,16,1120,170,62,61,19:14:38.485016
1,16,1120,170,62,61,19:14:38.524617
1,16,1120,170,62,61,19:14:38.534205
1,16,1120,130,62,61,19:14:38.544835
1,16,1120,130,62,61,19:14:38.557170
1,16,1120,130,62,61,19:14:38.584952
1,16,1120,130,62,61,19:14:38.625056
1,16,1120,130,62,61,19:14:38.634096
1,16,1120,130,62,61,19:14:38.644347
1,16,1110,100,62,61,19:14:38.655553
1,16,1110,100,62,61,19:14:38.685007
1,16,1110,100,62,61,19:14:38.724647
1,16,1110,100,62,61,19:14:38.734197
1,16,1110,100,62,61,19:14:38.744853
1,16,1110,100,62,61,19:14:38.754672
1,16,1120,100,62,61,19:14:38.824798
1,16,1120,100,62,61,19:14:38.834212
1,16,1120,100,62,61,19:14:38.845204
1,16,1120,100,62,61,19:14:38.854809
1,16,1120,100,62,61,19:14:38.885029
1,16,1120,100,62,61,19:14:38.924908
1,16,1110,100,62,61,19:14:38.934906
1,16,1110,100,62,61,19:14:38.944915
1,16,1110,100,62,61,19:14:38.954195
1,16,1110,100,62,61,19:14:38.984868
1,16,1110,100,62,61,19:14:39.024992
1,16,1110,100,62,61,19:14:39.034220
1,16,1120,100,62,61,19:14:39.044218
1,16,1120,100,62,61,19:14:39.054550
1,16,1120,100,62,61,19:14:39.084079
1,16,1120,100,62,61,19:14:39.124728
1,16,1120,100,62,61,19:14:39.134890
1,16,1120,100,62,61,19:14:39.144902
1,16,1120,140,62,61,19:14:39.154969
1,16,1120,140,62,61,19:14:39.184956
1,16,1120,140,62,61,19:14:39.224532
1,16,1120,140,62,61,19:14:39.235011
1,16,1120,140,62,61,19:14:39.244999
1,16,1120,140,62,61,19:14:39.254932
1,16,1120,100,62,61,19:14:39.284227
1,16,1120,100,62,61,19:14:39.354789
1,16,1120,100,62,61,19:14:39.385065
1,16,1120,100,62,61,19:14:39.424777
1,16,1120,100,62,61,19:14:39.434284
1,16,1120,100,62,61,19:14:39.444465
1,16,1120,100,62,61,19:14:39.454643
1,16,1120,100,62,61,19:14:39.484049
1,16,1120,100,62,61,19:14:39.524574
1,16,1120,100,62,61,19:14:39.534210
1,16,1120,100,62,61,19:14:39.545104
1,16,1120,100,62,61,19:14:39.554770
1,16,1120,100,62,61,19:14:39.585066
1,16,1120,100,62,61,19:14:39.624955
1,16,1120,100,62,61,19:14:39.635046
1,16,1120,100,62,61,19:14:39.645100
1,16,1120,100,62,61,19:14:39.655052
1,16,1120,100,62,61,19:14:39.684971
1,16,1120,100,62,60,19:14:39.724753
1,16,1120,100,62,60,19:14:39.735000
1,16,1120,100,62,60,19:14:39.744948
1,16,1120,100,62,60,19:14:39.754766
1,16,1120,100,62,60,19:14:39.784506
1,16,1120,110,62,61,19:14:39.834188
1,16,1120,110,62,61,19:14:39.844686
1,16,1120,110,62,61,19:14:39.854918
1,16,1120,110,62,61,19:14:39.884368
1,16,1120,110,62,61,19:14:39.924839
1,16,1120,110,62,61,19:14:39.935221
1,16,1120,110,62,61,19:14:39.944253
1,16,1120,110,62,61,19:14:39.955134
1,16,1120,110,62,61,19:14:39.984969
1,16,1120,110,62,61,19:14:40.024984
1,16,1120,110,62,61,19:14:40.034177
1,16,1120,110,62,61,19:14:40.045051
1,16,1120,110,62,61,19:14:40.055014
1,16,1120,120,62,61,19:14:40.084756
1,16,1120,120,62,61,19:14:40.124917
1,16,1120,120,62,61,19:14:40.135002
1,16,1120,120,62,61,19:14:40.145176
1,16,1120,120,62,61,19:14:40.154359
1,16,1120,120,62,61,19:14:40.184156
1,16,1120,110,62,61,19:14:40.225253
1,16,1120,110,62,61,19:14:40.234176
1,16,1120,110,62,61,19:14:40.245085
1,16,1120,110,62,61,19:14:40.254939
1,16,1120,110,62,61,19:14:40.285090
1,16,1120,110,62,61,19:14:40.344495
1,16,1120,120,62,61,19:14:40.384982
1,16,1120,120,62,61,19:14:40.424655
1,16,1120,120,62,61,19:14:40.434978
1,16,1120,120,62,61,19:14:40.444581
1,16,1120,120,62,61,19:14:40.454759
1,16,1120,120,62,61,19:14:40.484916
1,16,1120,90,62,61,19:14:40.524268
1,16,1120,90,62,61,19:14:40.535022
1,16,1120,90,62,61,19:14:40.545020
1,16,1120,90,62,61,19:14:40.555518
1,16,1120,90,62,61,19:14:40.584015
1,16,1120,90,62,61,19:14:40.624548
1,16,1120,90,62,61,19:14:40.634293
1,16,1120,90,62,61,19:14:40.644290
1,16,1120,90,62,61,19:14:40.655465
1,16,1120,90,62,61,19:14:40.684961
1,16,1120,90,62,61,19:14:40.725332
1,16,1120,90,62,61,19:14:40.735132
1,16,1120,110,62,61,19:14:40.745157
1,16,1120,110,62,61,19:14:40.755965
1,16,1120,110,62,61,19:14:40.785069
1,16,1120,110,62,61,19:14:40.824750
1,16,1120,110,62,61,19:14:40.834229
1,16,1120,110,62,61,19:14:40.844789
1,16,1120,110,62,61,19:14:40.885007
1,16,1120,110,62,61,19:14:40.925356
1,16,1120,110,62,61,19:14:40.934260
1,16,1120,110,62,61,19:14:40.944258
1,16,1120,110,62,61,19:14:40.956608
1,16,1120,110,62,61,19:14:40.985099
1,16,1120,110,62,61,19:14:41.024335
1,16,1120,110,62,61,19:14:41.034116
1,16,1120,110,62,61,19:14:41.044109
1,16,1120,110,62,61,19:14:41.056694
1,16,1120,110,62,61,19:14:41.085105
1,16,1120,110,62,61,19:14:41.124494
1,16,1120,110,62,61,19:14:41.135017
1,16,1120,110,62,61,19:14:41.144742
1,16,1120,110,62,61,19:14:41.156978
1,16,1120,110,62,61,19:14:41.184940
1,16,1120,110,62,61,19:14:41.224217
1,16,1120,110,62,61,19:14:41.235109
1,16,1120,90,62,61,19:14:41.244897
1,16,1120,90,62,61,19:14:41.256127
1,16,1120,90,62,61,19:14:41.284903
1,16,1120,90,62,61,19:14:41.344595
1,16,1120,90,62,61,19:14:41.355259
1,16,1120,140,62,61,19:14:41.424840
1,16,1120,140,62,61,19:14:41.434193
1,16,1120,140,62,61,19:14:41.444384
1,16,1120,140,62,61,19:14:41.455068
1,16,1120,140,62,61,19:14:41.484578
1,16,1120,140,62,61,19:14:41.524689
1,16,1120,140,62,61,19:14:41.535126
1,16,1120,120,62,61,19:14:41.545036
1,16,1120,120,62,61,19:14:41.554674
1,16,1120,120,62,61,19:14:41.585025
1,16,1120,120,62,61,19:14:41.624391
1,16,1120,120,62,61,19:14:41.635029
1,16,1120,120,62,61,19:14:41.644545
1,16,1120,120,62,61,19:14:41.654867
1,16,1120,120,62,61,19:14:41.684038
1,16,1120,120,62,61,19:14:41.724461
1,16,1120,120,62,61,19:14:41.735034
1,16,1120,120,62,61,19:14:41.745148
1,16,1120,120,62,61,19:14:41.755036
1,16,1120,130,62,61,19:14:41.785131
1,16,1120,130,62,61,19:14:41.824628
1,16,1120,130,62,61,19:14:41.835142
1,16,1120,130,62,61,19:14:41.845342
1,16,1120,130,62,61,19:14:41.855250
1,16,1120,130,62,61,19:14:41.885040
1,16,1120,150,62,61,19:14:41.935009
1,16,1120,150,62,61,19:14:41.945067
1,16,1120,150,62,61,19:14:41.955109
1,16,1120,150,62,61,19:14:41.984534
1,16,1120,150,62,61,19:14:42.025085
1,16,1120,150,62,61,19:14:42.035148
1,16,1120,150,62,61,19:14:42.045144
1,16,1120,150,62,61,19:14:42.055290
1,16,1120,150,62,61,19:14:42.085183
1,16,1120,150,62,61,19:14:42.125081
1,16,1120,150,62,61,19:14:42.135085
1,16,1120,150,62,61,19:14:42.144297
1,16,1120,140,62,61,19:14:42.154708
1,16,1120,140,62,61,19:14:42.185110
1,16,1120,140,62,61,19:14:42.225012
1,16,1120,140,62,61,19:14:42.235037
1,16,1120,140,62,61,19:14:42.244918
1,16,1120,140,62,61,19:14:42.255185
1,16,1120,130,62,61,19:14:42.285111
1,16,1120,130,62,61,19:14:42.345238
1,16,1120,130,62,61,19:14:42.355122
1,16,1120,130,62,61,19:14:42.385255
1,16,1120,130,62,61,19:14:42.425395
1,16,1120,90,62,61,19:14:42.444546
1,16,1120,90,62,61,19:14:42.455216
1,16,1120,90,62,61,19:14:42.485094
1,16,1120,90,62,61,19:14:42.525022
1,16,1120,90,62,61,19:14:42.535183
1,16,1120,90,62,61,19:14:42.545080
1,16,1120,90,62,61,19:14:42.555302
1,16,1120,100,62,61,19:14:42.584991
1,16,1120,100,62,61,19:14:42.625479
1,16,1120,100,62,61,19:14:42.635201
1,16,1120,100,62,61,19:14:42.645174
1,16,1120,100,62,61,19:14:42.654950
1,16,1120,100,62,61,19:14:42.685001
1,16,1120,70,62,61,19:14:42.724563
1,16,1120,70,62,61,19:14:42.735174
1,16,1120,70,62,61,19:14:42.744757
1,16,1120,70,62,61,19:14:42.754968
1,16,1120,70,62,61,19:14:42.785142
1,16,1120,70,62,61,19:14:42.824576
1,16,1120,120,62,61,19:14:42.835154
1,16,1120,120,62,61,19:14:42.845305
1,16,1120,120,62,61,19:14:42.855096
1,16,1120,120,62,61,19:14:42.884909
1,16,1120,120,62,61,19:14:42.925381
1,16,1120,120,62,61,19:14:42.935103
1,16,1120,110,62,61,19:14:42.955193
1,16,1120,110,62,61,19:14:42.985052
1,16,1120,110,62,61,19:14:43.024561
1,16,1120,110,62,61,19:14:43.034615
1,16,1120,110,62,61,19:14:43.045472
1,16,1120,110,62,61,19:14:43.055342
1,16,1120,110,62,61,19:14:43.085189
1,16,1120,110,62,61,19:14:43.125368
1,16,1120,110,62,61,19:14:43.135132
1,16,1120,110,62,61,19:14:43.144496
1,16,1120,110,62,61,19:14:43.154968
1,16,1120,110,62,61,19:14:43.174329
1,16,1120,80,62,61,19:14:43.225302
1,16,1120,80,62,61,19:14:43.235131
1,16,1120,80,62,61,19:14:43.244671
1,16,1120,80,62,61,19:14:43.255230
1,16,1120,80,62,61,19:14:43.274615
1,16,1120,80,62,61,19:14:43.345331
1,16,1120,80,62,61,19:14:43.355033
1,16,1120,80,62,61,19:14:43.375375
1,16,1120,80,62,61,19:14:43.425350
1,16,1120,80,62,61,19:14:43.435115
1,16,1120,80,62,61,19:14:43.445090
1,16,1120,100,62,61,19:14:43.475450
1,16,1120,100,62,61,19:14:43.524480
1,16,1120,100,62,61,19:14:43.535140
1,16,1120,100,62,61,19:14:43.544123
1,16,1120,100,62,61,19:14:43.554643
1,16,1120,100,62,61,19:14:43.574664
1,16,1120,100,62,61,19:14:43.625312
1,16,1120,110,62,61,19:14:43.635085
1,16,1120,110,62,61,19:14:43.644561
1,16,1120,110,62,61,19:14:43.654929
1,16,1120,110,62,61,19:14:43.675363
1,16,1120,110,62,61,19:14:43.725251
1,16,1120,110,62,61,19:14:43.735080
1,16,1120,150,62,61,19:14:43.744970
1,16,1120,150,62,61,19:14:43.754803
1,16,1120,150,62,61,19:14:43.775054
1,16,1120,150,62,61,19:14:43.825558
1,16,1120,150,62,61,19:14:43.835223
1,16,1120,150,62,61,19:14:43.845286
1,16,1120,110,62,61,19:14:43.854976
1,16,1120,110,62,61,19:14:43.885095
1,16,1120,110,62,61,19:14:43.924664
1,16,1120,110,62,61,19:14:43.934637
1,16,1120,110,62,61,19:14:43.944643
1,16,1120,110,62,61,19:14:43.954866
1,16,1120,80,62,61,19:14:43.995261
1,16,1120,80,62,61,19:14:44.035275
1,16,1120,80,62,61,19:14:44.045197
1,16,1120,80,62,61,19:14:44.065057
1,16,1120,80,62,61,19:14:44.094322
1,16,1120,80,62,61,19:14:44.135119
1,16,1120,80,62,61,19:14:44.145223
1,16,1120,80,62,61,19:14:44.155018
1,16,1120,80,62,61,19:14:44.175327
1,16,1120,80,62,61,19:14:44.225165
1,16,1120,80,62,61,19:14:44.235066
1,16,1120,80,62,61,19:14:44.245105
1,16,1120,90,62,61,19:14:44.254825
1,16,1120,90,62,61,19:14:44.275397
1,16,1120,90,62,61,19:14:44.345418
1,16,1120,90,62,61,19:14:44.355080
1,16,1120,90,62,61,19:14:44.375567
1,16,1120,90,62,61,19:14:44.425317
1,16,1120,90,62,61,19:14:44.434250
1,16,1120,90,62,61,19:14:44.445437
1,16,1120,90,62,61,19:14:44.455215
1,16,1120,90,62,61,19:14:44.474956
1,16,1120,90,62,61,19:14:44.535137
1,16,1120,90,62,61,19:14:44.545036
1,16,1120,100,62,61,19:14:44.554772
1,16,1120,100,62,61,19:14:44.575463
1,16,1120,100,62,61,19:14:44.625301
1,16,1120,100,62,61,19:14:44.635056
1,16,1120,100,62,61,19:14:44.645539
1,16,1120,100,62,61,19:14:44.654991
1,16,1120,120,62,61,19:14:44.674679
1,16,1120,120,62,61,19:14:44.725494
1,16,1120,120,62,61,19:14:44.735017
1,16,1120,120,62,61,19:14:44.745390
1,16,1120,120,62,61,19:14:44.755366
1,16,1120,120,62,61,19:14:44.775460
1,16,1110,90,62,61,19:14:44.824473
1,16,1110,90,62,61,19:14:44.835256
1,16,1110,90,62,61,19:14:44.845256
1,16,1110,90,62,61,19:14:44.854886
1,16,1110,90,62,61,19:14:44.875123
1,16,1110,90,62,61,19:14:44.925464
1,16,1110,100,62,61,19:14:44.934978
1,16,1110,100,62,61,19:14:44.944609
1,16,1110,100,62,61,19:14:44.955346
1,16,1110,100,62,61,19:14:44.975463
1,16,1110,100,62,61,19:14:45.025448
1,16,1110,100,62,61,19:14:45.045329
1,16,1110,100,62,61,19:14:45.055495
1,16,1110,100,62,61,19:14:45.085143
1,16,1110,100,62,61,19:14:45.124732
1,16,1110,100,62,61,19:14:45.135114
1,16,1110,100,62,61,19:14:45.145369
1,16,1110,100,62,61,19:14:45.155415
1,16,1120,100,62,61,19:14:45.175461
1,16,1120,100,62,61,19:14:45.224986
1,16,1120,100,62,61,19:14:45.235053
1,16,1120,100,62,61,19:14:45.244655
1,16,1120,100,62,61,19:14:45.255291
1,16,1120,100,62,61,19:14:45.275304
1,16,1120,110,62,61,19:14:45.345458
1,16,1120,110,62,61,19:14:45.355129
1,16,1120,110,62,61,19:14:45.375365
1,16,1120,110,62,61,19:14:45.425422
1,16,1120,110,62,61,19:14:45.435017
1,16,1120,110,62,61,19:14:45.445266
1,16,1120,110,62,61,19:14:45.455130
1,16,1120,110,62,61,19:14:45.475514
1,16,1120,110,62,61,19:14:45.525250
1,16,1120,110,62,61,19:14:45.535123
1,16,1120,110,62,61,19:14:45.555255
1,16,1120,110,62,61,19:14:45.574654
1,16,1120,110,62,61,19:14:45.624929
1,16,1120,110,62,61,19:14:45.635291
1,16,1120,110,62,61,19:14:45.645535
1,16,1120,110,62,61,19:14:45.655075
1,16,1120,110,62,61,19:14:45.665223
1,16,1120,110,62,61,19:14:45.695296
1,16,1120,110,62,61,19:14:45.734322
1,16,1120,110,62,61,19:14:45.745530
1,16,1120,110,62,61,19:14:45.755198
1,16,1120,110,62,61,19:14:45.775232
1,16,1120,110,62,61,19:14:45.824377
1,16,1120,110,62,61,19:14:45.835284
1,16,1120,80,62,61,19:14:45.845459
1,16,1120,80,62,61,19:14:45.854901
1,16,1120,80,62,61,19:14:45.865178
1,16,1120,80,62,61,19:14:45.894149
1,16,1120,80,62,61,19:14:45.935080
1,16,1120,80,62,61,19:14:45.945096
1,16,1120,90,62,61,19:14:45.955534
1,16,1120,90,62,61,19:14:45.975527
1,16,1120,90,62,61,19:14:46.025371
1,16,1120,90,62,61,19:14:46.035341
1,16,1120,90,62,61,19:14:46.044365
1,16,1120,90,62,61,19:14:46.065210
1,16,1120,90,62,61,19:14:46.095617
1,16,1120,90,62,61,19:14:46.135217
1,16,1120,90,62,61,19:14:46.144854
1,16,1120,90,62,61,19:14:46.155081
1,16,1120,90,62,61,19:14:46.175413
1,16,1120,90,62,61,19:14:46.224719
1,16,1120,90,62,61,19:14:46.235283
1,16,1120,90,62,61,19:14:46.245586
1,16,1120,90,62,61,19:14:46.255171
1,16,1120,90,62,61,19:14:46.274566
1,16,1120,90,62,61,19:14:46.345420
1,16,1120,90,62,61,19:14:46.355101
1,16,1120,90,62,61,19:14:46.374384
1,16,1120,90,62,61,19:14:46.425208
1,16,1120,90,62,61,19:14:46.434303
1,16,1120,90,62,61,19:14:46.444354
1,16,1120,90,62,61,19:14:46.455611
1,16,1120,90,62,61,19:14:46.464785
1,16,1120,100,62,61,19:14:46.495357
1,16,1120,100,62,61,19:14:46.535287
1,16,1120,100,62,61,19:14:46.545455
1,16,1120,100,62,61,19:14:46.564756
1,16,1120,100,62,61,19:14:46.594995
1,16,1120,100,62,61,19:14:46.634925
1,16,1120,110,62,61,19:14:46.644924
1,16,1120,110,62,61,19:14:46.654650
1,16,1120,110,62,61,19:14:46.664651
1,16,1120,110,62,61,19:14:46.695028
1,16,1120,110,62,61,19:14:46.735130
1,16,1120,110,62,61,19:14:46.745130
1,16,1120,120,62,61,19:14:46.754627
1,16,1120,120,62,61,19:14:46.764664
1,16,1120,120,62,61,19:14:46.795115
1,16,1120,120,62,61,19:14:46.835013
1,16,1120,120,62,61,19:14:46.844991
1,16,1120,120,62,61,19:14:46.854670
1,16,1110,110,62,61,19:14:46.864668
1,16,1110,110,62,61,19:14:46.895004
1,16,1110,110,62,61,19:14:46.935284
1,16,1110,110,62,61,19:14:46.945425
1,16,1110,110,62,61,19:14:46.955000
1,16,1110,110,62,61,19:14:46.965538
1,16,1120,110,62,60,19:14:46.995197
1,16,1120,110,62,60,19:14:47.035287
1,16,1120,110,62,60,19:14:47.045296
1,16,1120,110,62,60,19:14:47.055004
1,16,1120,110,62,60,19:14:47.095304
1,16,1120,110,62,60,19:14:47.135049
1,16,1120,80,62,61,19:14:47.145155
1,16,1120,80,62,61,19:14:47.155514
1,16,1120,80,62,61,19:14:47.165525
1,16,1120,80,62,61,19:14:47.195383
1,16,1120,80,62,61,19:14:47.235321
1,16,1120,80,62,61,19:14:47.245322
1,16,1120,100,62,61,19:14:47.254986
1,16,1120,100,62,61,19:14:47.265506
1,16,1120,100,62,61,19:14:47.295340
1,16,1120,100,62,61,19:14:47.355113
1,16,1120,100,62,61,19:14:47.365172
1,16,1120,100,62,61,19:14:47.394983
1,16,1120,110,62,61,19:14:47.435270
1,16,1120,110,62,61,19:14:47.445312
1,16,1120,110,62,61,19:14:47.455352
1,16,1120,110,62,61,19:14:47.465353
1,16,1120,110,62,61,19:14:47.495104
1,16,1120,110,62,61,19:14:47.535342
1,16,1120,120,62,61,19:14:47.545285
1,16,1120,120,62,61,19:14:47.555215
1,16,1120,120,62,61,19:14:47.565226
1,16,1120,120,62,61,19:14:47.635321
1,16,1120,120,62,61,19:14:47.645333
1,16,1120,120,62,61,19:14:47.655281
1,16,1120,120,62,61,19:14:47.665315
1,16,1120,120,62,61,19:14:47.695256
1,16,1120,120,62,61,19:14:47.735288
1,16,1120,120,62,61,19:14:47.744952
1,16,1120,120,62,61,19:14:47.755064
1,16,1120,120,62,61,19:14:47.765082
1,16,1120,110,62,61,19:14:47.795277
1,16,1120,110,62,61,19:14:47.835359
1,16,1120,110,62,61,19:14:47.844953
1,16,1120,110,62,61,19:14:47.855201
1,16,1120,110,62,61,19:14:47.865260
1,16,1120,110,62,61,19:14:47.895077
1,16,1120,130,62,61,19:14:47.935127
1,16,1120,130,62,61,19:14:47.945269
1,16,1120,130,62,61,19:14:47.955141
1,16,1120,130,62,61,19:14:47.965289
1,16,1120,130,62,61,19:14:47.995499
1,16,1120,130,62,61,19:14:48.035241
1,16,1120,130,62,61,19:14:48.044978
1,16,1120,130,62,61,19:14:48.054937
1,16,1120,130,62,61,19:14:48.074782
1,16,1120,130,62,61,19:14:48.135201
1,16,1120,130,62,61,19:14:48.145291
1,16,1120,130,62,61,19:14:48.155199
1,16,1120,140,62,61,19:14:48.165110
1,16,1120,140,62,61,19:14:48.195123
1,16,1120,140,62,61,19:14:48.235125
1,16,1120,140,62,61,19:14:48.244743
1,16,1120,140,62,61,19:14:48.255248
1,16,1120,140,62,61,19:14:48.264603
1,16,1120,110,62,61,19:14:48.295263
1,16,1120,110,62,61,19:14:48.354955
1,16,1120,110,62,61,19:14:48.364912
1,16,1120,110,62,61,19:14:48.395002
1,16,1120,110,62,61,19:14:48.435177
1,16,1120,110,62,61,19:14:48.445209
1,16,1120,80,62,61,19:14:48.455367
1,16,1120,80,62,61,19:14:48.464606
1,16,1120,80,62,61,19:14:48.494581
1,16,1120,80,62,61,19:14:48.535535
1,16,1120,80,62,61,19:14:48.555066
1,16,1120,80,62,61,19:14:48.584811
1,16,1130,120,62,61,19:14:48.635098
1,16,1130,120,62,61,19:14:48.645033
1,16,1130,120,62,61,19:14:48.655230
1,16,1130,120,62,61,19:14:48.665332
1,16,1130,120,62,61,19:14:48.695221
1,16,1130,120,62,61,19:14:48.734614
1,16,1130,120,62,61,19:14:48.745623
1,16,1130,120,62,61,19:14:48.755278
1,16,1130,120,62,61,19:14:48.765275
1,16,1130,120,62,61,19:14:48.794514
1,16,1130,120,62,61,19:14:48.835301
1,16,1130,120,62,61,19:14:48.845301
1,16,1130,110,62,61,19:14:48.854508
1,16,1130,110,62,61,19:14:48.865715
1,16,1130,110,62,61,19:14:48.894497
1,16,1130,110,62,61,19:14:48.935108
1,16,1130,110,62,61,19:14:48.945425
1,16,1130,110,62,61,19:14:48.955271
1,16,1120,100,62,61,19:14:48.966427
1,16,1120,100,62,61,19:14:48.995240
1,16,1120,100,62,61,19:14:49.035268
1,16,1120,100,62,61,19:14:49.045277
1,16,1120,100,62,61,19:14:49.054848
1,16,1120,100,62,61,19:14:49.066893
1,16,1130,140,62,61,19:14:49.095263
1,16,1130,140,62,61,19:14:49.145449
