Напряжение ЗПТ,Потребляемый ток,Ток обмотки возбуждения,Ток статора,Ток фазы А,Ток фазы В,Ток фазы С,Ток Id,Ток Iq,Температура фазы А,Температура фазы В,Температура фазы С,Температура воздуха,Температура статора,Температура ОВ,Gamma,Скорость мотора,Момент,Мощность механическая,Мощность электрическая,time
,,,,,,,,,,,,,,,,,,,,18:38:10.396837
,,,,,,,,,,,,,,,,,,,,18:38:10.406832
,,,,,,,,,,,,,,,,,,,,18:38:10.819790
,,,,,,,,,,,,,,,,,,,,18:38:11.156918
,,,,,,,,,,,,,,,,,,,,18:38:11.372317
,,,,,,,,,,,,,,,,,,,,18:38:11.591064
,,,,,,,,,,,,,,,,,,,,18:38:11.810378
,,,,,,,,,,,,,,,,,,,,18:38:12.026758
,,,,,,,,,,,,,,,,,,,,18:38:12.245738
,,,,,,,,,,,,,,,,,,,,18:38:12.464862
,,,,,,,,,,,,,,,,,,,,18:38:12.677870
,,,,,,,,,,,,,,,,,,,,18:38:12.891354
,,,,,,,,,,,,,,,,,,,,18:38:13.111058
,,,,,,,,,,,,,,,,,,,,18:38:13.435705
,,,,,,,,,,,,,,,,,,,,18:38:13.767266
,,,,,,,,,,,,,,,,,,,,18:38:13.988989
,,,,,,,,,,,,,,,,,,,,18:38:14.208830
,,,,,,,,,,,,,,,,,,,,18:38:14.428767
,,,,,,,,,,,,,,,,,,,,18:38:14.646455
,,,,,,,,,,,,,,,,,,,,18:38:14.865800
,,,,,,,,,,,,,,,,,,,,18:38:15.068998
,,,,,,,,,,,,,,,,,,,,18:38:15.286964
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:38:15.505721
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:38:15.722232
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:38:16.042814
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:38:16.378114
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18:38:16.595264
