PSTED_MOTOR_SPEED,PSTED_CURRENT,PSTED_VOLTAGE,STEERING_SERVO_CUR_POS_FRONT,STEERING_SERVO_CUR_POS_REAR,STEERING_SERVO_CURRENT_FRONT,STEERING_SERVO_CURRENT_REAR,SUSPENSION_HEIGHT_CUR_1,SUSPENSION_HEIGHT_CUR_2,SUSPENSION_HEIGHT_CUR_3,SUSPENSION_HEIGHT_CUR_4,time
0.00,0.00,6.35,-2.00,33.00,1160.00,270.00,-62.00,-56.00,-26.00,-10.00,18:05:55.579979
0.00,0.00,6.35,-2.00,33.00,1160.00,270.00,-62.00,-56.00,-26.00,-10.00,18:05:55.716311
0.00,0.00,6.35,-2.00,33.00,1160.00,270.00,-62.00,-56.00,-26.00,-10.00,18:05:56.153587
0.00,0.00,6.35,-2.00,33.00,1160.00,270.00,-62.00,-56.00,-26.00,-10.00,18:05:56.366327
0.00,0.00,6.35,-2.00,33.00,1160.00,270.00,-62.00,-56.00,-26.00,-10.00,18:05:56.586020
0.00,0.00,6.35,-2.00,33.00,1160.00,270.00,-62.00,-56.00,-26.00,-10.00,18:05:56.816426
0.00,0.00,6.35,-2.00,33.00,1160.00,270.00,-62.00,-56.00,-26.00,-10.00,18:05:57.045841
0.00,0.00,6.35,-2.00,33.00,1160.00,270.00,-62.00,-56.00,-26.00,-10.00,18:05:57.276340
0.00,0.00,6.35,-2.00,33.00,1160.00,270.00,-62.00,-56.00,-26.00,-10.00,18:05:57.496625
0.00,0.00,6.35,-2.00,33.00,1160.00,270.00,-62.00,-56.00,-26.00,-10.00,18:05:57.716036
0.00,0.00,6.35,-2.00,33.00,1160.00,270.00,-62.00,-56.00,-26.00,-10.00,18:05:57.955925
0.00,0.00,6.35,-2.00,33.00,1160.00,270.00,-62.00,-56.00,-26.00,-10.00,18:05:58.176695
0.00,0.00,6.35,-2.00,33.00,1160.00,240.00,-61.00,-56.00,-26.00,-10.00,18:05:58.396348
0.00,0.00,6.35,-2.00,33.00,1160.00,240.00,-61.00,-56.00,-26.00,-10.00,18:05:58.851149
0.00,0.00,6.35,-2.00,33.00,1160.00,240.00,-61.00,-56.00,-26.00,-10.00,18:05:59.067942
0.00,0.00,6.35,-2.00,33.00,1160.00,240.00,-61.00,-56.00,-26.00,-10.00,18:05:59.286950
0.00,0.00,6.35,-2.00,33.00,1160.00,240.00,-61.00,-56.00,-26.00,-10.00,18:05:59.516333
0.00,0.00,6.35,-2.00,33.00,1160.00,240.00,-61.00,-56.00,-26.00,-10.00,18:05:59.766746
0.00,0.00,6.35,-2.00,33.00,1160.00,240.00,-61.00,-56.00,-26.00,-10.00,18:05:59.986371
0.00,0.00,6.35,-2.00,33.00,1160.00,240.00,-61.00,-56.00,-26.00,-10.00,18:06:00.216347
0.00,0.00,6.35,-2.00,33.00,1160.00,240.00,-61.00,-56.00,-26.00,-10.00,18:06:00.448475
0.00,0.00,6.35,-2.00,33.00,1160.00,240.00,-61.00,-56.00,-26.00,-10.00,18:06:00.656586
0.00,0.00,6.35,-2.00,33.00,1160.00,240.00,-61.00,-56.00,-26.00,-10.00,18:06:00.887368
0.00,0.00,19.06,-2.00,33.00,1170.00,130.00,-61.00,-54.00,-28.00,-10.00,18:06:01.096811
0.00,0.00,19.06,-2.00,33.00,1170.00,130.00,-61.00,-54.00,-28.00,-10.00,18:06:01.553940
0.00,0.00,19.06,-2.00,33.00,1170.00,130.00,-61.00,-54.00,-28.00,-10.00,18:06:01.786448
0.00,0.00,19.06,-2.00,33.00,1170.00,130.00,-61.00,-54.00,-28.00,-10.00,18:06:02.016620
0.00,0.00,19.06,-2.00,33.00,1170.00,130.00,-61.00,-54.00,-28.00,-10.00,18:06:02.246142
0.00,0.00,19.06,-2.00,33.00,1170.00,130.00,-61.00,-54.00,-28.00,-10.00,18:06:02.456165
0.00,0.00,19.06,-2.00,33.00,1170.00,130.00,-61.00,-54.00,-28.00,-10.00,18:06:02.676713
0.00,0.00,19.06,-2.00,33.00,1170.00,130.00,-61.00,-54.00,-28.00,-10.00,18:06:02.886595
0.00,0.00,19.06,-2.00,33.00,1170.00,130.00,-61.00,-54.00,-28.00,-10.00,18:06:03.116759
0.00,0.00,19.06,-2.00,33.00,1170.00,130.00,-61.00,-54.00,-28.00,-10.00,18:06:03.346589
0.00,0.00,19.06,-2.00,33.00,1170.00,130.00,-61.00,-54.00,-28.00,-10.00,18:06:03.556730
0.00,0.00,6.35,-2.00,33.00,1170.00,230.00,-62.00,-56.00,-26.00,-10.00,18:06:03.776331
