PSTED_TORQUE,PSTED_MOTOR_SPEED,PSTED_CURRENT,PSTED_VOLTAGE,PSTED_MOTOR_TEMP,PSTED_INV_RADIATOR_TEMP,PSTED_OUT_BMS_VOLTAGE,SYSTEM_24V_VOLTAGE,STEERING_SERVO_CUR_POS_FRONT,STEERING_SERVO_CUR_POS_REAR,time
-3.00,-315.20,5.12,343.06,68.00,17.00,284.44,24.46,1.00,-35.00,17:33:49.751085
-3.00,-315.20,5.12,343.06,68.00,17.00,284.44,24.46,1.00,-35.00,17:33:49.754086
0.00,0.00,5.12,343.06,67.00,17.00,312.36,24.47,1.00,-35.00,17:33:50.773002
0.00,0.00,5.12,343.06,67.00,17.00,312.36,24.47,1.00,-35.00,17:33:51.588058
0.00,0.00,5.12,343.06,68.00,17.00,312.36,24.48,1.00,-35.00,17:33:52.487999
0.00,0.00,5.12,343.06,68.00,17.00,312.36,24.46,1.00,-35.00,17:33:53.536909
0.00,0.00,5.12,343.06,68.00,17.00,312.36,24.46,1.00,-35.00,17:33:54.228499
0.00,0.00,5.12,343.06,68.00,17.00,312.36,24.46,1.00,-35.00,17:33:55.112366
0.00,0.00,5.12,349.41,68.00,17.00,312.36,24.46,1.00,-35.00,17:33:56.147289
0.00,0.00,5.12,349.41,68.00,17.00,312.36,24.46,1.00,-35.00,17:33:56.929197
0.00,0.00,5.12,343.06,68.00,17.00,312.36,24.47,1.00,-35.00,17:33:57.755278
0.00,0.00,5.12,343.06,68.00,17.00,312.36,24.47,1.00,-35.00,17:33:58.807618
0.00,0.00,5.12,343.06,68.00,17.00,312.36,24.47,1.00,-35.00,17:33:59.574695
0.00,0.00,0.00,349.41,68.00,17.00,312.36,24.46,1.00,-35.00,17:34:00.512444
0.00,0.00,0.00,343.06,68.00,17.00,312.36,24.47,1.00,-35.00,17:34:01.518692
0.00,0.00,0.00,343.06,68.00,17.00,312.36,24.47,1.00,-35.00,17:34:02.283755
0.00,0.00,0.00,343.06,67.00,17.00,312.36,24.46,1.00,-34.00,17:34:03.214929
0.00,0.00,0.00,343.06,67.00,17.00,312.36,24.46,1.00,-35.00,17:34:04.247490
0.00,0.00,0.00,343.06,67.00,17.00,312.36,24.46,1.00,-35.00,17:34:05.028390
0.00,0.00,0.00,343.06,67.00,17.00,312.36,24.47,1.00,-34.00,17:34:05.913691
0.00,0.00,0.00,343.06,67.00,17.00,312.36,24.46,1.00,-35.00,17:34:06.907419
0.00,0.00,0.00,343.06,67.00,17.00,312.36,24.46,1.00,-35.00,17:34:07.581061
0.00,0.00,0.00,343.06,67.00,17.00,312.36,24.48,1.00,-35.00,17:34:08.432752
0.00,0.00,0.00,343.06,67.00,17.00,315.85,24.47,1.00,-18.00,17:34:09.427285
0.00,0.00,0.00,343.06,67.00,17.00,315.85,24.47,1.00,-18.00,17:34:10.109649
0.00,0.00,0.00,343.06,67.00,17.00,315.85,24.46,1.00,-18.00,17:34:11.040354
0.00,0.00,0.00,343.06,67.00,17.00,315.85,24.47,1.00,-18.00,17:34:12.087840
0.00,0.00,0.00,343.06,67.00,17.00,315.85,24.47,1.00,-18.00,17:34:12.873622
0.00,0.00,0.00,343.06,67.00,17.00,315.85,24.46,1.00,-18.00,17:34:13.830808
