SUSPENSION_HEIGHT_CUR_1,SUSPENSION_HEIGHT_CUR_2,SUSPENSION_HEIGHT_CUR_3,SUSPENSION_HEIGHT_CUR_4,SUSPENSION_PRESSURE_CUR_1,SUSPENSION_PRESSURE_CUR_2,SUSPENSION_PRESSURE_CUR_3,SUSPENSION_PRESSURE_CUR_4,time
-39.00,-40.00,-73.00,-68.00,1.20,1.32,0.69,0.75,18:08:46.916180
-39.00,-40.00,-73.00,-68.00,1.20,1.32,0.69,0.75,18:08:46.918177
-39.00,-40.00,-73.00,-68.00,1.20,1.32,0.69,0.75,18:08:47.241152
-39.00,-40.00,-73.00,-68.00,1.20,1.32,0.69,0.75,18:08:47.439011
-39.00,-40.00,-73.00,-68.00,1.20,1.32,0.69,0.75,18:08:47.636278
-39.00,-40.00,-73.00,-68.00,1.20,1.32,0.69,0.75,18:08:47.840750
-39.00,-40.00,-73.00,-68.00,1.20,1.32,0.69,0.75,18:08:48.050702
-39.00,-40.00,-73.00,-68.00,1.20,1.32,0.69,0.75,18:08:48.252958
-39.00,-40.00,-73.00,-68.00,1.20,1.32,0.69,0.75,18:08:48.449984
-39.00,-40.00,-73.00,-68.00,1.20,1.32,0.69,0.75,18:08:48.650730
-6144.00,0.00,0.00,-20508.00,65.47,46.82,61.51,52.86,18:08:48.851782
-6144.00,0.00,0.00,-20508.00,65.47,46.82,61.51,52.86,18:08:49.042294
-6144.00,0.00,0.00,-20508.00,65.47,46.82,61.51,52.86,18:08:49.239850
-6144.00,0.00,0.00,-20508.00,65.47,46.82,61.51,52.86,18:08:49.449992
-6144.00,0.00,0.00,-20508.00,65.47,46.82,61.51,52.86,18:08:49.650652
-6144.00,0.00,0.00,-20508.00,65.47,46.82,61.51,52.86,18:08:49.850621
-6144.00,0.00,0.00,-20508.00,65.47,46.82,61.51,52.86,18:08:50.051324
-6144.00,0.00,0.00,-20508.00,65.47,46.82,61.51,52.86,18:08:50.256434
26955.00,18154.00,0.00,23448.00,0.00,0.00,9.43,0.00,18:08:50.449022
26955.00,18154.00,0.00,23448.00,0.00,0.00,9.43,0.00,18:08:50.651661
26955.00,18154.00,0.00,23448.00,0.00,0.00,9.43,0.00,18:08:50.850463
26955.00,18154.00,0.00,23448.00,0.00,0.00,9.43,0.00,18:08:51.042014
26955.00,18154.00,0.00,23448.00,0.00,0.00,9.43,0.00,18:08:51.240347
26955.00,18154.00,0.00,23448.00,0.00,0.00,9.43,0.00,18:08:51.430211
26955.00,18154.00,0.00,23448.00,0.00,0.00,9.43,0.00,18:08:51.630981
26955.00,18154.00,0.00,23448.00,0.00,0.00,9.43,0.00,18:08:51.832999
0.00,23448.00,-26845.00,-5995.00,0.00,0.00,50.37,0.00,18:08:52.030013
0.00,23448.00,-26845.00,-5995.00,0.00,0.00,50.37,0.00,18:08:52.216137
0.00,23448.00,-26845.00,-5995.00,0.00,0.00,50.37,0.00,18:08:52.419891
0.00,23448.00,-26845.00,-5995.00,0.00,0.00,50.37,0.00,18:08:52.601205
0.00,23448.00,-26845.00,-5995.00,0.00,0.00,50.37,0.00,18:08:52.790429
0.00,23448.00,-26845.00,-5995.00,0.00,0.00,50.37,0.00,18:08:52.976687
0.00,23448.00,-26845.00,-5995.00,0.00,0.00,50.37,0.00,18:08:53.160958
0.00,23448.00,-26845.00,-5995.00,0.00,0.00,50.37,0.00,18:08:53.349363
