SUSPENSION_HEIGHT_CUR_1,SUSPENSION_HEIGHT_CUR_2,SUSPENSION_HEIGHT_CUR_3,SUSPENSION_HEIGHT_CUR_4,SUSPENSION_PRESSURE_CUR_1,SUSPENSION_PRESSURE_CUR_2,SUSPENSION_PRESSURE_CUR_3,SUSPENSION_PRESSURE_CUR_4,STEERING_SERVO_CUR_POS_FRONT,STEERING_SERVO_CUR_POS_REAR,STEERING_SERVO_CURRENT_FRONT,STEERING_SERVO_CURRENT_REAR,time
-73.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.84,-2.00,-11.00,4590.00,3550.00,14:57:24.395745
-73.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.84,-2.00,-11.00,4590.00,3550.00,14:57:24.400740
-73.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.84,-2.00,-11.00,4590.00,3550.00,14:57:24.716740
-73.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.84,-2.00,-11.00,4590.00,3550.00,14:57:24.924740
-73.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.84,-2.00,-11.00,4590.00,3550.00,14:57:25.144741
-73.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.84,-2.00,-11.00,4590.00,3550.00,14:57:25.374744
-73.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.84,-2.00,-11.00,4590.00,3550.00,14:57:25.602741
-73.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.84,-2.00,-11.00,4590.00,3550.00,14:57:25.807742
-73.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.84,-2.00,-11.00,4590.00,3550.00,14:57:26.026742
-73.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.84,-2.00,-11.00,4590.00,3550.00,14:57:26.247741
-73.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.84,-2.00,-11.00,4590.00,3550.00,14:57:26.464742
-73.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.84,-2.00,-11.00,4590.00,3550.00,14:57:26.686742
-73.00,-73.00,-48.00,-8.00,4.03,1.37,0.35,3.84,-2.00,-11.00,4590.00,3550.00,14:57:26.914741
-73.00,-73.00,-51.00,-10.00,4.03,1.38,0.36,3.85,-2.00,-7.00,4430.00,3390.00,14:57:27.133741
-73.00,-73.00,-51.00,-10.00,4.03,1.38,0.36,3.85,-2.00,-7.00,4430.00,3390.00,14:57:27.344747
-73.00,-73.00,-51.00,-10.00,4.03,1.38,0.36,3.85,-2.00,-7.00,4430.00,3390.00,14:57:27.534746
-73.00,-73.00,-51.00,-10.00,4.03,1.38,0.36,3.85,-2.00,-7.00,4430.00,3390.00,14:57:27.724742
-73.00,-73.00,-51.00,-10.00,4.03,1.38,0.36,3.85,-2.00,-7.00,4430.00,3390.00,14:57:27.924744
-73.00,-73.00,-51.00,-10.00,4.03,1.38,0.36,3.85,-2.00,-7.00,4430.00,3390.00,14:57:28.134743
-73.00,-73.00,-51.00,-10.00,4.03,1.38,0.36,3.85,-2.00,-7.00,4430.00,3390.00,14:57:28.374746
