PSTED_TORQUE,PSTED_MOTOR_SPEED,PSTED_CURRENT,PSTED_VOLTAGE,PSTED_MOTOR_TEMP,PSTED_INV_RADIATOR_TEMP,PSTED_OUT_BMS_VOLTAGE,SYSTEM_24V_VOLTAGE,STEERING_SERVO_CUR_POS_FRONT,STEERING_SERVO_CUR_POS_REAR,time
,,,,,,,,,,13:13:18.328757
,,,,,,,,,,13:13:18.330743
,,,,,,,,,,13:13:18.665496
,,,,,,,,,,13:13:18.875771
,,,,,,,,,,13:13:19.075125
,,,,,,,,,,13:13:19.285469
,,,,,,,,,,13:13:19.485370
,,,,,,,,,,13:13:19.735707
,,,,,,,,,,13:13:19.965630
,,,,,,,,,,13:13:20.175154
,,,,,,,,,,13:13:20.385398
,,,,,,,,,,13:13:20.585076
0.00,0.00,0.00,355.76,39.00,17.00,3601.00,24.50,1.00,0.00,13:13:20.785491
0.00,0.00,0.00,355.76,39.00,17.00,3601.00,24.50,1.00,0.00,13:13:20.985351
0.00,0.00,0.00,355.76,39.00,17.00,3601.00,24.50,1.00,0.00,13:13:21.244955
0.00,0.00,0.00,355.76,39.00,17.00,3601.00,24.50,1.00,0.00,13:13:21.444737
0.00,0.00,0.00,355.76,39.00,17.00,3601.00,24.50,1.00,0.00,13:13:21.634668
0.00,0.00,0.00,355.76,39.00,17.00,3601.00,24.50,1.00,0.00,13:13:21.846283
0.00,0.00,0.00,355.76,39.00,17.00,3601.00,24.50,1.00,0.00,13:13:22.054682
0.00,0.00,0.00,355.76,39.00,17.00,3601.00,24.50,1.00,0.00,13:13:22.265306
0.00,0.00,0.00,355.76,39.00,17.00,3601.00,24.50,1.00,0.00,13:13:22.477709
0.00,0.00,0.00,355.76,39.00,17.00,3601.00,24.50,1.00,0.00,13:13:22.677682
0.00,0.00,0.00,355.76,39.00,17.00,3601.00,24.48,1.00,0.00,13:13:22.874873
0.00,0.00,0.00,355.76,39.00,17.00,3601.00,24.48,1.00,0.00,13:13:23.085491
0.00,0.00,0.00,355.76,39.00,17.00,3601.00,24.48,1.00,0.00,13:13:23.285834
0.00,0.00,0.00,355.76,39.00,17.00,3601.00,24.48,1.00,0.00,13:13:23.485265
0.00,0.00,0.00,355.76,39.00,17.00,3601.00,24.48,1.00,0.00,13:13:23.697087
0.00,0.00,0.00,355.76,39.00,17.00,3601.00,24.48,1.00,0.00,13:13:23.945915
0.00,0.00,0.00,355.76,39.00,17.00,3601.00,24.48,1.00,0.00,13:13:24.145711
0.00,0.00,0.00,355.76,39.00,17.00,3601.00,24.48,1.00,0.00,13:13:24.355386
0.00,0.00,0.00,355.76,39.00,17.00,3601.00,24.48,1.00,0.00,13:13:24.565208
0.00,0.00,0.00,355.76,39.00,17.00,3601.00,24.48,1.00,0.00,13:13:24.766595
0.00,0.00,0.00,355.76,40.00,17.00,3601.00,24.49,1.00,0.00,13:13:24.974904
0.00,0.00,0.00,355.76,40.00,17.00,3601.00,24.49,1.00,0.00,13:13:25.175084
0.00,0.00,0.00,355.76,40.00,17.00,3601.00,24.49,1.00,0.00,13:13:25.375802
0.00,0.00,0.00,355.76,40.00,17.00,3601.00,24.49,1.00,0.00,13:13:25.575797
0.00,0.00,0.00,355.76,40.00,17.00,3601.00,24.49,1.00,0.00,13:13:25.785603
0.00,0.00,0.00,355.76,40.00,17.00,3601.00,24.49,1.00,0.00,13:13:25.987351
0.00,0.00,0.00,355.76,40.00,17.00,3601.00,24.49,1.00,0.00,13:13:26.188295
0.00,0.00,0.00,355.76,40.00,17.00,3601.00,24.49,1.00,0.00,13:13:26.385643
0.00,0.00,0.00,355.76,40.00,17.00,3601.00,24.49,1.00,0.00,13:13:26.645941
0.00,0.00,0.00,355.76,40.00,17.00,3601.00,24.49,1.00,0.00,13:13:26.865890
0.00,0.00,0.00,355.76,40.00,17.00,3600.00,24.49,1.00,0.00,13:13:27.075054
0.00,0.00,0.00,355.76,40.00,17.00,3600.00,24.49,1.00,0.00,13:13:27.275591
0.00,0.00,0.00,355.76,40.00,17.00,3600.00,24.49,1.00,0.00,13:13:27.475472
0.00,0.00,0.00,355.76,40.00,17.00,3600.00,24.49,1.00,0.00,13:13:27.690598
0.00,0.00,0.00,355.76,40.00,17.00,3600.00,24.49,1.00,0.00,13:13:27.885922
0.00,0.00,0.00,355.76,40.00,17.00,3600.00,24.49,1.00,0.00,13:13:28.096741
0.00,0.00,0.00,355.76,40.00,17.00,3600.00,24.49,1.00,0.00,13:13:28.337698
0.00,0.00,0.00,355.76,40.00,17.00,3600.00,24.49,1.00,0.00,13:13:28.535908
0.00,0.00,0.00,355.76,40.00,17.00,3600.00,24.49,1.00,0.00,13:13:28.745892
0.00,0.00,0.00,355.76,40.00,17.00,3600.00,24.49,1.00,0.00,13:13:28.959710
0.00,0.00,0.00,355.76,39.00,17.00,3600.00,24.48,1.00,0.00,13:13:29.193801
0.00,0.00,0.00,355.76,39.00,17.00,3600.00,24.48,1.00,0.00,13:13:29.435122
0.00,0.00,0.00,355.76,39.00,17.00,3600.00,24.48,1.00,0.00,13:13:29.635858
0.00,0.00,0.00,355.76,39.00,17.00,3600.00,24.48,1.00,0.00,13:13:29.850094
0.00,0.00,0.00,355.76,39.00,17.00,3600.00,24.48,1.00,0.00,13:13:30.055800
0.00,0.00,0.00,355.76,39.00,17.00,3600.00,24.48,1.00,0.00,13:13:30.258728
0.00,0.00,0.00,355.76,39.00,17.00,3600.00,24.48,1.00,0.00,13:13:30.465947
0.00,0.00,0.00,355.76,39.00,17.00,3600.00,24.48,1.00,0.00,13:13:30.675920
0.00,0.00,0.00,355.76,39.00,17.00,3600.00,24.48,1.00,0.00,13:13:30.875434
0.00,0.00,0.00,355.76,39.00,17.00,3600.00,24.48,1.00,0.00,13:13:31.085794
0.00,0.00,0.00,355.76,40.00,17.00,3600.00,24.48,1.00,0.00,13:13:31.285669
0.00,0.00,0.00,355.76,40.00,17.00,3600.00,24.48,1.00,0.00,13:13:31.485997
0.00,0.00,0.00,355.76,40.00,17.00,3600.00,24.48,1.00,0.00,13:13:31.706045
0.00,0.00,0.00,355.76,40.00,17.00,3600.00,24.48,1.00,0.00,13:13:31.936194
0.00,0.00,0.00,355.76,40.00,17.00,3600.00,24.48,1.00,0.00,13:13:32.135809
0.00,0.00,0.00,355.76,40.00,17.00,3600.00,24.48,1.00,0.00,13:13:32.359437
0.00,0.00,0.00,355.76,40.00,17.00,3600.00,24.48,1.00,0.00,13:13:32.567239
0.00,0.00,0.00,355.76,40.00,17.00,3600.00,24.48,1.00,0.00,13:13:32.766054
0.00,0.00,0.00,355.76,40.00,17.00,3600.00,24.48,1.00,0.00,13:13:32.967428
0.00,0.00,0.00,355.76,40.00,17.00,3600.00,24.48,1.00,0.00,13:13:33.177410
0.00,0.00,0.00,355.76,40.00,17.00,3600.00,24.48,1.00,0.00,13:13:33.385251
0.00,0.00,0.00,355.76,40.00,17.00,3600.00,24.48,1.00,0.00,13:13:33.626389
0.00,0.00,0.00,355.76,40.00,17.00,3600.00,24.48,1.00,0.00,13:13:33.846164
0.00,0.00,0.00,355.76,40.00,17.00,3600.00,24.48,1.00,0.00,13:13:34.056059
0.00,0.00,0.00,355.76,40.00,17.00,3600.00,24.48,1.00,0.00,13:13:34.276062
0.00,0.00,0.00,355.76,40.00,17.00,3600.00,24.48,1.00,0.00,13:13:34.486484
0.00,0.00,0.00,355.76,40.00,17.00,3600.00,24.48,1.00,0.00,13:13:34.690061
0.00,0.00,0.00,355.76,40.00,17.00,3600.00,24.48,1.00,0.00,13:13:34.886089
0.00,0.00,0.00,355.76,40.00,17.00,3600.00,24.48,1.00,0.00,13:13:35.086079
0.00,0.00,0.00,355.76,40.00,17.00,3600.00,24.48,1.00,0.00,13:13:35.296145
