PSTED_TORQUE,PSTED_MOTOR_SPEED,PSTED_CURRENT,PSTED_VOLTAGE,PSTED_MOTOR_TEMP,PSTED_INV_RADIATOR_TEMP,PSTED_OUT_BMS_VOLTAGE,SYSTEM_24V_VOLTAGE,STEERING_SERVO_CUR_POS_FRONT,STEERING_SERVO_CUR_POS_REAR,STEERING_SERVO_CURRENT_FRONT,STEERING_SERVO_CURRENT_REAR,SUSPENSION_PRESSURE_CUR_1,SUSPENSION_PRESSURE_CUR_2,SUSPENSION_PRESSURE_CUR_3,SUSPENSION_PRESSURE_CUR_4,time
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,80.00,248.00,2797.00,3217.00,0.00,12:41:53.878348
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,80.00,248.00,2797.00,3217.00,0.00,12:41:54.115890
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,80.00,248.00,2797.00,3217.00,0.00,12:41:54.326417
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,80.00,248.00,2797.00,3217.00,0.00,12:41:54.516849
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,80.00,248.00,2797.00,3217.00,0.00,12:41:54.717394
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,80.00,248.00,2797.00,3217.00,0.00,12:41:54.928810
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,80.00,248.00,2797.00,3217.00,0.00,12:41:55.131396
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,80.00,248.00,2797.00,3217.00,0.00,12:41:55.329699
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,80.00,248.00,2797.00,3217.00,0.00,12:41:55.539917
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,80.00,248.00,2797.00,3217.00,0.00,12:41:55.740222
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,80.00,248.00,2797.00,3217.00,0.00,12:41:55.940973
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,80.00,248.00,2797.00,3217.00,0.00,12:41:56.141501
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,80.00,248.00,2797.00,3217.00,0.00,12:41:56.356303
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,80.00,248.00,2797.00,3217.00,0.00,12:41:56.592868
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,80.00,248.00,2797.00,3217.00,0.00,12:41:56.823764
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,80.00,248.00,2797.00,3217.00,0.00,12:41:57.033307
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,80.00,248.00,2797.00,3217.00,0.00,12:41:57.234735
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,140.00,249.00,2797.00,3215.00,0.00,12:41:57.434779
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,140.00,249.00,2797.00,3215.00,0.00,12:41:57.645292
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,140.00,249.00,2797.00,3215.00,0.00,12:41:57.846123
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,140.00,249.00,2797.00,3215.00,0.00,12:41:58.046166
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,140.00,249.00,2797.00,3215.00,0.00,12:41:58.246528
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,140.00,249.00,2797.00,3215.00,0.00,12:41:58.447661
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,140.00,249.00,2797.00,3215.00,0.00,12:41:58.650012
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,140.00,249.00,2797.00,3215.00,0.00,12:41:58.848505
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,140.00,249.00,2797.00,3215.00,0.00,12:41:59.063230
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,140.00,249.00,2797.00,3215.00,0.00,12:41:59.272889
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,140.00,249.00,2797.00,3215.00,0.00,12:41:59.493473
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,140.00,249.00,2797.00,3215.00,0.00,12:41:59.730286
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,140.00,249.00,2797.00,3215.00,0.00,12:41:59.930933
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,140.00,249.00,2797.00,3215.00,0.00,12:42:00.131632
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,140.00,249.00,2797.00,3215.00,0.00,12:42:00.343982
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1070.00,140.00,249.00,2797.00,3215.00,0.00,12:42:00.543020
0.00,0.00,0.00,355.76,21.00,58.00,358.90,24.46,1.00,33.00,1060.00,60.00,252.00,2800.00,3223.00,0.00,12:42:00.742854
0.00,0.00,0.00,355.76,21.00,58.00,358.90,24.46,1.00,33.00,1060.00,60.00,252.00,2800.00,3223.00,0.00,12:42:00.943649
0.00,0.00,0.00,355.76,21.00,58.00,358.90,24.46,1.00,33.00,1060.00,60.00,252.00,2800.00,3223.00,0.00,12:42:01.144778
0.00,0.00,0.00,355.76,21.00,58.00,358.90,24.46,1.00,33.00,1060.00,60.00,252.00,2800.00,3223.00,0.00,12:42:01.355522
0.00,0.00,0.00,355.76,21.00,58.00,358.90,24.46,1.00,33.00,1060.00,60.00,252.00,2800.00,3223.00,0.00,12:42:01.554825
0.00,0.00,0.00,355.76,21.00,58.00,358.90,24.46,1.00,33.00,1060.00,60.00,252.00,2800.00,3223.00,0.00,12:42:01.755789
0.00,0.00,0.00,355.76,21.00,58.00,358.90,24.46,1.00,33.00,1060.00,60.00,252.00,2800.00,3223.00,0.00,12:42:01.968753
0.00,0.00,0.00,355.76,21.00,58.00,358.90,24.46,1.00,33.00,1060.00,60.00,252.00,2800.00,3223.00,0.00,12:42:02.181469
0.00,0.00,0.00,355.76,21.00,58.00,358.90,24.46,1.00,33.00,1060.00,60.00,252.00,2800.00,3223.00,0.00,12:42:02.377193
0.00,0.00,0.00,355.76,21.00,58.00,358.90,24.46,1.00,33.00,1060.00,60.00,252.00,2800.00,3223.00,0.00,12:42:02.587930
0.00,0.00,0.00,355.76,21.00,58.00,358.90,24.46,1.00,33.00,1060.00,60.00,252.00,2800.00,3223.00,0.00,12:42:02.798951
0.00,0.00,0.00,355.76,21.00,58.00,358.90,24.46,1.00,33.00,1060.00,60.00,252.00,2800.00,3223.00,0.00,12:42:03.020519
0.00,0.00,0.00,355.76,21.00,58.00,358.90,24.46,1.00,33.00,1060.00,60.00,252.00,2800.00,3223.00,0.00,12:42:03.239128
0.00,0.00,0.00,355.76,21.00,58.00,358.90,24.46,1.00,33.00,1060.00,60.00,252.00,2800.00,3223.00,0.00,12:42:03.440140
0.00,0.00,0.00,355.76,21.00,58.00,358.90,24.46,1.00,33.00,1060.00,60.00,252.00,2800.00,3223.00,0.00,12:42:03.640830
0.00,0.00,0.00,355.76,21.00,58.00,358.90,24.46,1.00,33.00,1060.00,60.00,252.00,2800.00,3223.00,0.00,12:42:03.851087
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1070.00,120.00,267.00,2799.00,3220.00,0.00,12:42:04.042244
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1070.00,120.00,267.00,2799.00,3220.00,0.00,12:42:04.252568
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1070.00,120.00,267.00,2799.00,3220.00,0.00,12:42:04.463072
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1070.00,120.00,267.00,2799.00,3220.00,0.00,12:42:04.683843
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1070.00,120.00,267.00,2799.00,3220.00,0.00,12:42:04.903722
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1070.00,120.00,267.00,2799.00,3220.00,0.00,12:42:05.145758
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1070.00,120.00,267.00,2799.00,3220.00,0.00,12:42:05.355243
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1070.00,120.00,267.00,2799.00,3220.00,0.00,12:42:05.568271
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1070.00,120.00,267.00,2799.00,3220.00,0.00,12:42:05.765752
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1070.00,120.00,267.00,2799.00,3220.00,0.00,12:42:05.967094
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1070.00,120.00,267.00,2799.00,3220.00,0.00,12:42:06.177642
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1070.00,120.00,267.00,2799.00,3220.00,0.00,12:42:06.377969
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1070.00,120.00,267.00,2799.00,3220.00,0.00,12:42:06.581617
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1070.00,120.00,267.00,2799.00,3220.00,0.00,12:42:06.778344
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1070.00,120.00,267.00,2799.00,3220.00,0.00,12:42:06.978972
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,120.00,259.00,2797.00,3225.00,0.00,12:42:07.219262
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,120.00,259.00,2797.00,3225.00,0.00,12:42:07.460996
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,120.00,259.00,2797.00,3225.00,0.00,12:42:07.671569
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,120.00,259.00,2797.00,3225.00,0.00,12:42:07.871864
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,120.00,259.00,2797.00,3225.00,0.00,12:42:08.072512
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,120.00,259.00,2797.00,3225.00,0.00,12:42:08.274904
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,120.00,259.00,2797.00,3225.00,0.00,12:42:08.483366
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,120.00,259.00,2797.00,3225.00,0.00,12:42:08.686314
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,120.00,259.00,2797.00,3225.00,0.00,12:42:08.884527
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,120.00,259.00,2797.00,3225.00,0.00,12:42:09.085121
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,120.00,259.00,2797.00,3225.00,0.00,12:42:09.287761
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,120.00,259.00,2797.00,3225.00,0.00,12:42:09.495650
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,120.00,259.00,2797.00,3225.00,0.00,12:42:09.726617
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,120.00,259.00,2797.00,3225.00,0.00,12:42:09.966904
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,120.00,259.00,2797.00,3225.00,0.00,12:42:10.176941
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,120.00,259.00,2797.00,3225.00,0.00,12:42:10.390184
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,120.00,259.00,2797.00,3225.00,0.00,12:42:10.598554
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.47,1.00,33.00,1070.00,140.00,252.00,2797.00,3220.00,0.00,12:42:10.800569
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.47,1.00,33.00,1070.00,140.00,252.00,2797.00,3220.00,0.00,12:42:10.999482
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.47,1.00,33.00,1070.00,140.00,252.00,2797.00,3220.00,0.00,12:42:11.210487
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.47,1.00,33.00,1070.00,140.00,252.00,2797.00,3220.00,0.00,12:42:11.410500
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.47,1.00,33.00,1070.00,140.00,252.00,2797.00,3220.00,0.00,12:42:11.621101
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.47,1.00,33.00,1070.00,140.00,252.00,2797.00,3220.00,0.00,12:42:11.873736
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.47,1.00,33.00,1070.00,140.00,252.00,2797.00,3220.00,0.00,12:42:12.082483
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.47,1.00,33.00,1070.00,140.00,252.00,2797.00,3220.00,0.00,12:42:12.292516
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.47,1.00,33.00,1070.00,140.00,252.00,2797.00,3220.00,0.00,12:42:12.503324
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.47,1.00,33.00,1070.00,140.00,252.00,2797.00,3220.00,0.00,12:42:12.703698
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.47,1.00,33.00,1070.00,140.00,252.00,2797.00,3220.00,0.00,12:42:12.904195
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.47,1.00,33.00,1070.00,140.00,252.00,2797.00,3220.00,0.00,12:42:13.106571
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.47,1.00,33.00,1070.00,140.00,252.00,2797.00,3220.00,0.00,12:42:13.315482
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.47,1.00,33.00,1070.00,140.00,252.00,2797.00,3220.00,0.00,12:42:13.516467
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.47,1.00,33.00,1070.00,140.00,252.00,2797.00,3220.00,0.00,12:42:13.716989
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.47,1.00,33.00,1070.00,140.00,252.00,2797.00,3220.00,0.00,12:42:13.930158
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,170.00,264.00,2799.00,3222.00,0.00,12:42:14.177789
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,170.00,264.00,2799.00,3222.00,0.00,12:42:14.412177
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,170.00,264.00,2799.00,3222.00,0.00,12:42:14.620809
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,170.00,264.00,2799.00,3222.00,0.00,12:42:14.849097
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,170.00,264.00,2799.00,3222.00,0.00,12:42:15.091113
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,170.00,264.00,2799.00,3222.00,0.00,12:42:15.303961
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,170.00,264.00,2799.00,3222.00,0.00,12:42:15.510932
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,170.00,264.00,2799.00,3222.00,0.00,12:42:15.712107
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,170.00,264.00,2799.00,3222.00,0.00,12:42:15.916420
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,170.00,264.00,2799.00,3222.00,0.00,12:42:16.113394
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,170.00,264.00,2799.00,3222.00,0.00,12:42:16.313666
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,170.00,264.00,2799.00,3222.00,0.00,12:42:16.524229
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,170.00,264.00,2799.00,3222.00,0.00,12:42:16.723885
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,170.00,264.00,2799.00,3222.00,0.00,12:42:16.924436
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.46,1.00,33.00,1060.00,170.00,264.00,2799.00,3222.00,0.00,12:42:17.155007
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1060.00,110.00,261.00,2795.00,3215.00,0.00,12:42:17.416751
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1060.00,110.00,261.00,2795.00,3215.00,0.00,12:42:17.617037
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1060.00,110.00,261.00,2795.00,3215.00,0.00,12:42:17.817532
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1060.00,110.00,261.00,2795.00,3215.00,0.00,12:42:18.017349
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1060.00,110.00,261.00,2795.00,3215.00,0.00,12:42:18.230669
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1060.00,110.00,261.00,2795.00,3215.00,0.00,12:42:18.430507
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1060.00,110.00,261.00,2795.00,3215.00,0.00,12:42:18.631205
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1060.00,110.00,261.00,2795.00,3215.00,0.00,12:42:18.830883
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1060.00,110.00,261.00,2795.00,3215.00,0.00,12:42:19.054124
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1060.00,110.00,261.00,2795.00,3215.00,0.00,12:42:19.311113
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1060.00,110.00,261.00,2795.00,3215.00,0.00,12:42:19.514075
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1060.00,110.00,261.00,2795.00,3215.00,0.00,12:42:19.711824
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1060.00,110.00,261.00,2795.00,3215.00,0.00,12:42:19.925031
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1060.00,110.00,261.00,2795.00,3215.00,0.00,12:42:20.122906
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1060.00,110.00,261.00,2795.00,3215.00,0.00,12:42:20.323101
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1060.00,110.00,261.00,2795.00,3215.00,0.00,12:42:20.524132
0.00,0.00,0.00,349.41,20.00,58.00,358.90,24.48,1.00,33.00,1060.00,110.00,261.00,2795.00,3215.00,0.00,12:42:20.724507
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.49,1.00,33.00,1070.00,100.00,242.00,2760.00,3380.00,0.00,12:42:20.925162
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.49,1.00,33.00,1070.00,100.00,242.00,2760.00,3380.00,0.00,12:42:21.135380
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.49,1.00,33.00,1070.00,100.00,242.00,2760.00,3380.00,0.00,12:42:21.335891
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.49,1.00,33.00,1070.00,100.00,242.00,2760.00,3380.00,0.00,12:42:21.536432
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.49,1.00,33.00,1070.00,100.00,242.00,2760.00,3380.00,0.00,12:42:21.756964
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.49,1.00,33.00,1070.00,100.00,242.00,2760.00,3380.00,0.00,12:42:22.007596
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.49,1.00,33.00,1070.00,100.00,242.00,2760.00,3380.00,0.00,12:42:22.219180
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.49,1.00,33.00,1070.00,100.00,242.00,2760.00,3380.00,0.00,12:42:22.438689
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.49,1.00,33.00,1070.00,100.00,242.00,2760.00,3380.00,0.00,12:42:22.642534
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.49,1.00,33.00,1070.00,100.00,242.00,2760.00,3380.00,0.00,12:42:22.850734
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.49,1.00,33.00,1070.00,100.00,242.00,2760.00,3380.00,0.00,12:42:23.050188
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.49,1.00,33.00,1070.00,100.00,242.00,2760.00,3380.00,0.00,12:42:23.291011
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.49,1.00,33.00,1070.00,100.00,242.00,2760.00,3380.00,0.00,12:42:23.514581
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.49,1.00,33.00,1070.00,100.00,242.00,2760.00,3380.00,0.00,12:42:23.722219
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.49,1.00,33.00,1070.00,100.00,242.00,2760.00,3380.00,0.00,12:42:23.922400
0.00,0.00,0.00,355.76,20.00,58.00,358.90,24.49,1.00,33.00,1070.00,100.00,242.00,2760.00,3380.00,0.00,12:42:24.122951
0.00,0.00,0.00,349.41,21.00,58.00,358.80,24.48,1.00,33.00,1070.00,100.00,254.00,2672.00,3375.00,0.00,12:42:24.337737
0.00,0.00,0.00,349.41,21.00,58.00,358.80,24.48,1.00,33.00,1070.00,100.00,254.00,2672.00,3375.00,0.00,12:42:24.544596
0.00,0.00,0.00,349.41,21.00,58.00,358.80,24.48,1.00,33.00,1070.00,100.00,254.00,2672.00,3375.00,0.00,12:42:24.757098
0.00,0.00,0.00,349.41,21.00,58.00,358.80,24.48,1.00,33.00,1070.00,100.00,254.00,2672.00,3375.00,0.00,12:42:25.028299
0.00,0.00,0.00,349.41,21.00,58.00,358.80,24.48,1.00,33.00,1070.00,100.00,254.00,2672.00,3375.00,0.00,12:42:25.236044
0.00,0.00,0.00,349.41,21.00,58.00,358.80,24.48,1.00,33.00,1070.00,100.00,254.00,2672.00,3375.00,0.00,12:42:25.436859
0.00,0.00,0.00,349.41,21.00,58.00,358.80,24.48,1.00,33.00,1070.00,100.00,254.00,2672.00,3375.00,0.00,12:42:25.636756
0.00,0.00,0.00,349.41,21.00,58.00,358.80,24.48,1.00,33.00,1070.00,100.00,254.00,2672.00,3375.00,0.00,12:42:25.838104
0.00,0.00,0.00,349.41,21.00,58.00,358.80,24.48,1.00,33.00,1070.00,100.00,254.00,2672.00,3375.00,0.00,12:42:26.050392
0.00,0.00,0.00,349.41,21.00,58.00,358.80,24.48,1.00,33.00,1070.00,100.00,254.00,2672.00,3375.00,0.00,12:42:26.248900
0.00,0.00,0.00,349.41,21.00,58.00,358.80,24.48,1.00,33.00,1070.00,100.00,254.00,2672.00,3375.00,0.00,12:42:26.449337
0.00,0.00,0.00,349.41,21.00,58.00,358.80,24.48,1.00,33.00,1070.00,100.00,254.00,2672.00,3375.00,0.00,12:42:26.666272
0.00,0.00,0.00,349.41,21.00,58.00,358.80,24.48,1.00,33.00,1070.00,100.00,254.00,2672.00,3375.00,0.00,12:42:26.860806
0.00,0.00,0.00,349.41,21.00,58.00,358.80,24.48,1.00,33.00,1070.00,100.00,254.00,2672.00,3375.00,0.00,12:42:27.091304
0.00,0.00,0.00,349.41,21.00,58.00,358.80,24.48,1.00,33.00,1070.00,100.00,254.00,2672.00,3375.00,0.00,12:42:27.322451
0.00,0.00,0.00,355.76,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,120.00,242.00,2674.00,3363.00,0.00,12:42:27.649617
0.00,0.00,0.00,355.76,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,120.00,242.00,2674.00,3363.00,0.00,12:42:28.023317
0.00,0.00,0.00,355.76,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,120.00,242.00,2674.00,3363.00,0.00,12:42:28.233920
0.00,0.00,0.00,355.76,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,120.00,242.00,2674.00,3363.00,0.00,12:42:28.444795
0.00,0.00,0.00,355.76,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,120.00,242.00,2674.00,3363.00,0.00,12:42:28.644860
0.00,0.00,0.00,355.76,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,120.00,242.00,2674.00,3363.00,0.00,12:42:28.844916
0.00,0.00,0.00,355.76,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,120.00,242.00,2674.00,3363.00,0.00,12:42:29.046119
0.00,0.00,0.00,355.76,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,120.00,242.00,2674.00,3363.00,0.00,12:42:29.256336
0.00,0.00,0.00,355.76,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,120.00,242.00,2674.00,3363.00,0.00,12:42:29.448150
0.00,0.00,0.00,355.76,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,120.00,242.00,2674.00,3363.00,0.00,12:42:29.738883
0.00,0.00,0.00,355.76,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,120.00,242.00,2674.00,3363.00,0.00,12:42:30.058030
0.00,0.00,0.00,355.76,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,120.00,242.00,2674.00,3363.00,0.00,12:42:30.340734
0.00,0.00,0.00,355.76,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,120.00,242.00,2674.00,3363.00,0.00,12:42:30.560067
0.00,0.00,0.00,355.76,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,120.00,242.00,2674.00,3363.00,0.00,12:42:30.760306
0.00,0.00,0.00,355.76,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,120.00,242.00,2674.00,3363.00,0.00,12:42:30.960383
0.00,0.00,0.00,355.76,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,120.00,242.00,2674.00,3363.00,0.00,12:42:31.174096
0.00,0.00,0.00,355.76,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,120.00,242.00,2674.00,3363.00,0.00,12:42:31.374142
0.00,0.00,0.00,349.41,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,130.00,249.00,2659.00,3371.00,0.00,12:42:31.612514
0.00,0.00,0.00,349.41,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,130.00,249.00,2659.00,3371.00,0.00,12:42:31.835658
0.00,0.00,0.00,349.41,20.00,58.00,358.80,24.48,1.00,33.00,1070.00,130.00,249.00,2659.00,3371.00,0.00,12:42:32.043876
