SUSPENSION_HEIGHT_CUR_1,SUSPENSION_HEIGHT_CUR_2,SUSPENSION_HEIGHT_CUR_3,SUSPENSION_HEIGHT_CUR_4,SUSPENSION_PRESSURE_CUR_1,SUSPENSION_PRESSURE_CUR_2,SUSPENSION_PRESSURE_CUR_3,SUSPENSION_PRESSURE_CUR_4,STEERING_SERVO_CUR_POS_FRONT,STEERING_SERVO_CUR_POS_REAR,STEERING_SERVO_CURRENT_FRONT,STEERING_SERVO_CURRENT_REAR,time
-75.00,-73.00,-57.00,-14.00,4.04,1.41,0.43,4.06,10.00,-121.00,2280.00,1230.00,15:01:47.194812
-75.00,-73.00,-57.00,-14.00,4.04,1.41,0.43,4.06,10.00,-121.00,2280.00,1230.00,15:01:47.197818
-75.00,-73.00,-57.00,-14.00,4.04,1.41,0.43,4.06,10.00,-121.00,2280.00,1230.00,15:01:47.531812
-75.00,-73.00,-57.00,-14.00,4.04,1.41,0.43,4.06,10.00,-121.00,2280.00,1230.00,15:01:47.785815
-75.00,-73.00,-57.00,-14.00,4.04,1.41,0.43,4.06,10.00,-121.00,2280.00,1230.00,15:01:48.005851
-75.00,-73.00,-57.00,-14.00,4.04,1.41,0.43,4.06,10.00,-121.00,2280.00,1230.00,15:01:48.311814
-75.00,-73.00,-57.00,-14.00,4.04,1.41,0.43,4.06,10.00,-121.00,2280.00,1230.00,15:01:48.635838
-75.00,-73.00,-57.00,-14.00,4.04,1.41,0.43,4.06,10.00,-121.00,2280.00,1230.00,15:01:48.838811
-75.00,-73.00,-57.00,-14.00,4.04,1.41,0.43,4.06,10.00,-121.00,2280.00,1230.00,15:01:49.035811
-75.00,-73.00,-57.00,-14.00,4.04,1.41,0.43,4.06,10.00,-121.00,2280.00,1230.00,15:01:49.235812
-75.00,-73.00,-57.00,-14.00,4.04,1.41,0.43,4.06,10.00,-121.00,2280.00,1230.00,15:01:49.435847
-75.00,-73.00,-57.00,-14.00,4.04,1.41,0.43,4.06,10.00,-121.00,2280.00,1230.00,15:01:49.645813
-75.00,-73.00,-57.00,-14.00,4.04,1.41,0.43,4.06,10.00,-121.00,2280.00,1230.00,15:01:49.893847
-75.00,-73.00,-66.00,-14.00,4.04,1.39,0.52,4.29,0.00,-17.00,4380.00,4000.00,15:01:50.115813
-75.00,-73.00,-66.00,-14.00,4.04,1.39,0.52,4.29,0.00,-17.00,4380.00,4000.00,15:01:50.432816
