PSTED_TORQUE,PSTED_MOTOR_SPEED,PSTED_CURRENT,PSTED_VOLTAGE,PSTED_MOTOR_TEMP,PSTED_INV_RADIATOR_TEMP,PSTED_OUT_BMS_VOLTAGE,SYSTEM_24V_VOLTAGE,time
,,,,,,,,13:53:28.927801
,,,,,,,,13:53:28.930796
0.00,0.00,0.00,349.41,45.00,17.00,359.47,24.50,13:53:29.657633
0.00,0.00,0.00,349.41,45.00,17.00,359.47,24.50,13:53:30.130102
0.00,0.00,0.00,349.41,45.00,17.00,359.47,24.08,13:53:30.719091
0.00,0.00,0.00,349.41,45.00,17.00,359.47,24.09,13:53:31.357439
0.00,0.00,0.00,349.41,45.00,17.00,359.47,24.11,13:53:31.948702
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.07,13:53:32.697625
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.07,13:53:33.137637
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.00,13:53:33.730207
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.30,13:53:34.351769
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.32,13:53:34.959636
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.41,13:53:35.697855
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.41,13:53:36.184046
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.43,13:53:36.775341
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.43,13:53:37.427458
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.43,13:53:38.033202
0.00,0.00,0.00,343.06,45.00,17.00,352.49,24.35,13:53:38.757525
0.00,0.00,0.00,343.06,45.00,17.00,352.49,24.35,13:53:39.259712
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.32,13:53:39.851360
0.00,0.00,0.00,343.06,45.00,17.00,352.49,24.29,13:53:40.425987
0.00,0.00,0.00,343.06,45.00,17.00,352.49,24.31,13:53:41.033590
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.39,13:53:41.697692
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.39,13:53:42.137880
0.00,0.00,0.00,343.06,45.00,17.00,352.49,24.42,13:53:42.731496
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.44,13:53:43.349618
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.43,13:53:43.952635
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.41,13:53:44.677685
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.41,13:53:45.171578
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.33,13:53:45.780876
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.30,13:53:46.385125
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.32,13:53:46.974034
0.00,0.00,0.00,343.06,45.00,17.00,352.49,24.38,13:53:47.680548
0.00,0.00,0.00,343.06,45.00,17.00,352.49,24.38,13:53:48.132820
0.00,0.00,0.00,349.41,45.00,17.00,352.49,3.53,13:53:48.727011
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.44,13:53:49.350892
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.43,13:53:49.938585
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.38,13:53:50.597929
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.38,13:53:51.039882
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.35,13:53:51.588188
0.00,0.00,0.00,343.06,45.00,17.00,352.49,24.30,13:53:52.178388
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.31,13:53:52.752740
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.39,13:53:53.478744
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.39,13:53:53.961108
0.00,0.00,0.00,343.06,45.00,17.00,352.49,24.43,13:53:54.534032
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.44,13:53:55.083076
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.42,13:53:55.664077
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.36,13:53:56.448385
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.36,13:53:56.892957
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.34,13:53:57.483078
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.31,13:53:58.073214
0.00,0.00,0.00,349.41,45.00,17.00,352.49,24.34,13:53:58.662064
0.00,0.00,0.00,349.41,15.00,85.00,29.67,3.53,13:53:59.359109
0.00,0.00,0.00,349.41,15.00,85.00,29.67,3.53,13:53:59.782775
-1.00,0.00,5.12,349.41,45.00,17.00,352.49,24.43,13:54:00.385052
-1.00,0.00,5.12,349.41,45.00,17.00,352.49,24.45,13:54:00.975017
-3.00,0.00,10.24,349.41,45.00,17.00,352.49,24.43,13:54:01.580105
-5.00,-156.01,10.24,343.06,46.00,17.00,352.49,24.32,13:54:02.379014
-5.00,-156.01,10.24,343.06,46.00,17.00,352.49,24.32,13:54:02.833942
-7.00,-586.69,10.24,349.41,45.00,17.00,352.49,24.30,13:54:03.377255
-7.00,-965.36,10.24,349.41,46.00,17.00,352.49,24.27,13:54:03.982119
-8.00,-1294.47,10.24,343.06,46.00,17.00,352.49,24.28,13:54:04.571173
-10.00,-2309.40,15.35,343.06,45.00,17.00,352.49,24.41,13:54:05.358360
-10.00,-2309.40,15.35,343.06,45.00,17.00,352.49,24.41,13:54:05.784360
-12.00,-3051.12,20.47,343.06,45.00,17.00,352.49,24.42,13:54:06.374995
-14.00,-3783.32,20.47,343.06,44.00,17.00,352.49,24.41,13:54:06.962875
-17.00,-4178.84,15.35,349.41,44.00,17.00,352.49,24.39,13:54:07.555295
-23.00,-3901.00,15.35,343.06,38.00,17.00,352.49,24.31,13:54:08.279270
-23.00,-3901.00,15.35,343.06,38.00,17.00,352.49,24.31,13:54:08.738142
-25.00,-3822.38,15.35,349.41,38.00,17.00,352.49,24.28,13:54:09.359983
-28.00,-3795.04,20.47,343.06,38.00,17.00,352.49,24.30,13:54:09.933276
-30.00,-3740.10,20.47,343.06,38.00,17.00,352.49,24.33,13:54:10.541728
-53.00,-3519.88,30.71,343.06,34.00,17.00,352.49,24.42,13:54:11.278657
-53.00,-3519.88,30.71,343.06,34.00,17.00,352.49,24.42,13:54:11.736124
-53.00,-3526.23,25.59,343.06,37.00,17.00,352.49,24.41,13:54:12.359890
-53.00,-3525.74,25.59,343.06,39.00,17.00,352.49,24.40,13:54:12.933241
-53.00,-3521.84,25.59,343.06,39.00,17.00,352.49,24.36,13:54:13.542038
-53.00,-3519.39,30.71,343.06,35.00,17.00,352.49,24.28,13:54:14.279574
-53.00,-3519.39,30.71,343.06,35.00,17.00,352.49,24.28,13:54:14.690132
-53.00,-3521.59,25.59,343.06,37.00,17.00,352.49,24.30,13:54:15.358950
-53.00,-3519.88,25.59,349.41,35.00,17.00,352.49,24.32,13:54:15.889319
-53.00,-3522.32,30.71,349.41,35.00,17.00,352.49,24.34,13:54:16.467953
-53.00,-3521.59,25.59,343.06,37.00,17.00,352.49,24.42,13:54:17.189699
-53.00,-3521.59,25.59,343.06,37.00,17.00,352.49,24.42,13:54:17.646044
-53.00,-3517.69,25.59,343.06,36.00,17.00,352.49,24.42,13:54:18.253244
-55.00,-3514.51,30.71,343.06,38.00,17.00,352.49,24.39,13:54:18.783330
-65.00,-3452.74,30.71,343.06,38.00,17.00,352.49,24.34,13:54:19.354050
-88.00,-3393.41,35.83,343.06,37.00,77.00,29.67,3.53,13:54:20.001961
-88.00,-3393.41,35.83,343.06,37.00,77.00,29.67,3.53,13:54:20.475013
-87.00,-3396.59,35.83,343.06,30.00,17.00,352.49,24.30,13:54:21.064147
-88.00,-3393.17,35.83,349.41,30.00,17.00,352.49,24.36,13:54:21.591643
-88.00,-3390.00,35.83,343.06,32.00,17.00,352.49,24.40,13:54:22.181107
-88.00,-3389.26,-465.75,44.47,14.00,73.00,29.67,3.53,13:54:22.889302
-88.00,-3389.26,-465.75,44.47,14.00,73.00,29.67,3.53,13:54:23.334250
-87.00,-3395.61,-465.75,44.47,14.00,75.00,29.67,3.53,13:54:23.879971
-87.00,-3396.83,35.83,44.47,14.00,75.00,29.67,3.53,13:54:24.457395
-87.00,-3399.27,35.83,343.06,36.00,75.00,29.67,3.53,13:54:24.987334
-87.00,-3390.73,-291.73,44.47,14.00,79.00,29.67,3.53,13:54:25.690775
-87.00,-3390.73,-291.73,44.47,14.00,79.00,29.67,3.53,13:54:26.185368
-88.00,-3393.41,35.83,343.06,39.00,17.00,352.49,24.34,13:54:26.743410
