STEERING_SERVO_CUR_POS_FRONT,STEERING_SERVO_CUR_POS_REAR,STEERING_SERVO_CURRENT_FRONT,STEERING_SERVO_CURRENT_REAR,time
-699.00,-326.00,3110.00,2590.00,15:17:06.963262
-699.00,-322.00,3100.00,4980.00,15:17:07.163264
-699.00,-322.00,3100.00,4980.00,15:17:07.378265
-699.00,-322.00,3100.00,4980.00,15:17:07.714210
-699.00,-322.00,3100.00,4980.00,15:17:08.043212
-699.00,-323.00,3100.00,3420.00,15:17:08.262902
-699.00,-323.00,3100.00,3420.00,15:17:08.475902
-699.00,-323.00,3100.00,3420.00,15:17:08.692902
-699.00,-323.00,3100.00,3420.00,15:17:08.955096
-699.00,-284.00,3060.00,4820.00,15:17:09.163095
-699.00,-284.00,3060.00,4820.00,15:17:09.362424
-699.00,-284.00,3060.00,4820.00,15:17:09.566424
-699.00,-284.00,3060.00,4820.00,15:17:09.764425
-699.00,-170.00,3100.00,3910.00,15:17:09.978424
-699.00,-170.00,3100.00,3910.00,15:17:10.213425
-699.00,-170.00,3100.00,3910.00,15:17:10.426425
-699.00,-170.00,3100.00,3910.00,15:17:10.632688
-699.00,-316.00,3100.00,5030.00,15:17:10.842689
-699.00,-316.00,3100.00,5030.00,15:17:11.059690
-699.00,-316.00,3100.00,5030.00,15:17:11.262690
-699.00,-316.00,3100.00,5030.00,15:17:11.462691
-699.00,-54.00,3070.00,4060.00,15:17:11.662689
-699.00,-54.00,3070.00,4060.00,15:17:11.862690
-699.00,-54.00,3070.00,4060.00,15:17:12.062797
-699.00,-54.00,3070.00,4060.00,15:17:12.262842
-699.00,-317.00,3050.00,5640.00,15:17:12.463169
-699.00,-317.00,3050.00,5640.00,15:17:12.676278
-699.00,-317.00,3050.00,5640.00,15:17:12.913278
-699.00,-317.00,3050.00,5640.00,15:17:13.133447
-699.00,-317.00,3080.00,2250.00,15:17:13.343480
-699.00,-317.00,3080.00,2250.00,15:17:13.562906
-699.00,-317.00,3080.00,2250.00,15:17:13.763119
-699.00,-317.00,3080.00,2250.00,15:17:13.953824
-699.00,-195.00,3110.00,4690.00,15:17:14.162825
-699.00,-195.00,3110.00,4690.00,15:17:14.379403
-699.00,-195.00,3110.00,4690.00,15:17:14.613282
-699.00,-195.00,3110.00,4690.00,15:17:14.823011
-693.00,-152.00,2780.00,4320.00,15:17:15.043010
-693.00,-152.00,2780.00,4320.00,15:17:15.243219
-693.00,-152.00,2780.00,4320.00,15:17:15.443219
-693.00,-152.00,2780.00,4320.00,15:17:15.644392
-699.00,-265.00,3020.00,3490.00,15:17:15.846347
-699.00,-265.00,3020.00,3490.00,15:17:16.053292
-699.00,-265.00,3020.00,3490.00,15:17:16.253293
-699.00,-265.00,3020.00,3490.00,15:17:16.463293
-699.00,-332.00,3050.00,5620.00,15:17:16.663293
-699.00,-332.00,3050.00,5620.00,15:17:16.863293
-699.00,-332.00,3050.00,5620.00,15:17:17.063296
-699.00,-332.00,3050.00,5620.00,15:17:17.276295
-699.00,-332.00,3070.00,5820.00,15:17:17.513298
-699.00,-332.00,3070.00,5820.00,15:17:17.723299
-699.00,-332.00,3070.00,5820.00,15:17:17.933296
-699.00,-332.00,3070.00,5820.00,15:17:18.166329
-746.00,-332.00,3530.00,2290.00,15:17:18.373296
-746.00,-332.00,3530.00,2290.00,15:17:18.646297
-746.00,-332.00,3530.00,2290.00,15:17:18.853331
-746.00,-332.00,3530.00,2290.00,15:17:19.063297
-657.00,-167.00,2160.00,3590.00,15:17:19.280299
-657.00,-167.00,2160.00,3590.00,15:17:19.485297
-657.00,-167.00,2160.00,3590.00,15:17:19.723298
-657.00,-167.00,2160.00,3590.00,15:17:19.934301
-292.00,-204.00,2690.00,1280.00,15:17:20.143301
-292.00,-204.00,2690.00,1280.00,15:17:20.343298
-292.00,-204.00,2690.00,1280.00,15:17:20.543301
-292.00,-204.00,2690.00,1280.00,15:17:20.753301
-161.00,-144.00,2040.00,460.00,15:17:20.963299
-161.00,-144.00,2040.00,460.00,15:17:21.223299
-161.00,-144.00,2040.00,460.00,15:17:21.443301
-161.00,-144.00,2040.00,460.00,15:17:21.643300
-163.00,-144.00,3060.00,370.00,15:17:21.843301
-163.00,-144.00,3060.00,370.00,15:17:22.043303
-163.00,-144.00,3060.00,370.00,15:17:22.253300
-163.00,-144.00,3060.00,370.00,15:17:22.463302
-98.00,-143.00,2390.00,1280.00,15:17:22.663299
-98.00,-143.00,2390.00,1280.00,15:17:22.874301
-98.00,-143.00,2390.00,1280.00,15:17:23.103303
-98.00,-143.00,2390.00,1280.00,15:17:23.334301
-50.00,-17.00,3460.00,2470.00,15:17:23.543333
-50.00,-17.00,3460.00,2470.00,15:17:23.763338
-50.00,-17.00,3460.00,2470.00,15:17:23.963336
-50.00,-17.00,3460.00,2470.00,15:17:24.163305
1.00,-17.00,2250.00,2560.00,15:17:24.363304
1.00,-17.00,2250.00,2560.00,15:17:24.563304
1.00,-17.00,2250.00,2560.00,15:17:24.753302
1.00,-17.00,2250.00,2560.00,15:17:24.953303
1.00,-17.00,2190.00,2560.00,15:17:25.153302
1.00,-17.00,2190.00,2560.00,15:17:25.343303
1.00,-17.00,2190.00,2560.00,15:17:25.543303
1.00,-17.00,2190.00,2560.00,15:17:25.753303
1.00,-17.00,2200.00,2580.00,15:17:25.953303
1.00,-17.00,2200.00,2580.00,15:17:26.163306
1.00,-17.00,2200.00,2580.00,15:17:26.423303
1.00,-17.00,2200.00,2580.00,15:17:26.634304
1.00,-17.00,2190.00,2550.00,15:17:26.853304
1.00,-17.00,2190.00,2550.00,15:17:27.055307
1.00,-17.00,2190.00,2550.00,15:17:27.266307
1.00,-17.00,2190.00,2550.00,15:17:27.478305
1.00,-17.00,2170.00,2550.00,15:17:27.766339
1.00,-17.00,2170.00,2550.00,15:17:28.113347
1.00,-17.00,2170.00,2550.00,15:17:28.335307
1.00,-17.00,2170.00,2550.00,15:17:28.546505
1.00,-17.00,2180.00,2580.00,15:17:28.756510
1.00,-17.00,2180.00,2580.00,15:17:28.963503
1.00,-17.00,2180.00,2580.00,15:17:29.163508
1.00,-17.00,2180.00,2580.00,15:17:29.374170
1.00,-17.00,2200.00,2580.00,15:17:29.604172
1.00,-17.00,2200.00,2580.00,15:17:29.939193
1.00,-17.00,2200.00,2580.00,15:17:30.264307
1.00,-17.00,2200.00,2580.00,15:17:30.463307
1.00,-17.00,2180.00,2560.00,15:17:30.663473
1.00,-17.00,2180.00,2560.00,15:17:30.880320
1.00,-17.00,2180.00,2560.00,15:17:31.166363
1.00,-17.00,2180.00,2560.00,15:17:31.523974
-9.00,-17.00,2180.00,2360.00,15:17:31.764007
-9.00,-17.00,2180.00,2360.00,15:17:31.973599
-9.00,-17.00,2180.00,2360.00,15:17:32.213609
-9.00,-17.00,2180.00,2360.00,15:17:32.423684
-436.00,-305.00,3470.00,5230.00,15:17:32.623610
-436.00,-305.00,3470.00,5230.00,15:17:32.835609
-436.00,-305.00,3470.00,5230.00,15:17:33.043797
-436.00,-305.00,3470.00,5230.00,15:17:33.281062
-768.00,-305.00,5610.00,2300.00,15:17:33.514062
-768.00,-305.00,5610.00,2300.00,15:17:33.734062
-768.00,-305.00,5610.00,2300.00,15:17:33.937624
-768.00,-305.00,5610.00,2300.00,15:17:34.146623
-817.00,-288.00,6140.00,5330.00,15:17:34.355623
-817.00,-288.00,6140.00,5330.00,15:17:34.554623
-817.00,-288.00,6140.00,5330.00,15:17:34.763982
-817.00,-288.00,6140.00,5330.00,15:17:34.963825
-844.00,-110.00,6250.00,4120.00,15:17:35.176825
-844.00,-110.00,6250.00,4120.00,15:17:35.433825
-844.00,-110.00,6250.00,4120.00,15:17:35.654265
-844.00,-110.00,6250.00,4120.00,15:17:35.864307
-847.00,-113.00,6230.00,3970.00,15:17:36.064263
-847.00,-113.00,6230.00,3970.00,15:17:36.284266
-847.00,-113.00,6230.00,3970.00,15:17:36.486266
-847.00,-113.00,6230.00,3970.00,15:17:36.725308
-851.00,-203.00,5890.00,4290.00,15:17:36.956884
-851.00,-203.00,5890.00,4290.00,15:17:37.163883
-851.00,-203.00,5890.00,4290.00,15:17:37.375887
-851.00,-203.00,5890.00,4290.00,15:17:37.613916
-650.00,-327.00,1050.00,5740.00,15:17:37.833610
-650.00,-327.00,1050.00,5740.00,15:17:38.043611
-650.00,-327.00,1050.00,5740.00,15:17:38.263579
-650.00,-327.00,1050.00,5740.00,15:17:38.478579
-564.00,-327.00,1110.00,3290.00,15:17:38.678633
-564.00,-327.00,1110.00,3290.00,15:17:38.914254
-564.00,-327.00,1110.00,3290.00,15:17:39.134290
-564.00,-327.00,1110.00,3290.00,15:17:39.344046
-452.00,-329.00,1680.00,5620.00,15:17:39.564047
-452.00,-329.00,1680.00,5620.00,15:17:39.776046
-452.00,-329.00,1680.00,5620.00,15:17:40.014048
-452.00,-329.00,1680.00,5620.00,15:17:40.224048
-398.00,-329.00,1180.00,5620.00,15:17:40.457422
-398.00,-329.00,1180.00,5620.00,15:17:40.654421
-398.00,-329.00,1180.00,5620.00,15:17:40.854184
-398.00,-329.00,1180.00,5620.00,15:17:41.054216
-399.00,-232.00,1090.00,4800.00,15:17:41.255184
-399.00,-232.00,1090.00,4800.00,15:17:41.464041
-399.00,-232.00,1090.00,4800.00,15:17:41.676043
-399.00,-232.00,1090.00,4800.00,15:17:41.877041
-399.00,-254.00,1090.00,4360.00,15:17:42.134043
-399.00,-254.00,1090.00,4360.00,15:17:42.364041
-399.00,-254.00,1090.00,4360.00,15:17:42.563785
-399.00,-254.00,1090.00,4360.00,15:17:42.779786
-399.00,-325.00,1090.00,5740.00,15:17:43.077689
-399.00,-325.00,1090.00,5740.00,15:17:43.426806
-399.00,-325.00,1090.00,5740.00,15:17:43.647021
-399.00,-325.00,1090.00,5740.00,15:17:43.854318
-399.00,-330.00,1060.00,5780.00,15:17:44.064320
-399.00,-330.00,1060.00,5780.00,15:17:44.264846
-399.00,-330.00,1060.00,5780.00,15:17:44.496865
-399.00,-337.00,1080.00,3770.00,15:17:44.766559
-399.00,-337.00,1080.00,3770.00,15:17:44.964814
-399.00,-337.00,1080.00,3770.00,15:17:45.168029
-399.00,-337.00,1080.00,3770.00,15:17:45.469406
-399.00,-337.00,1080.00,3770.00,15:17:45.822403
-399.00,-329.00,1080.00,5700.00,15:17:46.027323
-399.00,-329.00,1080.00,5700.00,15:17:46.224258
-399.00,-329.00,1080.00,5700.00,15:17:46.444622
-399.00,-329.00,1080.00,5700.00,15:17:46.654794
-399.00,-336.00,1080.00,5410.00,15:17:46.854810
-399.00,-336.00,1080.00,5410.00,15:17:47.054129
-399.00,-336.00,1080.00,5410.00,15:17:47.265015
-399.00,-336.00,1080.00,5410.00,15:17:47.479342
-399.00,-335.00,1080.00,3000.00,15:17:47.679089
-399.00,-335.00,1080.00,3000.00,15:17:47.920329
-399.00,-335.00,1080.00,3000.00,15:17:48.155101
-399.00,-335.00,1080.00,3000.00,15:17:48.364166
-399.00,-324.00,1080.00,5000.00,15:17:48.564206
-399.00,-324.00,1080.00,5000.00,15:17:48.764722
-399.00,-324.00,1080.00,5000.00,15:17:48.977339
-399.00,-324.00,1080.00,5000.00,15:17:49.178010
-399.00,-328.00,1090.00,0.00,15:17:49.484713
-399.00,-328.00,1090.00,0.00,15:17:49.814944
-399.00,-328.00,1090.00,0.00,15:17:50.055224
-399.00,-328.00,1090.00,0.00,15:17:50.264900
-399.00,-329.00,1080.00,5350.00,15:17:50.465143
-399.00,-329.00,1080.00,5350.00,15:17:50.665075
-399.00,-329.00,1080.00,5350.00,15:17:50.864864
-399.00,-329.00,1080.00,5350.00,15:17:51.077768
-399.00,-341.00,1080.00,5780.00,15:17:51.278199
-399.00,-341.00,1080.00,5780.00,15:17:51.577973
-399.00,-341.00,1080.00,5780.00,15:17:51.915287
-399.00,-341.00,1080.00,5780.00,15:17:52.115175
-399.00,-341.00,1060.00,4560.00,15:17:52.324651
-399.00,-341.00,1060.00,4560.00,15:17:52.565508
-399.00,-341.00,1060.00,4560.00,15:17:52.774829
-399.00,-341.00,1060.00,4560.00,15:17:52.984281
-399.00,-359.00,1060.00,4280.00,15:17:53.216261
-399.00,-359.00,1060.00,4280.00,15:17:53.425166
-399.00,-359.00,1060.00,4280.00,15:17:53.634537
-399.00,-359.00,1060.00,4280.00,15:17:53.880710
-397.00,-359.00,720.00,4120.00,15:17:54.074640
-397.00,-359.00,720.00,4120.00,15:17:54.295027
-397.00,-359.00,720.00,4120.00,15:17:54.515015
-397.00,-359.00,720.00,4120.00,15:17:54.724323
-398.00,-372.00,680.00,3760.00,15:17:54.925009
-398.00,-372.00,680.00,3760.00,15:17:55.164681
-398.00,-372.00,680.00,3760.00,15:17:55.354665
-398.00,-372.00,680.00,3760.00,15:17:55.555678
-399.00,-390.00,670.00,3200.00,15:17:55.878700
-399.00,-390.00,670.00,3200.00,15:17:56.215578
-399.00,-390.00,670.00,3200.00,15:17:56.414297
-399.00,-390.00,670.00,3200.00,15:17:56.625947
-399.00,-408.00,430.00,2730.00,15:17:56.826350
-399.00,-408.00,430.00,2730.00,15:17:57.027841
-399.00,-408.00,430.00,2730.00,15:17:57.255102
-399.00,-408.00,430.00,2730.00,15:17:57.484935
-398.00,-421.00,300.00,2330.00,15:17:57.915234
-398.00,-421.00,300.00,2330.00,15:17:58.115194
-398.00,-421.00,300.00,2330.00,15:17:58.315196
-398.00,-421.00,300.00,2330.00,15:17:58.528625
-398.00,-430.00,280.00,2100.00,15:17:58.735294
-398.00,-430.00,280.00,2100.00,15:17:58.979424
-398.00,-430.00,280.00,2100.00,15:17:59.177688
-398.00,-430.00,280.00,2100.00,15:17:59.380266
-398.00,-430.00,280.00,2070.00,15:17:59.615646
-398.00,-430.00,280.00,2070.00,15:17:59.824597
-398.00,-430.00,280.00,2070.00,15:18:00.055795
-398.00,-431.00,290.00,2060.00,15:18:00.264586
-398.00,-431.00,290.00,2060.00,15:18:00.480620
-398.00,-431.00,290.00,2060.00,15:18:00.681417
-398.00,-431.00,290.00,2060.00,15:18:00.981173
-398.00,-431.00,290.00,2060.00,15:18:01.315584
-398.00,-432.00,290.00,2030.00,15:18:01.525268
-398.00,-432.00,290.00,2030.00,15:18:01.725098
-398.00,-432.00,290.00,2030.00,15:18:01.934882
-398.00,-432.00,290.00,2030.00,15:18:02.157633
-398.00,-432.00,270.00,2030.00,15:18:02.355592
-398.00,-432.00,270.00,2030.00,15:18:02.554778
-398.00,-432.00,270.00,2030.00,15:18:02.754713
-398.00,-432.00,280.00,2030.00,15:18:02.965556
-398.00,-432.00,280.00,2030.00,15:18:03.168790
-398.00,-432.00,280.00,2030.00,15:18:03.378186
-398.00,-432.00,280.00,2030.00,15:18:03.625417
-398.00,-432.00,280.00,2030.00,15:18:03.817178
-398.00,-432.00,290.00,2030.00,15:18:04.024808
-398.00,-432.00,290.00,2030.00,15:18:04.226379
-398.00,-432.00,290.00,2030.00,15:18:04.428117
-398.00,-432.00,290.00,2030.00,15:18:04.625542
-398.00,-432.00,290.00,2030.00,15:18:04.933418
-398.00,-432.00,290.00,2030.00,15:18:05.256521
-398.00,-432.00,290.00,2030.00,15:18:05.466960
-398.00,-432.00,290.00,2030.00,15:18:05.665655
-398.00,-432.00,290.00,2020.00,15:18:05.864999
-398.00,-432.00,290.00,2020.00,15:18:06.065464
-398.00,-432.00,290.00,2020.00,15:18:06.264841
-398.00,-432.00,290.00,2020.00,15:18:06.465582
-398.00,-432.00,290.00,2060.00,15:18:06.665382
-398.00,-432.00,290.00,2060.00,15:18:06.865318
-398.00,-432.00,290.00,2060.00,15:18:07.065514
-398.00,-432.00,290.00,2060.00,15:18:07.275949
-398.00,-432.00,280.00,2020.00,15:18:07.478015
-398.00,-432.00,280.00,2020.00,15:18:07.677948
-398.00,-432.00,280.00,2020.00,15:18:07.879620
-398.00,-432.00,280.00,2010.00,15:18:08.128028
-398.00,-432.00,280.00,2010.00,15:18:08.324964
-398.00,-432.00,280.00,2010.00,15:18:08.537908
-398.00,-432.00,280.00,2010.00,15:18:08.746847
-398.00,-432.00,280.00,2010.00,15:18:08.955322
-398.00,-432.00,280.00,2020.00,15:18:09.165476
-398.00,-432.00,280.00,2020.00,15:18:09.377918
-398.00,-432.00,280.00,2020.00,15:18:09.577838
-398.00,-432.00,280.00,2020.00,15:18:09.786677
-398.00,-432.00,290.00,2020.00,15:18:10.006416
-398.00,-432.00,290.00,2020.00,15:18:10.226101
-398.00,-432.00,290.00,2020.00,15:18:10.425909
-398.00,-432.00,290.00,2020.00,15:18:10.645833
-398.00,-432.00,290.00,2020.00,15:18:10.879148
-398.00,-432.00,290.00,2020.00,15:18:11.079876
-398.00,-432.00,290.00,2020.00,15:18:11.315953
-398.00,-432.00,290.00,2020.00,15:18:11.515789
-398.00,-432.00,290.00,2030.00,15:18:11.725935
-398.00,-432.00,290.00,2030.00,15:18:11.925699
-398.00,-432.00,290.00,2030.00,15:18:12.125007
-398.00,-432.00,290.00,2030.00,15:18:12.335241
-398.00,-432.00,290.00,2020.00,15:18:12.535921
-398.00,-432.00,290.00,2020.00,15:18:12.746010
-398.00,-432.00,290.00,2020.00,15:18:12.945750
-398.00,-432.00,290.00,2020.00,15:18:13.179126
-398.00,-432.00,290.00,2020.00,15:18:13.379862
-398.00,-432.00,290.00,2020.00,15:18:13.578594
-398.00,-432.00,290.00,2020.00,15:18:13.825833
-398.00,-432.00,290.00,2020.00,15:18:14.035899
-398.00,-432.00,290.00,2020.00,15:18:14.235869
-398.00,-432.00,290.00,2020.00,15:18:14.435974
-398.00,-432.00,290.00,2020.00,15:18:14.637618
-398.00,-432.00,290.00,2020.00,15:18:14.847768
-398.00,-432.00,280.00,2010.00,15:18:15.068571
-398.00,-432.00,280.00,2010.00,15:18:15.265954
-398.00,-432.00,280.00,2010.00,15:18:15.465959
-398.00,-434.00,590.00,1960.00,15:18:15.726065
-398.00,-434.00,590.00,1960.00,15:18:15.936019
-398.00,-434.00,590.00,1960.00,15:18:16.148208
-398.00,-434.00,590.00,1960.00,15:18:16.348204
-398.00,-434.00,590.00,1960.00,15:18:16.557662
-447.00,-434.00,2210.00,2340.00,15:18:16.765552
-447.00,-434.00,2210.00,2340.00,15:18:16.980035
-447.00,-434.00,2210.00,2340.00,15:18:17.180291
-447.00,-434.00,2210.00,2340.00,15:18:17.377678
-957.00,-867.00,2470.00,4690.00,15:18:17.586011
-957.00,-867.00,2470.00,4690.00,15:18:17.816669
-957.00,-867.00,2470.00,4690.00,15:18:18.015440
-938.00,-1002.00,2150.00,2940.00,15:18:18.245412
-938.00,-1002.00,2150.00,2940.00,15:18:18.455988
-938.00,-1002.00,2150.00,2940.00,15:18:18.681407
-938.00,-1002.00,2150.00,2940.00,15:18:18.928418
-938.00,-1002.00,2150.00,2940.00,15:18:19.135472
-984.00,-1013.00,2340.00,2550.00,15:18:19.345714
-984.00,-1013.00,2340.00,2550.00,15:18:19.548508
-984.00,-1013.00,2340.00,2550.00,15:18:19.755499
-984.00,-1013.00,2340.00,2550.00,15:18:19.966379
-995.00,-1013.00,2210.00,2520.00,15:18:20.167811
-995.00,-1013.00,2210.00,2520.00,15:18:20.379223
-995.00,-1013.00,2210.00,2520.00,15:18:20.577646
-998.00,-1020.00,2210.00,2340.00,15:18:20.855615
-998.00,-1020.00,2210.00,2340.00,15:18:21.079601
-998.00,-1020.00,2210.00,2340.00,15:18:21.279202
-998.00,-1020.00,2210.00,2340.00,15:18:21.516256
-998.00,-1020.00,2210.00,2340.00,15:18:21.726413
-1003.00,-1021.00,1620.00,1970.00,15:18:21.937206
-1003.00,-1021.00,1620.00,1970.00,15:18:22.136217
-1003.00,-1021.00,1620.00,1970.00,15:18:22.346400
-1003.00,-1021.00,1620.00,1970.00,15:18:22.549283
-1001.00,-1042.00,1040.00,1670.00,15:18:22.766352
-1001.00,-1042.00,1040.00,1670.00,15:18:22.981169
-1001.00,-1042.00,1040.00,1670.00,15:18:23.179102
-1001.00,-1031.00,970.00,470.00,15:18:23.426396
-1001.00,-1031.00,970.00,470.00,15:18:23.646944
-1001.00,-1031.00,970.00,470.00,15:18:23.846123
-1001.00,-1031.00,970.00,470.00,15:18:24.076567
-1001.00,-1031.00,970.00,470.00,15:18:24.277698
-1001.00,-1037.00,970.00,190.00,15:18:24.476042
-1001.00,-1037.00,970.00,190.00,15:18:24.697812
-1001.00,-1037.00,970.00,190.00,15:18:24.918661
-1001.00,-1037.00,970.00,190.00,15:18:25.126814
-1001.00,-1038.00,960.00,160.00,15:18:25.346213
-1001.00,-1038.00,960.00,160.00,15:18:25.555936
-1001.00,-1038.00,960.00,160.00,15:18:25.766459
-1001.00,-1012.00,970.00,270.00,15:18:26.016876
-1001.00,-1012.00,970.00,270.00,15:18:26.227809
-1001.00,-1012.00,970.00,270.00,15:18:26.425792
-1001.00,-1012.00,970.00,270.00,15:18:26.626882
-1001.00,-1012.00,970.00,270.00,15:18:26.837243
-1001.00,-1012.00,970.00,320.00,15:18:27.046120
-1001.00,-1012.00,970.00,320.00,15:18:27.256219
-1001.00,-1012.00,970.00,320.00,15:18:27.466293
-1001.00,-1012.00,970.00,320.00,15:18:27.680613
-1001.00,-1001.00,970.00,200.00,15:18:27.877553
-1001.00,-1001.00,970.00,200.00,15:18:28.116380
-1001.00,-1001.00,970.00,200.00,15:18:28.326001
-1001.00,-997.00,970.00,350.00,15:18:28.587053
-1001.00,-997.00,970.00,350.00,15:18:28.850360
-1001.00,-997.00,970.00,350.00,15:18:29.056665
-1001.00,-997.00,970.00,350.00,15:18:29.246365
-1001.00,-997.00,970.00,350.00,15:18:29.446116
-1001.00,-967.00,970.00,120.00,15:18:29.649584
-1001.00,-967.00,970.00,120.00,15:18:29.846478
-1001.00,-967.00,970.00,120.00,15:18:30.045778
-1001.00,-967.00,970.00,120.00,15:18:30.256403
-1001.00,-966.00,960.00,100.00,15:18:30.456269
-1001.00,-966.00,960.00,100.00,15:18:30.656229
-1001.00,-966.00,960.00,100.00,15:18:30.857941
-1001.00,-964.00,970.00,80.00,15:18:31.127009
-1001.00,-964.00,970.00,80.00,15:18:31.326628
-1001.00,-964.00,970.00,80.00,15:18:31.546342
-1001.00,-964.00,970.00,80.00,15:18:31.755994
-1001.00,-964.00,970.00,80.00,15:18:31.956523
-1001.00,-959.00,970.00,140.00,15:18:32.159331
-1001.00,-959.00,970.00,140.00,15:18:32.385899
-1001.00,-959.00,970.00,140.00,15:18:32.627085
-1001.00,-959.00,970.00,140.00,15:18:32.825966
-1001.00,-957.00,970.00,120.00,15:18:33.036143
-1001.00,-957.00,970.00,120.00,15:18:33.236776
-1001.00,-957.00,970.00,120.00,15:18:33.438678
-1001.00,-975.00,970.00,980.00,15:18:33.657146
-1001.00,-975.00,970.00,980.00,15:18:33.866612
-1001.00,-975.00,970.00,980.00,15:18:34.086865
-1001.00,-975.00,970.00,980.00,15:18:34.336865
-1001.00,-975.00,970.00,980.00,15:18:34.546627
-1001.00,-975.00,960.00,1100.00,15:18:34.746442
-1001.00,-975.00,960.00,1100.00,15:18:34.946464
-1001.00,-975.00,960.00,1100.00,15:18:35.156081
-1001.00,-975.00,960.00,1100.00,15:18:35.356180
-1001.00,-975.00,970.00,1060.00,15:18:35.558162
-1001.00,-975.00,970.00,1060.00,15:18:35.756370
-1001.00,-975.00,970.00,1060.00,15:18:35.956343
-1001.00,-975.00,970.00,1100.00,15:18:36.196576
-1001.00,-975.00,970.00,1100.00,15:18:36.436956
-1001.00,-975.00,970.00,1100.00,15:18:36.646714
-1001.00,-975.00,970.00,1100.00,15:18:36.856565
-1001.00,-975.00,970.00,1100.00,15:18:37.046636
-1001.00,-974.00,970.00,1120.00,15:18:37.256977
-1001.00,-974.00,970.00,1120.00,15:18:37.572094
-1001.00,-974.00,970.00,1120.00,15:18:37.926169
-1001.00,-974.00,970.00,1120.00,15:18:38.127217
-1001.00,-974.00,970.00,1120.00,15:18:38.326695
-1001.00,-974.00,970.00,1120.00,15:18:38.530054
-1001.00,-974.00,970.00,1120.00,15:18:38.756809
-1001.00,-974.00,970.00,1120.00,15:18:38.966563
-1001.00,-974.00,960.00,1120.00,15:18:39.179148
-1001.00,-974.00,960.00,1120.00,15:18:39.426861
-1001.00,-974.00,960.00,1120.00,15:18:39.627184
-1001.00,-974.00,960.00,1120.00,15:18:39.846803
