Использовать заднюю рулевую рейку,Номер устройства,Работа,Уст. нулевого положения,Задание положения,Статус,Текущее положение,Ток статора,Температура инвертора,Температура двигателя,CAN-PDO online,Счетчик RPDO1,DropCounter1,"Ограничение рулевой рейки ""+""","Ограничение рулевой рейки ""-""",Нулевое положение рулевой рейки,Т фильтра,Множитель для показаний тока рулевых,Номер устройства,Работа,Уст. нулевого положения,Задание положения,Статус,Текущее положение,Ток статора,Температура инвертора,Температура двигателя,CAN-PDO online,Счетчик RPDO1,DropCounter1,"Ограничение рулевой рейки ""+""","Ограничение рулевой рейки ""-""",Нулевое положение рулевой рейки,Т фильтра,Множитель для показаний тока рулевых,time
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.268581
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.386463
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.402365
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.417944
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.433740
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.448499
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.464057
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.479264
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.494066
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.507639
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.517108
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.528563
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.539094
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.550533
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.561589
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.572093
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.583290
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.594059
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.607059
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.617110
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.628564
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.639112
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.649108
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.659622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.670108
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.681109
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.692109
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.701587
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.712436
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.723580
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.735060
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.746624
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.757108
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.768110
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.779495
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:11.791061
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:11.803660
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:11.817060
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:11.827059
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:11.838231
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:11.849467
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:11.860814
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:11.871075
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:11.880095
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:11.891690
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:11.901959
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:11.913106
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:11.925058
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:11.937055
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:11.948562
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:11.959795
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:11.971060
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:11.982108
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:11.991867
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:12.000462
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:12.009475
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:12.021207
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:12.033105
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:12.045763
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:12.057488
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:12.066481
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:12.073279
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:12.081870
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:12.093616
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:12.106324
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:12.117477
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:12.128507
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:12.139510
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:12.150135
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:12.161675
0,15,0,0,0,0,0,710,30,30,1,18860,59,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16976,119,1000,-1000,0,0.005,10,18:14:12.174556
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.187623
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.199274
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.211430
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.224548
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.235984
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.249034
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.262125
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.274633
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.286611
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.299928
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.311438
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.323482
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.332182
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.343979
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.357539
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.369889
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.382126
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.394593
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.407447
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.420671
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.433617
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.446835
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.459215
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.472240
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.485986
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.498358
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.512425
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.525061
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.537012
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.548341
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.561453
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.573856
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.587210
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.599074
0,15,0,0,0,0,0,740,30,30,1,18864,46,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16979,99,1000,-1000,0,0.005,10,18:14:12.608481
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:12.621262
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:12.632998
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:12.646614
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:12.659549
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:12.671562
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:12.683400
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:12.696659
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:12.709133
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:12.720898
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:12.861534
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:12.994074
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:13.011131
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:13.026196
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:13.037580
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:13.049753
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:13.062098
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:13.074343
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:13.087305
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:13.098428
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:13.110989
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:13.123343
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:13.136688
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:13.149025
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:13.161602
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:13.173771
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:13.186847
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:13.199061
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:13.211393
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:13.223372
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:13.362953
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:13.495797
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:13.511254
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:13.526693
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:13.543133
0,15,0,0,0,0,0,800,30,30,1,18868,41,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16984,33,1000,-1000,0,0.005,10,18:14:13.558673
0,15,0,0,0,0,0,850,30,30,1,18875,36,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16990,33,1000,-1000,0,0.005,10,18:14:13.576412
0,15,0,0,0,0,0,850,30,30,1,18875,36,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16990,33,1000,-1000,0,0.005,10,18:14:13.589653
0,15,0,0,0,0,0,850,30,30,1,18875,36,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16990,33,1000,-1000,0,0.005,10,18:14:13.601802
0,15,0,0,0,0,0,850,30,30,1,18875,36,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16990,33,1000,-1000,0,0.005,10,18:14:13.614227
0,15,0,0,0,0,0,850,30,30,1,18875,36,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16990,33,1000,-1000,0,0.005,10,18:14:13.625972
0,15,0,0,0,0,0,850,30,30,1,18875,36,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16990,33,1000,-1000,0,0.005,10,18:14:13.638277
0,15,0,0,0,0,0,850,30,30,1,18875,36,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16990,33,1000,-1000,0,0.005,10,18:14:13.647901
0,15,0,0,0,0,0,850,30,30,1,18875,36,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16990,33,1000,-1000,0,0.005,10,18:14:13.661294
0,15,0,0,0,0,0,850,30,30,1,18875,36,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16990,33,1000,-1000,0,0.005,10,18:14:13.673552
0,15,0,0,0,0,0,850,30,30,1,18875,36,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16990,33,1000,-1000,0,0.005,10,18:14:13.686560
0,15,0,0,0,0,0,850,30,30,1,18875,36,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16990,33,1000,-1000,0,0.005,10,18:14:13.698371
0,15,0,0,0,0,0,850,30,30,1,18875,36,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16990,33,1000,-1000,0,0.005,10,18:14:13.710555
0,15,0,0,0,0,0,850,30,30,1,18875,36,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16990,33,1000,-1000,0,0.005,10,18:14:13.722313
0,15,0,0,0,0,0,850,30,30,1,18875,36,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16990,33,1000,-1000,0,0.005,10,18:14:13.735541
0,15,0,0,0,0,0,850,30,30,1,18875,36,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16990,33,1000,-1000,0,0.005,10,18:14:13.747976
0,15,0,0,0,0,0,850,30,30,1,18875,36,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16990,33,1000,-1000,0,0.005,10,18:14:13.760619
0,15,0,0,0,0,0,850,30,30,1,18875,36,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16990,33,1000,-1000,0,0.005,10,18:14:13.772892
0,15,0,0,0,0,0,850,30,30,1,18875,36,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16990,33,1000,-1000,0,0.005,10,18:14:13.786042
0,15,0,0,0,0,0,850,30,30,1,18875,36,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16990,33,1000,-1000,0,0.005,10,18:14:13.798148
0,15,0,0,0,0,0,850,30,30,1,18875,36,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16990,33,1000,-1000,0,0.005,10,18:14:13.810247
0,15,0,0,0,0,0,850,30,30,1,18875,36,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16990,33,1000,-1000,0,0.005,10,18:14:13.822354
0,15,0,0,0,0,0,850,30,30,1,18875,36,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16990,33,1000,-1000,0,0.005,10,18:14:13.832417
0,15,0,0,0,0,0,850,30,30,1,18875,36,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16990,33,1000,-1000,0,0.005,10,18:14:13.842789
0,15,0,0,0,0,0,850,30,30,1,18875,36,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16990,33,1000,-1000,0,0.005,10,18:14:13.853586
0,15,0,0,0,0,0,850,30,30,1,18875,36,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16990,33,1000,-1000,0,0.005,10,18:14:13.866988
0,15,0,0,0,0,0,850,30,30,1,18875,36,1000,-1000,-18,0.005,10,15,0,0,0,0,0,0,0,0,0,16990,33,1000,-1000,0,0.005,10,18:14:13.878729
