PSTED_TORQUE,PSTED_MOTOR_SPEED,PSTED_CURRENT,PSTED_VOLTAGE,PSTED_MOTOR_TEMP,PSTED_INV_RADIATOR_TEMP,PSTED_OUT_BMS_VOLTAGE,SYSTEM_24V_VOLTAGE,time
,,,,,,,,13:35:49.748778
,,,,,,,,13:35:49.748778
,,,,,,,,13:35:50.312440
0.00,0.00,0.00,349.41,40.00,,29.67,3.54,13:35:50.929087
0.00,0.00,0.00,349.41,40.00,17.00,362.96,24.50,13:35:51.530087
0.00,0.00,0.00,349.41,40.00,17.00,362.96,24.50,13:35:52.153853
0.00,0.00,0.00,349.41,15.00,81.00,29.67,3.54,13:35:52.801673
0.00,0.00,0.00,349.41,41.00,17.00,362.96,24.49,13:35:53.371728
0.00,0.00,0.00,349.41,41.00,17.00,362.96,24.49,13:35:54.003786
0.00,0.00,0.00,349.41,41.00,17.00,362.96,24.50,13:35:54.589854
0.00,0.00,0.00,349.41,41.00,17.00,362.96,3.54,13:35:55.160359
0.00,0.00,0.00,349.41,15.00,81.00,29.67,3.54,13:35:55.793117
0.00,0.00,0.00,349.41,41.00,17.00,362.96,24.50,13:35:56.394249
0.00,0.00,0.00,349.41,40.00,17.00,362.96,24.50,13:35:56.995885
0.00,0.00,0.00,349.41,40.00,17.00,362.96,24.50,13:35:57.581755
0.00,0.00,0.00,349.41,40.00,17.00,362.96,24.50,13:35:58.367622
0.00,0.00,0.00,349.41,40.00,17.00,362.96,24.50,13:35:58.918212
0.79,0.00,5.12,349.41,40.00,17.00,362.96,24.50,13:35:59.500957
2.36,0.00,10.24,349.41,41.00,17.00,29.67,3.54,13:36:00.102519
3.94,0.00,10.24,349.41,41.00,17.00,362.96,24.50,13:36:00.687901
6.30,0.00,15.35,349.41,41.00,17.00,362.96,24.49,13:36:01.321458
7.87,0.00,20.47,349.41,41.00,17.00,362.96,24.50,13:36:01.923314
7.87,0.00,20.47,349.41,41.00,17.00,362.96,24.50,13:36:02.455448
10.24,0.00,20.47,31.76,15.00,81.00,29.67,3.53,13:36:03.094805
9.45,0.00,25.59,349.41,41.00,17.00,359.47,24.50,13:36:03.696929
3.15,0.00,10.24,349.41,40.00,17.00,359.47,24.50,13:36:04.338383
-0.79,0.00,5.12,349.41,40.00,17.00,359.47,24.50,13:36:05.001740
-2.36,0.00,10.24,349.41,40.00,17.00,359.47,24.49,13:36:05.603150
-5.51,0.00,15.35,349.41,40.00,17.00,359.47,24.50,13:36:06.242717
-7.09,-273.93,15.35,349.41,40.00,17.00,359.47,24.50,13:36:06.907311
-7.09,-1043.00,15.35,343.06,40.00,17.00,359.47,24.50,13:36:07.508368
-3.15,-1576.71,5.12,349.41,40.00,17.00,359.47,24.50,13:36:08.094392
0.00,-1476.85,0.00,349.41,40.00,17.00,359.47,24.50,13:36:08.848317
0.00,-1476.85,0.00,349.41,40.00,17.00,359.47,24.50,13:36:09.327065
0.79,-1143.59,0.00,349.41,40.00,17.00,359.47,24.49,13:36:09.950740
7.87,-715.84,15.35,349.41,40.00,17.00,359.47,24.50,13:36:10.552110
25.98,-261.48,51.18,349.41,15.00,81.00,29.67,3.53,13:36:11.231292
25.20,-261.48,46.06,349.41,41.00,17.00,359.47,24.49,13:36:11.871182
12.60,1709.28,25.59,343.06,41.00,17.00,352.49,24.50,13:36:12.473146
9.45,2791.34,20.47,349.41,40.00,17.00,352.49,24.49,13:36:13.074923
8.66,3553.33,15.35,343.06,40.00,17.00,352.49,3.53,13:36:13.676789
-1.57,3994.26,5.12,349.41,40.00,17.00,352.49,3.53,13:36:14.325389
-1.57,3211.77,5.12,349.41,39.00,17.00,352.49,24.48,13:36:14.896349
0.00,3211.77,46.06,0.00,15.00,79.00,29.67,3.53,13:36:15.444841
0.79,2044.74,5.12,0.00,15.00,80.00,29.67,3.53,13:36:16.083666
1.57,1761.77,5.12,349.41,40.00,17.00,29.67,3.53,13:36:16.700633
2.36,1633.11,5.12,349.41,41.00,17.00,352.49,24.48,13:36:17.332378
2.36,1585.74,5.12,349.41,41.00,17.00,352.49,24.49,13:36:18.018361
2.36,1534.47,5.12,349.41,41.00,17.00,354.24,24.50,13:36:18.634974
2.36,0.73,168.90,6.35,15.00,81.00,29.67,3.53,13:36:19.420127
2.36,0.73,168.90,6.35,15.00,81.00,29.67,3.53,13:36:19.921752
2.36,1409.22,5.12,349.41,41.00,17.00,354.24,24.49,13:36:20.538825
1.57,1367.96,5.12,349.41,40.00,17.00,354.24,24.49,13:36:21.156016
0.00,1230.02,0.00,349.41,15.00,81.00,29.67,3.53,13:36:21.794504
-2.36,879.42,5.12,349.41,41.00,17.00,354.24,24.50,13:36:22.381069
-11.81,355.24,20.47,343.06,41.00,17.00,354.24,24.49,13:36:22.998596
-14.17,269.54,25.59,343.06,41.00,17.00,354.24,24.49,13:36:23.584734
-6.30,0.00,30.71,349.41,41.00,17.00,354.24,3.53,13:36:24.233575
-3.94,-394.30,10.24,349.41,41.00,17.00,354.24,24.49,13:36:24.787432
-3.15,-394.30,-496.46,12.71,15.00,81.00,29.67,3.53,13:36:25.388780
-3.15,-866.48,5.12,349.41,41.00,17.00,354.24,24.50,13:36:25.989829
-3.15,-965.12,10.24,349.41,41.00,17.00,354.24,3.53,13:36:26.537722
-3.15,-1047.88,5.12,349.41,15.00,81.00,29.67,3.53,13:36:27.154125
-3.15,-1123.81,5.12,349.41,15.00,81.00,29.67,3.53,13:36:27.792365
-3.15,-1189.00,5.12,349.41,41.00,17.00,29.67,3.53,13:36:28.409589
-3.15,-1259.32,5.12,349.41,41.00,17.00,354.24,24.49,13:36:28.941543
-3.15,-1377.73,5.12,349.41,41.00,17.00,352.49,24.49,13:36:29.757992
-3.15,-1377.73,5.12,349.41,41.00,17.00,352.49,24.49,13:36:30.196170
-3.15,-1377.73,-92.13,12.71,15.00,81.00,29.67,3.53,13:36:30.813676
-3.15,-1480.76,5.12,349.41,41.00,17.00,352.49,24.49,13:36:31.398972
-3.15,-1526.90,5.12,349.41,41.00,17.00,352.49,24.49,13:36:32.016471
-3.15,-1576.71,5.12,349.41,41.00,17.00,352.49,24.50,13:36:32.533540
-3.15,-1621.39,10.24,349.41,15.00,80.00,29.67,3.53,13:36:33.049819
-3.15,-1650.69,10.24,6.35,15.00,80.00,29.67,3.53,13:36:33.635129
-3.15,-1693.41,5.12,6.35,14.00,81.00,29.67,3.53,13:36:34.205141
-3.15,-1727.10,5.12,6.35,15.00,80.00,29.67,3.53,13:36:34.805807
-3.15,-1759.58,5.12,349.41,40.00,17.00,352.49,24.50,13:36:35.338008
-3.15,-1792.78,5.12,349.41,15.00,81.00,29.67,3.53,13:36:35.908291
-3.15,-1817.93,5.12,349.41,41.00,81.00,29.67,3.53,13:36:36.425384
-3.15,-1850.64,5.12,349.41,14.00,80.00,29.67,3.53,13:36:36.926444
-3.15,-1873.59,5.12,349.41,15.00,80.00,29.67,3.53,13:36:37.512422
-3.15,-1893.86,5.12,349.41,40.00,17.00,352.49,24.49,13:36:38.091848
-3.15,-1919.98,5.12,343.06,40.00,17.00,352.49,3.53,13:36:38.715265
-3.15,-1944.64,5.12,343.06,40.00,17.00,352.49,24.49,13:36:39.315977
-3.15,-1989.07,5.12,343.06,40.00,17.00,352.49,24.50,13:36:40.064912
-3.15,-1989.07,5.12,343.06,40.00,17.00,352.49,24.50,13:36:40.519997
-3.15,-2009.83,5.12,349.41,40.00,17.00,352.49,24.49,13:36:41.122118
-3.15,-2032.78,5.12,349.41,40.00,17.00,29.67,3.53,13:36:41.723880
-3.94,-2056.95,10.24,349.41,40.00,17.00,352.49,24.50,13:36:42.326507
-12.60,-2185.61,20.47,343.06,40.00,17.00,352.49,24.50,13:36:42.928075
-29.92,-3320.17,25.59,343.06,40.00,17.00,352.49,24.50,13:36:43.492332
-33.86,-3320.17,-527.17,31.76,14.00,79.00,29.67,3.53,13:36:44.093740
-48.82,-3473.49,30.71,349.41,39.00,17.00,29.67,3.53,13:36:44.695541
-66.93,-3409.04,35.83,349.41,39.00,17.00,352.49,24.50,13:36:45.334169
-68.50,-3397.81,35.83,343.06,38.00,17.00,352.49,24.50,13:36:45.982390
-68.50,-3403.18,35.83,343.06,38.00,17.00,352.49,24.50,13:36:46.615124
-68.50,-3401.47,35.83,349.41,34.00,17.00,352.49,24.50,13:36:47.201098
-68.50,-3401.23,35.83,44.47,14.00,73.00,29.67,3.53,13:36:47.819744
-68.50,-3402.20,35.83,343.06,33.00,73.00,29.67,3.53,13:36:48.441245
-68.50,-3398.79,35.83,343.06,41.00,73.00,352.49,24.49,13:36:49.143627
-68.50,-3397.08,35.83,343.06,41.00,17.00,352.49,24.47,13:36:49.806998
-68.50,-3399.27,35.83,343.06,35.00,17.00,352.49,24.50,13:36:50.561330
-68.50,-3399.27,35.83,343.06,35.00,17.00,352.49,24.50,13:36:51.093690
-68.50,-3396.83,35.83,343.06,35.00,17.00,352.49,3.53,13:36:51.763715
-68.50,-3401.23,35.83,343.06,36.00,17.00,321.08,3.53,13:36:52.395704
-68.50,-3399.76,35.83,343.06,34.00,17.00,321.08,24.50,13:36:53.027673
-68.50,-3397.81,35.83,349.41,34.00,17.00,321.08,24.48,13:36:53.666156
-69.29,-3399.27,35.83,343.06,36.00,17.00,321.08,24.50,13:36:54.313908
