PSTED_TORQUE,PSTED_MOTOR_SPEED,PSTED_CURRENT,PSTED_VOLTAGE,PSTED_MOTOR_TEMP,PSTED_INV_RADIATOR_TEMP,PSTED_OUT_BMS_VOLTAGE,SYSTEM_24V_VOLTAGE,time
-68.50,-3401.96,35.83,343.06,36.00,17.00,321.08,24.50,13:36:54.931198
-62.99,-3418.07,35.83,343.06,36.00,17.00,319.34,24.48,13:36:55.570206
-45.67,-3502.79,30.71,349.41,35.00,17.00,319.34,24.50,13:36:56.218943
-25.98,-3598.50,25.59,349.41,34.00,17.00,319.34,24.50,13:36:56.819809
-7.09,-3667.10,15.35,343.06,34.00,17.00,322.83,24.50,13:36:57.474101
-1.57,-4045.78,5.12,343.06,33.00,17.00,322.83,24.50,13:36:58.107166
0.00,-3848.02,0.00,349.41,33.00,17.00,322.83,24.49,13:36:58.739114
1.57,-3428.33,5.12,343.06,37.00,17.00,322.83,24.48,13:36:59.394394
2.36,-2685.38,5.12,349.41,40.00,17.00,322.83,24.49,13:36:59.995592
0.00,-1440.47,0.00,343.06,41.00,17.00,322.83,24.48,13:37:00.612771
0.00,-1440.47,0.00,343.06,41.00,17.00,322.83,24.48,13:37:01.082721
0.00,-1147.01,0.00,349.41,41.00,17.00,322.83,3.51,13:37:01.684645
0.00,-828.88,0.00,349.41,41.00,17.00,322.83,24.50,13:37:02.285919
0.00,-515.64,0.00,349.41,41.00,17.00,322.83,24.49,13:37:02.887847
0.00,-249.76,0.00,349.41,41.00,17.00,322.83,24.50,13:37:03.534872
0.00,-168.22,0.00,349.41,41.00,17.00,322.83,24.50,13:37:04.189185
0.00,0.00,0.00,349.41,41.00,17.00,322.83,24.50,13:37:04.806856
0.00,0.00,0.00,343.06,41.00,17.00,322.83,24.50,13:37:05.407998
0.00,0.00,0.00,349.41,41.00,17.00,322.83,24.48,13:37:06.019332
0.00,0.00,0.00,349.41,41.00,17.00,345.51,24.50,13:37:06.596013
0.00,0.00,0.00,349.41,41.00,17.00,347.25,24.50,13:37:07.244467
0.00,0.00,0.00,349.41,41.00,17.00,347.25,24.48,13:37:07.898577
0.00,0.00,0.00,349.41,41.00,17.00,347.25,24.49,13:37:08.656413
0.00,0.00,0.00,349.41,41.00,17.00,347.25,24.49,13:37:09.234383
0.00,0.00,0.00,349.41,41.00,17.00,347.25,24.50,13:37:09.807854
0.00,0.00,0.00,349.41,41.00,17.00,347.25,24.50,13:37:10.401344
0.00,0.00,0.00,349.41,41.00,17.00,347.25,24.48,13:37:11.144184
0.00,0.00,0.00,349.41,41.00,17.00,347.25,24.48,13:37:11.616271
0.00,0.00,0.00,343.06,41.00,17.00,347.25,24.50,13:37:12.233094
0.00,0.00,0.00,349.41,41.00,17.00,347.25,24.50,13:37:12.834230
0.00,0.00,0.00,349.41,41.00,17.00,347.25,24.50,13:37:13.429971
0.00,0.00,0.00,349.41,41.00,17.00,347.25,24.50,13:37:14.037413
0.00,0.00,0.00,349.41,41.00,17.00,347.25,24.50,13:37:14.638273
0.00,0.00,0.00,349.41,41.00,17.00,347.25,24.50,13:37:15.270742
